event_id,roi,lon,lat,area_ha,radd_any,clear_post,s1_post,ang_2020_2021_deg,tau,registered
C0,CG1,28.681,0.445,4.738,2021-01-13,20.594,118.226,48.142,16.309,1
C1,CG1,28.681,0.46,1.43,2021-01-13,21.416,118.226,51.201,16.309,1
C2,CG1,28.681,0.637,3.486,2021-01-08,23.052,119.677,63.243,16.309,1
C3,CG1,28.682,0.595,3.486,2021-01-21,21.72,115.903,52.295,16.309,1
C4,CG1,28.687,0.449,1.788,2021-01-01,22.231,121.71,55.99,16.309,1
C5,CG1,28.689,0.43,2.503,2021-01-01,23.422,121.71,50.829,16.309,1
C6,CG1,28.691,0.603,1.877,2021-01-13,22.274,118.226,56.423,16.309,1
C7,CG1,28.692,0.593,1.073,2021-01-15,24.799,117.645,38.846,16.309,1
C8,CG1,28.697,0.615,1.341,2021-03-14,22.921,98.484,59.17,16.309,1
C9,CG1,28.698,0.602,2.056,2021-03-02,18.732,102.355,56.972,16.309,1
C10,CG1,28.699,0.589,3.844,2021-01-03,26.308,121.129,54.564,16.309,1
C11,CG1,28.702,0.431,1.877,2021-01-27,19.682,114.161,52.744,16.309,1
C12,CG1,28.718,0.571,1.073,2021-01-03,23.838,121.129,58.713,16.309,1
C13,CG1,28.719,0.623,1.43,2021-03-14,23.492,98.484,51.915,16.309,1
C14,CG1,28.722,0.601,1.341,2021-11-16,3.822,13.733,21.247,16.309,1
C15,CG1,28.722,0.627,1.162,2021-01-01,25.355,121.71,59.555,16.309,1
C16,CG1,28.722,0.603,2.324,2021-01-01,23.349,121.71,52.697,16.309,1
C17,CG1,28.727,0.47,2.592,2021-05-25,22.5,74.935,41.439,16.309,1
C18,CG1,28.732,0.566,1.252,2021-01-01,23.558,121.71,56.43,16.309,1
C19,CG1,28.739,0.521,1.341,2021-03-26,34.791,94.613,43.364,16.309,1
C20,CG1,28.74,0.525,5.811,2021-02-01,37.215,112.643,44.667,16.309,1
C21,CG1,28.743,0.626,1.251,2021-01-13,27.087,118.226,51.203,16.309,1
C22,CG1,28.744,0.614,1.877,2021-01-13,26.038,118.226,49.121,16.309,1
C23,CG1,28.745,0.565,2.95,2021-01-01,39.885,121.71,55.6,16.309,1
C24,CG1,28.747,0.509,1.788,2021-01-21,39.487,115.903,49.338,16.309,1
C25,CG1,28.753,0.526,5.006,2021-02-20,42.703,105.857,34.272,16.309,1
C26,CG1,28.755,0.561,1.43,2021-01-13,49.153,118.226,53.003,16.309,1
C27,CG1,28.755,0.519,1.252,2021-01-09,47.669,119.387,45.798,16.309,1
C28,CG1,28.756,0.53,1.341,2021-01-01,48.98,121.71,42.977,16.309,1
C29,CG1,28.759,0.54,1.252,2021-05-01,30.531,82.677,34.909,16.309,1
C30,CG1,28.762,0.492,1.698,2021-01-01,41.222,93.742,44.27,16.309,1
C31,CG1,28.762,0.541,1.341,2021-01-08,51.109,119.677,48.032,16.309,1
C32,CG1,28.763,0.561,1.43,2021-01-01,47.507,121.71,54.294,16.309,1
C33,CG1,28.763,0.587,2.771,2021-01-25,42.097,114.742,53.951,16.309,1
C34,CG1,28.767,0.514,1.252,2021-02-26,36.39,79.5,43.16,16.309,1
C35,CG1,28.767,0.459,2.95,2021-01-01,43.465,93.742,56.255,16.309,1
C36,CG1,28.769,0.496,1.788,2021-01-01,42.977,93.742,40.768,16.309,1
C37,CG1,28.77,0.498,1.877,2021-01-09,44.328,91.677,49.592,16.309,1
C38,CG1,28.77,0.539,1.162,2021-01-01,50.874,93.742,26.69,16.309,1
C39,CG1,28.772,0.531,2.324,2021-01-03,50.332,93.226,46.921,16.309,1
C40,CG1,28.773,0.54,1.967,2021-02-06,45.834,84.5,36.555,16.309,1
C41,CG1,28.773,0.523,1.073,2021-01-01,46.405,93.742,37.827,16.309,1
C42,CG1,28.774,0.542,1.341,2021-05-15,33.306,60.129,40.631,16.309,1
C43,CG1,28.774,0.544,1.609,2021-01-13,49.545,90.645,49.045,16.309,1
C44,CG1,28.774,0.524,1.341,2021-01-01,45.182,93.742,44.234,16.309,1
C45,CG1,28.775,0.439,4.291,2021-01-01,54.04,93.742,54.894,16.309,1
C46,CG1,28.777,0.513,1.341,2021-01-25,38.227,87.548,34.028,16.309,1
C47,CG1,28.778,0.429,1.609,2021-01-13,59.35,90.645,56.95,16.309,1
C48,CG1,28.779,0.513,1.341,2021-02-06,37.372,84.5,48.395,16.309,1
C49,CG1,28.779,0.489,1.341,2021-01-01,41.499,93.742,34.824,16.309,1
C50,CG1,28.78,0.435,3.308,2021-01-01,60.558,93.742,59.347,16.309,1
C51,CG1,28.782,0.432,1.073,2021-01-01,61.698,93.742,55.245,16.309,1
C52,CG1,28.782,0.51,1.162,2021-01-01,44.976,93.742,44.365,16.309,1
C53,CG1,28.784,0.532,1.43,2021-02-14,47.714,82.5,37.963,16.309,1
C54,CG1,28.784,0.502,1.252,2021-01-03,36.818,93.226,41.195,16.309,1
C55,CG1,28.786,0.637,2.056,2021-01-01,57.216,121.582,61.205,16.309,1
C56,CG1,28.788,0.602,1.073,2021-01-09,51.684,91.677,53.599,16.309,1
C57,CG1,28.789,0.43,2.324,2021-01-01,61.144,93.742,65.778,16.309,1
C58,CG1,28.791,0.475,1.252,2021-02-26,35.924,79.5,45.48,16.309,1
C59,CG1,28.794,0.454,1.073,2021-02-06,41.434,84.5,45.726,16.309,1
C60,CG1,28.795,0.542,1.073,2021-02-02,40.144,85.5,48.67,16.309,1
C61,CG1,28.796,0.445,3.129,2021-01-13,57.11,90.645,54.894,16.309,1
C62,CG1,28.797,0.453,2.235,2021-01-13,90.394,90.645,50.665,16.309,1
C63,CG1,28.798,0.463,4.38,2021-01-01,91.572,93.742,52.246,16.309,1
C64,CG1,28.8,0.596,3.039,2021-01-09,102.315,91.677,39.064,16.309,1
C65,CG1,28.802,0.432,1.162,2021-03-14,85.494,75.387,49.192,16.309,1
C66,CG1,28.802,0.445,1.252,2021-01-21,109.257,88.581,44.606,16.309,1
C67,CG1,28.802,0.499,2.235,2021-01-09,84.625,91.677,45.548,16.309,1
C68,CG1,28.803,0.504,1.252,2021-01-13,84.207,90.645,55.131,16.309,1
C69,CG1,28.802,0.583,1.788,2021-02-02,87.381,85.5,49.547,16.309,1
C70,CG1,28.803,0.432,1.252,2021-05-27,59.562,57.032,47.06,16.309,1
C71,CG1,28.803,0.447,2.414,2021-01-09,109.62,91.677,58.809,16.309,1
C72,CG1,28.806,0.517,1.341,2021-01-21,90.263,88.581,56.842,16.309,1
C73,CG1,28.807,0.435,1.341,2021-01-01,107.702,93.742,56.605,16.309,1
C74,CG1,28.807,0.518,1.788,2021-01-03,96.269,93.226,56.155,16.309,1
C75,CG1,28.807,0.469,1.52,2021-01-03,88.149,93.226,59.699,16.309,1
C76,CG1,28.809,0.479,1.162,2021-02-02,70.657,85.5,45.229,16.309,1
C77,CG1,28.81,0.565,2.145,2021-01-15,87.024,90.129,53.51,16.309,1
C78,CG1,28.811,0.499,2.056,2021-01-15,91.205,90.129,43.203,16.309,1
C79,CG1,28.811,0.439,2.235,2021-01-01,110.377,93.742,55.446,16.309,1
C80,CG1,28.813,0.448,1.877,2021-01-13,102.517,90.645,54.912,16.309,1
C81,CG1,28.812,0.471,1.073,2021-01-09,78.526,91.677,49.521,16.309,1
C82,CG1,28.814,0.582,1.698,2021-01-25,94.471,87.548,47.467,16.309,1
C83,CG1,28.815,0.427,1.252,2021-02-14,95.251,82.5,58.997,16.309,1
C84,CG1,28.817,0.442,2.682,2021-01-09,99.068,91.677,58.725,16.309,1
C85,CG1,28.817,0.445,5.006,2021-01-01,107.152,93.742,60.281,16.309,1
C86,CG1,28.817,0.507,2.145,2021-01-01,91.539,93.742,53.088,16.309,1
C87,CG1,28.819,0.641,3.933,2021-01-01,113.618,93.742,64.748,16.309,1
C88,CG1,28.821,0.477,2.145,2021-01-01,80.232,93.742,48.882,16.309,1
C89,CG1,28.824,0.475,1.073,2021-02-02,81.604,85.5,51.247,16.309,1
C90,CG1,28.826,0.612,1.341,2021-03-14,83.189,75.387,57.196,16.309,1
C91,CG1,28.827,0.427,2.503,2021-01-01,113.461,93.742,56.42,16.309,1
C92,CG1,28.828,0.476,2.682,2021-02-02,77.489,85.5,53.83,16.309,1
C93,CG1,28.827,0.504,1.52,2021-01-25,87.869,87.548,46.535,16.309,1
C94,CG1,28.831,0.528,1.073,2021-01-01,92.121,93.742,47.782,16.309,1
C95,CG1,28.831,0.43,1.341,2021-01-03,119.767,93.226,56.637,16.309,1
C96,CG1,28.831,0.526,1.252,2021-01-01,91.232,93.742,49.511,16.309,1
C97,CG1,28.831,0.512,1.43,2021-01-21,74.587,88.581,42.864,16.309,1
C98,CG1,28.832,0.558,1.252,2021-01-21,79.26,88.581,51.33,16.309,1
C99,CG1,28.832,0.523,1.162,2021-01-15,87.788,90.129,39.538,16.309,1
C100,CG1,28.832,0.64,2.95,2021-01-13,110.941,90.645,63.648,16.309,1
C101,CG1,28.833,0.447,2.414,2021-01-01,115.825,93.742,54.47,16.309,1
C102,CG1,28.834,0.519,1.252,2021-01-15,80.55,90.129,38.973,16.309,1
C103,CG1,28.834,0.433,1.252,2021-02-14,94.336,82.5,53.071,16.309,1
C104,CG1,28.834,0.46,1.162,2021-01-01,99.502,93.742,46.793,16.309,1
C105,CG1,28.835,0.428,1.967,2021-01-15,111.169,90.129,49.53,16.309,1
C106,CG1,28.834,0.466,2.145,2021-01-01,88.298,93.742,54.156,16.309,1
C107,CG1,28.836,0.635,1.609,2021-05-03,74.615,63.226,46.293,16.309,1
C108,CG1,28.837,0.506,1.162,2021-03-14,75.418,75.387,41.256,16.309,1
C109,CG1,28.837,0.565,1.073,2021-02-02,84.422,85.5,49.615,16.309,1
C110,CG1,28.839,0.641,4.38,2021-01-01,120.204,93.742,61.563,16.309,1
C111,CG1,28.841,0.427,1.609,2021-01-01,117.156,93.742,49.74,16.309,1
C112,CG1,28.842,0.595,1.073,2021-01-03,96.701,93.226,49.113,16.309,1
C113,CG1,28.841,0.514,1.252,2021-01-03,87.926,93.226,34.747,16.309,1
C114,CG1,28.844,0.465,1.341,2021-02-06,89.468,84.5,43.014,16.309,1
C115,CG1,28.843,0.558,1.609,2021-01-09,85.867,91.677,52.37,16.309,1
C116,CG1,28.844,0.45,3.844,2021-01-01,118.49,93.742,58.077,16.309,1
C117,CG1,28.845,0.597,1.162,2021-01-25,101.152,87.548,52.008,16.309,1
C118,CG1,28.845,0.429,1.073,2021-01-09,113.503,91.677,47.69,16.309,1
C119,CG1,28.846,0.529,2.324,2021-01-03,95.726,93.226,50.232,16.309,1
C120,CG1,28.846,0.595,2.771,2021-01-01,102.519,93.742,48.109,16.309,1
C121,CG1,28.847,0.437,1.162,2021-01-25,102.174,87.548,36.548,16.309,1
C122,CG1,28.848,0.458,1.43,2021-03-22,81.738,73.323,35.863,16.309,1
C123,CG1,28.848,0.56,1.52,2021-01-01,85.934,93.742,48.993,16.309,1
C124,CG1,28.849,0.476,1.52,2021-01-01,102.222,93.742,49.739,16.309,1
C125,CG1,28.85,0.509,2.056,2021-01-01,89.725,93.742,57.723,16.309,1
C126,CG1,28.851,0.601,1.43,2021-01-01,113.021,93.742,56.264,16.309,1
C127,CG1,28.851,0.551,7.777,2021-01-03,85.414,93.226,50.576,16.309,1
C128,CG1,28.855,0.473,3.397,2021-01-03,99.241,93.226,53.839,16.309,1
C129,CG1,28.856,0.53,1.341,2021-01-01,102.826,93.742,52.344,16.309,1
C130,CG1,28.856,0.626,2.056,2021-01-01,112.662,93.742,64.269,16.309,1
C131,CG1,28.856,0.468,1.252,2021-01-09,97.723,91.677,46.368,16.309,1
C132,CG1,28.856,0.514,1.43,2021-02-26,78.115,79.5,44.452,16.309,1
C133,CG1,28.857,0.564,1.252,2021-01-13,93.377,90.645,46.383,16.309,1
C134,CG1,28.858,0.442,1.699,2021-01-13,110.328,90.645,41.825,16.309,1
C135,CG1,28.857,0.53,1.52,2021-01-27,93.988,87.032,52.672,16.309,1
C136,CG1,28.858,0.538,1.52,2021-01-09,96.597,91.677,50.084,16.309,1
C137,CG1,28.86,0.518,2.771,2021-01-09,89.275,91.677,47.308,16.309,1
C138,CG1,28.859,0.585,1.43,2021-01-01,104.58,93.742,48.921,16.309,1
C139,CG1,28.861,0.459,2.503,2021-01-13,110.091,90.645,41.481,16.309,1
C140,CG1,28.862,0.485,1.341,2021-01-13,92.193,90.645,43.983,16.309,1
C141,CG1,28.862,0.519,1.698,2021-01-03,90.031,93.226,56.186,16.309,1
C142,CG1,28.862,0.6,1.073,2021-01-21,101.584,88.581,48.47,16.309,1
C143,CG1,28.863,0.456,1.162,2021-01-09,112.049,91.677,31.924,16.309,1
C144,CG1,28.864,0.428,1.252,2021-01-21,109.744,88.581,50.341,16.309,1
C145,CG1,28.865,0.573,1.073,2021-06-06,42.193,54.0,32.906,16.309,1
C146,CG1,28.865,0.472,11.174,2021-01-01,108.154,93.742,53.62,16.309,1
C147,CG1,28.867,0.445,1.252,2021-02-06,93.316,84.5,51.534,16.309,1
C148,CG1,28.867,0.542,1.341,2021-01-09,84.563,91.677,50.638,16.309,1
C149,CG1,28.868,0.591,1.162,2021-02-26,89.893,79.5,43.433,16.309,1
C150,CG1,28.868,0.504,1.341,2021-01-03,99.732,93.226,44.097,16.309,1
C151,CG1,28.869,0.49,2.056,2021-02-18,79.961,81.5,39.611,16.309,1
C152,CG1,28.87,0.575,1.341,2021-01-13,88.161,90.645,43.005,16.309,1
C153,CG1,28.87,0.485,1.43,2021-01-21,84.894,88.581,37.585,16.309,1
C154,CG1,28.871,0.622,1.967,2021-01-03,113.397,93.226,66.626,16.309,1
C155,CG1,28.87,0.512,1.609,2021-02-14,85.06,82.5,42.828,16.309,1
C156,CG1,28.872,0.535,3.218,2021-01-13,93.963,90.645,46.85,16.309,1
C157,CG1,28.872,0.568,1.073,2021-01-25,82.738,87.548,45.716,16.309,1
C158,CG1,28.876,0.609,2.414,2021-01-09,99.418,91.677,53.799,16.309,1
C159,CG1,28.876,0.521,1.341,2021-03-04,78.249,77.968,38.488,16.309,1
C160,CG1,28.876,0.531,2.056,2021-01-01,105.49,93.742,48.728,16.309,1
C161,CG1,28.877,0.623,1.162,2021-03-22,86.406,73.323,44.891,16.309,1
C162,CG1,28.878,0.572,1.073,2021-01-13,87.438,90.645,46.265,16.309,1
C163,CG1,28.878,0.499,1.073,2021-01-01,102.042,93.742,37.567,16.309,1
C164,CG1,28.879,0.529,1.341,2021-01-13,97.312,90.645,54.726,16.309,1
C165,CG1,28.878,0.562,2.95,2021-01-01,94.228,93.742,54.987,16.309,1
C166,CG1,28.879,0.488,1.073,2021-11-09,15.524,12.2,18.614,16.309,1
C167,CG1,28.879,0.604,2.861,2021-01-03,98.879,93.226,57.275,16.309,1
C168,CG1,28.881,0.523,1.252,2021-01-01,102.712,93.742,49.412,16.309,1
C169,CG1,28.88,0.549,2.592,2021-01-01,97.811,93.742,42.697,16.309,1
C170,CG1,28.882,0.564,1.698,2021-02-06,89.081,84.5,47.115,16.309,1
C171,CG1,28.882,0.567,1.073,2021-01-15,98.679,90.129,53.258,16.309,1
C172,CG1,28.883,0.439,1.073,2021-02-20,104.664,81.0,37.596,16.309,1
C173,CG1,28.884,0.499,1.252,2021-01-01,110.552,93.742,50.924,16.309,1
C174,CG1,28.884,0.514,1.162,2021-02-06,97.334,84.5,43.483,16.309,1
C175,CG1,28.884,0.455,1.252,2021-02-26,97.5,79.5,43.489,16.309,1
C176,CG1,28.886,0.516,1.52,2021-01-03,54.625,93.226,54.214,16.309,1
C177,CG1,28.888,0.568,1.698,2021-05-13,33.635,60.645,33.413,16.309,1
C178,CG1,28.89,0.525,1.341,2021-01-03,57.311,93.226,46.544,16.309,1
C179,CG1,28.891,0.515,2.95,2021-01-13,54.867,90.645,50.2,16.309,1
C180,CG1,28.894,0.506,1.877,2021-01-13,58.122,90.645,45.212,16.309,1
C181,CG1,28.894,0.516,1.43,2021-01-01,51.618,93.742,52.923,16.309,1
C182,CG1,28.894,0.48,1.073,2021-11-17,6.259,10.6,22.789,16.309,1
C183,CG1,28.894,0.486,1.43,2021-01-03,58.027,93.226,42.365,16.309,1
C184,CG1,28.894,0.482,1.967,2021-01-01,58.695,93.742,38.993,16.309,1
C185,CG1,28.899,0.53,1.252,2021-02-08,49.66,84.0,40.081,16.309,1
C186,CG1,28.9,0.606,1.073,2021-01-01,48.25,93.742,51.982,16.309,1
C187,CG1,28.9,0.563,1.877,2021-01-01,52.991,93.742,62.921,16.309,1
C188,CG1,28.9,0.505,1.341,2021-01-13,55.353,90.645,53.28,16.309,1
C189,CG1,28.901,0.526,1.252,2021-01-25,46.27,87.548,32.982,16.309,1
C190,CG1,28.902,0.504,3.486,2021-01-13,55.792,90.645,55.661,16.309,1
C191,CG1,28.903,0.516,1.43,2021-01-25,46.683,87.548,42.6,16.309,1
C192,CG1,28.904,0.5,1.609,2021-01-01,60.207,93.742,50.626,16.309,1
C193,CG1,28.904,0.54,1.609,2021-01-13,56.919,90.645,53.178,16.309,1
C194,CG1,28.906,0.579,2.324,2021-01-01,52.229,93.742,63.328,16.309,1
C195,CG1,28.906,0.527,1.162,2021-04-15,37.4,67.5,39.867,16.309,1
C196,CG1,28.907,0.534,2.324,2021-01-21,53.637,88.581,55.448,16.309,1
C197,CG1,28.908,0.58,2.145,2021-01-15,51.639,90.129,54.176,16.309,1
C198,CG1,28.909,0.562,1.698,2021-01-13,51.579,90.645,63.193,16.309,1
C199,CG1,28.91,0.534,2.414,2021-01-03,59.336,93.226,62.172,16.309,1
C200,CG1,28.912,0.526,1.073,2021-01-09,54.868,91.677,42.046,16.309,1
C201,CG1,28.911,0.56,1.162,2021-01-09,51.743,91.677,60.15,16.309,1
C203,CG1,28.919,0.619,1.43,2021-01-25,53.407,87.548,40.108,16.309,1
C204,CG1,28.92,0.482,1.341,2021-04-19,22.33,66.567,41.304,16.309,1
C205,CG1,28.922,0.516,1.073,2021-03-14,26.752,75.387,47.619,16.309,1
C206,CG1,28.922,0.57,2.145,2021-01-09,49.568,91.677,60.125,16.309,1
C207,CG1,28.923,0.652,1.073,2021-01-21,51.292,88.581,56.189,16.309,1
C208,CG1,28.924,0.498,1.162,2021-10-18,7.101,17.355,27.316,16.309,1
C209,CG1,28.925,0.637,3.576,2021-03-14,45.452,75.387,52.902,16.309,1
C210,CG1,28.927,0.564,3.933,2021-09-24,11.511,23.2,31.893,16.309,1
C211,CG1,28.927,0.611,1.251,2021-01-13,51.583,90.645,42.854,16.309,1
C212,CG1,28.93,0.448,1.788,2021-01-21,33.361,88.581,54.299,16.309,1
C213,CG1,28.933,0.477,1.252,2021-01-01,36.785,93.742,56.995,16.309,1
C214,CG1,28.935,0.573,1.788,2021-01-09,32.114,91.677,52.965,16.309,1
C215,CG1,28.936,0.498,1.43,2021-01-13,33.703,90.645,56.777,16.309,1
C216,CG1,28.937,0.572,2.95,2021-01-21,30.964,88.581,62.015,16.309,1
C217,CG1,28.938,0.553,1.162,2021-02-02,29.028,85.5,48.783,16.309,1
C218,CG1,28.938,0.461,1.252,2021-02-06,26.471,84.5,43.472,16.309,1
C219,CG1,28.938,0.513,1.877,2021-01-21,28.86,88.581,58.151,16.309,1
C220,CG1,28.938,0.478,2.235,2021-01-03,36.175,93.226,50.234,16.309,1
C221,CG1,28.94,0.483,1.43,2021-02-18,31.401,81.5,58.66,16.309,1
C222,CG1,28.94,0.54,1.073,2021-11-09,5.147,12.2,19.786,16.309,1
C223,CG1,28.94,0.537,2.414,2021-01-25,30.504,87.548,56.008,16.309,1
C224,CG1,28.942,0.522,2.145,2021-01-13,30.485,90.645,60.654,16.309,1
C225,CG1,28.941,0.533,1.609,2021-01-03,34.531,93.226,48.148,16.309,1
C226,CG1,28.944,0.432,1.252,2021-02-02,30.561,85.5,52.576,16.309,1
C227,CG1,28.944,0.52,1.52,2021-01-09,31.267,91.677,63.181,16.309,1
C228,CG1,28.945,0.57,2.056,2021-01-01,32.393,93.742,58.442,16.309,1
C229,CG1,28.945,0.489,1.252,2021-01-01,35.666,93.742,56.671,16.309,1
C230,CG1,28.946,0.526,1.52,2021-01-09,26.982,91.677,54.449,16.309,1
C231,CG1,28.946,0.579,2.771,2021-10-24,5.334,15.806,30.54,16.309,1
C232,CG1,28.946,0.568,2.056,2021-02-08,26.115,84.0,51.061,16.309,1
C233,CG1,28.947,0.517,1.162,2021-01-01,32.751,93.742,61.283,16.309,1
C234,CG1,28.945,0.574,8.85,2021-01-01,31.114,93.742,60.586,16.309,1
C235,CG1,28.948,0.539,1.609,2021-01-25,31.077,87.548,58.165,16.309,1
C236,CG1,28.949,0.587,1.43,2021-03-02,22.329,78.484,33.614,16.309,1
C237,CG1,28.949,0.485,1.43,2021-07-30,12.966,37.29,35.809,16.309,1
C238,CG1,28.95,0.498,2.414,2021-01-01,34.289,93.742,53.914,16.309,1
C239,CG1,28.95,0.517,1.43,2021-03-04,25.241,77.968,53.664,16.309,1
C240,CG1,28.951,0.567,1.252,2021-01-13,28.116,90.645,54.195,16.309,1
C241,CG1,28.951,0.565,2.056,2021-02-02,26.783,85.5,46.262,16.309,1
C242,CG1,28.952,0.551,1.252,2021-01-25,28.155,87.548,59.344,16.309,1
C243,CG1,28.952,0.522,1.341,2021-01-03,34.039,93.226,55.979,16.309,1
C244,CG1,28.953,0.538,1.252,2021-01-09,32.425,91.677,51.077,16.309,1
C245,CG1,28.955,0.641,1.073,2021-08-17,10.033,32.065,27.061,16.309,1
C246,CG1,28.956,0.485,1.252,2021-01-13,30.72,90.645,50.267,16.309,1
C247,CG1,28.957,0.547,1.609,2021-02-02,32.904,85.5,52.807,16.309,1
C248,CG1,28.957,0.581,1.073,2021-01-25,25.978,87.548,36.034,16.309,1
C249,CG1,28.958,0.496,2.592,2021-01-27,32.081,87.032,52.029,16.309,1
C250,CG1,28.957,0.579,1.073,2021-06-14,13.648,51.333,37.958,16.309,1
C251,CG1,28.959,0.608,1.251,2021-02-06,26.111,84.5,35.039,16.309,1
C252,CG1,28.958,0.558,1.877,2021-01-01,33.277,93.742,57.75,16.309,1
C253,CG1,28.962,0.488,1.967,2021-03-04,27.879,77.968,51.692,16.309,1
C254,CG1,28.962,0.58,1.073,2021-02-02,25.73,85.5,48.87,16.309,1
C255,CG1,28.963,0.559,1.52,2021-01-01,30.319,93.742,35.859,16.309,1
C256,CG1,28.964,0.522,2.056,2021-01-21,28.406,88.581,58.433,16.309,1
C257,CG1,28.964,0.555,1.341,2021-01-09,28.895,91.677,44.917,16.309,1
C258,CG1,28.965,0.561,1.788,2021-03-22,20.616,73.323,43.741,16.309,1
C259,CG1,28.965,0.558,2.145,2021-03-14,19.551,75.387,34.421,16.309,1
C260,CG1,28.967,0.558,1.788,2021-01-03,29.626,93.226,56.053,16.309,1
C261,CG1,28.969,0.45,1.43,2021-02-02,29.283,85.5,45.249,16.309,1
C262,CG1,28.97,0.566,1.073,2021-03-14,22.952,75.387,28.689,16.309,1
C263,CG1,28.971,0.521,1.967,2021-02-08,26.812,84.0,50.766,16.309,1
C264,CG1,28.972,0.609,3.486,2021-03-22,22.539,73.323,53.799,16.309,1
C265,CG1,28.975,0.648,1.162,2021-02-14,27.941,82.5,46.219,16.309,1
C266,CG1,28.975,0.492,1.162,2021-02-26,29.631,79.5,43.738,16.309,1
C267,CG1,28.976,0.52,1.162,2021-02-06,26.67,84.5,43.02,16.309,1
C268,CG1,28.976,0.619,1.609,2021-02-14,25.73,82.5,48.315,16.309,1
C269,CG1,28.977,0.482,1.52,2021-01-21,30.004,88.581,49.296,16.309,1
C270,CG1,28.979,0.436,1.43,2021-01-09,32.536,91.677,54.569,16.309,1
C271,CG1,28.979,0.601,1.073,2021-01-09,31.584,91.677,48.779,16.309,1
C272,CG1,28.979,0.561,1.341,2021-01-21,26.523,88.581,28.6,16.309,1
C273,CG1,28.979,0.602,1.43,2021-04-07,19.622,69.367,41.011,16.309,1
C274,CG1,28.982,0.578,1.341,2021-09-10,7.675,26.0,26.262,16.309,1
C275,CG1,28.982,0.54,1.341,2021-04-07,19.793,69.367,39.477,16.309,1
C276,CG1,28.983,0.535,1.877,2021-03-04,22.915,77.968,49.286,16.309,1
C277,CG1,28.983,0.492,1.341,2021-10-24,7.754,15.806,24.524,16.309,1
C278,CG1,28.984,0.487,1.073,2021-02-02,29.963,85.5,45.27,16.309,1
C279,CG1,28.985,0.517,1.967,2021-02-02,28.448,85.5,54.92,16.309,1
C280,CG1,28.985,0.498,1.073,2021-02-14,27.515,82.5,40.926,16.309,1
C281,CG1,28.984,0.534,1.162,2021-02-02,27.491,85.5,39.323,16.309,1
C282,CG1,28.984,0.603,4.47,2021-03-26,22.422,72.29,47.975,16.309,1
C283,CG1,28.984,0.52,2.771,2021-03-26,21.221,72.29,39.766,16.309,1
C284,CG1,28.986,0.493,1.162,2021-11-29,2.217,8.2,21.444,16.309,1
C285,CG1,28.988,0.519,1.788,2021-03-22,23.767,73.323,53.033,16.309,1
C286,CG1,28.988,0.554,1.967,2021-05-13,15.143,60.645,36.505,16.309,1
C287,CG1,28.988,0.517,1.073,2021-02-26,27.078,79.5,44.433,16.309,1
C288,CG1,28.989,0.599,1.967,2021-01-09,30.491,91.677,33.215,16.309,1
C289,CG1,28.989,0.509,2.861,2021-10-16,9.247,17.871,28.653,16.309,1
C290,CG1,28.988,0.548,4.112,2021-08-29,9.267,28.581,33.01,16.309,1
C291,CG1,28.989,0.558,1.162,2021-09-12,6.78,25.6,25.87,16.309,1
C292,CG1,28.99,0.62,1.162,2021-08-25,8.745,29.742,29.741,16.309,1
C293,CG1,28.989,0.444,2.324,2021-01-03,34.598,93.226,42.638,16.309,1
C294,CG1,28.99,0.576,1.252,2021-01-09,26.958,91.677,38.161,16.309,1
C295,CG1,28.991,0.626,1.609,2021-01-27,25.515,87.032,45.371,16.309,1
C296,CG1,28.991,0.464,1.43,2021-07-26,12.125,38.452,31.718,16.309,1
C297,CG1,28.991,0.537,1.073,2021-03-26,17.592,72.29,48.245,16.309,1
C298,CG1,28.992,0.585,2.235,2021-02-02,26.21,85.5,40.781,16.309,1
C299,CG1,28.991,0.472,1.073,2021-01-01,30.591,93.742,46.108,16.309,1
C300,CG1,28.992,0.604,1.341,2021-02-26,23.578,79.5,23.854,16.309,1
C301,CG1,28.992,0.582,2.861,2021-01-09,27.782,91.677,48.345,16.309,1
C302,CG1,28.993,0.591,1.073,2021-02-02,25.949,85.5,40.123,16.309,1
C303,CG1,28.994,0.585,2.95,2021-05-15,15.709,60.129,38.608,16.309,1
C304,CG1,28.995,0.547,3.486,2021-01-21,24.887,88.581,31.943,16.309,1
C305,CG1,28.995,0.591,1.341,2021-01-13,30.513,90.645,34.261,16.309,1
C306,CG1,28.995,0.618,1.698,2021-07-30,6.829,37.29,27.973,16.309,1
C307,CG1,28.995,0.581,2.95,2021-01-09,27.657,91.677,47.641,16.309,1
C308,CG1,28.996,0.539,1.252,2021-02-14,25.609,82.5,48.494,16.309,1
C309,CG1,28.997,0.623,3.397,2021-04-19,16.414,66.567,35.929,16.309,1
C310,CG1,28.998,0.559,1.877,2021-01-21,24.955,88.581,52.91,16.309,1
C311,CG1,28.999,0.628,1.698,2021-01-01,29.542,93.742,30.544,16.309,1
C312,CG1,29.001,0.582,1.877,2021-01-01,29.47,93.742,33.305,16.309,1
C313,CG1,29.001,0.62,1.162,2021-09-10,5.88,26.0,21.916,16.309,1
C314,CG1,29.003,0.531,1.967,2021-07-14,11.738,41.935,37.148,16.309,1
C315,CG1,29.002,0.566,4.47,2021-01-13,28.302,90.645,49.348,16.309,1
C316,CG1,29.003,0.598,1.073,2021-06-02,14.75,55.333,33.476,16.309,1
C317,CG1,29.005,0.445,1.609,2021-02-26,25.51,79.5,50.646,16.309,1
