event_id,roi,lon,lat,area_ha,radd_any,clear_post,s1_post,ang_2020_2021_deg,tau,registered
C4061,CG2,23.312,-3.584,1.606,2021-04-24,21.012,19.4,31.774,16.309,1
C4062,CG2,23.313,-3.541,1.338,2021-07-29,13.039,12.194,21.085,16.309,1
C4063,CG2,23.314,-3.498,1.16,2021-12-20,0.71,0.71,20.865,16.309,1
C4064,CG2,23.314,-3.558,1.071,2021-05-30,20.519,17.065,42.117,16.309,1
C4065,CG2,23.314,-3.581,2.945,2021-03-07,22.768,23.323,40.41,16.309,1
C4066,CG2,23.315,-3.487,4.283,2021-05-06,23.929,18.613,32.74,16.309,1
C4067,CG2,23.315,-3.49,1.695,2021-09-03,7.085,9.7,22.639,16.309,1
C4068,CG2,23.318,-3.499,5.711,2021-10-21,3.534,5.645,19.771,16.309,1
C4069,CG2,23.32,-3.475,4.283,2021-06-11,20.493,16.267,27.919,16.309,1
C4070,CG2,23.32,-3.544,1.16,2021-06-11,19.158,16.267,24.946,16.309,1
C4071,CG2,23.321,-3.457,1.339,2021-06-11,19.899,16.267,26.792,16.309,1
C4072,CG2,23.321,-3.528,2.231,2021-10-09,4.427,6.419,21.588,16.309,1
C4073,CG2,23.321,-3.461,1.428,2021-05-30,22.448,17.065,33.007,16.309,1
C4074,CG2,23.323,-3.502,1.339,2021-09-03,6.977,9.7,20.623,16.309,1
C4075,CG2,23.322,-3.517,23.558,2021-01-18,29.494,27.258,24.972,16.309,1
C4076,CG2,23.324,-3.435,3.837,2021-05-30,22.588,17.065,29.991,16.309,1
C4077,CG2,23.324,-3.535,1.428,2021-06-11,18.167,16.267,39.387,16.309,1
C4078,CG2,23.327,-3.516,4.729,2021-01-30,29.414,26.097,26.723,16.309,1
C4079,CG2,23.325,-3.519,3.034,2021-05-30,21.222,17.065,37.739,16.309,1
C4080,CG2,23.327,-3.525,1.963,2021-01-18,29.78,27.258,26.641,16.309,1
C4082,CG2,23.328,-3.508,1.249,2021-06-23,15.955,15.467,27.477,16.309,1
C4083,CG2,23.328,-3.583,1.338,2021-05-06,21.405,18.613,33.209,16.309,1
C4084,CG2,23.332,-3.515,3.034,2021-07-29,11.49,12.194,23.457,16.309,1
C4085,CG2,23.335,-3.599,1.874,2021-05-30,19.097,17.065,26.256,16.309,1
C4086,CG2,23.335,-3.622,1.249,2021-05-06,48.056,18.613,37.481,16.309,1
C4087,CG2,23.335,-3.452,1.963,2021-05-30,20.986,17.065,25.147,16.309,1
C4088,CG2,23.338,-3.634,1.874,2021-06-23,27.287,15.467,26.064,16.309,1
C4089,CG2,23.34,-3.576,1.071,2021-07-05,12.516,14.516,21.677,16.309,1
C4090,CG2,23.341,-3.63,1.16,2021-05-30,38.583,17.065,30.133,16.309,1
C4091,CG2,23.342,-3.576,2.141,2022-05-01,0.0,0.0,19.068,16.309,1
C4092,CG2,23.341,-3.621,3.747,2021-09-27,8.389,7.3,21.939,16.309,1
C4093,CG2,23.34,-3.425,4.819,2021-04-24,25.796,19.4,34.251,16.309,1
C4094,CG2,23.344,-3.422,1.249,2021-05-06,23.597,18.613,26.186,16.309,1
C4095,CG2,23.344,-3.62,2.32,2021-05-30,41.209,17.065,28.413,16.309,1
C4096,CG2,23.346,-3.419,1.16,2021-06-11,20.668,16.267,32.191,16.309,1
C4097,CG2,23.348,-3.617,1.16,2021-01-18,59.884,27.258,24.46,16.309,1
C4098,CG2,23.35,-3.617,1.338,2021-07-17,27.113,13.355,22.922,16.309,1
C4099,CG2,23.353,-3.446,2.945,2021-02-11,29.575,25.214,26.461,16.309,1
C4100,CG2,23.356,-3.622,1.606,2022-01-25,0.0,0.0,21.004,16.309,1
C4101,CG2,23.357,-3.619,5.621,2021-09-03,13.695,9.7,23.869,16.309,1
C4102,CG2,23.358,-3.615,1.606,2021-05-30,18.563,17.065,30.505,16.309,1
C4103,CG2,23.359,-3.624,1.874,2021-01-06,59.697,28.419,32.986,16.309,1
C4104,CG2,23.36,-3.48,1.606,2021-03-31,26.86,21.0,29.089,16.309,1
C4105,CG2,23.361,-3.441,4.105,2021-09-15,8.5,8.5,26.389,16.309,1
C4106,CG2,23.362,-3.568,1.071,2021-05-06,18.742,18.613,38.619,16.309,1
C4107,CG2,23.364,-3.494,1.16,2021-06-23,16.134,15.467,23.331,16.309,1
C4108,CG2,23.366,-3.571,1.428,2021-05-06,18.613,18.613,38.037,16.309,1
C4109,CG2,23.368,-3.524,1.517,2021-06-11,17.295,16.267,28.303,16.309,1
C4110,CG2,23.368,-3.453,1.517,2021-09-27,6.749,7.3,20.536,16.309,1
C4111,CG2,23.37,-3.521,3.123,2021-03-07,25.303,23.323,26.873,16.309,1
C4112,CG2,23.368,-3.522,1.874,2021-05-06,21.205,18.613,25.929,16.309,1
C4113,CG2,23.371,-3.619,1.071,2021-01-06,59.201,28.419,27.783,16.309,1
C4114,CG2,23.371,-3.518,1.339,2021-05-30,20.943,17.065,34.902,16.309,1
C4115,CG2,23.371,-3.583,1.428,2021-04-12,20.617,20.2,27.187,16.309,1
C4116,CG2,23.375,-3.514,32.303,2021-03-07,25.78,23.323,30.491,16.309,1
C4117,CG2,23.377,-3.579,1.071,2021-05-30,18.232,17.065,29.031,16.309,1
C4118,CG2,23.378,-3.516,1.517,2021-05-30,21.09,17.065,27.343,16.309,1
C4119,CG2,23.386,-3.471,1.606,2021-07-05,16.04,14.516,25.376,16.309,1
C4120,CG2,23.385,-3.537,1.517,2021-06-11,17.708,16.267,22.569,16.309,1
C4122,CG2,23.386,-3.5,2.409,2021-03-19,28.573,22.161,23.974,16.309,1
C4123,CG2,23.385,-3.532,5.175,2021-06-11,16.941,16.267,26.581,16.309,1
C4124,CG2,23.386,-3.584,2.32,2021-07-29,8.975,12.194,23.368,16.309,1
C4125,CG2,23.387,-3.455,1.428,2022-04-07,0.0,0.0,19.892,16.309,1
C4126,CG2,23.387,-3.547,1.071,2021-11-02,3.25,4.8,20.521,16.309,1
C4127,CG2,23.387,-3.497,4.819,2021-03-19,28.0,22.161,24.053,16.309,1
C4128,CG2,23.388,-3.535,3.837,2021-06-11,17.47,16.267,34.446,16.309,1
C4129,CG2,23.389,-3.541,2.32,2021-01-30,25.859,26.097,24.85,16.309,1
C4130,CG2,23.389,-3.548,1.785,2021-01-06,28.471,28.419,35.323,16.309,1
C4131,CG2,23.39,-3.536,2.588,2021-04-24,22.869,19.4,37.75,16.309,1
C4132,CG2,23.389,-3.494,3.212,2021-08-22,9.78,10.581,23.38,16.309,1
C4133,CG2,23.39,-3.526,1.071,2021-05-30,19.606,17.065,36.295,16.309,1
C4134,CG2,23.39,-3.489,1.339,2021-03-07,28.358,23.323,33.256,16.309,1
C4136,CG2,23.391,-3.523,2.855,2021-05-30,20.87,17.065,29.83,16.309,1
C4137,CG2,23.389,-3.47,4.819,2021-03-19,27.771,22.161,26.89,16.309,1
C4138,CG2,23.392,-3.527,3.748,2021-09-15,6.318,8.5,27.211,16.309,1
C4139,CG2,23.393,-3.557,1.606,2021-07-17,13.019,13.355,22.103,16.309,1
C4140,CG2,23.395,-3.474,2.677,2021-09-15,8.023,8.5,26.521,16.309,1
C4141,CG2,23.395,-3.571,1.249,2021-05-06,18.35,18.613,32.15,16.309,1
C4142,CG2,23.397,-3.487,2.945,2021-08-22,10.68,10.581,29.172,16.309,1
C4143,CG2,23.399,-3.455,6.514,2021-05-30,22.173,17.065,22.395,16.309,1
C4144,CG2,23.397,-3.598,1.695,2021-09-03,5.369,9.7,19.017,16.309,1
C4145,CG2,23.4,-3.543,6.425,2021-08-22,7.316,10.581,20.369,16.309,1
C4146,CG2,23.399,-3.45,2.499,2021-03-19,28.574,22.161,29.032,16.309,1
C4147,CG2,23.399,-3.483,22.934,2021-05-30,22.173,17.065,27.408,16.309,1
C4148,CG2,23.399,-3.489,6.96,2021-07-29,12.782,12.194,29.386,16.309,1
C4149,CG2,23.401,-3.549,15.258,2021-05-30,18.753,17.065,23.091,16.309,1
C4150,CG2,23.401,-3.599,1.338,2022-02-06,0.0,0.0,17.368,16.309,1
C4151,CG2,23.401,-3.451,1.606,2022-02-18,0.0,0.0,22.195,16.309,1
C4153,CG2,23.401,-3.433,1.16,2021-04-24,25.116,19.4,30.454,16.309,1
C4154,CG2,23.402,-3.588,1.16,2021-05-06,16.986,18.613,25.231,16.309,1
C4155,CG2,23.402,-3.455,1.339,2021-05-30,22.802,17.065,24.286,16.309,1
C4156,CG2,23.402,-3.555,19.988,2021-05-30,18.895,17.065,25.82,16.309,1
C4157,CG2,23.402,-3.603,1.874,2022-05-01,0.0,0.0,18.81,16.309,1
C4158,CG2,23.403,-3.45,1.16,2021-07-05,17.861,14.516,25.393,16.309,1
C4159,CG2,23.403,-3.564,2.677,2021-05-06,19.539,18.613,25.301,16.309,1
C4160,CG2,23.404,-3.548,14.991,2021-01-18,24.538,27.258,28.33,16.309,1
C4161,CG2,23.404,-3.606,1.249,2021-04-24,20.477,19.4,35.651,16.309,1
C4162,CG2,23.404,-3.487,10.976,2021-01-06,30.081,28.419,34.536,16.309,1
C4163,CG2,23.406,-3.48,1.696,2021-04-12,26.133,20.2,28.018,16.309,1
C4165,CG2,23.405,-3.49,7.317,2021-03-07,26.267,23.323,32.257,16.309,1
C4166,CG2,23.406,-3.544,5.8,2021-07-05,14.257,14.516,23.745,16.309,1
C4167,CG2,23.407,-3.492,2.499,2021-05-30,20.282,17.065,29.861,16.309,1
C4168,CG2,23.408,-3.486,11.69,2021-03-07,26.841,23.323,28.325,16.309,1
C4169,CG2,23.408,-3.49,3.659,2021-06-11,18.768,16.267,27.109,16.309,1
C4170,CG2,23.407,-3.555,1.785,2021-06-11,15.115,16.267,23.222,16.309,1
C4171,CG2,23.408,-3.495,3.48,2021-06-11,18.327,16.267,26.132,16.309,1
C4172,CG2,23.409,-3.544,1.338,2021-05-06,21.106,18.613,31.26,16.309,1
C4173,CG2,23.41,-3.5,2.32,2021-06-23,16.834,15.467,28.876,16.309,1
C4174,CG2,23.41,-3.596,1.249,2021-04-24,20.087,19.4,33.709,16.309,1
C4175,CG2,23.41,-3.487,4.105,2021-05-30,20.639,17.065,25.454,16.309,1
C4176,CG2,23.414,-3.495,36.765,2021-01-06,27.878,28.419,32.439,16.309,1
C4177,CG2,23.412,-3.596,4.461,2021-05-06,19.711,18.613,29.5,16.309,1
C4178,CG2,23.413,-3.489,4.64,2021-02-23,27.318,24.357,24.896,16.309,1
C4179,CG2,23.412,-3.551,1.695,2021-05-06,19.945,18.613,31.268,16.309,1
C4180,CG2,23.413,-3.52,3.123,2021-07-17,12.275,13.355,30.274,16.309,1
C4181,CG2,23.414,-3.506,1.785,2021-08-22,9.497,10.581,25.677,16.309,1
C4182,CG2,23.415,-3.551,2.32,2021-05-30,19.409,17.065,27.256,16.309,1
C4183,CG2,23.414,-3.502,6.782,2021-07-05,14.143,14.516,29.873,16.309,1
C4184,CG2,23.415,-3.49,4.64,2021-01-06,29.277,28.419,26.315,16.309,1
C4185,CG2,23.42,-3.505,15.527,2021-05-30,19.681,17.065,25.29,16.309,1
C4186,CG2,23.417,-3.517,7.942,2021-07-05,13.309,14.516,29.196,16.309,1
C4187,CG2,23.418,-3.548,2.142,2021-05-30,19.452,17.065,33.235,16.309,1
C4188,CG2,23.419,-3.492,1.339,2021-01-18,30.473,27.258,31.192,16.309,1
C4189,CG2,23.419,-3.56,1.428,2021-04-12,22.185,20.2,32.231,16.309,1
C4190,CG2,23.419,-3.591,1.338,2021-05-30,17.717,17.065,35.027,16.309,1
C4191,CG2,23.419,-3.498,1.339,2021-05-06,19.836,18.613,34.967,16.309,1
C4192,CG2,23.418,-3.554,1.071,2022-06-18,0.0,0.0,20.132,16.309,1
C4193,CG2,23.42,-3.434,4.105,2022-04-19,0.0,0.0,22.202,16.309,1
C4194,CG2,23.421,-3.575,1.428,2021-05-30,16.919,17.065,27.768,16.309,1
C4195,CG2,23.423,-3.578,1.428,2021-06-23,13.821,15.467,24.967,16.309,1
C4196,CG2,23.425,-3.511,2.499,2021-05-30,20.33,17.065,29.905,16.309,1
C4197,CG2,23.424,-3.439,15.439,2021-01-06,31.108,28.419,27.785,16.309,1
C4198,CG2,23.425,-3.491,1.606,2021-08-22,8.386,10.581,25.653,16.309,1
C4200,CG2,23.429,-3.49,1.071,2022-01-25,0.0,0.0,21.502,16.309,1
C4201,CG2,23.429,-3.556,2.409,2021-08-10,9.773,11.355,21.843,16.309,1
C4202,CG2,23.431,-3.503,9.548,2021-02-11,27.211,25.214,27.479,16.309,1
C4203,CG2,23.43,-3.552,1.785,2021-05-30,18.014,17.065,21.49,16.309,1
C4204,CG2,23.432,-3.56,1.071,2022-07-12,0.0,0.0,24.563,16.309,1
C4205,CG2,23.433,-3.575,1.16,2021-09-15,6.984,8.5,20.686,16.309,1
C4206,CG2,23.437,-3.489,1.16,2021-06-23,14.752,15.467,24.223,16.309,1
C4207,CG2,23.438,-3.439,10.53,2021-09-03,8.336,9.7,22.813,16.309,1
C4208,CG2,23.439,-3.499,1.428,2021-06-23,15.415,15.467,24.472,16.309,1
C4209,CG2,23.441,-3.5,2.409,2021-06-11,17.655,16.267,22.046,16.309,1
C4210,CG2,23.443,-3.424,9.638,2021-09-15,7.0,8.5,24.743,16.309,1
C4211,CG2,23.44,-3.509,3.123,2021-06-23,16.348,15.467,25.732,16.309,1
C4213,CG2,23.443,-3.633,1.249,2021-05-30,32.884,17.065,29.673,16.309,1
C4214,CG2,23.444,-3.496,3.212,2021-08-10,10.024,11.355,21.463,16.309,1
C4215,CG2,23.447,-3.64,1.338,2021-06-11,29.96,16.267,38.865,16.309,1
C4216,CG2,23.448,-3.566,1.606,2021-03-31,22.387,21.0,35.241,16.309,1
C4217,CG2,23.451,-3.431,1.428,2021-04-24,23.463,19.4,29.884,16.309,1
C4219,CG2,23.453,-3.571,1.071,2021-09-15,3.5,8.5,20.338,16.309,1
C4221,CG2,23.454,-3.575,2.409,2021-05-06,17.361,18.613,24.76,16.309,1
C4222,CG2,23.454,-3.63,1.874,2021-06-23,27.311,15.467,20.977,16.309,1
C4223,CG2,23.454,-3.633,1.428,2021-02-23,49.59,24.357,26.085,16.309,1
C4224,CG2,23.454,-3.57,1.071,2021-08-10,7.241,11.355,18.886,16.309,1
C4225,CG2,23.456,-3.63,1.338,2021-09-27,10.101,7.3,20.432,16.309,1
C4226,CG2,23.456,-3.431,1.517,2022-01-01,0.0,0.0,19.1,16.309,1
C4227,CG2,23.457,-3.497,3.123,2021-09-03,8.246,9.7,22.53,16.309,1
C4228,CG2,23.458,-3.58,1.428,2021-09-03,6.56,9.7,25.375,16.309,1
C4229,CG2,23.458,-3.439,1.339,2022-01-01,0.0,0.0,22.292,16.309,1
C4231,CG2,23.459,-3.632,1.071,2021-07-05,24.855,14.516,23.558,16.309,1
C4232,CG2,23.46,-3.579,1.695,2021-09-27,5.162,7.3,21.363,16.309,1
C4233,CG2,23.461,-3.449,7.139,2021-08-22,10.811,10.581,25.426,16.309,1
C4234,CG2,23.461,-3.634,1.249,2022-12-03,0.0,0.0,17.479,16.309,1
C4235,CG2,23.463,-3.52,1.606,2022-06-06,0.0,0.0,21.396,16.309,1
C4236,CG2,23.463,-3.444,1.16,2021-08-10,11.273,11.355,24.484,16.309,1
C4237,CG2,23.464,-3.465,2.499,2021-05-06,22.108,18.613,28.575,16.309,1
C4238,CG2,23.463,-3.512,5.086,2021-06-11,17.736,16.267,21.476,16.309,1
C4239,CG2,23.465,-3.472,3.213,2021-06-11,18.167,16.267,29.442,16.309,1
C4240,CG2,23.465,-3.475,2.142,2021-05-30,18.988,17.065,28.186,16.309,1
C4241,CG2,23.465,-3.481,2.32,2021-01-06,29.71,28.419,20.645,16.309,1
C4242,CG2,23.465,-3.638,1.071,2022-06-30,0.0,0.0,19.289,16.309,1
C4243,CG2,23.466,-3.493,3.123,2021-09-03,8.666,9.7,18.566,16.309,1
C4244,CG2,23.466,-3.499,2.499,2021-06-23,16.118,15.467,27.364,16.309,1
C4245,CG2,23.466,-3.51,16.419,2021-05-30,20.498,17.065,24.975,16.309,1
C4246,CG2,23.467,-3.464,1.249,2021-05-30,19.097,17.065,30.107,16.309,1
C4247,CG2,23.467,-3.457,1.071,2022-06-30,0.0,0.0,25.033,16.309,1
C4248,CG2,23.468,-3.507,4.283,2021-09-15,5.143,8.5,18.827,16.309,1
C4249,CG2,23.468,-3.504,8.834,2021-05-06,21.438,18.613,25.628,16.309,1
C4250,CG2,23.468,-3.466,2.856,2021-06-11,17.476,16.267,37.243,16.309,1
C4252,CG2,23.47,-3.468,1.339,2021-05-30,18.524,17.065,33.111,16.309,1
C4253,CG2,23.47,-3.471,3.926,2021-07-17,12.186,13.355,20.964,16.309,1
C4254,CG2,23.471,-3.476,6.782,2021-04-24,21.802,19.4,26.936,16.309,1
C4255,CG2,23.471,-3.524,4.729,2021-07-29,12.312,12.194,25.492,16.309,1
C4256,CG2,23.471,-3.514,2.499,2021-01-06,26.497,28.419,19.611,16.309,1
C4257,CG2,23.472,-3.472,2.588,2021-08-10,9.194,11.355,27.301,16.309,1
C4258,CG2,23.473,-3.488,1.963,2021-06-11,18.263,16.267,29.757,16.309,1
C4259,CG2,23.473,-3.48,7.317,2021-01-06,26.864,28.419,26.501,16.309,1
C4260,CG2,23.474,-3.582,1.249,2021-05-06,17.571,18.613,25.548,16.309,1
C4261,CG2,23.474,-3.485,7.05,2021-05-30,19.745,17.065,32.892,16.309,1
C4262,CG2,23.476,-3.581,1.338,2021-05-06,18.511,18.613,27.49,16.309,1
C4263,CG2,23.476,-3.541,1.606,2021-05-06,19.405,18.613,29.84,16.309,1
C4264,CG2,23.477,-3.589,1.338,2021-05-06,16.92,18.613,26.718,16.309,1
C4265,CG2,23.478,-3.589,1.071,2021-05-30,16.117,17.065,32.794,16.309,1
C4266,CG2,23.479,-3.584,1.071,2021-05-30,16.397,17.065,25.157,16.309,1
C4267,CG2,23.479,-3.626,1.249,2021-05-06,38.709,18.613,35.188,16.309,1
C4268,CG2,23.48,-3.592,1.071,2021-05-30,16.992,17.065,22.408,16.309,1
C4269,CG2,23.481,-3.616,1.338,2021-05-06,37.032,18.613,34.404,16.309,1
C4270,CG2,23.481,-3.508,1.249,2021-09-15,7.042,8.5,20.512,16.309,1
C4271,CG2,23.481,-3.586,1.338,2021-05-30,15.275,17.065,23.212,16.309,1
C4272,CG2,23.481,-3.463,6.782,2021-02-23,25.984,24.357,27.099,16.309,1
C4273,CG2,23.482,-3.501,1.071,2021-08-10,11.886,11.355,25.336,16.309,1
C4274,CG2,23.483,-3.466,1.517,2021-07-05,15.592,14.516,26.439,16.309,1
C4275,CG2,23.484,-3.51,2.052,2021-05-30,19.759,17.065,33.508,16.309,1
C4276,CG2,23.483,-3.603,1.606,2021-05-06,17.108,18.613,32.86,16.309,1
C4277,CG2,23.484,-3.595,4.283,2021-03-07,21.136,23.323,23.306,16.309,1
C4278,CG2,23.485,-3.567,1.874,2021-05-06,19.343,18.613,24.926,16.309,1
C4279,CG2,23.486,-3.458,1.696,2021-09-03,7.7,9.7,25.991,16.309,1
C4280,CG2,23.486,-3.58,3.034,2021-04-12,16.101,20.2,22.063,16.309,1
C4281,CG2,23.486,-3.466,7.853,2021-02-23,26.668,24.357,29.264,16.309,1
C4282,CG2,23.486,-3.577,1.695,2021-05-06,17.543,18.613,15.614,16.309,0
C4283,CG2,23.487,-3.5,1.339,2021-06-11,20.09,16.267,29.665,16.309,1
C4284,CG2,23.488,-3.458,1.428,2021-08-22,9.161,10.581,33.081,16.309,1
C4285,CG2,23.49,-3.469,2.588,2021-07-29,11.861,12.194,29.915,16.309,1
C4286,CG2,23.49,-3.433,1.428,2021-05-06,20.813,18.613,36.444,16.309,1
C4287,CG2,23.49,-3.599,1.874,2021-05-06,16.755,18.613,27.302,16.309,1
C4288,CG2,23.49,-3.593,3.034,2021-07-17,9.493,13.355,18.808,16.309,1
C4289,CG2,23.491,-3.563,1.695,2021-08-10,10.301,11.355,16.277,16.309,0
C4290,CG2,23.491,-3.574,4.64,2021-09-27,4.757,7.3,17.9,16.309,1
C4291,CG2,23.492,-3.603,4.194,2021-05-06,16.125,18.613,27.607,16.309,1
C4292,CG2,23.493,-3.581,1.785,2022-03-14,0.0,0.0,16.995,16.309,1
C4293,CG2,23.494,-3.593,1.517,2021-05-30,14.515,17.065,24.628,16.309,1
C4294,CG2,23.494,-3.553,2.498,2021-07-29,10.761,12.194,23.379,16.309,1
C4295,CG2,23.495,-3.623,1.16,2021-05-30,31.468,17.065,26.902,16.309,1
C4296,CG2,23.498,-3.42,2.588,2021-07-17,12.362,13.355,25.682,16.309,1
C4297,CG2,23.497,-3.487,2.409,2021-06-23,16.104,15.467,24.948,16.309,1
C4298,CG2,23.498,-3.553,1.428,2021-06-23,14.835,15.467,24.814,16.309,1
C4299,CG2,23.499,-3.489,1.071,2021-07-05,14.516,14.516,26.032,16.309,1
C4300,CG2,23.5,-3.426,1.517,2021-06-11,15.21,16.267,20.493,16.309,1
C4301,CG2,23.501,-3.489,1.16,2021-07-05,14.546,14.516,30.277,16.309,1
C4302,CG2,23.501,-3.429,1.606,2021-05-30,18.1,17.065,27.065,16.309,1
C4303,CG2,23.501,-3.507,1.249,2022-06-06,0.0,0.0,19.667,16.309,1
C4305,CG2,23.502,-3.602,1.785,2021-07-29,8.971,12.194,20.628,16.309,1
C4306,CG2,23.503,-3.442,2.588,2021-08-22,8.274,10.581,26.225,16.309,1
C4307,CG2,23.503,-3.604,1.071,2021-06-23,10.973,15.467,22.866,16.309,1
C4308,CG2,23.505,-3.487,1.249,2021-05-30,19.251,17.065,24.971,16.309,1
C4309,CG2,23.51,-3.434,1.339,2021-06-11,15.024,16.267,24.832,16.309,1
C4310,CG2,23.509,-3.438,2.053,2021-06-23,14.265,15.467,28.817,16.309,1
C4311,CG2,23.51,-3.428,2.766,2022-01-25,0.0,0.0,21.258,16.309,1
C4312,CG2,23.51,-3.424,1.339,2021-06-23,15.824,15.467,22.619,16.309,1
C4313,CG2,23.512,-3.514,1.963,2021-09-03,7.284,9.7,25.412,16.309,1
C4314,CG2,23.512,-3.434,1.606,2021-08-22,7.656,10.581,19.256,16.309,1
C4315,CG2,23.513,-3.429,1.16,2022-05-13,0.0,0.0,20.778,16.309,1
C4316,CG2,23.513,-3.441,1.249,2021-05-30,19.065,17.065,27.457,16.309,1
C4317,CG2,23.518,-3.427,1.071,2021-05-30,17.984,17.065,25.58,16.309,1
C4318,CG2,23.527,-3.434,1.071,2021-05-30,19.55,17.065,25.54,16.309,1
C4319,CG2,23.531,-3.429,2.142,2021-05-30,18.801,17.065,32.309,16.309,1
C4323,CG2,23.614,-3.6,2.498,2021-05-25,17.757,35.968,34.23,16.309,1
C4324,CG2,23.617,-3.602,6.246,2021-04-07,22.289,43.067,33.962,16.309,1
C4325,CG2,23.62,-3.602,3.837,2021-04-19,23.046,41.467,41.654,16.309,1
C4326,CG2,23.628,-3.558,1.071,2021-06-18,12.919,32.0,23.184,16.309,1
C4327,CG2,23.64,-3.641,1.249,2021-04-07,38.582,43.067,31.299,16.309,1
C4328,CG2,23.67,-3.635,1.249,2021-06-23,29.559,31.167,26.584,16.309,1
C4329,CG2,23.687,-3.502,1.071,2021-03-07,20.45,48.645,31.77,16.309,1
C4330,CG2,23.704,-3.62,1.249,2021-05-25,75.414,35.968,42.447,16.309,1
C4331,CG2,23.706,-3.418,2.32,2021-04-24,35.755,40.8,35.765,16.309,1
C4332,CG2,23.718,-3.633,1.071,2021-06-11,64.615,33.167,30.298,16.309,1
C4333,CG2,23.718,-3.496,2.945,2021-05-13,35.349,37.903,40.794,16.309,1
C4334,CG2,23.72,-3.425,1.517,2021-04-12,37.518,42.4,30.677,16.309,1
C4335,CG2,23.725,-3.493,3.659,2021-05-13,34.781,37.903,27.122,16.309,1
C4336,CG2,23.727,-3.636,1.249,2021-05-06,79.399,39.032,27.747,16.309,1
C4337,CG2,23.728,-3.552,1.16,2021-04-07,40.151,43.067,30.475,16.309,1
C4338,CG2,23.733,-3.49,2.856,2021-05-13,35.597,37.903,41.61,16.309,1
C4339,CG2,23.733,-3.471,1.428,2021-05-13,37.386,37.903,40.231,16.309,1
C4340,CG2,23.737,-3.423,1.428,2021-05-13,32.902,37.903,37.93,16.309,1
C4341,CG2,23.737,-3.474,2.945,2021-03-02,43.894,49.613,33.863,16.309,1
C4342,CG2,23.742,-3.535,1.785,2021-07-05,25.464,29.194,22.876,16.309,1
C4343,CG2,23.743,-3.462,1.16,2021-05-06,35.445,39.032,35.549,16.309,1
C4344,CG2,23.744,-3.488,1.606,2021-05-06,37.792,39.032,30.128,16.309,1
C4346,CG2,23.745,-3.488,1.16,2021-06-06,31.853,34.0,31.811,16.309,1
C4348,CG2,23.763,-3.42,1.249,2021-06-18,30.685,32.0,28.447,16.309,1
C4349,CG2,23.764,-3.488,2.231,2021-05-25,29.736,35.968,31.491,16.309,1
C4350,CG2,23.763,-3.444,1.428,2021-03-14,41.114,47.29,26.354,16.309,1
C4351,CG2,23.765,-3.485,1.16,2021-05-30,30.365,35.161,28.78,16.309,1
C4352,CG2,23.768,-3.428,1.517,2021-05-13,35.982,37.903,21.057,16.309,1
C4353,CG2,23.768,-3.423,1.606,2021-05-30,30.171,35.161,25.142,16.309,1
C4354,CG2,23.768,-3.446,1.785,2021-03-14,39.199,47.29,37.121,16.309,1
C4355,CG2,23.769,-3.485,1.249,2021-10-04,7.881,14.355,22.126,16.309,1
C4356,CG2,23.771,-3.44,1.339,2021-02-23,40.311,50.714,22.173,16.309,1
C4357,CG2,23.772,-3.468,1.517,2021-03-14,39.156,47.29,27.184,16.309,1
C4358,CG2,23.773,-3.429,1.071,2021-02-06,44.871,53.143,20.256,16.309,1
C4359,CG2,23.773,-3.465,1.249,2021-05-13,32.671,37.903,26.367,16.309,1
C4360,CG2,23.775,-3.473,1.606,2021-04-12,35.534,42.4,22.544,16.309,1
C4361,CG2,23.776,-3.445,1.517,2021-06-11,33.227,33.167,24.544,16.309,1
C4362,CG2,23.779,-3.447,1.963,2021-06-18,30.976,32.0,25.079,16.309,1
C4363,CG2,23.784,-3.437,1.606,2021-06-23,25.582,31.167,27.97,16.309,1
C4364,CG2,23.786,-3.445,2.142,2021-04-07,37.491,43.067,25.674,16.309,1
C4365,CG2,23.789,-3.443,7.318,2021-02-06,26.409,53.143,21.967,16.309,1
C4366,CG2,23.788,-3.601,1.338,2021-05-25,23.61,18.581,29.588,16.309,1
C4367,CG2,23.791,-3.446,3.123,2021-06-06,14.671,34.0,23.582,16.309,1
C4368,CG2,23.791,-3.467,1.339,2021-05-13,17.681,37.903,25.385,16.309,1
C4369,CG2,23.795,-3.448,1.428,2021-05-01,18.529,39.839,24.745,16.309,1
C4370,CG2,23.797,-3.467,1.16,2021-05-13,17.512,37.903,24.459,16.309,1
C4371,CG2,23.799,-3.434,2.41,2021-05-13,16.554,37.903,26.739,16.309,1
C4372,CG2,23.799,-3.45,2.231,2021-06-18,14.614,32.0,22.319,16.309,1
C4373,CG2,23.8,-3.583,1.517,2021-05-25,18.387,18.581,46.781,16.309,1
C4374,CG2,23.801,-3.484,3.034,2021-08-05,9.712,12.915,18.161,16.309,1
C4376,CG2,23.803,-3.443,1.339,2021-04-19,19.436,41.467,24.246,16.309,1
C4377,CG2,23.804,-3.441,3.034,2021-03-14,19.453,47.29,33.455,16.309,1
C4378,CG2,23.805,-3.437,4.551,2021-03-14,21.499,47.29,35.855,16.309,1
C4379,CG2,23.806,-3.457,2.053,2021-05-13,18.587,32.524,21.931,16.309,1
C4380,CG2,23.808,-3.455,1.963,2021-06-06,18.462,17.759,22.658,16.309,1
C4381,CG2,23.811,-3.432,4.819,2021-04-07,21.704,37.523,30.101,16.309,1
