event_id,state,radd_only,area_ha,clear_post_radd_any,s1_post_radd_any,interior_ang_deg,ring_50_150m_ang_deg,tau_p90,offset_suspect
RO_RO1251,PA,1,1720.822,31.677,114.387,9.974,11.989,12.73,False
RO_RO1253,AM,1,83.125,54.8,76.2,6.483,11.441,10.204,True
RO_RO1254,PA,1,22.411,26.968,34.903,11.113,10.678,12.73,False
RO_RO1257,RO,1,164.503,5.0,17.333,7.25,10.733,11.222,False
RO_RO1263,MT,1,50.89,55.143,48.357,12.151,10.388,13.169,False
RO_RO1264,MT,1,21.571,63.143,49.429,11.16,11.776,13.169,False
RO_RO1277,PA,1,18.973,1.133,5.667,11.674,11.604,12.73,False
RO_RO1278,PA,1,35.112,15.0,29.0,11.651,11.287,12.73,False
RO_RO1281,PA,1,82.081,21.893,52.464,10.07,11.244,12.73,False
RO_RO1282,PA,1,501.918,25.742,57.355,6.103,7.992,12.73,False
RO_RO1285,PA,1,112.06,28.871,57.355,7.291,7.563,12.73,False
RO_RO1287,PA,1,58.499,49.839,37.355,10.322,9.79,12.73,False
RO_RO1302,AM,1,30.078,17.839,57.871,10.077,7.708,10.204,False
RO_RO1303,MT,1,21.707,30.258,23.806,9.219,9.913,13.169,False
RO_RO1305,PA,1,11.812,0.0,4.516,10.965,13.531,12.73,True
RO_RO1307,AM,1,19.982,11.613,30.258,9.168,15.551,10.204,True
RO_RO1308,AM,1,324.058,57.226,46.29,7.559,10.173,10.204,False
RO_RO1312,AM,1,60.591,15.323,25.323,8.732,17.054,10.204,True
RO_RO1314,AM,1,46.445,31.0,46.29,8.612,16.894,10.204,True
RO_RO1315,AM,1,122.457,31.032,100.806,8.005,8.145,10.204,False
RO_RO1318,AM,1,122.155,35.839,101.935,7.48,17.62,10.204,True
RO_RO1319,AM,1,113.188,45.733,31.733,8.898,22.289,10.204,True
RO_RO1320,AM,1,41.289,26.433,48.6,10.159,16.484,10.204,True
RO_RO1321,AM,1,256.448,58.0,85.258,5.999,8.398,10.204,False
RO_RO1323,AC,1,21.716,25.733,42.467,9.474,13.185,11.218,True
RO_RO1336,AM,1,94.473,37.774,36.355,9.546,16.568,10.204,True
RO_RO1339,RO,1,209.478,54.097,54.355,8.529,8.496,11.222,False
RO_RO1341,RO,1,22.54,8.2,24.1,6.804,12.148,11.222,True
RO_RO1345,AM,1,102.41,57.097,29.194,7.227,14.812,10.204,True
RO_RO1349,AM,1,46.732,22.533,34.833,8.025,16.359,10.204,True
RO_RO1352,RO,1,9.456,15.226,35.968,9.182,14.232,11.222,True
RO_RO1353,PA,1,89.519,21.194,33.484,7.082,9.695,12.73,False
RO_RO1354,RO,1,23.764,38.065,57.387,8.416,18.835,11.222,True
RO_RO1355,PA,1,20.061,40.533,39.333,8.115,10.958,12.73,False
RO_RO1356,RO,1,12.75,44.533,64.067,10.449,15.677,11.222,True
RO_RO1360,PA,1,71.958,21.333,22.333,10.613,20.243,12.73,True
RO_RO1362,PA,1,261.459,31.194,105.968,11.227,20.067,12.73,True
RO_RO1363,PA,1,11.35,17.097,33.484,9.543,10.475,12.73,False
RO_RO1365,PA,1,20.625,24.065,52.323,8.929,17.523,12.73,True
RO_RO1372,AM,1,14.81,1.0,3.5,8.059,8.384,10.204,False
RO_RO1373,AM,1,15.784,6.067,15.333,10.168,23.175,10.204,True
RO_RO1377,PA,1,64.932,20.0,28.419,11.054,19.092,12.73,True
RO_RO1384,MT,1,229.805,70.806,57.516,10.544,9.698,13.169,False
RO_RO1385,MT,1,23.608,63.645,54.613,10.212,9.913,13.169,False
RO_RO1391,AC,1,17.529,17.484,20.29,10.797,9.908,11.218,False
RO_RO1392,AC,1,58.972,25.677,55.71,10.953,17.407,11.218,True
RO_RO1397,PA,1,36.911,23.032,16.097,12.409,17.89,12.73,True
RO_RO1400,PA,1,133.725,34.258,45.097,9.335,9.512,12.73,False
RO_RO1401,PA,1,20.964,34.4,14.6,8.502,11.288,12.73,False
RO_RO1402,AC,1,13.968,28.29,44.452,7.744,15.09,11.218,True
RO_RO1403,AM,1,14.183,55.333,76.467,8.319,10.39,10.204,True
RO_RO1404,RR,1,13.915,4.2,14.333,10.012,9.835,19.539,False
RO_RO1407,AM,1,38.418,48.8,41.667,8.315,11.52,10.204,True
RO_RO1408,PA,1,13.436,42.419,57.839,12.462,10.888,12.73,False
RO_RO1411,AM,1,24.507,17.774,30.806,8.422,19.412,10.204,True
RO_RO1412,PA,1,129.602,13.903,25.935,9.98,11.728,12.73,False
RO_RO1413,PA,1,57.012,25.29,67.581,10.429,10.541,12.73,False
RO_RO1417,PA,1,8.839,5.8,8.833,11.784,18.419,12.73,True
RO_RO1419,PA,1,28.665,1.867,4.8,11.137,13.706,12.73,True
RO_RO1426,AC,1,10.957,23.387,20.29,8.438,12.195,11.218,True
RO_RO1430,RO,1,14.76,41.742,42.161,9.73,15.472,11.222,True
RO_RO1432,RO,1,93.326,18.355,25.129,9.755,10.971,11.222,False
RO_RO1433,AM,1,11.169,19.032,28.032,8.882,17.095,10.204,True
RO_RO1436,RO,1,77.622,17.839,28.032,10.462,21.394,11.222,True
RO_RO1438,AM,1,28.754,2.935,13.226,7.567,7.101,10.204,False
RO_RO1440,AM,1,118.917,23.645,38.742,7.959,18.951,10.204,True
RO_RO1442,AM,1,18.419,35.2,31.833,8.09,10.891,10.204,True
RO_RO1445,AM,1,300.719,19.0,37.742,6.245,12.127,10.204,True
RO_RO1453,AC,1,18.419,5.29,26.581,10.833,9.651,11.218,False
RO_RO1454,AC,1,11.703,10.935,26.581,7.406,10.124,11.218,False
RO_RO1455,AC,1,27.64,53.613,84.226,7.247,14.843,11.218,True
RO_RO1464,AM,1,71.577,30.419,58.032,6.842,16.894,10.204,True
RO_RO1465,PA,1,123.788,26.0,75.333,12.224,19.943,12.73,True
RO_RO1468,AC,1,6.144,26.968,57.839,9.485,16.394,11.218,True
RO_RO1469,AC,1,14.173,12.742,53.355,8.286,13.955,11.218,True
RO_RO1472,AC,1,6.211,29.71,56.548,10.345,13.42,11.218,True
RO_RO1474,PA,1,10.467,12.903,25.935,11.72,24.294,12.73,True
RO_RO1476,AM,1,31.885,4.133,24.267,7.419,9.1,10.204,False
RO_RO1485,AM,1,16.949,29.097,58.742,9.879,13.559,10.204,True
RO_RO1492,AM,1,24.686,8.581,21.581,9.565,18.776,10.204,True
RO_RO1513,MT,1,349.353,74.0,60.677,12.529,9.74,13.169,False
RO_RO1529,MT,1,41.258,9.0,38.0,8.485,11.636,13.169,False
RO_RO1534,AM,1,322.467,125.032,50.516,6.942,13.203,10.204,True
RO_RO1536,AM,1,220.191,17.355,37.774,8.164,11.577,10.204,True
RO_RO1539,AM,1,69.346,28.935,60.677,8.85,20.031,10.204,True
RO_RO1540,AM,1,174.192,68.516,28.484,8.638,15.231,10.204,True
RO_RO1541,AM,1,39.118,21.097,38.742,8.674,11.395,10.204,True
RO_RO1544,AM,1,30.443,27.893,54.821,9.261,10.307,10.204,True
RO_RO1554,MT,1,318.652,41.032,85.129,9.944,9.689,13.169,False
RO_RO1568,MT,1,346.837,12.258,30.258,12.177,10.421,13.169,False
RO_RO1569,AC,1,16.713,19.097,38.613,10.356,17.148,11.218,True
RO_RO1571,AC,1,14.945,13.935,25.581,10.971,12.957,11.218,True
RO_RO1572,AC,1,10.081,13.677,27.677,8.875,11.91,11.218,True
RO_RO1574,AC,1,11.939,30.613,111.968,10.492,15.667,11.218,True
RO_RO1579,AM,1,24.201,18.742,35.581,9.024,18.059,10.204,True
RO_RO1589,RO,1,61.793,25.613,85.903,9.673,17.066,11.222,True
RO_RO1594,RO,1,51.813,45.806,52.806,7.482,7.706,11.222,False
RO_RO1595,AM,1,68.018,28.2,76.2,7.392,6.725,10.204,False
RO_RO1597,RO,1,58.359,24.903,87.161,7.54,13.122,11.222,True
RO_RO1604,MT,1,183.108,1.194,10.484,10.116,14.029,13.169,True
RO_RO1607,PA,1,23.793,11.258,11.194,11.072,14.307,12.73,True
RO_RO1611,MT,1,8.177,21.2,60.0,11.567,12.214,13.169,False
RO_RO1614,PA,1,32.667,7.4,15.833,10.404,14.046,12.73,True
RO_RO1620,PA,1,79.783,29.645,28.29,9.48,18.238,12.73,True
RO_RO1621,PA,1,218.977,21.333,29.333,9.229,8.96,12.73,False
RO_RO1629,PA,1,11.361,11.742,9.581,12.441,16.543,12.73,True
RO_RO1633,MT,1,27.208,32.258,23.806,10.723,10.978,13.169,False
RO_RO1652,PA,1,58.377,26.0,21.0,10.637,13.681,12.73,True
RO_RO1657,PA,1,23.405,32.032,26.097,10.602,11.521,12.73,False
RO_RO1671,PA,1,10.713,1.774,11.871,10.36,14.588,12.73,True
RO_RO1673,MT,1,45.549,38.806,27.419,9.882,10.233,13.169,False
RO_RO1680,RO,1,8.038,19.871,42.161,10.346,20.212,11.222,True
RO_RO1682,AM,1,20.301,19.161,36.806,8.465,15.136,10.204,True
RO_RO1685,MT,1,15.175,29.226,39.71,8.133,10.12,13.169,False
RO_RO1700,RO,1,18.761,20.355,37.806,10.711,20.324,11.222,True
RO_RO1723,PA,1,97.656,30.633,41.167,11.082,10.359,12.73,False
RO_RO1730,AM,1,9.848,11.839,26.968,7.834,6.978,10.204,False
RO_RO1732,AC,1,8.336,10.968,37.935,11.201,19.985,11.218,True
RO_RO1733,AC,1,6.595,15.333,42.333,10.879,12.327,11.218,True
RO_RO1734,AC,1,8.917,14.806,33.29,10.275,17.574,11.218,True
RO_RO1735,AC,1,7.21,26.097,38.968,8.638,15.134,11.218,True
RO_RO1736,AC,1,11.866,14.839,52.387,10.544,11.052,11.218,False
RO_RO1738,AC,1,7.342,11.806,33.29,8.204,17.242,11.218,True
RO_RO1739,AC,1,46.411,19.258,39.968,8.314,10.101,11.218,False
RO_RO1746,AC,1,15.671,31.0,84.742,10.549,20.584,11.218,True
RO_RO1753,RO,1,15.728,4.0,25.5,9.966,12.899,11.222,True
RO_RO1765,RO,1,8.495,13.387,32.871,8.644,6.496,11.222,False
RO_RO1769,MT,1,10.112,0.0,8.333,9.818,9.211,13.169,False
RO_RO1770,MT,1,13.728,32.548,36.548,11.15,19.337,13.169,True
RO_RO1774,AM,1,19.896,19.742,15.903,8.883,15.981,10.204,True
RO_RO1775,AM,1,21.38,15.8,9.267,9.409,15.237,10.204,True
RO_RO1782,PA,1,26.575,1.067,3.6,8.197,11.195,12.73,False
RO_RO1785,PA,1,39.845,3.419,6.419,12.094,14.044,12.73,True
RO_RO1792,AC,1,17.017,23.065,37.355,10.98,15.336,11.218,True
RO_RO1800,AM,1,12.943,21.129,46.645,9.868,16.539,10.204,True
RO_RO1804,AM,1,24.1,21.607,52.679,6.334,9.889,10.204,False
RO_RO1806,AM,1,33.876,49.613,30.806,9.614,16.955,10.204,True
RO_RO1807,AM,1,55.486,33.097,9.387,5.315,6.073,10.204,False
RO_RO1811,PA,1,15.247,8.645,18.806,10.148,11.459,12.73,False
RO_RO1829,AC,1,10.722,7.871,45.613,9.613,12.106,11.218,True
RO_RO1831,AC,1,7.979,29.8,14.2,8.655,7.351,11.218,False
RO_RO1836,AM,1,56.687,28.0,50.429,8.955,7.972,10.204,False
RO_RO1840,MT,1,17.208,4.258,12.258,7.324,7.286,13.169,False
RO_RO1841,AM,1,27.756,11.613,23.032,9.27,11.563,10.204,True
RO_RO1844,RO,1,24.638,8.677,29.774,8.163,8.446,11.222,False
RO_RO1845,RO,1,12.593,0.903,5.419,9.32,13.475,11.222,True
RO_RO1847,RO,1,15.684,24.129,51.258,8.721,9.618,11.222,False
RO_RO1853,MT,1,23.376,2.161,6.161,12.416,11.17,13.169,False
RO_RO1862,AM,1,144.979,26.0,73.0,5.694,4.963,10.204,False
RO_RO1893,AM,1,17.292,25.333,13.667,9.364,7.647,10.204,False
RO_RO1895,AC,1,9.789,12.067,41.867,10.239,20.242,11.218,True
RO_RO1896,AC,1,55.538,24.0,54.161,9.925,9.026,11.218,False
RO_RO1904,RO,1,26.012,11.032,20.452,7.151,7.461,11.222,False
RO_RO1906,PA,1,120.019,33.643,51.214,12.594,17.829,12.73,True
RO_RO1907,RO,1,50.724,16.355,25.129,9.774,20.742,11.222,True
RO_RO1908,RO,1,71.855,7.333,14.333,10.983,25.651,11.222,True
RO_RO1914,PA,1,11.47,43.968,18.581,11.493,14.763,12.73,True
RO_RO1925,PA,1,46.553,22.5,32.5,8.009,9.556,12.73,False
RO_RO1945,RO,1,79.969,113.613,87.452,8.537,13.43,11.222,True
RO_RO1953,AM,1,18.359,3.333,7.667,7.008,9.783,10.204,False
RO_RO1965,AC,1,12.354,108.581,62.774,10.023,18.947,11.218,True
RO_RO1967,AC,1,12.711,73.613,80.613,9.968,9.753,11.218,False
RO_RO1968,RR,1,7.619,7.067,11.367,14.639,16.569,19.539,False
RO_RO1971,RR,1,93.141,10.452,37.806,14.996,14.367,19.539,False
RO_RO1973,RO,1,24.553,12.032,41.581,9.172,9.189,11.222,False
RO_RO1975,RO,1,22.98,20.7,46.4,7.902,10.909,11.222,False
RO_RO1995,PA,1,37.131,28.0,52.286,12.729,11.943,12.73,False
RO_RO1998,AM,1,16.918,22.333,41.667,7.992,10.456,10.204,True
RO_RO2001,AM,1,23.023,22.129,21.581,9.462,11.076,10.204,True
RO_RO2002,RO,1,50.722,3.806,21.226,6.549,10.635,11.222,False
RO_RO2004,RO,1,28.831,99.0,59.0,10.773,20.514,11.222,True
RO_RO2024,PA,1,6.365,10.667,15.667,12.663,14.441,12.73,True
RO_RO2031,PA,1,27.641,52.355,17.258,10.306,20.481,12.73,True
RO_RO2032,PA,1,10.565,5.3,7.2,11.339,12.409,12.73,False
RO_RO2054,PA,1,36.741,25.0,59.419,11.834,21.723,12.73,True
RO_RO2057,PA,1,11.493,6.194,11.742,12.11,16.742,12.73,True
RO_RO2063,AC,1,26.858,29.323,54.613,7.987,11.553,11.218,True
RO_RO2069,AC,1,13.741,15.613,35.484,10.852,11.519,11.218,True
RO_RO2070,AM,1,33.028,26.161,56.484,7.129,8.804,10.204,False
RO_RO2072,AC,1,12.405,15.935,63.903,10.756,12.317,11.218,True
RO_RO2078,AC,1,11.751,57.29,96.516,8.912,16.01,11.218,True
RO_RO2079,AC,1,7.246,17.742,36.581,9.357,10.799,11.218,False
RO_RO2080,AC,1,10.855,18.226,39.516,10.495,11.088,11.218,False
RO_RO2085,AC,1,10.013,53.419,33.968,10.221,10.556,11.218,False
RO_RO2086,AC,1,10.671,16.3,24.9,8.687,8.737,11.218,False
RO_RO2098,PA,1,10.379,7.323,13.645,11.003,10.362,12.73,False
RO_RO2107,AC,1,11.191,17.867,32.667,10.832,17.744,11.218,True
RO_RO2114,RO,1,16.268,34.0,56.484,10.71,12.676,11.222,True
RO_RO2122,PA,1,34.113,26.226,36.226,10.467,15.679,12.73,True
RO_RO2128,PA,1,236.098,36.677,57.194,10.613,9.942,12.73,False
RO_RO2132,PA,1,38.835,28.0,21.0,9.857,11.739,12.73,False
RO_RO2140,PA,1,18.058,10.71,21.258,11.536,14.848,12.73,True
RO_RO2151,MT,1,38.088,29.548,36.548,12.194,13.918,13.169,True
RO_RO2152,AC,1,37.285,23.0,72.0,9.203,22.402,11.218,True
RO_RO2153,AC,1,23.927,26.903,84.226,8.196,9.643,11.218,False
RO_RO2154,AC,1,12.666,25.714,75.0,8.358,14.076,11.218,True
RO_RO2155,AC,1,20.096,65.0,121.286,10.858,10.233,11.218,False
RO_RO2158,AM,1,81.851,12.516,34.323,9.322,10.755,10.204,True
RO_RO2162,AC,1,13.584,49.8,59.9,8.177,15.998,11.218,True
RO_RO2166,AC,1,14.198,14.419,35.871,9.065,15.91,11.218,True
RO_RO2168,AC,1,6.373,27.839,83.71,7.705,12.633,11.218,True
RO_RO2171,PA,1,970.844,55.467,39.167,10.13,12.928,12.73,True
RO_RO2179,PA,1,12.352,7.333,9.333,11.745,12.895,12.73,True
RO_RO2191,PA,1,14.28,2.3,7.2,11.524,11.733,12.73,False
RO_RO2199,PA,1,18.81,1.323,5.645,9.676,11.144,12.73,False
RO_RO2202,PA,1,57.547,1.645,5.645,9.261,11.945,12.73,False
RO_RO2204,AM,1,33.098,19.645,54.258,8.638,19.235,10.204,True
RO_RO2205,MT,1,247.658,38.613,58.355,9.82,13.845,13.169,True
RO_RO2206,PA,1,8.717,14.4,28.5,8.622,10.194,12.73,False
RO_RO2214,MA,1,19.881,4.839,10.097,16.868,17.971,17.275,True
RO_RO2218,AC,1,10.331,30.4,56.4,8.198,10.752,11.218,False
RO_RO2225,RO,1,13.048,55.0,130.903,7.939,16.389,11.222,True
RO_RO2226,AC,1,16.438,27.0,110.548,11.046,20.596,11.218,True
RO_RO2241,AC,1,32.679,15.419,47.032,11.064,19.214,11.218,True
RO_RO2246,MT,1,13.03,23.467,32.833,11.697,12.95,13.169,False
RO_RO2247,MT,1,46.727,6.258,9.129,7.559,8.294,13.169,False
RO_RO2258,MT,1,591.856,39.548,30.806,6.72,9.324,13.169,False
RO_RO2275,RO,1,16.182,23.0,32.2,8.12,8.97,11.222,False
RO_RO2288,MT,1,93.965,35.964,108.643,8.591,17.427,13.169,True
RO_RO2289,MT,1,57.133,139.226,60.677,10.542,17.298,13.169,True
RO_RO2293,MT,1,311.386,73.742,60.677,7.12,8.379,13.169,False
RO_RO2294,PA,1,219.099,34.839,84.71,11.748,13.959,12.73,True
RO_RO2309,AC,1,10.312,24.677,55.71,9.95,11.328,11.218,True
RO_RO2319,MT,1,20.356,37.871,60.677,10.419,22.488,13.169,True
RO_RO2320,MT,1,20.32,35.75,54.75,10.197,14.888,13.169,True
RO_RO2331,PA,1,47.484,4.774,6.161,12.543,17.37,12.73,True
RO_RO2341,PA,1,313.363,41.516,35.258,11.507,14.826,12.73,True
RO_RO2351,RO,1,51.093,7.0,25.5,8.414,10.602,11.222,False
RO_RO2355,RO,1,18.298,31.0,81.258,6.23,8.045,11.222,False
RO_RO2356,AM,1,80.042,40.613,24.581,7.052,16.304,10.204,True
RO_RO2368,RR,1,12.665,36.8,31.333,14.161,24.949,19.539,True
RO_RO2369,AC,1,9.607,25.0,67.75,9.644,12.975,11.218,True
RO_RO2370,AC,1,17.364,6.871,22.806,9.137,16.557,11.218,True
RO_RO2371,AC,1,10.95,51.484,47.355,9.629,15.323,11.218,True
RO_RO2380,MT,1,91.97,20.5,29.5,12.136,13.931,13.169,True
RO_RO2394,AM,1,26.402,40.29,59.548,8.877,17.845,10.204,True
RO_RO2397,AM,1,30.047,23.71,37.774,8.733,15.564,10.204,True
RO_RO2400,RO,1,85.977,26.935,38.806,11.125,13.351,11.222,True
RO_RO2420,RO,1,14.478,20.839,28.032,10.244,13.286,11.222,True
RO_RO2421,RO,1,12.268,3.968,11.419,7.939,10.27,11.222,False
RO_RO2428,RO,1,15.913,18.7,33.833,9.043,15.887,11.222,True
RO_RO2433,AM,1,118.337,15.129,11.71,5.562,8.65,10.204,False
RO_RO2442,PA,1,24.996,5.3,7.2,12.155,17.378,12.73,True
RO_RO2443,PA,1,106.861,16.233,14.467,10.156,12.034,12.73,False
RO_RO2446,AC,1,6.59,6.867,23.533,8.333,8.985,11.218,False
RO_RO2447,AC,1,13.236,30.581,25.742,8.735,15.482,11.218,True
RO_RO2449,AC,1,10.563,18.2,31.667,7.571,12.657,11.218,True
RO_RO2460,AC,1,6.825,21.29,24.032,10.267,14.996,11.218,True
RO_RO2474,RO,1,21.489,23.6,64.6,6.948,8.182,11.222,False
RO_RO2480,RO,1,498.409,26.3,42.067,7.499,10.445,11.222,False
RO_RO2486,PA,1,8.752,3.71,6.419,12.446,15.217,12.73,True
RO_RO2489,PA,1,30.928,22.0,25.214,9.366,14.258,12.73,True
RO_RO2491,PA,1,13.285,34.933,14.467,11.7,18.456,12.73,True
RO_RO2493,PA,1,20.863,24.258,17.258,12.585,15.166,12.73,True
RO_RO2494,AC,1,17.819,26.7,59.9,9.671,16.075,11.218,True
RO_RO2508,MT,1,17.171,14.4,15.0,12.07,7.596,13.169,False
RO_RO2512,AM,1,81.178,28.968,59.71,8.946,7.606,10.204,False
RO_RO2513,AM,1,27.89,1.903,6.355,6.856,7.906,10.204,False
RO_RO2515,AC,1,8.099,17.645,35.419,10.324,17.304,11.218,True
RO_RO2530,AM,1,68.954,49.0,39.0,7.246,22.768,10.204,True
RO_RO2531,AM,1,137.616,92.333,33.333,6.983,17.13,10.204,True
RO_RO2556,PA,1,29.83,43.1,21.733,12.552,13.893,12.73,True
RO_RO2557,PA,1,69.507,7.3,7.2,10.795,15.216,12.73,True
RO_RO2558,PA,1,19.855,3.419,12.548,11.687,14.691,12.73,True
RO_RO2562,AM,1,22.12,30.903,35.581,7.616,9.367,10.204,False
RO_RO2566,AM,1,31.176,15.516,34.323,8.498,12.869,10.204,True
RO_RO2568,AM,1,63.589,89.867,30.933,6.262,6.333,10.204,False
RO_RO2575,RO,1,15.753,0.0,6.333,10.234,12.873,11.222,True
RO_RO2577,MT,1,233.099,36.161,56.806,8.231,25.945,13.169,True
RO_RO2578,MT,1,10.478,0.633,6.533,6.419,6.5,13.169,False
RO_RO2579,MT,1,6.582,1.29,2.581,7.849,8.361,13.169,False
RO_RO2581,MT,1,21.198,56.323,37.516,12.955,14.4,13.169,True
RO_RO2585,MT,1,15.924,33.097,23.806,9.198,15.596,13.169,True
RO_RO2604,AC,1,18.037,27.0,51.933,9.906,19.829,11.218,True
RO_RO2622,AM,1,20.49,12.581,31.613,8.852,8.811,10.204,False
RO_RO2653,RO,1,16.659,13.065,34.419,9.188,11.125,11.222,False
RO_RO2661,PA,1,10.203,46.0,53.393,12.711,17.974,12.73,True
RO_RO2678,RO,1,75.583,17.71,40.613,10.361,17.365,11.222,True
RO_RO2704,PA,1,22.474,17.839,17.258,12.128,16.07,12.73,True
RO_RO2706,PA,1,21.082,23.0,26.097,11.557,15.251,12.73,True
RO_RO2712,PA,1,18.953,5.935,12.419,12.326,13.374,12.73,True
RO_RO2721,AC,1,7.527,4.968,18.161,10.647,13.231,11.218,True
RO_RO2723,AC,1,11.982,30.0,57.516,10.778,14.456,11.218,True
RO_RO2725,AC,1,10.33,5.6,16.2,10.741,17.575,11.218,True
RO_RO2728,RO,1,13.667,18.71,40.613,11.176,17.464,11.222,True
RO_RO2730,RR,1,8.272,8.733,18.333,13.754,11.515,19.539,False
RO_RO2732,RR,1,7.261,8.645,11.613,13.767,12.804,19.539,False
RO_RO2733,RR,1,28.809,23.774,56.871,13.066,18.763,19.539,False
RO_RO2737,AC,1,14.962,15.3,56.1,10.164,11.755,11.218,True
RO_RO2750,PA,1,19.912,26.0,54.161,12.285,11.961,12.73,False
RO_RO2752,PA,1,35.061,2.5,3.6,10.69,12.066,12.73,False
RO_RO2753,PA,1,28.195,28.0,53.194,12.494,18.232,12.73,True
RO_RO2754,PA,1,43.201,28.0,56.484,11.066,15.999,12.73,True
RO_RO2763,PA,1,15.048,0.3,6.5,7.675,12.719,12.73,False
RO_RO2773,MA,1,16.55,2.4,7.4,17.106,14.315,17.275,False
RO_RO2793,MT,1,21.891,30.533,43.667,10.177,25.634,13.169,True
RO_RO2798,PA,1,22.659,7.935,5.645,10.32,12.669,12.73,False
RO_RO2800,PA,1,9.97,1.933,4.8,12.282,18.971,12.73,True
RO_RO2801,MT,1,31.562,62.516,53.645,10.313,12.675,13.169,False
RO_RO2819,PA,1,10.176,5.267,8.533,12.442,15.19,12.73,True
RO_RO2827,AM,1,221.089,19.633,61.067,7.336,12.725,10.204,True
RO_RO2841,RO,1,31.312,23.129,51.258,9.967,17.037,11.222,True
RO_RO2848,PA,1,7.451,8.0,9.0,11.932,13.597,12.73,True
RO_RO2852,PA,1,15.37,25.893,56.464,12.688,17.548,12.73,True
RO_RO2853,RO,1,23.101,74.839,40.613,10.094,18.733,11.222,True
RO_RO2857,AC,1,8.028,14.71,37.935,6.934,11.662,11.218,True
RO_RO2865,AC,1,8.785,13.032,24.032,10.543,8.245,11.218,False
RO_RO2871,AC,1,8.209,10.645,30.613,10.463,11.935,11.218,True
RO_RO2881,AC,1,8.706,18.067,30.667,7.622,10.141,11.218,False
RO_RO2886,AC,1,29.544,27.333,80.0,7.4,10.945,11.218,False
RO_RO2888,AC,1,10.517,18.613,63.903,10.821,10.534,11.218,False
RO_RO2895,AC,1,12.701,31.806,114.484,9.82,8.688,11.218,False
RO_RO2897,AC,1,15.311,14.516,34.323,10.853,13.883,11.218,True
RO_RO2901,AM,1,40.354,26.9,78.067,7.641,13.324,10.204,True
RO_RO2902,RO,1,45.362,63.393,77.357,8.766,11.23,11.222,True
RO_RO2904,RO,1,27.148,23.129,51.258,10.197,10.315,11.222,False
RO_RO2907,AM,1,68.242,4.032,6.548,7.561,11.954,10.204,True
RO_RO2909,MT,1,7.087,7.258,12.032,11.695,8.419,13.169,False
RO_RO2911,MT,1,8.64,1.333,8.333,5.927,5.966,13.169,False
RO_RO2913,MT,1,70.622,20.419,29.645,9.76,15.74,13.169,True
RO_RO2916,AM,1,57.144,11.065,21.581,7.563,15.161,10.204,True
RO_RO2922,RO,1,11.483,33.194,35.581,8.013,10.442,11.222,False
RO_RO2924,AC,1,8.236,15.0,60.667,10.875,14.741,11.218,True
RO_RO2925,AM,1,90.899,27.267,49.8,9.622,11.428,10.204,True
RO_RO2932,RO,1,10.177,19.867,47.6,8.196,12.668,11.222,True
RO_RO2942,MT,1,30.377,9.129,20.161,7.879,14.921,13.169,True
RO_RO2944,RO,1,27.872,19.129,84.452,10.353,14.039,11.222,True
RO_RO2947,MT,1,160.149,66.742,60.677,9.568,14.546,13.169,True
RO_RO2953,PA,1,9.616,3.419,6.419,11.519,11.064,12.73,False
RO_RO2992,PA,1,16.375,30.839,25.935,11.792,13.294,12.73,True
RO_RO3010,PA,1,88.877,58.0,56.387,6.992,7.724,12.73,False
RO_RO3012,PA,1,7.148,1.067,4.167,10.466,7.791,12.73,False
RO_RO3013,PA,1,45.998,32.097,43.161,11.983,12.2,12.73,False
RO_RO3014,PA,1,32.789,48.774,32.323,12.476,17.876,12.73,True
RO_RO3018,PA,1,9.4,1.867,6.167,8.131,8.273,12.73,False
RO_RO3032,PA,1,63.613,41.774,33.484,8.57,18.555,12.73,True
RO_RO3034,PA,1,16.443,27.258,45.032,11.247,22.021,12.73,True
RO_RO3041,AC,1,9.099,26.903,33.935,10.685,10.57,11.218,False
RO_RO3052,AC,1,16.115,7.667,33.333,11.155,10.962,11.218,False
RO_RO3054,PA,1,30.39,39.3,31.5,10.837,13.271,12.73,True
RO_RO3071,AC,1,10.072,16.29,29.29,9.386,8.184,11.218,False
