event_id,state,radd_only,area_ha,clear_post_radd_any,s1_post_radd_any,interior_ang_deg,ring_50_150m_ang_deg,tau_p90,offset_suspect
RO_RO332,AC,1,9.232,19.677,49.065,9.018,9.141,11.218,False
RO_RO341,MT,1,13.061,7.0,18.0,10.992,11.091,13.169,False
RO_RO342,MT,1,14.153,54.032,33.645,10.519,16.558,13.169,True
RO_RO350,PA,1,33.648,17.097,10.548,11.418,15.04,12.73,True
RO_RO353,AM,1,44.053,4.667,8.333,7.831,12.36,10.204,True
RO_RO356,AC,1,18.46,21.0,51.933,9.809,10.59,11.218,False
RO_RO357,AC,1,38.219,25.6,57.1,7.421,10.534,11.218,False
RO_RO362,AC,1,10.02,2.742,16.226,10.835,9.385,11.218,False
RO_RO364,RO,1,19.39,31.419,84.355,8.622,20.828,11.222,True
RO_RO370,RO,1,37.016,1.7,7.5,9.428,8.466,11.222,False
RO_RO373,RO,1,151.189,1.3,4.5,6.694,6.265,11.222,False
RO_RO374,AC,1,21.669,26.548,22.613,9.757,13.054,11.218,True
RO_RO376,RO,1,166.847,2.4,5.8,9.174,9.292,11.222,False
RO_RO378,RR,1,12.333,0.968,5.806,13.847,14.644,19.539,False
RO_RO379,RR,1,10.585,3.067,15.667,14.435,14.35,19.539,False
RO_RO380,RR,1,21.761,29.774,114.516,19.099,15.335,19.539,False
RO_RO381,RR,1,14.364,4.161,14.29,13.699,14.919,19.539,False
RO_RO382,RR,1,41.025,18.419,23.387,11.223,11.406,19.539,False
RO_RO383,RR,1,35.336,14.6,64.8,14.552,13.902,19.539,False
RO_RO385,RR,1,18.29,19.677,66.581,11.917,15.879,19.539,False
RO_RO386,RR,1,107.766,34.613,50.419,14.696,13.231,19.539,False
RO_RO387,RR,1,10.799,0.871,4.355,10.599,10.96,19.539,False
RO_RO388,RR,1,15.515,3.484,14.29,11.348,15.816,19.539,False
RO_RO390,RR,1,8.363,1.742,4.355,12.418,16.916,19.539,False
RO_RO391,RR,1,8.841,1.419,4.258,11.644,19.244,19.539,False
RO_RO392,PA,1,35.302,47.6,27.533,11.347,18.761,12.73,True
RO_RO394,RR,1,18.457,5.067,11.367,18.73,18.072,19.539,False
RO_RO395,RR,1,8.148,4.3,11.367,16.052,21.325,19.539,True
RO_RO396,RR,1,45.711,18.0,23.333,18.777,19.232,19.539,False
RO_RO397,RR,1,28.025,15.467,45.267,13.171,21.678,19.539,True
RO_RO398,RR,1,7.36,15.933,45.267,14.791,15.004,19.539,False
RO_RO399,RR,1,7.816,1.742,3.484,15.787,22.121,19.539,True
RO_RO400,RR,1,27.141,18.286,75.0,17.225,15.3,19.539,False
RO_RO402,RR,1,14.648,4.733,18.333,14.423,10.38,19.539,False
RO_RO403,RR,1,20.634,23.645,84.161,17.708,16.247,19.539,False
RO_RO404,RR,1,24.4,19.0,81.065,17.406,17.265,19.539,False
RO_RO405,RR,1,22.954,49.29,84.161,19.493,27.192,19.539,True
RO_RO406,RR,1,44.614,10.419,25.097,14.473,12.125,19.539,False
RO_RO407,RR,1,27.735,26.0,81.065,16.3,17.277,19.539,False
RO_RO408,RR,1,16.142,23.516,28.903,16.409,20.892,19.539,True
RO_RO413,MT,1,23.477,0.742,4.452,9.512,10.876,13.169,False
RO_RO415,RR,1,8.837,7.267,21.467,17.252,23.725,19.539,True
RO_RO416,RO,1,23.673,7.065,18.419,5.927,7.505,11.222,False
RO_RO420,RO,1,23.047,2.161,15.323,9.458,8.901,11.222,False
RO_RO422,AM,1,22.79,38.2,41.8,9.302,9.56,10.204,False
RO_RO431,RO,1,30.934,62.0,56.645,7.574,17.505,11.222,True
RO_RO435,RO,1,20.074,3.452,10.452,8.971,6.581,11.222,False
RO_RO439,MT,1,107.08,33.0,50.516,12.008,14.432,13.169,True
RO_RO441,RO,1,36.725,0.903,3.613,6.493,6.759,11.222,False
RO_RO442,RO,1,23.086,2.3,4.5,7.194,7.864,11.222,False
RO_RO444,AM,1,33.995,3.871,21.903,8.155,9.993,10.204,False
RO_RO445,AM,1,76.061,32.0,117.516,9.43,12.187,10.204,True
RO_RO448,RO,1,121.032,27.067,42.833,6.556,13.559,11.222,True
RO_RO450,AM,1,25.639,2.4,16.0,9.318,8.13,10.204,False
RO_RO459,MT,1,33.069,6.258,9.129,7.826,7.77,13.169,False
RO_RO460,MT,1,57.64,15.2,14.0,10.168,7.36,13.169,False
RO_RO461,MT,1,9.432,5.355,9.129,5.752,5.017,13.169,False
RO_RO462,MT,1,128.534,8.194,10.097,7.734,7.801,13.169,False
RO_RO464,MT,1,48.225,2.533,6.533,7.269,7.576,13.169,False
RO_RO466,AM,1,41.235,1.677,4.452,7.13,8.983,10.204,False
RO_RO467,MT,1,12.8,0.0,2.419,8.827,9.004,13.169,False
RO_RO471,AM,1,10.631,5.533,6.333,9.944,9.425,10.204,False
RO_RO477,RO,1,15.417,3.548,18.129,8.755,5.157,11.222,False
RO_RO480,RO,1,10.063,3.548,18.129,7.654,5.957,11.222,False
RO_RO499,RO,1,83.038,4.032,26.774,9.369,12.714,11.222,True
RO_RO508,AC,1,26.288,13.419,36.484,7.585,11.767,11.218,True
RO_RO510,PA,1,12.361,4.935,6.452,11.819,18.199,12.73,True
RO_RO511,PA,1,16.158,45.742,28.742,11.386,17.097,12.73,True
RO_RO516,PA,1,21.559,5.419,6.452,12.714,14.411,12.73,True
RO_RO517,AC,1,20.72,1.4,7.0,8.181,7.461,11.218,False
RO_RO520,RR,1,31.176,5.1,12.3,11.657,10.845,19.539,False
RO_RO523,RR,1,7.766,1.419,4.258,11.585,13.256,19.539,False
RO_RO526,RR,1,11.397,7.6,15.0,14.198,14.444,19.539,False
RO_RO527,RR,1,10.166,8.0,13.0,12.8,21.185,19.539,True
RO_RO528,RR,1,9.994,9.2,13.333,12.542,13.327,19.539,False
RO_RO529,RR,1,8.246,20.2,15.0,17.247,15.927,19.539,False
RO_RO534,RR,1,8.936,5.161,14.29,16.915,15.263,19.539,False
RO_RO536,RR,1,9.385,4.323,22.226,18.181,14.845,19.539,False
RO_RO537,RR,1,10.08,3.067,14.333,15.05,15.931,19.539,False
RO_RO538,RR,1,6.4,15.903,22.839,14.445,22.557,19.539,True
RO_RO539,RR,1,9.915,1.5,6.5,11.975,12.201,19.539,False
RO_RO542,RR,1,13.441,4.452,23.839,19.326,13.458,19.539,False
RO_RO543,RR,1,49.221,7.355,18.742,11.761,10.06,19.539,False
RO_RO544,RR,1,10.302,2.71,8.129,10.822,10.143,19.539,False
RO_RO545,RR,1,9.373,5.129,19.645,13.581,8.343,19.539,False
RO_RO546,RR,1,11.268,29.355,22.097,18.576,28.443,19.539,True
RO_RO547,RR,1,12.345,3.484,4.355,12.941,17.3,19.539,False
RO_RO548,RR,1,8.942,3.484,4.355,10.902,16.815,19.539,False
RO_RO549,RR,1,14.758,34.613,50.419,17.283,14.49,19.539,False
RO_RO550,RR,1,7.662,3.533,6.333,11.072,17.266,19.539,False
RO_RO552,RR,1,9.693,8.258,10.323,11.543,10.387,19.539,False
RO_RO553,RR,1,8.431,2.533,15.667,18.684,17.228,19.539,False
RO_RO555,RR,1,11.945,21.857,100.857,16.718,22.504,19.539,True
RO_RO556,RR,1,6.77,5.0,15.667,11.481,9.647,19.539,False
RO_RO557,RR,1,8.991,21.258,108.839,15.508,16.306,19.539,False
RO_RO559,RR,1,10.419,24.774,114.516,17.127,23.627,19.539,True
RO_RO560,RR,1,19.854,16.033,38.2,15.906,12.949,19.539,False
RO_RO561,RR,1,7.053,8.267,13.333,13.546,14.293,19.539,False
RO_RO562,RR,1,16.505,7.8,8.4,14.876,19.899,19.539,True
RO_RO563,RR,1,17.472,5.742,19.968,19.44,17.716,19.539,False
RO_RO564,RR,1,7.945,15.484,20.097,16.854,16.577,19.539,False
RO_RO566,RR,1,19.815,34.286,102.143,16.759,17.878,19.539,False
RO_RO567,RR,1,24.381,4.4,15.0,18.32,17.331,19.539,False
RO_RO568,RR,1,7.287,2.677,25.774,16.383,9.621,19.539,False
RO_RO569,RR,1,6.431,3.533,11.667,10.199,16.016,19.539,False
RO_RO570,RR,1,12.308,4.29,19.968,16.772,12.086,19.539,False
RO_RO574,RR,1,7.324,10.258,28.903,15.748,11.593,19.539,False
RO_RO575,RR,1,8.346,18.833,43.0,10.936,11.06,19.539,False
RO_RO577,RR,1,9.81,12.6,28.2,15.162,11.392,19.539,False
RO_RO579,RR,1,8.991,5.484,14.29,13.12,17.098,19.539,False
RO_RO580,RR,1,12.369,22.286,75.0,17.86,34.79,19.539,True
RO_RO581,RR,1,11.705,5.484,14.29,17.806,17.88,19.539,False
RO_RO584,RR,1,6.062,9.742,10.452,18.371,9.586,19.539,False
RO_RO585,RR,1,9.332,15.6,15.0,18.24,19.319,19.539,False
RO_RO586,RR,1,21.188,13.742,21.903,12.426,11.359,19.539,False
RO_RO590,RR,1,20.8,15.935,17.387,15.287,15.951,19.539,False
RO_RO591,RR,1,9.655,16.71,18.742,16.609,15.116,19.539,False
RO_RO595,RR,1,7.649,2.6,8.4,14.194,26.983,19.539,True
RO_RO597,RR,1,11.408,2.4,11.6,17.353,17.394,19.539,False
RO_RO599,RR,1,121.704,28.929,52.286,12.933,12.985,19.539,False
RO_RO600,RR,1,23.261,6.903,12.258,14.095,11.952,19.539,False
RO_RO601,RR,1,15.36,47.226,59.839,18.765,21.552,19.539,True
RO_RO603,RR,1,6.621,3.2,12.0,15.403,12.689,19.539,False
RO_RO605,RR,1,7.077,8.667,8.333,12.099,13.71,19.539,False
RO_RO606,RR,1,9.194,10.0,11.613,10.799,12.178,19.539,False
RO_RO607,RR,1,6.572,36.267,16.167,17.22,14.12,19.539,False
RO_RO608,RR,1,13.168,50.419,117.677,15.907,31.145,19.539,True
RO_RO609,RR,1,19.465,44.0,88.71,13.644,16.454,19.539,False
RO_RO611,RR,1,41.12,7.6,9.4,15.888,17.334,19.539,False
RO_RO612,RR,1,10.529,8.133,6.333,13.26,15.202,19.539,False
RO_RO613,RR,1,7.79,15.258,12.258,18.983,20.628,19.539,True
RO_RO615,RR,1,7.661,8.903,12.258,15.802,13.852,19.539,False
RO_RO617,RR,1,31.099,16.129,10.323,15.445,14.195,19.539,False
RO_RO618,RR,1,6.19,2.968,3.71,10.642,12.545,19.539,False
RO_RO619,RR,1,14.184,3.4,6.333,10.245,15.669,19.539,False
RO_RO621,PA,1,9.402,5.0,16.667,10.86,16.716,12.73,True
RO_RO628,RR,1,9.342,46.0,80.0,11.507,12.556,19.539,False
RO_RO630,RR,1,18.99,5.8,4.8,15.277,24.442,19.539,True
RO_RO634,PA,1,10.058,19.806,18.419,11.584,18.691,12.73,True
RO_RO638,PA,1,11.837,6.2,4.4,12.134,12.822,12.73,True
RO_RO644,MT,1,15.023,0.2,3.4,10.408,9.978,13.169,False
RO_RO645,MT,1,25.124,0.4,3.4,9.748,9.774,13.169,False
RO_RO657,MT,1,346.034,19.032,13.516,12.613,12.55,13.169,False
RO_RO662,AC,1,6.691,1.8,8.8,9.658,16.696,11.218,True
RO_RO663,AC,1,12.598,27.333,71.0,10.95,9.771,11.218,False
RO_RO665,RO,1,42.977,1.806,3.613,9.757,17.601,11.222,True
RO_RO667,RO,1,15.409,3.968,11.419,10.346,11.711,11.222,True
RO_RO671,RO,1,8.72,0.9,5.5,9.312,8.915,11.222,False
RO_RO672,RO,1,28.841,35.0,50.286,10.237,14.266,11.222,True
RO_RO677,RO,1,38.028,2.8,7.5,7.235,9.433,11.222,False
RO_RO678,RO,1,12.102,32.0,57.806,10.376,15.324,11.222,True
RO_RO679,AM,1,12.961,5.032,12.387,8.791,5.295,10.204,False
RO_RO689,MT,1,51.68,2.533,6.533,5.425,5.667,13.169,False
RO_RO691,MT,1,9.352,1.677,3.355,8.543,10.575,13.169,False
RO_RO692,MT,1,46.928,9.774,10.097,7.944,7.79,13.169,False
RO_RO693,AM,1,46.801,0.0,4.355,5.656,5.505,10.204,False
RO_RO694,MT,1,10.22,61.429,51.571,11.152,25.228,13.169,True
RO_RO695,MT,1,20.64,32.258,23.806,10.464,11.655,13.169,False
RO_RO696,AM,1,343.218,26.806,57.645,6.156,19.057,10.204,True
RO_RO697,RO,1,134.34,66.871,147.548,8.533,16.867,11.222,True
RO_RO699,RO,1,55.423,15.742,48.452,7.638,16.649,11.222,True
RO_RO700,AM,1,36.915,0.0,3.871,8.459,15.887,10.204,True
RO_RO701,AM,1,14.09,4.667,14.667,8.327,10.52,10.204,True
RO_RO702,AM,1,7.997,0.333,8.0,5.363,5.494,10.204,False
RO_RO705,RO,1,40.06,5.5,25.5,6.803,6.106,11.222,False
RO_RO709,RO,1,27.847,6.0,25.5,8.171,9.164,11.222,False
RO_RO720,RO,1,23.137,29.258,54.355,8.587,16.09,11.222,True
RO_RO725,RO,1,32.322,0.0,5.419,8.265,14.521,11.222,True
RO_RO727,AM,1,14.557,1.733,8.667,8.723,9.812,10.204,False
RO_RO730,AM,1,13.7,2.2,8.667,6.42,6.904,10.204,False
RO_RO731,RO,1,34.218,6.871,10.452,8.064,12.688,11.222,True
RO_RO733,RO,1,58.921,32.0,57.806,10.585,18.609,11.222,True
RO_RO735,RO,1,9.003,3.1,7.5,8.368,8.704,11.222,False
RO_RO736,AM,1,42.299,2.333,3.667,8.189,13.343,10.204,True
RO_RO739,RO,1,18.939,6.8,14.333,10.968,11.697,11.222,True
RO_RO745,AM,1,62.672,1.733,4.467,8.971,10.6,10.204,True
RO_RO746,AM,1,167.239,4.032,6.548,10.002,11.187,10.204,True
RO_RO747,AM,1,13.894,4.516,6.548,10.185,10.839,10.204,True
RO_RO751,RO,1,12.712,9.0,17.333,10.607,12.141,11.222,True
RO_RO754,AM,1,111.535,3.8,8.5,7.206,7.283,10.204,False
RO_RO756,RO,1,22.339,2.71,3.613,8.2,9.427,11.222,False
RO_RO758,RO,1,24.071,1.4,7.5,9.142,7.458,11.222,False
RO_RO760,RO,1,89.288,3.1,7.5,8.829,8.949,11.222,False
RO_RO761,RO,1,37.344,1.6,5.5,6.495,7.374,11.222,False
RO_RO763,RO,1,374.917,2.5,6.5,7.051,7.497,11.222,False
RO_RO765,RO,1,290.547,1.3,4.5,6.579,6.454,11.222,False
RO_RO766,RO,1,282.355,3.1,7.5,7.203,6.229,11.222,False
RO_RO767,AM,1,53.692,1.933,12.8,5.01,6.193,10.204,False
RO_RO770,RO,1,338.302,31.0,52.0,6.962,10.384,11.222,False
RO_RO773,RO,1,26.689,26.806,87.452,6.687,8.839,11.222,False
RO_RO776,RO,1,32.284,1.5,6.5,7.482,8.276,11.222,False
RO_RO778,PA,1,7.396,8.6,8.8,12.459,23.148,12.73,True
RO_RO781,MT,1,19.248,19.129,38.839,12.287,16.624,13.169,True
RO_RO782,AC,1,63.733,3.933,6.4,4.504,4.934,11.218,False
RO_RO783,AC,1,8.382,26.129,78.032,8.988,16.061,11.218,True
RO_RO788,PA,1,7.106,6.258,6.419,12.323,13.045,12.73,True
RO_RO797,PA,1,25.765,26.774,10.355,10.599,8.65,12.73,False
RO_RO798,AC,1,26.09,22.5,38.167,9.316,16.178,11.218,True
RO_RO810,PA,1,8.207,3.8,7.4,10.136,9.23,12.73,False
RO_RO812,MT,1,29.455,54.2,43.667,10.943,9.13,13.169,False
RO_RO816,MT,1,31.139,1.467,4.933,7.414,7.552,13.169,False
RO_RO823,RR,1,6.646,53.161,83.645,18.7,26.073,19.539,True
RO_RO826,PA,1,20.567,17.355,39.871,10.031,14.662,12.73,True
RO_RO828,PA,1,288.15,2.867,12.533,8.653,8.641,12.73,False
RO_RO829,PA,1,29.587,0.0,4.484,12.027,13.248,12.73,True
RO_RO831,PA,1,18.831,4.774,8.968,8.479,9.456,12.73,False
RO_RO832,MT,1,43.721,31.839,48.194,11.087,17.549,13.169,True
RO_RO834,PA,1,27.74,9.0,13.833,10.281,10.852,12.73,False
RO_RO842,PA,1,7.611,5.548,6.161,9.697,22.029,12.73,True
RO_RO844,PA,1,20.802,6.645,10.742,10.657,12.605,12.73,False
RO_RO849,PA,1,100.87,15.8,8.8,11.341,14.562,12.73,True
RO_RO852,PA,1,42.423,0.516,1.548,10.405,12.199,12.73,False
RO_RO854,PA,1,47.726,23.161,37.484,10.791,17.468,12.73,True
RO_RO862,AM,1,9.134,0.0,4.355,7.315,9.524,10.204,False
RO_RO871,PA,1,37.5,0.774,2.323,8.807,8.39,12.73,False
RO_RO874,RO,1,25.743,42.467,46.4,9.285,11.601,11.222,True
RO_RO888,RO,1,105.216,3.1,7.5,7.691,7.362,11.222,False
RO_RO889,MT,1,14.486,78.161,30.806,12.803,19.457,13.169,True
RO_RO892,RO,1,9.432,1.9,5.5,6.312,6.225,11.222,False
RO_RO893,AM,1,10.928,6.8,7.2,5.366,10.286,10.204,True
RO_RO895,RR,1,177.042,19.857,75.0,18.864,14.571,19.539,False
RO_RO896,RR,1,10.426,24.857,78.0,16.103,17.335,19.539,False
RO_RO897,RR,1,24.974,16.774,114.516,12.618,11.577,19.539,False
RO_RO898,RR,1,6.898,12.903,23.839,16.301,16.774,19.539,False
RO_RO902,PA,1,16.098,4.29,5.29,12.487,14.419,12.73,True
RO_RO909,PA,1,48.614,69.677,27.258,12.349,24.205,12.73,True
RO_RO910,AM,1,15.881,20.433,15.867,6.883,11.576,10.204,True
RO_RO913,RR,1,11.607,5.355,12.387,10.29,9.79,19.539,False
RO_RO914,RR,1,11.257,13.433,40.6,10.578,10.035,19.539,False
RO_RO915,AM,1,53.1,44.323,18.161,6.473,5.586,10.204,False
RO_RO920,AC,1,7.693,10.774,34.839,7.1,10.057,11.218,False
RO_RO922,AM,1,43.527,2.2,2.3,6.8,6.733,10.204,False
RO_RO923,AM,1,74.161,1.8,4.7,7.179,7.031,10.204,False
RO_RO924,AM,1,53.295,0.2,2.3,6.383,6.514,10.204,False
RO_RO929,RR,1,25.906,38.0,61.0,17.745,17.466,19.539,False
RO_RO931,PA,1,48.646,26.0,44.0,10.994,10.735,12.73,False
RO_RO932,PA,1,11.234,52.0,27.258,12.456,14.327,12.73,True
RO_RO933,RR,1,29.838,11.667,23.333,15.647,16.911,19.539,False
RO_RO934,AM,1,10.035,3.935,13.226,7.894,11.186,10.204,True
RO_RO935,MT,1,23.968,9.839,11.742,12.159,14.015,13.169,True
RO_RO938,PA,1,57.971,5.0,7.667,9.929,11.792,12.73,False
RO_RO940,RO,1,347.755,15.323,27.323,6.323,6.229,11.222,False
RO_RO943,AC,1,19.312,31.355,133.097,9.45,7.748,11.218,False
RO_RO946,AC,1,17.497,71.226,132.806,10.085,12.934,11.218,True
RO_RO947,RO,1,58.291,37.194,53.161,8.917,19.568,11.222,True
RO_RO955,AM,1,29.905,0.0,3.387,5.795,5.939,10.204,False
RO_RO958,AM,1,27.167,26.968,38.839,6.571,6.75,10.204,False
RO_RO966,AM,1,326.459,9.258,21.097,5.236,5.111,10.204,False
RO_RO967,AM,1,26.701,44.452,39.71,9.427,11.544,10.204,True
RO_RO968,AM,1,49.373,2.065,11.29,7.055,7.055,10.204,False
RO_RO969,AM,1,35.905,4.226,13.226,7.866,11.669,10.204,True
RO_RO970,AM,1,47.297,27.29,21.581,7.401,10.319,10.204,True
RO_RO971,AM,1,23.866,1.0,2.067,6.047,5.778,10.204,False
RO_RO972,RR,1,12.227,2.129,4.258,16.243,21.652,19.539,True
RO_RO975,AM,1,73.881,15.516,26.097,9.013,11.12,10.204,True
RO_RO981,MT,1,29.898,15.935,31.71,11.233,13.236,13.169,True
RO_RO984,PA,1,11.049,4.2,7.4,10.854,17.202,12.73,True
RO_RO985,PA,1,9.966,10.323,16.097,10.568,12.078,12.73,False
RO_RO986,PA,1,47.249,16.0,37.484,10.638,18.65,12.73,True
RO_RO987,AC,1,9.509,21.0,44.667,6.739,12.876,11.218,True
RO_RO988,AC,1,6.815,22.355,50.613,6.491,20.61,11.218,True
RO_RO990,PA,1,60.528,59.857,72.5,12.075,11.302,12.73,False
RO_RO993,RO,1,12.044,2.1,10.9,9.926,19.365,11.222,True
RO_RO997,PA,1,20.031,26.4,14.467,11.289,12.981,12.73,True
RO_RO998,MT,1,30.894,70.0,44.484,10.325,17.682,13.169,True
RO_RO999,AM,1,83.118,4.806,4.452,6.087,6.375,10.204,False
RO_RO1000,AM,1,119.874,64.129,29.645,7.677,21.669,10.204,True
RO_RO1001,AM,1,110.343,0.0,3.387,5.988,6.534,10.204,False
RO_RO1005,RR,1,21.634,5.667,15.667,15.707,24.776,19.539,True
RO_RO1010,AC,1,8.548,19.065,33.645,10.417,19.729,11.218,True
RO_RO1012,AM,1,51.226,24.194,41.323,9.477,12.578,10.204,True
RO_RO1016,MT,1,241.433,79.613,30.613,11.466,17.057,13.169,True
RO_RO1021,AM,1,350.865,68.065,54.161,9.015,14.475,10.204,True
RO_RO1022,RO,1,17.76,21.3,47.6,8.291,9.974,11.222,False
RO_RO1023,RO,1,13.039,3.065,18.129,9.768,16.812,11.222,True
RO_RO1024,RO,1,13.247,16.71,40.613,10.694,14.396,11.222,True
RO_RO1025,RO,1,45.587,48.933,46.4,6.658,10.832,11.222,False
RO_RO1028,MT,1,31.097,66.871,60.677,11.42,9.645,13.169,False
RO_RO1029,AM,1,18.464,18.774,30.806,10.089,15.719,10.204,True
RO_RO1031,MT,1,17.154,52.0,42.667,11.756,8.465,13.169,False
RO_RO1033,MT,1,25.114,1.267,6.533,7.935,7.576,13.169,False
RO_RO1035,MT,1,195.757,30.129,53.645,7.166,9.656,13.169,False
RO_RO1040,RO,1,32.13,17.71,40.613,9.034,15.072,11.222,True
RO_RO1047,AM,1,15.198,24.8,89.333,9.6,13.702,10.204,True
RO_RO1052,AM,1,48.024,32.645,53.129,8.414,18.974,10.204,True
RO_RO1054,AM,1,94.529,45.903,69.516,5.577,9.179,10.204,False
RO_RO1057,AM,1,96.436,35.4,19.5,8.202,6.971,10.204,False
RO_RO1058,AM,1,30.716,30.75,54.75,8.808,18.086,10.204,True
RO_RO1059,AM,1,67.52,20.133,33.833,8.039,11.671,10.204,True
RO_RO1060,AM,1,18.691,16.032,29.194,10.005,20.284,10.204,True
RO_RO1061,AM,1,11.901,18.484,28.484,9.287,14.166,10.204,True
RO_RO1062,AM,1,45.438,17.065,28.484,6.731,9.605,10.204,False
RO_RO1064,MT,1,59.359,33.258,36.548,12.627,9.921,13.169,False
RO_RO1066,AM,1,9.314,30.0,27.5,10.109,14.125,10.204,True
RO_RO1067,PA,1,27.969,0.0,1.29,7.907,15.94,12.73,True
RO_RO1074,PA,1,47.097,0.4,6.4,9.684,9.603,12.73,False
RO_RO1075,PA,1,373.059,29.355,114.387,9.827,11.808,12.73,False
RO_RO1078,PA,1,124.89,23.194,37.194,10.102,12.033,12.73,False
RO_RO1080,PA,1,21.323,12.387,27.645,11.901,14.43,12.73,True
RO_RO1081,MT,1,39.971,123.4,43.667,10.001,17.55,13.169,True
RO_RO1083,MT,1,28.216,62.129,56.548,8.151,9.78,13.169,False
RO_RO1085,MT,1,135.293,4.533,6.533,7.947,8.598,13.169,False
RO_RO1088,PA,1,89.89,57.258,43.323,10.365,12.56,12.73,False
RO_RO1089,PA,1,12.94,4.0,9.0,9.026,14.719,12.73,True
RO_RO1091,PA,1,14.876,26.419,36.419,11.773,10.598,12.73,False
RO_RO1094,PA,1,12.505,0.419,1.677,7.731,10.977,12.73,False
RO_RO1096,PA,1,51.454,18.267,28.333,11.931,13.213,12.73,True
RO_RO1097,AM,1,24.838,0.433,10.033,6.233,6.568,10.204,False
RO_RO1101,PA,1,161.615,29.0,63.0,8.949,10.189,12.73,False
RO_RO1106,MT,1,11.891,59.2,39.5,11.474,13.774,13.169,True
RO_RO1108,RO,1,10.583,4.267,7.933,8.891,11.362,11.222,True
RO_RO1109,MT,1,6.508,26.2,31.667,12.224,14.114,13.169,True
RO_RO1113,MT,1,44.651,1.677,3.355,7.754,8.977,13.169,False
RO_RO1114,AM,1,38.301,3.742,5.581,10.075,10.708,10.204,True
RO_RO1115,RR,1,10.219,0.0,4.258,14.153,21.556,19.539,True
RO_RO1116,RR,1,24.029,5.9,11.0,10.795,15.932,19.539,False
RO_RO1117,RR,1,55.296,14.903,34.323,11.346,10.944,19.539,False
RO_RO1120,PA,1,99.367,67.6,28.5,6.604,6.739,12.73,False
RO_RO1123,PA,1,41.927,32.097,26.548,7.231,6.992,12.73,False
RO_RO1125,AM,1,52.288,39.419,27.258,9.087,17.731,10.204,True
RO_RO1126,AM,1,8.52,33.613,58.032,7.969,30.149,10.204,True
RO_RO1127,AM,1,26.28,29.8,77.8,9.499,16.906,10.204,True
RO_RO1131,RO,1,16.666,14.194,24.161,8.803,11.905,11.222,True
RO_RO1137,RO,1,25.983,5.742,13.355,10.472,10.91,11.222,False
RO_RO1139,RO,1,7.986,18.387,37.516,10.176,17.038,11.222,True
RO_RO1140,RO,1,38.414,40.419,66.871,7.259,13.81,11.222,True
RO_RO1149,AM,1,45.436,18.0,33.0,6.698,7.447,10.204,False
RO_RO1150,AM,1,13.973,12.161,24.161,7.419,12.144,10.204,True
RO_RO1155,MT,1,104.219,31.0,46.645,9.386,13.088,13.169,False
RO_RO1164,RO,1,181.566,30.774,56.645,7.09,7.631,11.222,False
RO_RO1167,MT,1,148.131,37.536,53.679,10.753,16.886,13.169,True
RO_RO1169,AM,1,23.469,12.677,26.097,8.522,13.183,10.204,True
RO_RO1170,AM,1,15.179,0.2,2.3,8.002,9.263,10.204,False
RO_RO1178,AM,1,54.875,64.903,24.355,7.057,14.557,10.204,True
RO_RO1180,RO,1,8.635,13.032,31.323,8.606,6.506,11.222,False
RO_RO1181,AM,1,42.807,16.71,25.355,6.703,8.841,10.204,False
RO_RO1184,MT,1,86.705,27.6,39.5,6.879,9.165,13.169,False
RO_RO1188,AM,1,65.346,126.613,60.677,8.866,22.852,10.204,True
RO_RO1190,RO,1,10.428,26.8,31.4,8.491,13.771,11.222,True
RO_RO1192,PA,1,211.249,23.867,42.333,7.891,7.427,12.73,False
RO_RO1193,PA,1,48.025,19.133,28.333,11.278,11.584,12.73,False
RO_RO1194,PA,1,75.647,27.0,48.179,8.425,15.119,12.73,True
RO_RO1204,AM,1,61.69,16.323,27.323,9.711,15.638,10.204,True
RO_RO1206,AM,1,13.065,0.967,12.8,9.149,7.835,10.204,False
RO_RO1209,AM,1,143.524,8.645,28.903,8.12,10.452,10.204,True
RO_RO1216,RO,1,47.44,7.6,28.3,7.631,11.868,11.222,True
RO_RO1217,RO,1,26.238,18.871,69.387,8.178,26.795,11.222,True
RO_RO1219,AM,1,236.686,105.0,44.571,6.015,6.633,10.204,False
RO_RO1221,AM,1,31.86,1.097,11.742,6.485,11.346,10.204,True
RO_RO1224,RO,1,9.712,18.548,39.065,8.928,12.12,11.222,True
RO_RO1225,AC,1,22.654,3.933,6.4,4.893,6.089,11.218,False
RO_RO1226,AC,1,6.382,12.0,29.0,10.478,5.684,11.218,False
RO_RO1231,RO,1,39.613,17.867,31.733,10.895,10.517,11.222,False
RO_RO1232,RO,1,19.651,41.355,27.065,9.35,22.336,11.222,True
RO_RO1235,AM,1,33.106,18.467,32.833,8.568,9.186,10.204,False
RO_RO1236,AM,1,40.269,42.742,58.548,7.864,20.222,10.204,True
RO_RO1238,MT,1,34.092,63.645,56.806,9.809,21.493,13.169,True
RO_RO1240,RO,1,13.435,25.871,79.645,9.675,15.644,11.222,True
RO_RO1242,RO,1,583.807,1.9,5.5,6.413,6.506,11.222,False
RO_RO1244,AM,1,38.589,57.871,88.548,9.907,9.354,10.204,False
RO_RO1245,MT,1,90.206,31.733,43.333,9.274,10.35,13.169,False
RO_RO1248,MT,1,277.828,51.2,43.867,12.025,9.968,13.169,False
RO_RO1249,PA,1,137.971,19.8,66.0,9.592,14.73,12.73,True
