A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,B11,B12,B2,B3,B4,B8,NBR,NDVI,elev,prec,slope,tmean,y,lon,lat,reg
0.16000000000000003,0.044844290657439445,-0.07111111111111111,-0.041584006151480196,0.022206843521722412,-0.012056901191849288,-0.07535563244905807,0.14173010380622836,-0.10340638216070744,0.10340638216070744,0.0629911572472126,0.17279507881584008,-0.03543252595155709,-0.19986159169550174,0.004982698961937716,-0.14173010380622836,-0.1085121107266436,0.010396001537870049,-0.05911572472126105,-0.07972318339100345,-0.01384083044982699,-0.007443291041906958,0.16000000000000003,0.39369473279507883,-0.12456747404844293,0.029773164167627833,0.21413302575932336,0.13016532103037293,0.07111111111111111,-0.11909265667051133,0.041584006151480196,-0.06698961937716265,0.07111111111111111,0.07111111111111111,0.041584006151480196,-0.022206843521722412,-0.022206843521722412,-0.041584006151480196,-0.16633602460592078,0.0015378700499807767,0.0015378700499807767,0.33685505574778934,-0.01574778931180315,0.15378700499807765,0.13016532103037293,-0.09356401384083046,-0.2519646289888504,-0.15378700499807765,-0.08882737408688965,-0.041584006151480196,0.10340638216070744,0.05536332179930796,-0.08882737408688965,0.08882737408688965,-0.09356401384083046,0.17937716262975778,0.041584006151480196,-0.11909265667051133,0.12456747404844293,0.0629911572472126,-0.05536332179930796,-0.24415224913494812,0.07972318339100345,-0.17937716262975778,0.18119999766349792,0.07859999686479568,0.043150000274181366,0.053599998354911804,0.033900000154972076,0.31700000166893005,0.6026289463043213,0.8067825436592102,544.5460205078125,1.2181351736816382,4.255551338195801,299.0203212668819,10,21.46465980910129,-4.581902022415825,CG
0.13016532103037293,0.07972318339100345,-0.05911572472126105,-0.022206843521722412,0.03543252595155709,0.17279507881584008,-0.09356401384083046,0.1929104190695886,-0.019930795847750864,-0.03844675124951941,0.17937716262975778,0.08882737408688965,0.04822760476739715,-0.11374086889657825,0.03543252595155709,-0.05536332179930796,-0.04822760476739715,-0.01384083044982699,-0.08882737408688965,-0.1085121107266436,-0.09842368319876971,0.002214532871972318,0.000984236831987697,0.24415224913494812,-0.19986159169550174,0.07535563244905807,0.2519646289888504,0.11374086889657825,0.05536332179930796,-0.004982698961937716,-0.06698961937716265,0.004982698961937716,0.09842368319876971,0.08882737408688965,-0.019930795847750864,0.008858131487889272,-0.14173010380622836,0.03543252595155709,-0.14173010380622836,0.07535563244905807,0.003014225297962322,0.28444444444444444,-0.06698961937716265,0.16633602460592078,0.09356401384083046,-0.11374086889657825,-0.16633602460592078,-0.05911572472126105,-0.09356401384083046,-0.16633602460592078,0.05911572472126105,0.01384083044982699,-0.17937716262975778,0.16000000000000003,-0.01574778931180315,0.17937716262975778,0.07972318339100345,-0.11374086889657825,0.2599000384467512,0.07535563244905807,-0.029773164167627833,-0.1929104190695886,0.2069357939254133,-0.2679584775086506,0.23064999282360077,0.14875000715255737,0.046549998223781586,0.062950000166893,0.0677499994635582,0.23890000581741333,0.23255513608455658,0.5581281781196594,496.2955322265625,1.0478387579950308,7.808450698852539,299.6139778791342,10,21.198668653473497,-4.610558279979238,CG
0.11374086889657825,0.07111111111111111,-0.11374086889657825,-0.017777777777777778,0.06698961937716265,0.03844675124951941,-0.05911572472126105,0.2364628988850442,-0.05911572472126105,0.08882737408688965,0.03543252595155709,0.07535563244905807,0.004982698961937716,-0.17279507881584008,0.010396001537870049,-0.08421376393694734,-0.13016532103037293,0.0629911572472126,-0.019930795847750864,-0.12456747404844293,-0.07972318339100345,0.012056901191849288,-0.0271280276816609,0.3014225297962323,-0.16633602460592078,0.16000000000000003,0.2069357939254133,0.2069357939254133,0.0629911572472126,-0.13588619761630144,-0.05536332179930796,0.008858131487889272,0.1085121107266436,0.09356401384083046,0.044844290657439445,0.007443291041906958,0.004982698961937716,0.05911572472126105,-0.09842368319876971,0.07535563244905807,0.041584006151480196,0.3188927335640138,-0.002214532871972318,0.2069357939254133,0.12456747404844293,-0.11374086889657825,-0.31009611687812383,-0.07535563244905807,-0.1085121107266436,-0.024605920799692427,0.019930795847750864,0.09842368319876971,-0.12456747404844293,0.17279507881584008,-0.05173394848135333,0.2288965782391388,0.041584006151480196,-0.07535563244905807,0.08882737408688965,0.07111111111111111,-0.05536332179930796,-0.17279507881584008,0.024605920799692427,-0.2364628988850442,0.188400000333786,0.08874999731779099,0.04165000095963478,0.059950001537799835,0.040550000965595245,0.2869499921798706,0.5275485515594482,0.7523664236068726,525.6353759765625,1.284389908674619,6.755306243896484,298.91958661309314,10,21.92756167500808,-4.660055452134223,CG
0.09356401384083046,-0.05911572472126105,-0.12456747404844293,-0.022206843521722412,-0.03254133025759323,-0.13016532103037293,-0.15378700499807765,0.07972318339100345,-0.13588619761630144,0.17937716262975778,0.08882737408688965,0.16000000000000003,-0.05911572472126105,-0.08421376393694734,-0.03254133025759323,-0.24415224913494812,-0.05911572472126105,-0.05536332179930796,-0.05911572472126105,-0.03254133025759323,0.10340638216070744,-0.12456747404844293,0.3188927335640138,0.36472126105344094,0.08421376393694734,0.003936947327950788,0.2288965782391388,-0.029773164167627833,0.03254133025759323,-0.13588619761630144,0.19986159169550174,-0.06698961937716265,-0.0629911572472126,-0.09356401384083046,-0.022206843521722412,-0.0629911572472126,-0.14173010380622836,-0.08882737408688965,-0.186082276047674,-0.044844290657439445,0.022206843521722412,0.1929104190695886,0.003936947327950788,0.017777777777777778,0.10340638216070744,-0.08882737408688965,-0.12456747404844293,-0.08421376393694734,-0.09842368319876971,-0.07111111111111111,0.2599000384467512,0.041584006151480196,0.029773164167627833,0.05173394848135333,-0.05173394848135333,0.15378700499807765,0.05536332179930796,-0.08421376393694734,0.12456747404844293,0.01384083044982699,0.08421376393694734,-0.2364628988850442,0.07111111111111111,-0.05536332179930796,0.14429999887943268,0.06040000170469284,0.0421999990940094,0.0494999997317791,0.03350000083446503,0.2574999928474426,0.620006263256073,0.7697594165802002,466.78485107421875,1.050329993728063,5.742377281188965,299.52884003499963,10,21.155190193722113,-4.430535897041686,CG
0.06698961937716265,-0.05173394848135333,-0.15378700499807765,-0.017777777777777778,-0.05536332179930796,-0.1085121107266436,-0.16633602460592078,0.08421376393694734,-0.08421376393694734,0.16000000000000003,0.09842368319876971,0.13016532103037293,-0.07111111111111111,-0.08882737408688965,0.003936947327950788,-0.1929104190695886,-0.024605920799692427,-0.08882737408688965,-0.08421376393694734,-0.11374086889657825,0.09356401384083046,-0.16000000000000003,0.3014225297962323,0.36472126105344094,0.06698961937716265,0.05536332179930796,0.2288965782391388,-0.012056901191849288,0.03543252595155709,-0.09842368319876971,0.16633602460592078,-0.07535563244905807,-0.07111111111111111,-0.07972318339100345,0.008858131487889272,-0.08421376393694734,-0.16000000000000003,-0.03254133025759323,-0.16000000000000003,-0.04822760476739715,0.06698961937716265,0.186082276047674,0.008858131487889272,0.024605920799692427,0.12456747404844293,-0.13016532103037293,-0.09842368319876971,-0.03844675124951941,-0.10340638216070744,-0.07972318339100345,0.2761399461745483,0.044844290657439445,0.003936947327950788,0.07972318339100345,-0.022206843521722412,0.16000000000000003,0.05911572472126105,-0.07972318339100345,0.16000000000000003,0.024605920799692427,0.11374086889657825,-0.2679584775086506,0.10340638216070744,0.004982698961937716,0.12880000472068787,0.05609999969601631,0.03020000085234642,0.042500000447034836,0.028200000524520874,0.227400004863739,0.6042327880859375,0.7793427109718323,466.7445373535156,1.092604290011785,5.1868414878845215,299.2990314048516,10,21.922800604002244,-4.216557196364416,CG
0.13588619761630144,-0.03844675124951941,-0.12456747404844293,-0.008858131487889272,0.022206843521722412,-0.041584006151480196,-0.14173010380622836,0.12456747404844293,-0.16633602460592078,0.13016532103037293,0.10340638216070744,0.15378700499807765,-0.05173394848135333,-0.11909265667051133,-0.06698961937716265,-0.2069357939254133,-0.09842368319876971,-0.01574778931180315,-0.0629911572472126,-0.0005536332179930795,0.0629911572472126,-0.0629911572472126,0.2364628988850442,0.37425605536332185,-0.06698961937716265,0.024605920799692427,0.2288965782391388,0.05536332179930796,0.03844675124951941,-0.14173010380622836,0.11374086889657825,-0.11374086889657825,-0.022206843521722412,0.017777777777777778,0.003936947327950788,-0.041584006151480196,-0.07972318339100345,-0.03254133025759323,-0.17937716262975778,-0.05173394848135333,0.007443291041906958,0.2599000384467512,-0.010396001537870049,0.13588619761630144,0.12456747404844293,-0.08421376393694734,-0.17937716262975778,-0.08882737408688965,-0.13016532103037293,-0.0629911572472126,0.14769703960015382,0.0271280276816609,-0.01574778931180315,0.08421376393694734,-0.05173394848135333,0.21413302575932336,-0.044844290657439445,-0.10340638216070744,0.17279507881584008,0.0629911572472126,0.03844675124951941,-0.2679584775086506,0.14173010380622836,-0.14173010380622836,0.16410000622272491,0.0706000030040741,0.0406000018119812,0.05260000005364418,0.03359999880194664,0.26019999384880066,0.57315593957901,0.7712729573249817,455.5555114746094,1.228350471022985,5.840861797332764,299.21851261727414,10,21.363868834223076,-4.540399856289503,CG
0.07535563244905807,-0.05911572472126105,-0.10340638216070744,-0.029773164167627833,-0.0271280276816609,-0.12456747404844293,-0.17937716262975778,0.12456747404844293,-0.1085121107266436,0.16633602460592078,0.05911572472126105,0.13588619761630144,-0.05911572472126105,-0.041584006151480196,-0.10340638216070744,-0.17937716262975778,-0.05911572472126105,0.017777777777777778,-0.11374086889657825,-0.0629911572472126,0.04822760476739715,-0.05536332179930796,0.22145328719723184,0.36472126105344094,0.03543252595155709,-0.07972318339100345,0.186082276047674,0.08882737408688965,0.05173394848135333,-0.1929104190695886,0.186082276047674,-0.14173010380622836,-0.10340638216070744,0.003014225297962322,-0.07111111111111111,-0.11374086889657825,-0.07535563244905807,-0.044844290657439445,-0.16000000000000003,-0.022206843521722412,0.022206843521722412,0.2679584775086506,0.08421376393694734,0.0629911572472126,0.08882737408688965,-0.022206843521722412,-0.13588619761630144,-0.008858131487889272,-0.16000000000000003,-0.09356401384083046,0.2069357939254133,0.03254133025759323,0.12456747404844293,-0.03254133025759323,-0.01574778931180315,0.24415224913494812,0.024605920799692427,-0.07972318339100345,0.14173010380622836,0.10340638216070744,0.11374086889657825,-0.2519646289888504,0.09842368319876971,-0.07972318339100345,0.15369999408721924,0.06639999896287918,0.050599999725818634,0.05660000070929527,0.039900001138448715,0.29010000824928284,0.6274895071983337,0.7581818103790283,433.8338928222656,1.1165014610322928,18.59543228149414,299.4010638041959,10,21.278259387646486,-4.383194681568587,CG
0.07535563244905807,-0.05173394848135333,-0.11909265667051133,-0.05173394848135333,-0.019930795847750864,-0.13588619761630144,-0.1929104190695886,0.08882737408688965,-0.08882737408688965,0.16633602460592078,0.07111111111111111,0.12456747404844293,-0.06698961937716265,-0.09356401384083046,-0.03543252595155709,-0.186082276047674,-0.041584006151480196,-0.010396001537870049,-0.044844290657439445,-0.13588619761630144,0.07972318339100345,-0.1085121107266436,0.28444444444444444,0.37425605536332185,0.044844290657439445,0.044844290657439445,0.17937716262975778,0.03254133025759323,0.08421376393694734,-0.14769703960015382,0.16633602460592078,-0.1085121107266436,-0.07111111111111111,-0.08421376393694734,0.017777777777777778,-0.1085121107266436,-0.17937716262975778,0.010396001537870049,-0.15378700499807765,-0.024605920799692427,0.0629911572472126,0.2069357939254133,0.03254133025759323,0.05173394848135333,0.12456747404844293,-0.13016532103037293,-0.17937716262975778,-0.004982698961937716,-0.07972318339100345,-0.07535563244905807,0.2599000384467512,0.09842368319876971,0.03844675124951941,0.05536332179930796,-0.041584006151480196,0.16633602460592078,0.044844290657439445,-0.07972318339100345,0.15378700499807765,0.05173394848135333,0.09356401384083046,-0.2599000384467512,0.07972318339100345,-0.03844675124951941,0.1517000049352646,0.06480000168085098,0.03440000116825104,0.05079999938607216,0.035999998450279236,0.25029999017715454,0.5887019634246826,0.7485155463218689,477.9267883300781,1.0903706804546331,6.758452892303467,299.3134418031587,10,21.977687667861947,-4.082618387502195,CG
0.09356401384083046,-0.05173394848135333,-0.11374086889657825,-0.04822760476739715,-0.007443291041906958,-0.12456747404844293,-0.17279507881584008,0.11374086889657825,-0.1085121107266436,0.16633602460592078,0.0629911572472126,0.13588619761630144,-0.09356401384083046,-0.041584006151480196,-0.08421376393694734,-0.21413302575932336,-0.06698961937716265,-0.0005536332179930795,-0.044844290657439445,-0.10340638216070744,0.07972318339100345,-0.08882737408688965,0.29287197231833906,0.37425605536332185,0.06698961937716265,-0.03543252595155709,0.16633602460592078,0.05911572472126105,0.044844290657439445,-0.16633602460592078,0.16633602460592078,-0.12456747404844293,-0.11374086889657825,-0.08421376393694734,-0.003936947327950788,-0.07972318339100345,-0.13016532103037293,-0.019930795847750864,-0.1929104190695886,-0.03844675124951941,0.019930795847750864,0.19986159169550174,0.0629911572472126,0.03254133025759323,0.11909265667051133,-0.0629911572472126,-0.186082276047674,-0.05536332179930796,-0.08421376393694734,-0.05536332179930796,0.2599000384467512,0.09356401384083046,0.08882737408688965,0.012056901191849288,-0.044844290657439445,0.19986159169550174,0.029773164167627833,-0.05911572472126105,0.12456747404844293,0.0629911572472126,0.13016532103037293,-0.2364628988850442,0.07111111111111111,-0.05173394848135333,0.14569999277591705,0.061900001019239426,0.03530000150203705,0.04839999973773956,0.03200000151991844,0.2768000066280365,0.6344847679138184,0.7927461266517639,473.487548828125,1.1586910144123053,11.200101852416992,299.3888067645371,10,21.907349581115387,-4.36998944689203,CG
0.15378700499807765,-0.05536332179930796,-0.16633602460592078,-0.000984236831987697,0.010396001537870049,-0.05536332179930796,-0.09842368319876971,0.19986159169550174,-0.16633602460592078,0.04822760476739715,0.07972318339100345,0.11909265667051133,-0.022206843521722412,-0.07972318339100345,-0.09842368319876971,-0.186082276047674,-0.09842368319876971,0.0271280276816609,-0.09842368319876971,0.07111111111111111,-0.004982698961937716,0.029773164167627833,0.07111111111111111,0.3278123798539023,-0.11374086889657825,0.03254133025759323,0.2069357939254133,0.13016532103037293,0.09356401384083046,-0.09842368319876971,0.05536332179930796,-0.05173394848135333,-0.022206843521722412,0.0629911572472126,-0.05536332179930796,-0.04822760476739715,-0.11909265667051133,-0.003936947327950788,-0.05911572472126105,-0.024605920799692427,-0.041584006151480196,0.3188927335640138,-0.010396001537870049,0.186082276047674,0.044844290657439445,-0.044844290657439445,-0.1929104190695886,-0.07535563244905807,-0.2288965782391388,-0.07111111111111111,0.0271280276816609,0.029773164167627833,-0.04822760476739715,0.08882737408688965,-0.0629911572472126,0.2288965782391388,-0.029773164167627833,-0.14173010380622836,0.17279507881584008,0.10340638216070744,0.024605920799692427,-0.2599000384467512,0.12456747404844293,-0.2679584775086506,0.1565999984741211,0.07795000076293945,0.03660000115633011,0.0494999997317791,0.033399999141693115,0.20194999873638153,0.44301536679267883,0.7161673903465271,451.4882507324219,1.1896070793899511,12.074809074401855,299.27098200604416,10,21.288140855771804,-4.624033009241031,CG
