i,sa2020,sa2021,sa2022,sa2023,sa2024,sa2025,roi
4678,8.680938324835228,3.115646143176771,3.7614146759670626,9.443786061463943,6.724118234167879,12.720162051388796,US_az
4753,11.306629417589699,3.0870629957213596,6.323953369860985,9.931151683889842,3.396572197989494,10.846866026309916,US_az
4517,1.748267365443857,4.213209580584935,1.0780905439354085,7.000434716226873,3.900180282430196,4.131567981914416,US_az
4612,1.8914955802953288,0.6873860613259143,2.709054456605349,2.251158963148966,3.62361192466142,4.297560256662606,US_az
4906,3.6047480795333597,2.5277686011716622,3.256593884508664,9.298443768090308,8.433968743785892,16.826307532673905,US_az
5257,4.00282153084071,6.926686789913853,7.180344852092864,13.130919391382525,9.05338351794544,15.249749357405486,US_az
5300,7.368557593137199,2.734280598551313,2.6220982242459527,5.208365028818129,4.941969223759358,6.615882450559173,US_az
4113,2.6449612172103194,1.1232599642709613,1.6758874332142832,3.471961502800142,5.012933261835511,3.262379858182577,US_az
5119,7.907326153738933,5.518668122003841,6.590782456159618,3.719333033658609,1.4360333211960337,8.572770037749075,US_az
4144,6.012965747430073,7.388236439338284,2.8567215092422162,11.952958626362681,11.661710375871591,20.839244099976487,US_az
4957,4.761051777685767,1.0167524429336559,7.990401558881804,5.387917813832008,2.6684072646776054,3.350357790729709,US_az
5065,2.2943893938700906,4.5909430408706395,7.779075370954827,6.088385286170095,1.1615211906318486,5.555578333648541,US_az
4101,6.723765835833805,5.840870975854231,2.0599505983879793,7.384705033069732,5.541518160043503,8.508995512287042,US_az
4993,4.949776538101251,1.2221739377361613,2.9283190243661226,7.50125548926352,1.8750861854970189,10.845286360389892,US_az
5160,7.56104403674763,2.406868330160437,5.819703482030544,5.74681234413233,4.054271260583196,13.72806120937067,US_az
4356,1.3182564353710318,3.691240998718866,3.720526517591762,8.424138747664466,5.964119119855933,5.303443996433819,US_az
4969,7.12007211912815,5.768463118948706,4.535495077814726,3.6541153795118047,3.4087983472371066,8.140108203203203,US_az
4736,1.5644153666415017,1.6091346433232843,1.4989617246068365,1.9855279271314288,1.568400187997537,2.2125088221513507,US_az
4988,1.425828986243664,4.797820005753932,4.703508848833357,7.714918349432138,9.240349847440527,7.063327653818901,US_az
5083,5.135179094464011,2.6584291730261693,3.5105478925216507,5.310678813674428,4.265877738707371,4.459785039315295,US_az
4884,3.5724828453074333,8.942677583158805,6.723239349745958,8.993981931289172,6.9285543104309175,6.27856433525187,US_az
5042,5.125321260518476,2.50713026077813,1.5187306325459564,4.71861711942074,2.1395893562354535,6.154910858172647,US_az
4724,7.8366568824483185,12.616452796514597,3.2344760943117636,9.776946776907401,12.658021405313905,12.730439054077733,US_az
4056,2.994919722223183,7.168801500553012,1.4866902580822132,7.778552301738907,7.4046871621893695,3.8463383005464493,US_az
4461,2.2072799987452076,9.255010244729185,6.179450801217673,11.263663186421391,9.530856303407324,9.669559099637292,US_az
4533,2.948094350759275,1.77908016734685,3.3225405370996586,3.4093513570873553,1.367989896474906,3.6403657580104727,US_az
4853,9.304247196150593,1.3863376513303654,7.307120206318604,12.647233851862989,9.378264316317283,8.268372263227246,US_az
4754,2.1980286341976956,1.9366102894834245,8.561229150648714,15.101553712218017,7.616933215902754,11.941531376629202,US_az
4456,12.52428282453031,10.715291487532827,8.084920628075078,16.512403591845583,13.483178120643627,20.420232682124613,US_az
4760,1.1392946869118221,4.217129339564309,4.625415200112525,18.006179934064946,5.706191736927749,10.77055328589842,US_az
4439,7.892851977951404,9.708264657884445,7.819712492927592,9.753499313383644,5.170708778424266,1.0958876628700798,US_az
4312,3.038068089172498,0.869393745659168,7.168238543400643,7.385028673066295,5.709445916310775,6.113538343271503,US_az
5150,1.5979821903616902,8.672825179284589,5.3266676014653624,9.2859147457023,4.169898645300799,15.87270817850385,US_az
5121,5.448021093611312,3.3773251513262807,1.6091408062305022,6.869950601086081,10.252877813106448,8.920735747925441,US_az
5175,5.3720104155804576,5.03326041350999,8.310193242399762,14.493959090080132,4.34493855926562,7.63257773478428,US_az
5177,0.8997212127119736,7.06881744115577,10.38020050257962,13.941902241523561,9.69590263450249,11.528364405650448,US_az
5198,7.640809476861126,5.503447584270327,5.929312515076756,4.070230251567031,8.581026824364676,1.4502938606358375,US_az
5181,8.511109928012509,3.7385024189775624,5.285474303118449,5.771911924361585,6.403449366715469,3.158784293886692,US_az
4600,10.4701254720267,13.599385096963497,11.318325648393607,16.50704423334549,4.249169338683551,7.506314314280507,US_az
4141,6.4413224477443345,12.550295674165705,2.571769418756836,1.6550841140116317,8.855227686547098,13.902544410156207,US_az
4351,3.072556703115765,5.973894421418747,4.773140131075828,5.67098007410925,11.478032429929817,15.078160075887613,US_az
5011,2.030050654889932,5.898613680860923,1.502355915021744,8.864701177859166,16.197477648162682,11.623712948966324,US_az
4254,3.3228239879519053,5.981429249376011,6.624292708779349,5.03078665150603,6.199355591483059,8.315502941357021,US_az
4642,5.957125429633109,2.544238810844274,9.336869758897755,2.7532665869350734,6.417538168758103,13.34605920908715,US_az
4072,1.4614757472685924,4.694362596493672,4.29626694606896,16.899970423653873,12.532703906640833,14.25432990979562,US_az
4822,4.023304321054378,3.295724336248537,2.9892895583430685,6.102102838732601,2.3301146048789967,13.228781500620338,US_az
4692,1.1477951283337302,2.697024093377354,1.3594680549376545,4.741145391397181,7.624185192255767,7.817481252155154,US_az
4738,1.8179155255212371,4.665418689465662,2.6429890603045454,2.1119786566910568,3.1301243479797427,3.9923506438130762,US_az
4526,2.6779848488801403,3.199289145006384,0.8387701046859655,3.2742483935660442,3.019405665600256,2.5283593266903677,US_az
4488,4.334422859541881,5.242930483507005,5.675663628758063,5.1335301193419545,8.28706793600766,3.793290400638296,US_az
5262,4.686566404384478,0.8808673922114727,2.2949797188509486,2.8230345968588004,1.0943377457838694,2.0870056961388705,US_az
4762,2.796505389925047,1.7018597168318799,1.0737408310187029,3.1679494726990836,1.7038170727348583,7.368786002025091,US_az
5346,7.731127463279169,2.082774390016219,4.9592253066751235,8.56709056464706,8.674226937046855,7.8828710675209495,US_az
5321,4.869301714974134,4.98735721241603,1.8020176005527637,10.322430839267374,7.550219929485719,4.832823935165781,US_az
5118,1.9799092137289336,5.01802441864385,9.221643134036947,7.919706861593541,1.6254832886630037,6.293593546583302,US_az
4569,2.9306281850679086,5.38504945067621,4.254865620976489,9.510276379116076,6.3871035476203,5.7165335962962205,US_az
4336,2.791962919138876,4.879437910969765,6.987704128315228,5.7195464323659,6.543366141594673,16.648256503413545,US_az
4257,3.019720610375421,1.5073153229112979,5.148217397118149,5.683565528505715,2.60124334425223,8.13515110461402,US_az
4816,7.2476100614282055,3.448726141232669,2.7485146538563705,3.1253024349900556,4.697560406109872,1.533232829652958,US_az
4989,4.898309151849606,3.836931236060232,6.254126385299026,6.340778060234939,2.182878953961249,6.759360984373719,US_az
4829,4.5720267227844635,2.5569225380333105,1.6647754739266354,4.676951234454477,7.962617454321991,10.830659442184228,US_az
4820,7.48393690007827,5.514216059328203,4.26053991411666,12.190462044832053,7.576734906506941,12.250717160825108,US_az
4914,10.119064956602797,4.398734239275544,7.994388954109461,12.350275485591942,7.953656767632305,6.324272718040008,US_az
4684,1.9943229644298488,7.329751836074878,3.684851574591873,8.152716254543922,7.078073683833347,8.179592954228003,US_az
4133,2.7811520926990667,5.141498888942965,3.023227934477545,6.566278170272994,4.489599803371985,6.1184993368536,US_az
4320,13.149688421578134,6.86966988984761,5.533363399655199,7.764411454737652,1.9443238480316019,12.319714423868339,US_az
5389,5.320117382980533,3.2429711237338803,3.6673704577018147,5.443620462113015,4.062946640510331,4.590519273436584,US_az
5374,5.651496715612614,13.015097753395356,3.875089947032516,11.482143944738231,4.220833290092524,5.36384415855269,US_az
5340,7.358939961877485,4.806346015640059,10.455673215205463,18.32317888156141,13.571706005592409,21.764840710505332,US_az
5226,13.04896221622208,14.24471449929583,1.4912398547619712,20.104017709243998,6.913021789316394,10.983123156146325,US_az
5005,4.458654384002529,4.376578431595622,4.823690513008041,9.298244205308192,3.98790886323358,4.407669209165419,US_az
5155,12.097654752946143,12.778908058346287,7.917372189281676,11.848798460975134,8.571977842165001,14.461347831068473,US_az
5268,3.4406384183956336,0.7053006693405899,2.023407724236223,1.9719084427201077,1.8303760398163238,1.3923099599031867,US_az
4941,0.8233663989942488,6.170014716845249,2.2297335488861214,12.195880770746331,7.870882509153403,9.262645422576893,US_az
4374,3.8119870473131092,6.6659774092461666,10.702966560015973,18.09516523590749,10.544117448584371,9.52098577850617,US_az
5333,2.6636137607417183,5.190768941925348,3.7693259894324935,15.256256135244259,6.851960442272159,13.349519154177601,US_az
5126,1.3614581256802876,0.7607579258028359,7.307041916924995,11.73895342239791,5.110040857918976,3.4072826758320587,US_az
4543,8.845325540755137,6.313312756879318,8.5989378867145,6.857584950610312,0.8796548251086019,14.406315272357824,US_az
4161,3.7329290250297547,0.8578014440350151,2.2339281982376233,4.228717811323433,2.218440853111431,4.741588573132287,US_az
4118,2.2370274248848614,5.652487813494413,3.7487116054403296,4.059677212594095,2.259400632564067,7.5016574558231435,US_az
4728,4.082279261592211,5.5915783489878885,5.643259762328456,8.638539460293554,9.80406920671146,5.300768367997273,US_az
4819,4.530545692431459,6.233244050292581,6.160441081802152,4.948215683218958,6.644562960609029,9.11298199161479,US_az
4454,3.453993733567652,7.6578423253599315,7.522953706080256,5.679082245196815,1.1261261282637878,3.631523623701564,US_az
5215,6.870854247498938,7.298284562491585,10.877413506575794,3.459597308117089,1.909987301740678,16.71104601461372,US_az
5183,6.2480051439218,7.207242420205779,3.774312727286174,7.132215683874223,5.852911123178116,12.90443291187974,US_az
5239,2.2163696573511835,1.4127308823730411,0.8395551242559519,1.8917914360040882,0.9984662398317286,2.8843460531304443,US_az
4584,9.731351412370977,4.929548869670639,1.047254609769988,3.9368568221542257,8.02727560891671,19.128940228854944,US_az
5168,1.333715652721606,1.077794233492936,5.4778522518461745,6.401735996557953,3.309336163097548,7.784962387824533,US_az
4794,6.322110657267766,6.152157106754892,5.803201013429127,10.342586116667606,4.400382441550905,18.181273994297424,US_az
5108,6.078107321585807,5.803505916830129,7.559874586630314,9.535388883436365,8.28344466693812,4.636729386904826,US_az
5329,8.247544123127774,3.0480017977464904,5.520283368592166,11.30177785343431,6.737175729800264,10.898495981879835,US_az
4383,3.306596874964959,4.095450656039741,11.288124037524899,6.38746739456721,5.687446861087319,11.350453149342776,US_az
5229,3.3359357208555385,1.882664272080915,7.618199274522504,15.57358779203638,6.068213582071907,11.206986016460176,US_az
4168,1.5578567977868614,4.228900069323995,9.646356465720412,8.86568453018151,9.195160549947616,8.591647190681751,US_az
4154,7.715856078443295,1.7180291922284774,1.6808403445434177,1.9104205560753436,3.192382970527514,3.5981189203346102,US_az
5295,10.891655805351109,6.317125331937955,8.068105944414526,8.2226834803943,10.116224980879014,13.804636647994483,US_az
4421,4.988347603823311,6.093094562975549,4.136064648565433,5.481041149268109,3.4034801426980037,5.441815351367904,US_az
5332,1.3650088485160219,2.545290993281835,1.9830975718121118,3.7120378128966163,2.2487381277838336,4.656926387243551,US_az
5199,6.231986631461191,2.970991854917814,4.2331619270187755,3.689923228606614,3.1406297046985525,3.9275183281966504,US_az
5101,2.6821669186313155,7.184295534612773,2.3672590292315316,4.68052925818444,4.9095535355959194,12.80931474762505,US_az
4388,3.044719639011931,1.8987553934953598,6.27755438316018,12.37621605867335,5.366929725459835,16.074708434413402,US_az
4308,5.797295777280891,3.122207113500228,5.8104219297177195,8.99870367740218,7.459218409337598,13.431128331890733,US_az
5238,3.8888587527318608,8.52137730590702,5.7849964419063165,12.120588542618119,6.351346848941718,8.874012425001249,US_az
4925,15.823605181263025,1.9703680153652599,3.269310751467832,2.4130866488145832,4.158457898619797,15.842186159958258,US_az
4341,1.9446030337622329,1.8871176321394267,2.205422639659482,6.320749042817151,4.7156044272602635,4.89880178558623,US_az
4872,3.6651637096121537,1.796352440932966,8.864718601082997,11.7200021845915,10.782542077278572,8.045038475907523,US_az
4752,1.487223833990305,4.50204460967086,2.8645256325437845,5.492036855270333,2.9359661084884543,5.821716012757082,US_az
4220,8.864401819085394,1.9570969659916637,7.259308754564899,6.675640117813029,11.988101012254868,10.013030035018586,US_az
4956,4.2668266544275575,7.482776282898575,4.023446737263119,8.828803392049513,17.11165526958324,13.445526197464297,US_az
4733,4.037239960724097,3.5559187689514484,3.3491692633152095,8.115021704043047,2.352451927274234,10.750958495446454,US_az
4239,4.822735263379313,5.780312744607481,6.92214466626383,4.035251532068352,2.1546801545939545,4.973216744547409,US_az
4650,1.8892909547539005,8.079878479251533,8.69189050608183,3.47946492024606,4.198929823665379,16.680418209804074,US_az
4354,2.8514041282552127,0.9770069624189411,4.675664764062088,11.062085696099073,4.56555894251317,3.4218065646134956,US_az
4443,3.3490484201779163,8.159796324613465,4.213651017130639,11.800310905626116,1.511902389954726,3.7354296103606885,US_az
4549,3.2858893465335526,5.757812937646204,7.209933543606107,8.809881144633126,5.521004014322863,4.663959820411747,US_az
4764,7.22623512668551,2.4587482965784275,4.918487209724732,3.9987244452720083,3.2385113411828694,7.0748103393788515,US_az
4128,3.9924388499350845,3.238006414977983,8.777248048915775,12.290299470576256,2.29615319586875,6.630760162979321,US_az
4492,9.020515733929587,7.514912272727583,5.588203199707859,2.6717638157952814,8.743457789906598,14.07015944384965,US_az
4985,5.942487759036165,2.993041655886618,2.553669448527319,9.243088295027672,4.705259519025021,10.02910035148471,US_az
4333,1.7404077724693683,6.7506861124316675,7.457251314037689,8.177303757487548,2.3179747693063164,3.037631497961306,US_az
4649,0.5192545027015268,0.47967066929165264,4.240335338432253,5.379363933877451,3.3849782082595925,3.0113221268819865,US_az
4164,5.665240940428799,6.295898098979604,6.897900987927516,4.363647044896054,2.8897632582403485,6.603675832321622,US_az
4276,4.9205116775489435,3.972071026261732,3.8421168955569525,17.17244545641412,11.27752578226801,18.126664235617532,US_az
4534,5.022670476688092,3.8668501178169206,9.373955713556379,8.286396448976866,8.47930605973431,17.034405254861994,US_az
4357,2.3758460117640463,6.678158576689604,8.241180068456583,8.325526164704835,0.8422022296185323,8.042922525871267,US_az
5336,8.871794983869345,2.5680512018247597,11.396233532957465,4.552164317056306,11.868811526640615,3.9716358555976483,US_az
4234,3.444676140174331,3.2530657771489535,10.736242999173092,10.7811194767032,6.360674449371657,2.78282987083971,US_az
5247,6.8529075249345555,3.9087484456883423,4.601875478902455,11.279652326966657,9.243314395464889,10.5540580102992,US_az
4714,1.7718135781724063,3.657551027481619,5.653514807919622,7.809880793102206,2.794503305148391,4.109568976921647,US_az
4485,2.8915277682678657,1.2452392061030735,1.3606119851687233,8.444816791921918,8.016852539421768,22.32140245406755,US_az
4368,1.8005966861664657,1.671539036006469,10.134792772095443,12.330247760283454,4.29716430850364,6.260199307257606,US_az
4817,5.170492449376892,2.4677199043409175,2.998646205963405,1.7594200664422635,2.162484445600319,3.417145337262517,US_az
4703,2.792600768378846,2.0815974631930674,3.921040979204103,1.6754266566629008,10.685016040130023,14.424437566583789,US_az
5256,4.040909979180393,7.344162025603573,6.621363217022748,2.597491085609224,2.087223986063178,5.497418235544638,US_az
4251,1.3076714011435382,5.178854674046012,1.0878586936842043,7.09487922412137,6.723374851171577,4.6885768414590645,US_az
5367,5.031243078897193,13.521056309018174,7.456200682794997,14.392473136058557,6.976719456237742,10.879462721673963,US_az
5162,2.9386841919813254,7.209112194023352,8.956167775724351,11.631619411589547,2.046446402526084,2.8116017845310655,US_az
4607,4.771773902702063,8.074574790066952,9.116803485055302,9.913487600767139,4.716848434488866,2.0317901774080327,US_az
4799,6.556636021081175,2.6926291808782366,2.0229349167122477,7.352852793636138,7.1515178446021865,4.323727505097581,US_az
4756,6.268036771154159,12.593190601463638,2.679474808824085,11.268230293461917,24.697986347008897,20.12070328835708,US_az
4173,1.2665123960675906,1.412975157627194,3.9260408428673346,5.080139621159958,3.303350848381922,2.7530522915472098,US_az
4687,3.798941316409089,2.9504697406224403,2.7038238213207535,2.2132830434142052,3.2228737823928215,5.838077515630186,US_az
4929,4.694317591983513,5.451672991495492,3.7410435095720436,0.7019651053561546,4.471803197228698,5.026205604227408,US_az
4562,8.967962762460402,3.138201666072912,6.791597473038546,5.890035455111907,8.288529111564722,10.015265274506499,US_az
4268,3.0189012553707304,1.846854709889659,1.6815954948260488,1.6997038601488819,2.1291951365484993,1.6044223519939542,US_az
4873,3.7991204093039763,2.425181931210957,1.034086750486016,5.186053288287149,3.0071456537784322,5.268755396665168,US_az
