s2_2224,lon,lat
8.178097651772699,34.310337,31.265346
7.558781522284464,34.313487,31.265314
7.530786455892999,34.316637,31.265282
7.517609486772444,34.319788,31.265249
6.082391281947076,34.322938,31.265217
6.666582000604419,34.326088,31.265185
6.879225593515807,34.329239,31.265152
4.017706545710805,34.332389,31.265119
7.443378282504393,34.300922,31.268148
9.602485902196086,34.304073,31.268116
8.903883561753068,34.307223,31.268084
6.212798734413126,34.310374,31.268052
4.9190923388109615,34.313524,31.26802
11.293387114933864,34.316675,31.267988
6.837708682623259,34.319825,31.267956
4.88085645024122,34.322976,31.267923
7.101191941577631,34.326126,31.267891
5.966917140620255,34.329277,31.267858
4.504247080328576,34.332427,31.267826
2.2780017302852325,34.335578,31.267793
6.314759448072177,34.30096,31.270855
5.980529687472454,34.30411,31.270823
7.050556203214815,34.307261,31.270791
5.645216888291657,34.310411,31.270759
7.475249804364824,34.313562,31.270726
7.7582458148258295,34.316712,31.270694
6.219446049142634,34.319863,31.270662
7.104064626927077,34.323014,31.270629
4.586099850400313,34.326164,31.270597
12.412261504632369,34.329315,31.270564
7.248688297783637,34.332465,31.270532
3.6561906418773753,34.335616,31.270499
5.119675603769578,34.300997,31.273561
5.16651406088576,34.304147,31.273529
7.217583638172844,34.307298,31.273497
9.373195503315204,34.310449,31.273465
6.936072299657843,34.313599,31.273432
6.932610865032584,34.31675,31.2734
6.912686941534375,34.319901,31.273368
10.465200752468515,34.323051,31.273335
7.768863489496733,34.326202,31.273303
6.599603956151417,34.329353,31.27327
7.376656631380297,34.332503,31.273238
4.035497871141587,34.335654,31.273205
3.8149901273525972,34.338805,31.273172
6.579114672195579,34.301034,31.276267
4.985537553395996,34.304185,31.276235
4.130390537308505,34.307335,31.276203
9.2535081785662,34.310486,31.276171
13.058525402113043,34.313637,31.276139
7.592417673113538,34.316788,31.276106
7.102856103045945,34.319938,31.276074
6.857452459448078,34.323089,31.276042
7.3298403615950924,34.32624,31.276009
9.460553636281878,34.329391,31.275977
7.904398421116598,34.332541,31.275944
7.550552864000306,34.335692,31.275911
3.9211431788470676,34.338843,31.275878
5.024930105062773,34.301071,31.278973
4.709120721966538,34.304222,31.278941
4.315778235389898,34.307373,31.278909
5.347942636707589,34.310524,31.278877
5.216703330070709,34.313674,31.278845
5.348815365002305,34.316825,31.278812
5.533699841111146,34.319976,31.27878
7.668104393687984,34.323127,31.278748
9.595095002770073,34.326278,31.278715
8.20952023443531,34.329429,31.278683
4.54647276505822,34.332579,31.27865
6.056767219164039,34.33573,31.278617
4.297317618502889,34.338881,31.278585
7.657895304800031,34.247541,31.282211
5.049265351896132,34.250692,31.28218
5.550796863228194,34.253843,31.282149
9.961474109711265,34.256994,31.282118
12.339315179895761,34.260145,31.282088
5.644239521480513,34.263296,31.282057
5.71449709405496,34.266447,31.282026
5.28040342669979,34.269598,31.281994
7.401417266071648,34.272749,31.281963
6.470607015858994,34.2759,31.281932
6.447149774435858,34.279051,31.281901
6.758040162554997,34.282202,31.281869
5.036299957321299,34.285353,31.281838
6.870490888368214,34.288504,31.281806
8.121434546623565,34.291655,31.281775
