A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,B11,B12,B2,B3,B4,B8,NBR,NDVI,age,bin,g2017,g2018,g2019,g2020,g2021,g2022,lon,lat,blk
-0.002214532871972318,-0.0271280276816609,-0.05911572472126105,-0.19986159169550174,-0.05911572472126105,-0.13588619761630144,0.07111111111111111,0.14769703960015382,-0.2069357939254133,0.07535563244905807,-0.03254133025759323,0.14769703960015382,0.08882737408688965,-0.16633602460592078,-0.07111111111111111,-0.16633602460592078,-0.1929104190695886,0.012056901191849288,0.12456747404844293,0.186082276047674,0.041584006151480196,0.08421376393694734,0.21413302575932336,0.19986159169550174,0.03844675124951941,0.03844675124951941,0.13588619761630144,0.006151480199923107,-0.07111111111111111,-0.008858131487889272,0.186082276047674,-0.2069357939254133,-0.041584006151480196,-0.06698961937716265,-0.19986159169550174,-0.004982698961937716,0.07535563244905807,-0.13588619761630144,-0.22145328719723184,0.04822760476739715,-0.05173394848135333,0.17937716262975778,0.186082276047674,-0.1085121107266436,0.09842368319876971,-0.05173394848135333,-0.21413302575932336,-0.15378700499807765,0.022206843521722412,0.09842368319876971,0.05911572472126105,-0.03254133025759323,-0.010396001537870049,0.19986159169550174,0.06698961937716265,0.13016532103037293,0.16633602460592078,-0.08421376393694734,0.14769703960015382,0.05173394848135333,0.12456747404844293,-0.17937716262975778,-0.08421376393694734,0.017777777777777778,0.17499999701976776,0.07280000299215317,0.03920000046491623,0.05739999935030937,0.03150000050663948,0.35120001435279846,0.6566037535667419,0.8353801965713501,0,0,8.954689763139116,7.75319139455731,7.590182288819361,11.28341388318714,10.77740544292409,9.3685309970098,-47.99119149692346,-1.6893268075509662,-480_-17
-0.012056901191849288,0.1929104190695886,-0.06698961937716265,-0.029773164167627833,-0.019930795847750864,0.2679584775086506,0.17279507881584008,0.14769703960015382,-0.08882737408688965,-0.003936947327950788,-0.008858131487889272,-0.07972318339100345,0.029773164167627833,-0.044844290657439445,-0.07535563244905807,0.01384083044982699,-0.08882737408688965,0.1929104190695886,0.06698961937716265,-0.03844675124951941,0.13588619761630144,0.16000000000000003,-0.17937716262975778,0.2069357939254133,-0.024605920799692427,0.28444444444444444,0.08882737408688965,0.05173394848135333,-0.07972318339100345,0.006151480199923107,-0.13588619761630144,0.03844675124951941,0.08882737408688965,-0.07535563244905807,-0.3278123798539023,0.17937716262975778,-0.03543252595155709,-0.03543252595155709,-0.1085121107266436,0.14173010380622836,-0.002214532871972318,-0.06698961937716265,0.07111111111111111,-0.029773164167627833,0.044844290657439445,-0.09356401384083046,-0.07535563244905807,-0.03844675124951941,-0.07111111111111111,0.13588619761630144,0.029773164167627833,-0.010396001537870049,-0.14173010380622836,0.37425605536332185,0.15378700499807765,0.11374086889657825,0.12456747404844293,0.029773164167627833,0.05911572472126105,-0.01574778931180315,0.1085121107266436,0.05536332179930796,0.10340638216070744,-0.2069357939254133,0.28064998984336853,0.1671999990940094,0.07004166394472122,0.0893833339214325,0.09425000101327896,0.255825012922287,0.20950300991535187,0.4615439772605896,0,0,28.837978862533575,21.340565958645772,16.1097895990756,25.949850436336103,25.085352289200916,14.963889688237527,-48.277125251858706,-2.3342273500203707,-483_-24
-0.03254133025759323,0.2069357939254133,0.06698961937716265,-0.07111111111111111,-0.0629911572472126,0.11909265667051133,0.22145328719723184,0.16633602460592078,-0.044844290657439445,0.012056901191849288,-0.06698961937716265,-0.017777777777777778,0.09842368319876971,-0.05911572472126105,-0.16633602460592078,-0.03844675124951941,-0.11909265667051133,0.07111111111111111,0.13588619761630144,-0.05911572472126105,0.15378700499807765,0.2364628988850442,-0.2069357939254133,0.2288965782391388,-0.0271280276816609,0.2364628988850442,-0.022206843521722412,0.14769703960015382,-0.05173394848135333,-0.006151480199923107,-0.10340638216070744,-0.01384083044982699,0.04822760476739715,0.03254133025759323,-0.37425605536332185,0.24415224913494812,-0.01574778931180315,0.006151480199923107,-0.024605920799692427,0.14769703960015382,0.01574778931180315,-0.03543252595155709,0.15378700499807765,-0.010396001537870049,-0.01574778931180315,-0.11909265667051133,-0.09356401384083046,-0.0271280276816609,-0.07535563244905807,0.10340638216070744,0.04822760476739715,0.04822760476739715,-0.022206843521722412,0.3278123798539023,0.12456747404844293,0.11374086889657825,0.1085121107266436,0.0629911572472126,-0.09356401384083046,-0.003014225297962322,0.01384083044982699,0.07111111111111111,0.004982698961937716,-0.186082276047674,0.28654998540878296,0.17425000667572021,0.07429999858140945,0.09617999941110611,0.10520000010728836,0.3199999928474426,0.29489120841026306,0.5051740407943726,0,0,20.331841456615848,16.573738677593482,19.765803029477354,26.99252500919742,28.0947791997189,25.11863668116663,-47.685584637266004,-2.285179335507445,-477_-23
-0.08882737408688965,-0.003936947327950788,-0.17279507881584008,-0.11374086889657825,-0.05911572472126105,0.16633602460592078,0.15378700499807765,0.07535563244905807,-0.08882737408688965,0.16000000000000003,0.19986159169550174,-0.04822760476739715,-0.05911572472126105,-0.08882737408688965,-0.01574778931180315,0.05911572472126105,-0.05536332179930796,-0.17279507881584008,0.06698961937716265,-0.008858131487889272,0.13588619761630144,0.2288965782391388,-0.08882737408688965,0.14173010380622836,-0.05173394848135333,-0.03254133025759323,0.024605920799692427,-0.19986159169550174,-0.017777777777777778,0.09356401384083046,-0.09842368319876971,0.22145328719723184,0.044844290657439445,-0.041584006151480196,-0.11909265667051133,0.04822760476739715,0.15378700499807765,-0.044844290657439445,-0.008858131487889272,0.2761399461745483,-0.17279507881584008,-0.08882737408688965,0.17937716262975778,-0.03844675124951941,-0.19986159169550174,0.019930795847750864,-0.1929104190695886,0.1085121107266436,-0.14769703960015382,-0.006151480199923107,0.16000000000000003,0.21413302575932336,-0.17937716262975778,0.08882737408688965,0.09842368319876971,0.03254133025759323,0.14173010380622836,0.14173010380622836,0.13588619761630144,0.05536332179930796,0.11374086889657825,-0.13016532103037293,-0.044844290657439445,0.15378700499807765,0.04769999906420708,0.04390000179409981,0.11129999905824661,0.1386999934911728,0.14180000126361847,0.0746999979019165,0.25969642400741577,-0.3099307417869568,0,0,5.48330172654202,8.285228726375147,11.852904305393675,11.117781004503433,6.829587895048906,9.900613167612017,-48.51212453018437,-1.4828939552603,-486_-15
0.044844290657439445,0.14769703960015382,0.041584006151480196,-0.13016532103037293,0.05173394848135333,0.09356401384083046,0.24415224913494812,0.11374086889657825,-0.017777777777777778,-0.003936947327950788,0.05536332179930796,0.13588619761630144,0.14769703960015382,-0.09356401384083046,-0.01574778931180315,0.017777777777777778,-0.08421376393694734,-0.03543252595155709,-0.024605920799692427,-0.11374086889657825,0.10340638216070744,0.10340638216070744,-0.10340638216070744,0.14769703960015382,-0.07972318339100345,0.2288965782391388,0.07972318339100345,0.3188927335640138,-0.08421376393694734,0.07972318339100345,-0.0629911572472126,-0.07535563244905807,0.11909265667051133,-0.01384083044982699,-0.31009611687812383,0.21413302575932336,-0.03543252595155709,0.024605920799692427,-0.03543252595155709,0.15378700499807765,0.07111111111111111,-0.008858131487889272,0.2761399461745483,-0.05536332179930796,0.05536332179930796,-0.15378700499807765,-0.13016532103037293,-0.010396001537870049,-0.022206843521722412,0.05536332179930796,-0.03254133025759323,-0.05911572472126105,-0.13588619761630144,0.34602076124567477,0.19986159169550174,0.12456747404844293,0.09356401384083046,-0.08421376393694734,0.008858131487889272,0.010396001537870049,0.041584006151480196,-0.041584006151480196,0.07972318339100345,-0.09842368319876971,0.28725001215934753,0.19709999859333038,0.06602857261896133,0.07586000114679337,0.08709999918937683,0.3336000144481659,0.2572074830532074,0.5859282612800598,0,0,21.42583329190437,18.91825221621712,11.769845891232588,10.204034509865334,12.187973339070385,40.34082018596886,-47.66159961918001,-1.7033405259832306,-477_-18
-0.041584006151480196,0.044844290657439445,-0.08421376393694734,-0.17937716262975778,-0.03844675124951941,-0.05536332179930796,0.0629911572472126,0.1929104190695886,-0.11909265667051133,0.044844290657439445,-0.022206843521722412,0.13016532103037293,0.13588619761630144,-0.24415224913494812,0.002214532871972318,-0.0629911572472126,-0.186082276047674,-0.01574778931180315,0.14173010380622836,0.07535563244905807,0.07111111111111111,0.044844290657439445,0.2069357939254133,0.21413302575932336,-0.01574778931180315,0.08421376393694734,0.16633602460592078,0.07972318339100345,-0.09356401384083046,0.04822760476739715,0.07535563244905807,-0.24415224913494812,0.07111111111111111,-0.07972318339100345,-0.17279507881584008,0.01384083044982699,0.08421376393694734,-0.09356401384083046,-0.24415224913494812,0.08421376393694734,-0.04822760476739715,0.21413302575932336,0.186082276047674,-0.06698961937716265,0.13016532103037293,-0.05536332179930796,-0.2288965782391388,-0.12456747404844293,0.07972318339100345,0.08882737408688965,0.07535563244905807,-0.017777777777777778,-0.11374086889657825,0.2288965782391388,0.08421376393694734,0.09842368319876971,0.16000000000000003,-0.1085121107266436,0.15378700499807765,0.019930795847750864,0.05173394848135333,-0.2364628988850442,-0.044844290657439445,-0.003936947327950788,0.1898999959230423,0.08299999684095383,0.04670000076293945,0.06255000084638596,0.0385500006377697,0.37880000472068787,0.6405370235443115,0.8152629733085632,0,0,42.1952174826454,25.945608863066454,13.27038121752702,20.227016665917095,13.632312480984885,11.493488226576016,-48.50889059516154,-2.3700701298567397,-486_-24
0.044844290657439445,0.11374086889657825,-0.10340638216070744,-0.08882737408688965,-0.022206843521722412,0.1085121107266436,0.1929104190695886,0.2364628988850442,-0.13016532103037293,-0.007443291041906958,-0.0629911572472126,0.012056901191849288,0.11909265667051133,-0.14769703960015382,0.01574778931180315,-0.0271280276816609,-0.10340638216070744,0.12456747404844293,0.1085121107266436,0.13016532103037293,0.08421376393694734,0.10340638216070744,-0.05911572472126105,0.16633602460592078,-0.024605920799692427,0.2519646289888504,0.11909265667051133,0.11374086889657825,-0.07535563244905807,0.14173010380622836,-0.11374086889657825,-0.05536332179930796,0.14173010380622836,-0.07972318339100345,-0.34602076124567477,0.11374086889657825,0.041584006151480196,-0.06698961937716265,-0.13016532103037293,0.14769703960015382,-0.01574778931180315,0.002214532871972318,0.11909265667051133,-0.07535563244905807,0.08882737408688965,-0.09842368319876971,-0.13016532103037293,-0.09356401384083046,-0.010396001537870049,0.186082276047674,-0.008858131487889272,-0.07972318339100345,-0.21413302575932336,0.37425605536332185,0.11374086889657825,0.09356401384083046,0.17279507881584008,-0.044844290657439445,0.05173394848135333,-0.010396001537870049,0.041584006151480196,-0.03844675124951941,-0.01384083044982699,-0.14769703960015382,0.24185000360012054,0.1279750019311905,0.04131579026579857,0.06876666843891144,0.04814999923110008,0.3327749967575073,0.4444926679134369,0.7471943497657776,0,0,14.744124069092448,16.967639095341898,16.620224718043488,20.72722025136664,20.459146712459876,10.086345021273354,-47.49666893301566,-2.006521934373569,-475_-21
0.044844290657439445,0.07535563244905807,0.03254133025759323,-0.29287197231833906,-0.1085121107266436,0.01384083044982699,0.17279507881584008,0.08421376393694734,-0.186082276047674,0.1085121107266436,0.03254133025759323,0.12456747404844293,0.12456747404844293,-0.14769703960015382,-0.03844675124951941,-0.041584006151480196,-0.19986159169550174,-0.03543252595155709,0.17279507881584008,0.10340638216070744,-0.08421376393694734,0.13016532103037293,0.07535563244905807,0.16000000000000003,-0.008858131487889272,0.2761399461745483,0.03254133025759323,0.08421376393694734,0.017777777777777778,0.03844675124951941,0.07535563244905807,-0.16000000000000003,-0.0629911572472126,0.012056901191849288,-0.13016532103037293,0.019930795847750864,0.1085121107266436,-0.044844290657439445,-0.13016532103037293,0.10340638216070744,-0.0271280276816609,0.186082276047674,0.17937716262975778,-0.07535563244905807,0.07972318339100345,-0.09842368319876971,-0.22145328719723184,-0.1085121107266436,0.07972318339100345,0.11909265667051133,-0.05536332179930796,-0.06698961937716265,-0.041584006151480196,0.3188927335640138,0.13016532103037293,0.041584006151480196,0.19986159169550174,-0.14173010380622836,0.12456747404844293,0.09842368319876971,0.12456747404844293,-0.14769703960015382,-0.09356401384083046,-0.041584006151480196,0.1691499948501587,0.07699999958276749,0.05090000107884407,0.07320000231266022,0.046799998730421066,0.29580000042915344,0.5869098901748657,0.7267950773239136,0,0,11.943786403825305,15.401974213623802,10.746680631576032,13.865866674639236,11.156063092177254,15.543076668284426,-48.024069836322234,-1.497985652033508,-481_-15
-0.041584006151480196,0.2288965782391388,-0.019930795847750864,-0.04822760476739715,-0.04822760476739715,0.16633602460592078,0.2519646289888504,0.17937716262975778,-0.019930795847750864,-0.044844290657439445,0.006151480199923107,-0.017777777777777778,0.07111111111111111,-0.05536332179930796,-0.022206843521722412,0.024605920799692427,-0.15378700499807765,0.17279507881584008,0.14769703960015382,0.03844675124951941,0.0629911572472126,0.17279507881584008,-0.12456747404844293,0.14173010380622836,0.017777777777777778,0.22145328719723184,0.07972318339100345,-0.044844290657439445,-0.13588619761630144,0.09842368319876971,-0.13016532103037293,0.007443291041906958,0.05911572472126105,-0.05536332179930796,-0.3014225297962323,0.16000000000000003,-0.002214532871972318,-0.044844290657439445,-0.15378700499807765,0.19986159169550174,-0.012056901191849288,-0.03844675124951941,0.1085121107266436,-0.09356401384083046,-0.09356401384083046,-0.12456747404844293,-0.041584006151480196,-0.09356401384083046,0.0629911572472126,0.2069357939254133,0.06698961937716265,-0.03844675124951941,-0.14173010380622836,0.3839138792772011,0.12456747404844293,0.17279507881584008,0.12456747404844293,-0.04822760476739715,0.1085121107266436,0.012056901191849288,0.004982698961937716,0.05173394848135333,0.017777777777777778,-0.11909265667051133,0.2809000015258789,0.1655000001192093,0.11060000211000443,0.12240000069141388,0.11100000143051147,0.3619999885559082,0.3725118339061737,0.5306553840637207,0,0,16.809807965323994,16.59369270702379,17.082929227316107,19.21913373402296,20.51325942879982,22.97862492082619,-47.846472904651804,-1.319580236607371,-479_-14
0.0005536332179930795,0.22145328719723184,0.008858131487889272,-0.06698961937716265,0.019930795847750864,0.2364628988850442,0.2288965782391388,0.186082276047674,-0.07111111111111111,0.09842368319876971,0.022206843521722412,-0.05173394848135333,0.06698961937716265,-0.022206843521722412,-0.05536332179930796,-0.012056901191849288,-0.15378700499807765,0.10340638216070744,0.1085121107266436,-0.03254133025759323,0.08882737408688965,0.13588619761630144,-0.2069357939254133,0.2069357939254133,-0.010396001537870049,0.31009611687812383,0.03844675124951941,0.05911572472126105,-0.0271280276816609,-0.017777777777777778,-0.16000000000000003,0.05173394848135333,-0.007443291041906958,-0.044844290657439445,-0.3188927335640138,0.186082276047674,-0.006151480199923107,0.03543252595155709,-0.06698961937716265,0.17937716262975778,0.024605920799692427,-0.024605920799692427,0.0629911572472126,-0.03254133025759323,0.08421376393694734,-0.07111111111111111,-0.08882737408688965,-0.05173394848135333,-0.01384083044982699,0.14769703960015382,-0.008858131487889272,0.03543252595155709,-0.08421376393694734,0.37425605536332185,0.12456747404844293,0.1085121107266436,0.09356401384083046,0.041584006151480196,0.0629911572472126,-0.012056901191849288,0.07972318339100345,0.09842368319876971,0.03844675124951941,-0.22145328719723184,0.24774999916553497,0.13934999704360962,0.06729999929666519,0.08195000141859055,0.09224999696016312,0.2959499955177307,0.3597519099712372,0.5247295498847961,0,0,16.9620060123394,18.034811000568947,15.094279495076632,20.657921096101703,19.679100131230744,16.42716235026799,-48.476281750348,-1.9431907068431429,-485_-20
