a2018,a2019,a2020,a2021,a2022,a2023,a2024,a2025,dw,elev,s2019,s2022,s2024,tag,site,py
20.165344865969608,41.43118662040075,39.93110342925757,15.421252563127013,22.25110731639726,14.232830151827295,15.056979731984619,29.54966808246707,4,3.482001781463623,0.1285962929331155,0.04285939947767895,0.04769721294476788,site,Jungphyong_gh_2019,2019
16.416170096731157,37.35708019588992,35.75609004181559,12.564668182105041,16.429639278531795,14.736782298488897,17.385478518757925,20.35861018775062,4,1.8767929077148438,0.23398710749784693,0.06853252890461381,0.03650485824523757,site,Jungphyong_gh_2019,2019
18.224126864945188,52.15646398984896,40.63388298932235,10.119147179599361,26.470094834107687,15.14083981778287,14.277427725296619,31.40561500477493,4,3.041625499725342,0.13075222834569172,0.04255453370687491,0.06429991599248362,site,Jungphyong_gh_2019,2019
25.11844668061662,53.24759384727753,53.534681944951394,18.389530757075804,14.6214443449381,16.03488908257562,19.58395855268989,18.148817195263888,4,3.6093509197235107,0.05191259602117069,0.04164326522336951,0.027295631659714725,site,Jungphyong_gh_2019,2019
23.588152425833787,37.583822044808535,39.49959947026299,13.934933897794343,30.98868476710255,16.637768977263594,20.72782794310808,30.98779876111334,8,4.326652526855469,0.1954442426984178,0.07738653937154602,0.05724425068026928,site,Jungphyong_gh_2019,2019
15.216826925345874,49.448664214690105,33.01200406104266,13.025797592390225,28.219610188168055,17.171386563919928,19.453664618644375,30.658306671538025,4,2.8025381565093994,0.18149030316090292,0.03649935357844378,0.021307367009460423,site,Jungphyong_gh_2019,2019
19.33089800163889,20.03819474819507,28.858527542358267,14.373307236627877,16.15690271524741,17.19060510255002,15.814531992298605,19.103690134711425,4,4.962607383728027,0.04750956797530177,0.029628999373366084,0.0209072638505989,site,Jungphyong_gh_2019,2019
20.330977830080514,45.621057995489764,38.09055197839073,13.960922652638297,33.74727371114426,17.96522970159489,14.624383182678455,37.24701823668525,5,2.6442081928253174,0.2223732273692751,0.051227754051303274,0.05408332328852691,site,Jungphyong_gh_2019,2019
16.83864457019452,45.205660825582854,35.99725456863491,19.738116275975063,25.93166361094836,14.547139015976168,12.738736917779224,25.96737279103079,4,4.910236835479736,0.2112759816709405,0.05913732244345758,0.03941211071821353,site,Jungphyong_gh_2019,2019
12.257165409113224,53.53756869410273,39.27348243117843,11.605375801513173,27.33500621028367,16.893335705730912,16.866255646884063,33.51184538051579,4,3.7901790142059326,0.20174319393444284,0.048774944170581314,0.022884610315055256,site,Jungphyong_gh_2019,2019
15.037406846533559,58.83803924056918,39.56570853958716,12.70638016418027,20.691673725291345,14.497150036121583,14.130856333692257,22.651589195869136,4,3.490072727203369,0.3239917613384697,0.03531723631543731,0.04287190992949855,site,Jungphyong_gh_2019,2019
30.19848772200824,41.543426082790525,37.201843086357684,12.60466167149709,27.98902562647151,17.37987811746129,15.808556184984367,36.593682811983825,5,4.439982891082764,0.17285785320921176,0.047592494724052144,0.025374211377721376,site,Jungphyong_gh_2019,2019
22.555202798519687,47.21866679983318,36.10477064471573,10.97491975478503,17.325435440381327,15.741936423345413,16.072734227497453,24.771779308646664,4,3.348961353302002,0.27739720242514854,0.05037923490775662,0.02079916741162952,site,Jungphyong_gh_2019,2019
20.12280444145472,38.43726247055287,44.4236116076908,12.197047306721387,26.801727238158993,16.07318686197141,16.71318170097051,31.927702804728515,4,3.1545569896698,0.17837735357855075,0.03249352690568921,0.014099498624946395,site,Jungphyong_gh_2019,2019
20.408884868420564,49.68724190203811,35.50035397442588,25.151663079523665,15.534039586916744,17.90458743576801,20.25836243004374,36.3791422641593,4,4.2636613845825195,0.03766777709836756,0.06303956708791003,0.02441315846101824,site,Jungphyong_gh_2019,2019
24.724516218719984,53.188623181872146,48.19022450787164,19.62947082467798,15.224696217228985,19.239306147199763,21.122797249877106,19.328099762717994,4,4.155007839202881,0.07954099571645112,0.03266164154477362,0.027207244615718117,site,Jungphyong_gh_2019,2019
29.82298509152361,34.53684697837501,35.00374388682633,12.444696644009309,26.555017638287318,22.687773181881226,18.512004041923436,30.834856511268807,6,4.099174499511719,0.12219538386089031,0.03312842485799515,0.033366939085767065,site,Jungphyong_gh_2019,2019
13.90525407458976,24.021244430586986,32.89741220637322,12.440995673565363,17.18395319700626,18.794502920667227,18.190620244817826,22.049065396690025,4,7.072521209716797,0.06890448170437745,0.03752711826415704,0.014604674509619709,site,Jungphyong_gh_2019,2019
20.171933761128713,38.9095125034485,43.554194154981644,11.477019056103034,36.76653868122137,14.483409987706743,16.21552482423505,39.64840149724599,4,5.0589728355407715,0.07228571796185908,0.050115516965506014,0.02785594200442434,site,Jungphyong_gh_2019,2019
21.571622841208388,40.374406104150964,38.69940628509003,12.594118934409249,31.74395530908866,17.16501394831243,14.824898867871322,35.2304318952825,4,4.1011152267456055,0.1783918700296264,0.01701507496326832,0.0496700657860118,site,Jungphyong_gh_2019,2019
28.292979534533803,41.19209620438523,38.57128839768618,10.70801849958448,37.793199861332205,15.166051321413867,17.34087864320266,40.795556229447776,6,6.0174641609191895,0.1921615777355974,0.04732498377289483,0.04523819597718089,site,Jungphyong_gh_2019,2019
27.696077375810585,38.929432591978156,39.22049554438112,11.432435928857219,30.83273598412453,17.55618034649991,14.828130366160712,33.44296123934063,6,5.458420753479004,0.12063156963590813,0.02798438109726475,0.03769589048259693,site,Jungphyong_gh_2019,2019
21.31447518698091,42.49833696279135,40.13381733698696,10.881950014232748,32.91137980917102,17.152505168577658,13.335265077579345,37.44667396503798,4,2.989431619644165,0.07514408227201118,0.032861245253329695,0.023959020418874925,site,Jungphyong_gh_2019,2019
13.21742211506858,50.13313686784585,42.138071461469465,14.45569700227598,31.341074585224135,17.2953374095399,14.987054607570341,32.47637208738943,4,3.01954984664917,0.25097524769057267,0.029039157004836225,0.035978021706422336,site,Jungphyong_gh_2019,2019
14.639688091202764,49.66778641463913,37.885567941896305,14.899230433199678,35.59280758501411,20.253672578394585,15.90990122712271,34.37237670720999,4,1.9167413711547852,0.23196471923396628,0.030271518237330146,0.07251625057402518,site,Jungphyong_gh_2019,2019
16.507279508479996,22.335185496682747,25.70188448252603,13.715937304583912,18.04218517327983,19.13451396095553,16.138524229501435,23.18274487705633,4,5.967395782470703,0.0848091235418499,0.07921576216759464,0.07721733817935983,site,Jungphyong_gh_2019,2019
19.7868376613889,47.765613505448286,36.36330226611464,12.894768573581558,29.204134742470302,16.107473481165275,15.812307434903182,34.62559281344862,6,4.084684371948242,0.24600452801299558,0.03187087540356856,0.02144326027257889,site,Jungphyong_gh_2019,2019
14.44490596774558,39.35224300490309,35.580217265824785,19.17724795117939,17.431359629179585,15.070304995302235,16.29681539493043,22.603580627724522,4,8.482172012329102,0.0867284331344814,0.0836925689824609,0.04471325027598862,site,Jungphyong_gh_2019,2019
19.72070347202636,44.56698382062175,36.45617573715623,13.572912714092398,22.835308145218107,14.89281800239923,11.850453051214792,25.544285926373142,4,4.47073221206665,0.11523640550653683,0.05614736543449369,0.018585292038661588,site,Jungphyong_gh_2019,2019
15.800720643500565,46.132374464372965,44.245857366765655,13.855708664478511,14.912194650356138,18.56310496606729,18.69579066362482,27.229306308769857,4,2.930588483810425,0.12278380457627709,0.07128959529996666,0.020603337676001768,site,Jungphyong_gh_2019,2019
14.87235406236237,38.54389362191422,37.52786761200579,15.069498615700669,17.61033018542567,15.67326556236064,16.282312193438752,20.250332875094895,4,7.9728240966796875,0.05421132976871568,0.030168220438104455,0.022863971558471682,site,Jungphyong_gh_2019,2019
16.97030899283193,49.323408708272005,45.16795126901288,18.97562075777314,19.618589158293297,17.71923405147941,17.24667509286242,20.61658271630733,4,2.8053009510040283,0.14926331167829582,0.03052758484407835,0.033500145186975305,site,Jungphyong_gh_2019,2019
23.565424460831046,48.66620310086174,41.79814816590798,15.280317106428488,16.511548245089212,16.058918990223198,15.564127935511841,22.144444746019555,4,2.8872132301330566,0.20788424267850975,0.04226452723170546,0.02691686054171636,site,Jungphyong_gh_2019,2019
22.687204881114642,47.79333807015029,38.58499283788029,11.91280683071151,28.641969707982202,14.913801240181751,16.09732922230136,35.20320040392915,4,3.469505786895752,0.30969471174633356,0.03449553479493197,0.029070528656098604,site,Jungphyong_gh_2019,2019
17.573888734713336,54.36507015778661,41.8539018802146,10.03268432432019,31.584028400791897,16.213973500645185,17.59338252609658,35.6956175930311,4,2.3353769779205322,0.23435654140545104,0.01850712326650898,0.018166477915221836,site,Jungphyong_gh_2019,2019
22.31556228279251,42.309148423683595,39.207878935279396,13.931307007096526,31.251037797764855,20.809366390471375,17.737635958913593,35.36338537613995,6,3.0341105461120605,0.20240031901840838,0.05745040850573492,0.05217172723007567,site,Jungphyong_gh_2019,2019
14.875268911691236,51.4216606253593,34.83176519532127,13.989263425677613,27.738339705792495,21.444639460084574,16.23379519522427,24.85504869399808,4,3.8898050785064697,0.24997136469898956,0.05927746100185663,0.054441427655931844,site,Jungphyong_gh_2019,2019
13.957092938434506,57.888781644938106,46.46928036688507,11.223153380188888,29.70404883043877,15.183119671931074,12.886019798727228,35.19475201960368,4,3.6078197956085205,0.22862304620269558,0.013783886395264185,0.0479457196954376,site,Jungphyong_gh_2019,2019
16.82310636312693,50.71196021767527,37.95853406657425,14.086454590140264,17.575929379538568,15.83262423599303,12.138710626230187,24.213104155181156,4,1.7820863723754883,0.30330936793017094,0.05266590497929441,0.04881263278495859,site,Jungphyong_gh_2019,2019
19.95187887676937,42.15731858203291,35.90211455877535,12.112045263531336,21.176504752683947,14.455288789427458,15.2391081360637,29.160913295630774,4,4.980625629425049,0.20335025864453246,0.04124184104694326,0.010149462909924125,site,Jungphyong_gh_2019,2019
14.81017132575256,19.951968465182603,24.82717878321872,13.966871452430363,17.386289731634978,19.201891090643763,18.02973728886422,23.102207490634118,4,7.42421293258667,0.04879897199111286,0.061400117175148164,0.03180368365641817,site,Jungphyong_gh_2019,2019
15.111820383531029,43.49916055009567,39.86522666896589,12.482809561202869,33.00929787438217,16.86066518322124,13.177417246194196,35.837480625885775,4,4.284996509552002,0.10493359382041689,0.048402018716199334,0.05194353024517506,site,Jungphyong_gh_2019,2019
14.119038369908546,27.915947316976755,27.659809068379342,17.180640987489497,21.92047632916962,20.60101723796022,18.813344143262864,17.575926507574817,4,2.005833148956299,0.09962561137052693,0.05853100226578333,0.041256723941698735,site,Jungphyong_gh_2019,2019
19.21052086304457,49.46661480874828,43.73485217075578,11.894226992355668,30.2029809989442,17.2331326759168,16.35181311542569,35.14394132939508,4,2.9686717987060547,0.23288685160826286,0.035776122974212246,0.02405112548028693,site,Jungphyong_gh_2019,2019
21.68046526149548,32.65024979993362,32.37721947713155,11.586109212349728,28.93537365139153,18.93912922830461,14.887729488989967,32.68835479299725,6,4.747673034667969,0.2211387971913083,0.015201397701999603,0.06107889499718587,site,Jungphyong_gh_2019,2019
21.507592983492795,45.92193419715712,49.287493125082165,14.692125489097876,14.484286397210699,16.74515414116201,16.78524371025273,20.787226650083216,4,3.9523532390594482,0.03712150772519728,0.062200529369683365,0.03103582995129878,site,Jungphyong_gh_2019,2019
22.62310890749635,45.245110499649094,44.61724520011126,11.744647695244279,32.84638853572417,19.69123404260847,15.654149367976634,37.55744935249193,6,5.806662559509277,0.20612137795583604,0.04190951546513504,0.03772638799873843,site,Jungphyong_gh_2019,2019
18.531983088611323,48.70267639686067,44.450645580440586,13.933411400720287,16.174680265834123,22.392611854141933,16.452641038114606,23.975518029865547,4,3.26432728767395,0.11740102441894268,0.06642104010810733,0.02445843221783612,site,Jungphyong_gh_2019,2019
24.362267147365035,36.31371762014506,41.45698658340893,12.464083377669018,34.399033125735535,16.959629184982514,18.127740677541397,34.772888310816136,7,4.1094512939453125,0.056759953442353094,0.03259347801071213,0.032793910503919214,site,Jungphyong_gh_2019,2019
13.30096510072146,53.72329527188924,42.967289430479774,11.707598534101248,29.430683851582547,19.793695258698254,15.495675676218527,31.361389590276413,4,4.370469093322754,0.2470602067507226,0.027067502521482142,0.02266799483951393,site,Jungphyong_gh_2019,2019
16.70488211982373,45.14521967194741,41.14457332801353,17.542169638370147,15.578269683046821,14.275994655283252,15.832177619152578,25.182870257614873,4,2.7620656490325928,0.11593194908933702,0.04182586924200816,0.06942459806419456,site,Jungphyong_gh_2019,2019
14.785601482153394,46.36133027260787,40.29881789840401,11.51303045440284,36.62801332550333,15.05570942249789,16.812976676155444,36.80747903490862,7,4.294349670410156,0.1628464698561476,0.02068641392155265,0.02494747497029724,site,Jungphyong_gh_2019,2019
18.91817196976342,50.20229731522792,47.724463995912544,13.898356970926761,12.887156244782553,18.656136847909107,17.10273445182052,21.293489039848424,4,2.800764560699463,0.12158769173137333,0.05408349687546578,0.0370633732795087,site,Jungphyong_gh_2019,2019
12.659888373632928,22.133821563988963,26.24909292375432,14.680796166644939,18.566950466638584,18.86036481331029,18.560313142842446,20.882150555904786,4,4.213869094848633,0.10141936292111381,0.1407274472280886,0.06251491010220463,site,Jungphyong_gh_2019,2019
16.391886308447884,53.48832475747931,33.663933191643395,14.744202443825486,21.774352300744365,16.40073450487624,19.62812190572406,22.051440724673412,4,1.744504451751709,0.3147545340978263,0.04526345318394929,0.08196955856325366,site,Jungphyong_gh_2019,2019
21.50079236995179,49.393321089561425,50.456005149919775,12.450190758178032,14.392293130461532,17.197523634496715,16.78739528314441,19.55401330975152,4,3.853239059448242,0.050888457360365076,0.037504064792471044,0.02537716694541153,site,Jungphyong_gh_2019,2019
26.084178278476312,41.341247157031525,40.52857146233368,13.454402645473959,34.74871800119832,19.409739021144812,15.145845234234196,36.09290891284501,8,4.415215492248535,0.17905127247500321,0.0242088801461382,0.05059885502515736,site,Jungphyong_gh_2019,2019
17.85930555267597,43.76443909818859,41.15943872627523,12.032353069108241,27.261183432200976,17.378637620976562,13.665973146738093,31.67752943569677,4,3.8304660320281982,0.10792601319963821,0.06057669748663771,0.05643226990462225,site,Jungphyong_gh_2019,2019
20.714125011801546,54.76245587353988,33.64232380241301,20.069100329242477,14.955603265467529,20.034401670290944,16.785772994998116,23.573198276187163,4,3.330941915512085,0.15315567206046296,0.039921341069085105,0.03225620354410607,site,Jungphyong_gh_2019,2019
18.914831420162837,42.93295054590075,43.638929568942956,13.291363487744269,15.813691851952186,19.469630559049726,15.430125098017802,19.602505878078492,4,4.399237632751465,0.05780813460410831,0.0488564278067812,0.03670327311674833,site,Jungphyong_gh_2019,2019
20.980509492361758,44.2710009785755,40.34714057611552,13.2304824737181,22.614585822474755,15.620653827253047,14.59664475206412,31.013162610891918,4,3.2368955612182617,0.2535488011501145,0.022351280384476993,0.03949693678383148,site,Jungphyong_gh_2019,2019
13.429947196427346,49.16884177644233,36.965928940402044,12.12776514300076,32.98038312008353,18.824925986416673,17.82351417875973,35.31364487732514,4,4.155518531799316,0.2651626576661459,0.02994037378137481,0.03685261534145258,site,Jungphyong_gh_2019,2019
12.773336356090217,58.16401670953002,45.46636539529827,12.535184315431437,32.08395425567295,12.690035653595197,12.86487111840353,33.24957820149373,4,3.473081588745117,0.2672213918676859,0.06146287067056528,0.03167928908566966,site,Jungphyong_gh_2019,2019
15.097840041106206,53.364963390110134,31.636453950993904,13.12310712213219,25.36986980803989,13.583292883303432,11.522364376519755,31.185696299676515,4,1.5416810512542725,0.35512979346101653,0.05790018733912103,0.017358750593040935,site,Jungphyong_gh_2019,2019
20.883606066035863,46.26835499918462,30.393626835744747,9.571612311353624,26.506831717362374,17.716587412322493,16.94441146351989,32.62664213990802,4,3.032522678375244,0.2621103353040444,0.05978818343831379,0.03304039396226354,site,Jungphyong_gh_2019,2019
13.969402600355568,58.03449964408769,32.89946155922085,15.378029114575115,33.33757506905272,14.614234788921742,14.281904502382845,32.6151886049434,4,3.9958748817443848,0.328705323133053,0.09138752924468214,0.04591681881295145,site,Jungphyong_gh_2019,2019
23.901326922793945,32.73101712117345,40.38340566733446,11.787836801579727,37.303445534418934,18.959727182431553,17.190482593877643,36.672440635864035,8,2.860361099243164,0.06854911279427543,0.019206740540004826,0.04384597945423281,site,Jungphyong_gh_2019,2019
16.953159276869563,47.946959049074636,33.59612142565524,12.970296761223304,19.320004160336605,13.273596924174994,15.946697670682834,26.65172757593685,4,5.495121955871582,0.2149199077741782,0.022371172277643247,0.030343613916441043,site,Jungphyong_gh_2019,2019
16.234983298205133,54.14401485465366,43.80238217781743,11.64103095746204,29.910127294598798,19.05565615481924,16.239886817647783,34.12790864699713,4,3.6392757892608643,0.2630410175126671,0.042214136723976295,0.03175658171850289,site,Jungphyong_gh_2019,2019
22.355352143308494,57.21095740135701,44.097246755995265,11.865858517454363,32.64559628155381,19.117763225353997,18.86112939243167,35.84115207287655,4,6.748963356018066,0.2881541207870375,0.03144288922390434,0.05216695476434793,site,Jungphyong_gh_2019,2019
13.270681571425134,53.6890395546726,40.80401708131308,11.625261853707489,25.049565136543947,17.67567576384411,17.007249760088506,27.316576404476095,4,2.8168246746063232,0.303715809825728,0.01907264850568442,0.05382552113614708,site,Jungphyong_gh_2019,2019
16.283588868133418,44.42456965356203,43.20795370304096,14.750769140264673,14.01503884307118,13.674051864041317,14.972763265254265,19.877552710729272,4,2.7390694618225098,0.06776980758017408,0.039349877221869035,0.04740082080858313,site,Jungphyong_gh_2019,2019
14.333726478075793,48.55734039628313,37.0204736849454,14.302567942536362,31.89202428158394,15.114170416208793,15.388326449719736,32.363456107120626,4,1.2871227264404297,0.25483909410689737,0.018783036039979353,0.03603471338320138,site,Jungphyong_gh_2019,2019
13.051232840847385,21.750401533860078,28.173887167827374,16.78151122953018,16.06974637199717,19.120808841356354,18.195623514823996,22.236753290709437,4,4.147654056549072,0.09878940195041357,0.08926577154659769,0.014762579819812278,site,Jungphyong_gh_2019,2019
15.12905481491423,53.04169987492119,42.925016826274195,12.400810944333607,31.986265509617613,15.042665583139618,13.780707706516061,37.36161677844505,4,3.8939075469970703,0.27305255690916536,0.039366347828405625,0.0308274830214945,site,Jungphyong_gh_2019,2019
16.75522136762071,48.139533948976435,37.20395189237724,14.72501403141358,18.377545433957234,12.527016276428343,15.226279670606916,25.855211963570042,4,3.5107216835021973,0.2129935633672943,0.02890711152141414,0.07163548699776012,site,Jungphyong_gh_2019,2019
12.295244732585552,31.597750595918093,33.7179557418518,18.505998004209804,16.983411135727074,18.093668578936615,16.67878768122168,19.8333322929981,4,1.1685062646865845,0.19148960301530135,0.040781637245842724,0.0453839484860069,site,Jungphyong_gh_2019,2019
17.917046093805666,45.1136519684034,42.285317689296406,14.035215437133706,14.098317114347116,17.796828890114195,18.116899649124296,23.956728620340446,4,3.1783366203308105,0.09047068738888092,0.06180037287372102,0.017691815727479857,site,Jungphyong_gh_2019,2019
16.36417723201108,50.24811383151892,41.039725264480836,12.79506945128163,29.742839810500843,15.580497750031224,17.095942445497023,34.17238064045638,4,3.1767220497131348,0.18922894445759575,0.05106838585906594,0.0334828813370246,site,Jungphyong_gh_2019,2019
15.141726319999979,57.559140981931414,36.462701745196206,13.889776706211935,23.04719354415725,14.901354383076418,12.455897603442322,25.694219086205077,4,4.256014823913574,0.3918714540199678,0.026267180898138228,0.029071583263279452,site,Jungphyong_gh_2019,2019
13.667812049180473,23.391406592551686,24.841277386585418,16.690407465888036,16.640222997159015,19.26343258821794,16.218799366496974,17.4964359344955,4,4.139524936676025,0.13174932955636864,0.09587585431894005,0.04643185207045111,site,Jungphyong_gh_2019,2019
19.265107010846275,51.66196939193616,39.06497738952076,13.796809618363916,21.260035867096768,13.878970623991762,15.783961385874482,27.31405482144632,4,3.6192939281463623,0.3080532020422923,0.03860774646094131,0.033475976299445855,site,Jungphyong_gh_2019,2019
23.375317336065518,47.20920491353244,44.368621240547185,14.771884135318945,13.529706097895522,15.772946937139544,16.382931229943235,16.001610380161686,4,3.568307399749756,0.04682175879832246,0.053116213828870676,0.021948640397906182,site,Jungphyong_gh_2019,2019
21.319550627593188,35.42798971412931,43.44937103088812,12.328852967771894,37.76089957433012,18.75364162253296,18.074513960850542,36.66015854606529,7,4.422413349151611,0.06441927711728068,0.07411427755218715,0.033446042122327546,site,Jungphyong_gh_2019,2019
15.058066339409866,23.000884123069653,26.297330953981362,18.198340209228032,23.25859215214701,18.557409870841102,16.25147383730322,19.390748092466247,4,3.4007513523101807,0.09278866031078528,0.11548098278548176,0.037849136621743926,site,Jungphyong_gh_2019,2019
13.790240453041084,20.781614100991952,24.87178124226019,22.962047451330484,23.371862344282114,19.822763973332755,18.978538333770448,19.005287090429846,4,3.4393296241760254,0.10982776270262537,0.13138222078825337,0.0585362154243951,site,Jungphyong_gh_2019,2019
15.388155686007549,47.148621701134694,35.73116948653472,11.981157854976408,24.775310106074883,16.283901255832724,15.668126782114285,28.1346665467713,4,1.4505624771118164,0.282670507952068,0.03425291400791458,0.03507158551163673,site,Jungphyong_gh_2019,2019
24.22176285292483,39.284701441313416,40.96087333936224,12.754034071518273,36.72097236713276,17.89765441732575,20.218384858337544,35.086831065401064,4,4.378101825714111,0.1738210447540164,0.07920507700846414,0.045638953576183236,site,Jungphyong_gh_2019,2019
16.593218966698956,44.308521219075914,38.70233603373371,20.92428101271094,21.655213047759478,18.373920302320954,12.918542135239225,24.63894275664293,4,4.339175224304199,0.2606012167211487,0.08841646095027414,0.05543854362476123,site,Jungphyong_gh_2019,2019
18.024164701393847,28.333584656395026,29.99560209220435,17.125071142271945,16.98413779651048,19.861342805994568,29.297224023646177,18.48103578946238,4,7.869941711425781,0.12643582346209298,0.0602480944317223,0.025532745735624623,site,Jungphyong_gh_2019,2019
20.01012649925409,45.844522399535,38.717635029439215,12.232520712802627,26.958753787716187,16.76989190364379,16.71104120553244,33.50515128206351,4,3.1093695163726807,0.2602218538894579,0.03965590157033922,0.028658253594868798,site,Jungphyong_gh_2019,2019
14.290500843054703,40.05834842892655,47.976832430199984,11.234584683185737,11.826543475132082,5.83285533583203,8.97013786195094,15.388320730390953,4,1.99686861038208,0.047137588315143183,0.021609416824675307,0.031064177019263565,site,Jungphyong_gh_2019,2019
19.939059943471438,44.12993587649855,35.797969827783035,13.07056952437885,25.55412594755469,15.118586780252455,15.191031662371977,29.40473878487988,8,4.413180351257324,0.21321451625923743,0.05834053375977915,0.019460627527082424,site,Jungphyong_gh_2019,2019
12.730474034774085,47.68464281257773,39.81029889537218,13.941471309015737,30.311635328389706,18.352480700605504,17.067444413867506,33.28733660861673,4,1.3422436714172363,0.25707154294862505,0.039709435732870675,0.04879729114867358,site,Jungphyong_gh_2019,2019
18.722904282284752,20.95564192381216,28.345658021218462,15.099489751866404,16.34761320586235,16.819214950209982,14.643519592131248,17.25739300635652,4,3.421405553817749,0.0778357144628435,0.017595534812376273,0.029030364342951413,site,Jungphyong_gh_2019,2019
14.275244655132143,21.890864947853306,26.847801824557312,14.761388192483295,19.09545263854337,20.192373376890973,17.732369682660092,18.171560919826444,4,3.277181386947632,0.11437849573468907,0.09849567297605594,0.030086606004207428,site,Jungphyong_gh_2019,2019
24.34553724815718,41.10039223909581,37.41929366515911,12.568014473673665,30.387929428844103,16.24926338403898,15.420419259040408,38.559450511205,8,3.0755345821380615,0.1276968428529283,0.03064838008228723,0.016259199266207666,site,Jungphyong_gh_2019,2019
14.157316124151741,49.019267478756305,37.31572296470229,13.118502609321174,31.13527891773419,15.63381329058536,17.00133429872464,35.26569656115394,4,5.959666728973389,0.3068633609948904,0.028611493928919252,0.021435928958181,site,Jungphyong_gh_2019,2019
11.667536971912048,31.214723466120166,38.466131958977655,11.693713101076423,14.39980146520961,7.472125265906715,11.107097647866514,17.51248449462419,4,2.419938564300537,0.05842796538376688,0.04017717723731783,0.013239084764111075,site,Jungphyong_gh_2019,2019
23.65705516502581,36.139346371873955,41.13227545540407,13.958588635844661,36.20550164479975,16.466219656732896,17.22627486814547,36.5631204348886,7,3.428858518600464,0.039776949542737826,0.05027451584675891,0.03218452818480354,site,Jungphyong_gh_2019,2019
16.165806718081132,37.92817290214945,33.98676969190483,12.009424620847934,16.512844294313986,13.30087274649763,13.013070794972554,20.145423516669556,4,2.7669575214385986,0.046297016541858436,0.041617920354884035,0.015907253183001235,site,Jungphyong_gh_2019,2019
14.124826846517992,26.16281795269804,30.357572542350084,16.058906449877323,20.983479430831967,20.57703041989327,18.76170682306982,19.5675067737541,4,2.271815776824951,0.12023247919413245,0.05755654978798473,0.03180804622969984,site,Jungphyong_gh_2019,2019
12.729173288809722,21.825115298084647,24.090831173609473,10.686848099418247,14.453267535325676,18.530771547268028,18.229456010179685,17.350980354718665,4,8.638070106506348,0.13655140385599715,0.05377806938702942,0.04118226100650116,site,Jungphyong_gh_2019,2019
13.162883775092872,52.1882423890157,41.23285231405476,15.260444097681308,30.7693246300135,20.42241708074277,17.468478375605397,32.8630632891597,4,3.9655184745788574,0.22818599237976653,0.028598306510883117,0.0298096335605866,site,Jungphyong_gh_2019,2019
15.120656517212657,50.98724064569377,39.87732256663023,12.572128871776549,32.89008246743821,16.689598179497562,15.788923173873616,34.342431305853395,4,3.55122447013855,0.25034345494860577,0.045650422636674515,0.023650667499841915,site,Jungphyong_gh_2019,2019
12.669538039989819,25.10792202418248,29.905269736547528,16.40448974435043,20.555233152511427,20.50084387078952,17.711585180970697,17.93338573019734,4,1.8660309314727783,0.07417958340159818,0.042087508304963,0.028617598355820943,site,Jungphyong_gh_2019,2019
