lon,lat,cls,w,sep,res,x,uv,yy,blk,cls_m,cnt_202012,cnt_202101,cnt_202102,cnt_202103,cnt_202104,cnt_202105,cnt_202106,cnt_202107,cnt_202108,cnt_202109,cnt_202110,cnt_202111,cnt_202112,cnt_202201,nbr_202012,nbr_202101,nbr_202102,nbr_202103,nbr_202104,nbr_202105,nbr_202106,nbr_202107,nbr_202108,nbr_202109,nbr_202110,nbr_202111,nbr_202112,nbr_202201,ndvi_202012,ndvi_202101,ndvi_202102,ndvi_202103,ndvi_202104,ndvi_202105,ndvi_202106,ndvi_202107,ndvi_202108,ndvi_202109,ndvi_202110,ndvi_202111,ndvi_202112,ndvi_202201,b_ndvi,drop_ndvi,b_nbr,drop_nbr,unresolved,n_clear_2021,m_indep,obs_tercile
23.831271425114167,0.85847500126882,1,1.3587335482317595,0.4713478248960138,0.3715888927623506,0.8018352431509426,0.8909570671440508,0.9268933437454407,238_8,1,10,12,8,2,4,9,12,10,16,7,8,6,6,11,0.285954862833023,0.2752450704574585,0.247277483344078,0.2287581712007522,0.429226666688919,0.3597523272037506,0.3682889342308044,0.3994059860706329,0.4376818835735321,0.4147750735282898,0.5389431715011597,0.5317570567131042,0.5370086431503296,0.6008492708206177,0.546375036239624,0.5138529539108276,0.5306485891342163,0.5599427819252014,0.6028004288673401,0.6040905714035034,0.4855412542819977,0.4520681202411651,0.6632996797561646,0.7003968358039856,0.7814176082611084,0.7979974150657654,0.3993981182575226,0.7509434223175049,,0.028031835953394535,,-0.1438770890235901,True,12,,high
23.934487851259497,0.6632710900296477,1,1.0562641186400163,0.8620568119783175,0.3767445192306849,0.613303784942975,0.6508773495421645,0.926214901464125,239_6,1,2,2,3,2,0,2,4,2,4,2,0,2,2,1,0.5172629356384277,0.357498437166214,0.1845372468233108,0.0809897407889366,-9.0,-0.0140391923487186,0.266288548707962,0.3019043803215027,0.3983601331710815,0.3615391552448272,-9.0,0.4081479012966156,0.4522068798542022,0.4870738983154297,0.7495946884155273,0.5697067975997925,0.5388563275337219,0.2906758785247803,-9.0,0.4586758911609649,0.6361036896705627,0.6728268265724182,0.7365776300430298,0.5681165456771851,-9.0,0.6119109392166138,0.5384394526481628,0.7347211241722107,,0.08096031248569491,2.0,0.14467981718480588,True,10,,low
23.771892784833867,0.7556179012371338,1,0.9745417500490624,0.6803350597476934,0.3813172138169175,0.7881401457842864,0.7773619918757774,0.9165963420155586,237_7,1,10,9,10,4,2,12,11,8,12,6,2,2,4,6,0.5329221487045288,0.3837244808673858,0.2313527166843414,0.0607366226613521,0.0231050997972488,0.1882520318031311,0.3331413865089416,0.1840258240699768,0.2371964305639267,0.3219747543334961,0.3853456676006317,0.4560196101665497,0.5187274813652039,0.515080988407135,0.7305231690406799,0.6752767562866211,0.5856735706329346,0.5071089863777161,0.49516162276268,0.581539511680603,0.6885485053062439,0.1647619009017944,0.5741274356842041,0.5349779725074768,0.7532347440719604,0.5972696542739868,0.5829959511756897,0.5351808071136475,2.0,0.15285157412290573,2.0,0.17041009695579606,False,12,2.0,high
23.44939759783496,0.8372747605635986,1,0.9311446617493584,1.0092165845697103,0.5032865076854783,0.5900087608926922,0.5325239792284073,0.8485708531054732,234_8,1,5,10,2,0,3,6,6,0,4,2,6,0,4,5,0.4015431106090545,0.1642834395170211,0.1776500046253204,-9.0,-0.0342422313988208,-0.1008580699563026,-0.1493254750967025,-9.0,0.178482174873352,0.2132374942302703,0.1240367889404296,-9.0,0.3332477211952209,0.367420345544815,0.648776650428772,0.4973436892032623,0.4891871809959411,-9.0,0.4334117770195007,0.3391996622085571,0.3633200824260711,-9.0,0.5204479694366455,0.4204067289829254,0.5880597233772278,-9.0,0.6385732293128967,0.7030400037765503,,0.07354390786753762,2.0,0.15961896917886198,True,9,,low
23.76803002911216,0.9440844478454088,1,0.958110329035728,0.6805990850559364,0.4517682361402305,0.794817819958343,0.7771958787329453,0.8726916181795635,237_9,1,6,4,4,0,1,6,4,2,0,2,6,0,0,6,0.6219470500946045,0.3975513875484466,0.2754629552364349,-9.0,0.1933986544609069,-0.0151181099936366,0.0479092597961425,0.1793572902679443,-9.0,0.2381927520036697,0.2134088724851608,-9.0,-9.0,0.5257668495178223,0.7883557677268982,0.6927812099456787,0.6017441749572754,-9.0,0.4692063629627228,0.3941150307655334,0.4122746884822845,0.4120545983314514,-9.0,0.5451205968856812,0.6484926342964172,-9.0,-9.0,0.8028271198272705,2.0,0.2048390880227089,2.0,0.30245190334971994,False,8,2.0,low
23.97868496323818,0.8607207894791173,1,1.139870278326477,0.5896847006292447,0.2786679633546821,0.7824759782303585,0.8311160580742536,0.9599888767236924,239_8,1,4,6,6,6,0,4,4,6,6,4,0,6,6,2,0.4483716487884521,0.3493248522281647,0.3548188209533691,0.1859381645917892,-9.0,0.3906444013118744,0.4044278264045715,0.2541481256484985,0.4177835285663605,0.4228262305259704,-9.0,0.482197493314743,0.3942620456218719,0.40822434425354,0.7183666229248047,0.6486801505088806,0.6249306201934814,0.448775440454483,-9.0,0.5260448455810547,0.6881559491157532,0.1793359369039535,0.7253594994544983,0.7261103391647339,-9.0,0.7214722037315369,0.7257916927337646,0.7028005123138428,,0.07664568275213246,,0.02732115238904953,True,10,,low
23.87618718932014,0.4944776481435884,1,1.3127164471216224,0.8895233010997002,0.5076323700911198,0.3922758575835367,0.6297823842927948,0.8429031587974991,238_4,1,5,2,4,2,0,2,7,6,6,3,0,2,3,3,0.5336672067642212,0.0853737518191337,0.0806083679199218,-0.0446292608976364,-9.0,0.0655572339892387,0.2136711329221725,0.2353350967168808,0.3076108694076538,0.3296224474906921,-9.0,0.4732066094875335,0.4993019998073578,0.5227790474891663,0.6498054265975952,0.4519930779933929,0.3447949588298797,0.3060047924518585,-9.0,0.5372862815856934,0.5543311834335327,0.5809558033943176,0.6417073011398315,0.6878648400306702,-9.0,0.7510566711425781,0.7345895171165466,0.7708609104156494,,-0.04004597365856166,,0.041214124858379386,True,10,,low
23.99799874184675,0.5647259033617367,1,1.3764935342451838,0.3255157028341604,0.276414970994578,0.9012847955293568,0.9474859319627014,0.9606350295283173,239_5,1,2,3,4,1,0,1,3,3,3,3,0,2,3,1,0.4758198857307434,0.5565134286880493,0.4931538701057434,0.0853689908981323,-9.0,0.3779505789279938,0.4822043776512146,0.4207412004470825,0.4515398442745209,0.529460608959198,-9.0,0.6057600975036621,0.5801082849502563,0.5694117546081543,0.5645256042480469,0.7759562730789185,0.6980733871459961,0.25737264752388,-9.0,0.7601986527442932,0.7422401905059814,0.6571013331413269,0.6174615025520325,0.7632145285606384,-9.0,0.8401185870170593,0.6841205358505249,0.7585024833679199,,0.003926148017247555,2.0,0.05659669637680054,True,10,,low
23.947243928294,0.9223452179697168,1,0.9936019367755764,1.0070842853191957,0.5760806329137753,0.5397628992250194,0.5343275771407235,0.8072667811643734,239_9,1,5,6,4,2,1,6,4,2,6,4,3,2,3,3,0.6317530274391174,0.3694998621940613,0.2520272433757782,0.2872247695922851,0.1080474480986595,-0.1940165907144546,-0.0520741380751132,-0.0704438686370849,0.0242204498499631,0.0253164563328027,0.0171840358525514,0.2178923040628433,0.3217045664787292,0.411916434764862,0.7710410952568054,0.6587222814559937,0.5539452433586121,0.3879301249980926,0.4364089667797088,0.3179946839809418,0.3681528568267822,0.3970856070518493,0.467581033706665,0.4049773812294006,0.4822294116020202,0.6367731690406799,0.6301742792129517,0.6910719871520996,2.0,0.23368795961141586,2.0,0.38820985223477084,False,12,2.0,high
23.781684421430768,0.8964737377870744,1,1.3305170503943755,0.3284044769844782,0.3081542393489825,0.9060475179377524,0.9465581572520906,0.9511717797002628,237_8,1,12,19,14,10,3,17,16,10,14,6,19,0,2,4,0.5001614689826965,0.475649356842041,0.4906578660011291,0.4245463907718658,0.4350487291812897,0.5053088665008545,0.5447470545768738,0.5365697145462036,0.4414178729057312,0.5108520984649658,0.6431192755699158,-9.0,0.5933395624160767,0.6495656967163086,0.7426856756210327,0.7380496859550476,0.722423791885376,0.6629390716552734,0.5785536170005798,0.6679144501686096,0.7845202684402466,0.4732417464256286,0.5857105255126953,0.7499755620956421,0.8521199822425842,-9.0,0.8102850914001465,0.8535915613174438,,0.036615347320383296,,-0.0371103259650144,True,11,,mid
