roi,grp,lon,lat,dwc,ang,s1,s2,pr,tas,s1p,s2p,prp,tasp,year,pr_an,tas_an,s1_min,s2_min,blk,b,dev,yr_c
CD_congo,AF,23.29740265176193,0.2473511134823102,1,7.033841255121267,30,6,1.7233319421681514,297.8670371411054,29,0,1.8903545412401712,297.9773681475901,2018,0.20449958534243073,-0.4814512806593143,29,0,232_2,7.360574032599192,-0.3267327774779254,-3
CD_congo,AF,23.468082555744644,0.3632337851337285,1,7.081622209962978,30,6,1.5963594754609218,298.0639488366831,29,1,1.7089653286318338,298.1713567102539,2018,0.19267247596087422,-0.5158976845646635,29,1,234_3,7.560677960197171,-0.4790557502341928,-3
CD_congo,AF,23.306475636131545,0.3702406443498607,1,8.186403505210704,30,7,1.767181216684257,298.17962160849044,29,1,1.868903678951696,298.2265559529014,2018,0.20515423340054717,-0.47289816515876737,29,1,233_3,8.832241437423841,-0.6458379322131371,-3
CD_congo,AF,23.34366588889409,0.1272463599955302,1,7.212678195242464,30,6,1.7012205114039531,297.8475080599942,29,0,1.8572107675652063,297.97350188869115,2018,0.20439223737719026,-0.4880356985711387,29,0,233_1,7.222433538690049,-0.00975534344758433,-3
CD_congo,AF,23.21251185741264,0.2518426899029078,1,8.514746399685004,30,7,1.6005544801625362,298.087147743809,29,0,1.732892510590986,298.1391140764129,2018,0.17172554114165273,-0.5069363389255841,29,0,232_2,6.873990960153053,1.6407554395319508,-3
CD_congo,AF,23.43700084691411,0.4727384182678982,1,7.198748097957329,30,5,1.6231494536074749,297.95612853305863,29,1,1.737345230875448,298.01419288353986,2018,0.12772577700468268,-0.4718514057070138,29,1,234_4,9.480883993112691,-2.2821358951553625,-3
CD_congo,AF,23.124297296512104,0.0001347472926179,1,8.370517656723715,30,7,1.4908431907567137,298.22110160800213,29,0,1.575770181713537,298.33824069812084,2018,0.18485752006324518,-0.5590491498953156,29,0,231_0,9.051920755069242,-0.6814030983455268,-3
CD_congo,AF,23.40681745336769,0.2691801748864146,1,4.246032222365379,30,5,1.724213926998054,298.080806666105,29,0,1.853951824007467,298.1748744020529,2018,0.2149154877037045,-0.513514163695902,29,0,234_2,4.701258960932567,-0.45522673856718754,-3
CD_congo,AF,23.24925295253313,0.4386024374713563,1,7.744569213794574,30,6,1.5815809955271831,298.28486374294545,29,1,1.7304983261208091,298.3010511711161,2018,0.17127794192435708,-0.47984525101458075,29,1,232_4,7.327893841295053,0.4166753724995216,-3
CD_congo,AF,23.38965963144101,0.3684440137816217,1,5.560261682763315,30,7,1.7618072917136305,298.01771234004724,29,1,1.8536829623560465,298.09312998082663,2018,0.22164884747269142,-0.49270874352208693,29,1,233_3,7.925686742156987,-2.3654250593936723,-3
CD_congo,AF,23.00823496180386,0.3275706683541835,1,8.955986470404662,30,6,1.3950403918894878,298.11994809980257,29,0,1.5336318138222254,298.1252475774986,2018,0.12232018986048665,-0.4588290323213755,29,0,230_3,7.569435926197197,1.3865505442074655,-3
CD_congo,AF,23.097617332573755,0.1128733154496178,1,2.241528117382121,30,7,1.5272368182810894,298.18375546784915,29,0,1.570632380543188,298.2842480790516,2018,0.21869052925410237,-0.5610143679757584,29,0,230_1,8.228230196058258,-5.986702078676137,-3
CD_congo,AF,23.43107196603892,0.1915657343384879,1,8.370583188081957,30,6,1.666393204537307,298.02856290531685,29,0,1.839784142671064,298.14134738757394,2018,0.1899337636053795,-0.5012386285397952,29,0,234_1,6.897778448206026,1.4728047398759312,-3
CD_congo,AF,23.40124789860615,0.2633411255396377,1,7.287847088618125,30,6,1.724213926998054,298.080806666105,29,0,1.853951824007467,298.1748744020529,2018,0.2149154877037045,-0.513514163695902,29,0,234_2,5.692806925995068,1.5950401626230564,-3
CD_congo,AF,23.214398319509293,0.0623879964821007,1,5.466319622759581,30,7,1.6159948845776668,298.0183393702813,29,0,1.717306551633314,298.13240896291063,2018,0.2116924782961842,-0.5352955501122096,29,0,232_0,9.25970401224268,-3.7933843894830996,-3
CD_congo,AF,23.481916611120084,0.1962369738159094,1,5.529017202941353,30,5,1.476056589690124,298.3768846650969,29,0,1.6253167512993372,298.47603886147414,2018,0.15282950901689496,-0.5526753231822568,29,0,234_1,6.054912788787756,-0.5258955858464027,-3
CD_congo,AF,23.1498094505811,0.048733604163484,1,8.633007372894042,30,7,1.4908431907567137,298.22110160800213,29,0,1.575770181713537,298.33824069812084,2018,0.18485752006324518,-0.5590491498953156,29,0,231_0,8.057763336594023,0.5752440363000186,-3
CD_congo,AF,23.1678655877919,0.2755582134036632,1,7.905419932163338,30,7,1.6005544801625362,298.087147743809,29,0,1.732892510590986,298.1391140764129,2018,0.17172554114165273,-0.5069363389255841,29,0,231_2,6.346708845340596,1.5587110868227416,-3
CD_congo,AF,23.43646185774364,0.4518975036763253,1,6.685681722306806,30,6,1.6231494536074749,297.95612853305863,29,1,1.737345230875448,298.01419288353986,2018,0.12772577700468268,-0.4718514057070138,29,1,234_4,8.412465236268302,-1.7267835139614958,-3
CD_congo,AF,23.12932786210317,0.2790616430117293,1,5.726583401918286,30,7,1.4411282231482616,298.0273090115259,29,0,1.5784544768909967,298.0531290738936,2018,0.1642638731494781,-0.5003021035542474,29,0,231_2,8.70245273768265,-2.975869335764364,-3
CD_congo,AF,23.172716490326145,0.2584902230053923,1,4.884643145803672,30,6,1.6005544801625362,298.087147743809,29,0,1.732892510590986,298.1391140764129,2018,0.17172554114165273,-0.5069363389255841,29,0,231_2,4.181827386384061,0.7028157594196109,-3
CD_congo,AF,23.216913602304828,0.0670592359595222,1,10.428662133755449,30,7,1.6159948845776668,298.0183393702813,29,0,1.717306551633314,298.13240896291063,2018,0.2116924782961842,-0.5352955501122096,29,0,232_0,7.536381861414911,2.892280272340537,-3
CD_congo,AF,23.181070822468456,0.4133597779875978,1,9.369290146657049,30,6,1.5815809955271831,298.28486374294545,29,1,1.7304983261208091,298.3010511711161,2018,0.17127794192435708,-0.47984525101458075,29,1,231_4,6.616615928643098,2.7526742180139507,-3
CD_congo,AF,23.18484374666176,0.2310017753113349,1,7.722566936672243,30,7,1.612959369030868,297.9305363764106,29,0,1.7322395268063104,298.0220843083827,2018,0.19358396602126304,-0.5082693396090008,29,0,231_2,7.799501520277182,-0.07693458360493821,-3
CD_congo,AF,23.26838706808488,0.2911888993473429,1,5.983417096775688,30,6,1.7552431066903225,298.07388285318933,29,0,1.887681347427801,298.1496972797796,2018,0.2081240758046743,-0.4838471813770866,29,0,232_2,5.953892968778426,0.029524127997262006,-3
CD_congo,AF,23.49916426457518,0.0177417268613605,1,7.380871226175677,30,7,1.4670168747576824,298.3510661017713,29,0,1.584039834437803,298.4257477235705,2018,0.1700286574408647,-0.5786919185223383,29,0,234_0,4.076567837855064,3.304303388320613,-3
CD_congo,AF,23.08036967911866,0.1001172384151206,1,7.068432465528593,30,7,1.5272368182810894,298.18375546784915,29,0,1.570632380543188,298.2842480790516,2018,0.21869052925410237,-0.5610143679757584,29,0,230_1,7.309434169918535,-0.24100170438994173,-3
CD_congo,AF,23.248174974192185,0.1301209689047127,1,5.326785740641221,30,7,1.6159948845776668,298.0183393702813,29,0,1.717306551633314,298.13240896291063,2018,0.2116924782961842,-0.5352955501122096,29,0,232_1,7.068689699659074,-1.7419039590178524,-3
CD_congo,AF,23.479670822909785,0.3799424494183516,1,7.760524483306856,30,6,1.5963594754609218,298.0639488366831,29,1,1.7089653286318338,298.1713567102539,2018,0.19267247596087422,-0.5158976845646635,29,1,234_3,8.679593030958642,-0.9190685476517864,-3
CD_congo,AF,23.246108849038716,0.3087958789160855,1,7.155093801738282,30,6,1.6005544801625362,298.087147743809,29,0,1.732892510590986,298.1391140764129,2018,0.17172554114165273,-0.5069363389255841,29,0,232_3,6.849414114223845,0.30567968751443697,-3
CD_congo,AF,23.202540557758915,0.2528308367154393,1,6.745865393170508,30,7,1.6005544801625362,298.087147743809,29,0,1.732892510590986,298.1391140764129,2018,0.17172554114165273,-0.5069363389255841,29,0,232_2,7.903958502076535,-1.1580931089060273,-3
CD_congo,AF,23.275393927301007,0.3243367333313532,1,7.125079318625585,30,7,1.7552431066903225,298.07388285318933,29,0,1.887681347427801,298.1496972797796,2018,0.2081240758046743,-0.4838471813770866,29,0,232_3,6.432406422606094,0.6926728960194906,-3
CD_congo,AF,23.242066430260174,0.0160349278215334,1,3.699376855105056,30,7,1.5974499275359264,298.22625308665505,29,0,1.682014090118841,298.3415446288432,2018,0.19754230768682923,-0.578352521035356,29,0,232_0,6.274315902652361,-2.5749390475473053,-3
CD_congo,AF,23.092676598511098,0.2122269858732369,1,8.446246356285918,30,7,1.5061342110308755,298.0424995800765,29,0,1.5752985450605903,298.11297654006887,2018,0.19483763703408186,-0.5295725426579452,29,0,230_2,8.802981948080971,-0.35673559179505254,-3
CD_congo,AF,23.311775696307848,0.2484290918232536,1,7.655104021675254,30,5,1.7233319421681514,297.8670371411054,29,0,1.8903545412401712,297.9773681475901,2018,0.20449958534243073,-0.4814512806593143,29,0,233_2,7.958334570703482,-0.30323054902822744,-3
CD_congo,AF,23.01326552739493,0.3959324614756791,1,8.765993569750245,30,7,1.3411685516509166,298.1634688137741,29,1,1.5374734076838052,298.137359556832,2018,0.09271589459183183,-0.44722908770239655,29,1,230_3,8.303951748542993,0.46204182120725257,-3
CD_congo,AF,23.12869904140429,0.08260009037479,1,6.859060758615299,30,7,1.5272368182810894,298.18375546784915,29,0,1.570632380543188,298.2842480790516,2018,0.21869052925410237,-0.5610143679757584,29,0,231_0,10.02441346844616,-3.1653527098308603,-3
CD_congo,AF,23.18664037723,0.076940704084837,1,7.841355214691422,30,7,1.6159948845776668,298.0183393702813,29,0,1.717306551633314,298.13240896291063,2018,0.2116924782961842,-0.5352955501122096,29,0,231_0,6.701737725768397,1.139617488923025,-3
CD_congo,AF,23.20415752527033,0.0912239171023374,1,7.4539523002390435,30,7,1.6159948845776668,298.0183393702813,29,0,1.717306551633314,298.13240896291063,2018,0.2116924782961842,-0.5352955501122096,29,0,232_0,6.39532453090275,1.0586277693362938,-3
CD_congo,AF,23.064649161646567,0.3209231352516991,1,9.015917900900616,30,7,1.4411282231482616,298.0273090115259,29,0,1.5784544768909967,298.0531290738936,2018,0.1642638731494781,-0.5003021035542474,29,0,230_3,10.13564007432979,-1.1197221734291745,-3
CD_congo,AF,23.295336526608462,0.3478725937752847,1,7.909041608266145,30,7,1.7552431066903225,298.07388285318933,29,1,1.887681347427801,298.1496972797796,2018,0.2081240758046743,-0.4838471813770866,29,1,232_3,6.321995593079703,1.5870460151864423,-3
CD_congo,AF,23.25024109934566,0.1625501506614274,1,7.219456382848112,30,6,1.7233319421681514,297.8670371411054,29,0,1.8903545412401712,297.9773681475901,2018,0.20449958534243073,-0.4814512806593143,29,0,232_1,7.7465945625527635,-0.527138179704651,-3
CD_congo,AF,23.486318356012276,0.3202044830244034,1,6.498042780132774,30,6,1.5423818220767131,298.2449249967614,29,1,1.6715869727711237,298.34690172586403,2018,0.1799241386100885,-0.5658849651555897,29,1,234_3,6.240725249122908,0.2573175310098659,-3
CD_congo,AF,23.33342509465513,0.4251277082095635,1,5.764833186220815,30,7,1.767181216684257,298.17962160849044,29,1,1.868903678951696,298.2265559529014,2018,0.20515423340054717,-0.47289816515876737,29,1,233_4,7.352517485671366,-1.587684299450551,-3
CD_congo,AF,23.40582930655516,0.4879199465695181,1,7.372833357371847,30,6,1.6231494536074749,297.95612853305863,29,1,1.737345230875448,298.01419288353986,2018,0.12772577700468268,-0.4718514057070138,29,1,234_4,7.691289956558432,-0.3184565991865851,-3
CD_congo,AF,23.160858728575768,0.0363368532426346,1,7.001232551305029,30,6,1.5974499275359264,298.22625308665505,29,0,1.682014090118841,298.3415446288432,2018,0.19754230768682923,-0.578352521035356,29,0,231_0,7.539406399957373,-0.5381738486523435,-3
CD_congo,AF,23.11854807869374,0.2522020160165557,1,7.215188606397946,30,7,1.4411282231482616,298.0273090115259,29,0,1.5784544768909967,298.0531290738936,2018,0.1642638731494781,-0.5003021035542474,29,0,231_2,7.086363695142257,0.1288249112556885,-3
CD_congo,AF,23.417148079135067,0.3684440137816217,1,7.715301349495899,30,7,1.7618072917136305,298.01771234004724,29,1,1.8536829623560465,298.09312998082663,2018,0.22164884747269142,-0.49270874352208693,29,1,234_3,7.643790438013233,0.0715109114826662,-3
CD_congo,AF,23.172626658797736,0.007411101093986,1,5.709884588995553,30,7,1.5974499275359264,298.22625308665505,29,0,1.682014090118841,298.3415446288432,2018,0.19754230768682923,-0.578352521035356,29,0,231_0,5.350884307067423,0.3590002819281306,-3
CD_congo,AF,23.00967226625845,0.1046986463641302,1,9.343713184347996,30,7,1.487379058209335,298.31264662521653,29,0,1.5395574393848932,298.3774119082032,2018,0.19984251332732406,-0.5088651326854006,29,0,230_1,5.963026381654896,3.3806868026930994,-3
CD_congo,AF,23.40349368681645,0.0887984658352147,1,7.691254316850789,30,6,1.6368397315415493,297.9661507333337,29,0,1.808722776470617,298.08450305839096,2018,0.1810965778053042,-0.4973847817296928,29,0,234_0,7.273304990052493,0.4179493267982961,-3
CD_congo,AF,23.01443333726429,0.0384928099245215,1,7.378928413637203,30,6,1.476595147457992,298.2373523720093,29,0,1.558657509384588,298.32683917206896,2018,0.18114810788335745,-0.5087685564614617,29,0,230_0,9.293983887182913,-1.91505547354571,-3
CD_congo,AF,23.452451869800964,0.4545924495286838,1,4.045576755383295,30,6,1.5321052809628597,298.0817128063896,29,1,1.6534908089022196,298.1756537378679,2018,0.12351973706188168,-0.5029697726484983,29,1,234_4,9.78805312158997,-5.742476366206675,-3
CD_congo,AF,23.1640926635986,0.4377041221872368,1,8.794590985238333,30,7,1.5815809955271831,298.28486374294545,29,1,1.7304983261208091,298.3010511711161,2018,0.17127794192435708,-0.47984525101458075,29,1,231_4,8.916449973192428,-0.121858987954095,-3
CD_congo,AF,23.48604886142704,0.3985375757996257,1,5.924367178846989,30,6,1.5963594754609218,298.0639488366831,29,1,1.7089653286318338,298.1713567102539,2018,0.19267247596087422,-0.5158976845646635,29,1,234_3,8.567089485442908,-2.6427223065959193,-3
CD_congo,AF,23.297941640932407,0.1009257221708282,1,9.639966938577883,30,6,1.7012205114039531,297.8475080599942,29,0,1.8572107675652063,297.97350188869115,2018,0.20439223737719026,-0.4880356985711387,29,0,232_1,7.698671937735407,1.9412950008424765,-3
CD_congo,AF,23.489821785620336,0.4540534603582121,1,9.230770743304127,30,6,1.5321052809628597,298.0817128063896,29,1,1.6534908089022196,298.1756537378679,2018,0.12351973706188168,-0.5029697726484983,29,1,234_4,8.644986186038693,0.5857845572654341,-3
CD_congo,AF,23.45658412010792,0.4019511738792798,1,8.522386687033338,30,6,1.5963594754609218,298.0639488366831,29,1,1.7089653286318338,298.1713567102539,2018,0.19267247596087422,-0.5158976845646635,29,1,234_4,4.351743095057582,4.170643591975756,-3
CD_congo,AF,23.271082013937235,0.1521296933656409,1,7.682230568310327,30,6,1.7233319421681514,297.8670371411054,29,0,1.8903545412401712,297.9773681475901,2018,0.20449958534243073,-0.4814512806593143,29,0,232_1,8.50874795945472,-0.8265173911443924,-3
CD_congo,AF,23.17298598491138,0.4201869741469062,1,6.725200351338223,30,6,1.5815809955271831,298.28486374294545,29,1,1.7304983261208091,298.3010511711161,2018,0.17127794192435708,-0.47984525101458075,29,1,231_4,5.27858944455512,1.4466109067831026,-3
CD_congo,AF,23.119266730921037,0.4113834843625348,1,8.211573486240137,30,7,1.3872245689305416,298.1960525798643,29,1,1.5836372944693125,298.17819179717867,2018,0.13524334297778573,-0.47967247723039463,29,1,231_4,7.841599942855007,0.36997354338513055,-3
CD_congo,AF,23.469609691727648,0.3272113422405357,1,5.019206090719568,30,7,1.5423818220767131,298.2449249967614,29,1,1.6715869727711237,298.34690172586403,2018,0.1799241386100885,-0.5658849651555897,29,1,234_3,6.114534439184872,-1.095328348465304,-3
CD_congo,AF,23.133909270052182,0.4918725338196439,1,8.86758729984776,30,7,1.4014713307294002,298.33617398357165,29,1,1.5972903493027246,298.31342907215594,2018,0.09844556802215543,-0.46614506687524226,29,1,231_4,6.112722598904843,2.7548647009429166,-3
CD_congo,AF,23.089442663488267,0.3122993085241516,1,9.392008457387869,30,7,1.4411282231482616,298.0273090115259,29,0,1.5784544768909967,298.0531290738936,2018,0.1642638731494781,-0.5003021035542474,29,0,230_3,6.361789105371887,3.0302193520159815,-3
CD_congo,AF,23.326687730024236,0.0422657341178234,1,7.485784032480212,30,6,1.7051498582038036,298.088163883321,29,0,1.7898117277006662,298.2031074209453,2018,0.20831844189467397,-0.5076785552606111,29,0,233_0,9.800437747844802,-2.3146537153645896,-3
CD_congo,AF,23.294707705909577,0.4460584543295484,1,6.631325290985233,30,7,1.767181216684257,298.17962160849044,29,1,1.868903678951696,298.2265559529014,2018,0.20515423340054717,-0.47289816515876737,29,1,232_4,6.372326875145001,0.25899841584023164,-3
CD_congo,AF,23.11127172489237,0.3350266852123755,1,7.802070110200949,30,7,1.4411282231482616,298.0273090115259,29,0,1.5784544768909967,298.0531290738936,2018,0.1642638731494781,-0.5003021035542474,29,0,231_3,8.280209449879562,-0.4781393396786129,-3
CD_congo,AF,23.448139956437192,0.2910990678189309,1,3.5088367069326334,30,6,1.724213926998054,298.080806666105,29,1,1.853951824007467,298.1748744020529,2018,0.2149154877037045,-0.513514163695902,29,1,234_2,6.13975913719286,-2.630922430260227,-3
CD_congo,AF,23.235149402572453,0.2550766249257381,1,6.393369993772355,30,6,1.6005544801625362,298.087147743809,29,0,1.732892510590986,298.1391140764129,2018,0.17172554114165273,-0.5069363389255841,29,0,232_2,7.448042070883722,-1.0546720771113671,-3
CD_congo,AF,23.15717563591088,0.1896792722418369,1,7.038020242157122,30,7,1.612959369030868,297.9305363764106,29,0,1.7322395268063104,298.0220843083827,2018,0.19358396602126304,-0.5082693396090008,29,0,231_1,8.150612868473342,-1.1125926263162196,-3
CD_congo,AF,23.051443926970013,0.4211751209594376,1,6.699558128982567,30,7,1.3872245689305416,298.1960525798643,29,1,1.5836372944693125,298.17819179717867,2018,0.13524334297778573,-0.47967247723039463,29,1,230_4,7.369539705899089,-0.6699815769165216,-3
CD_congo,AF,23.29569585272211,0.2637902831816975,1,6.458865564665648,30,6,1.7552431066903225,298.07388285318933,29,0,1.887681347427801,298.1496972797796,2018,0.2081240758046743,-0.4838471813770866,29,0,232_2,6.757514925025444,-0.2986493603597964,-3
CD_congo,AF,23.293090738398163,0.035528369486927,1,9.95136842742521,30,7,1.7051498582038036,298.088163883321,29,0,1.7898117277006662,298.2031074209453,2018,0.20831844189467397,-0.5076785552606111,29,0,232_0,8.127812108264234,1.8235563191609767,-3
CD_congo,AF,23.24089862039082,0.1188920278532186,1,7.342703329306765,30,7,1.6159948845776668,298.0183393702813,29,0,1.717306551633314,298.13240896291063,2018,0.2116924782961842,-0.5352955501122096,29,0,232_1,8.233542859274314,-0.8908395299675487,-3
CD_congo,AF,23.308362098228194,0.2173473829927182,1,9.189904762543282,30,5,1.7233319421681514,297.8670371411054,29,0,1.8903545412401712,297.9773681475901,2018,0.20449958534243073,-0.4814512806593143,29,0,233_2,4.716932850168556,4.472971912374726,-3
CD_congo,AF,23.046054035265293,0.2997228945464783,1,7.224794041885943,30,6,1.3950403918894878,298.11994809980257,29,0,1.5336318138222254,298.1252475774986,2018,0.12232018986048665,-0.4588290323213755,29,0,230_2,2.750384772579788,4.474409269306155,-3
CD_congo,AF,23.36378815125837,0.3499387189287596,1,4.432909862978112,30,6,1.724213926998054,298.080806666105,29,1,1.853951824007467,298.1748744020529,2018,0.2149154877037045,-0.513514163695902,29,1,233_3,5.200573928405121,-0.7676640654270095,-3
CD_congo,AF,23.248085142663776,0.4600721727618129,1,8.264732265630483,30,6,1.5188259770545116,298.30706087606194,29,1,1.6781317713837185,298.3115901075872,2018,0.0795575545847651,-0.4492855727904157,29,1,232_4,7.632274088762921,0.6324581768675621,-3
CD_congo,AF,23.471675816881124,0.476870668574848,1,7.286850593736751,30,7,1.5321052809628597,298.0817128063896,29,1,1.6534908089022196,298.1756537378679,2018,0.12351973706188168,-0.5029697726484983,29,1,234_4,7.278072849085433,0.008777744651317754,-3
CD_congo,AF,23.164811315825894,0.1045189833073063,1,7.679857390748132,30,7,1.6159948845776668,298.0183393702813,29,0,1.717306551633314,298.13240896291063,2018,0.2116924782961842,-0.5352955501122096,29,0,231_1,5.368786655389865,2.3110707353582667,-3
CD_congo,AF,23.231196815322328,0.0684965404141135,1,10.370007879957338,30,7,1.6159948845776668,298.0183393702813,29,0,1.717306551633314,298.13240896291063,2018,0.2116924782961842,-0.5352955501122096,29,0,232_0,4.033542835993191,6.3364650439641474,-3
CD_congo,AF,23.39747497441285,0.3540709692357094,1,7.696604915337691,30,6,1.7618072917136305,298.01771234004724,29,1,1.8536829623560465,298.09312998082663,2018,0.22164884747269142,-0.49270874352208693,29,1,233_3,6.194908186744168,1.5016967285935223,-3
CD_congo,AF,23.401068235549328,0.2363018354876401,1,6.898921097038947,30,6,1.666393204537307,298.02856290531685,29,0,1.839784142671064,298.14134738757394,2018,0.1899337636053795,-0.5012386285397952,29,0,234_2,8.060012011941694,-1.161090914902747,-3
CD_congo,AF,23.22392046152096,0.1476381169450433,1,7.561256316566974,30,6,1.6159948845776668,298.0183393702813,29,0,1.717306551633314,298.13240896291063,2018,0.2116924782961842,-0.5352955501122096,29,0,232_1,5.180572463940776,2.3806838526261975,-3
