cls,cnt_202012,cnt_202101,cnt_202102,cnt_202103,cnt_202104,cnt_202105,cnt_202106,cnt_202107,cnt_202108,cnt_202109,cnt_202110,cnt_202111,cnt_202112,cnt_202201,lat,lon,nbr_202012,nbr_202101,nbr_202102,nbr_202103,nbr_202104,nbr_202105,nbr_202106,nbr_202107,nbr_202108,nbr_202109,nbr_202110,nbr_202111,nbr_202112,nbr_202201,ndvi_202012,ndvi_202101,ndvi_202102,ndvi_202103,ndvi_202104,ndvi_202105,ndvi_202106,ndvi_202107,ndvi_202108,ndvi_202109,ndvi_202110,ndvi_202111,ndvi_202112,ndvi_202201
1,4,10,0,6,0,12,8,8,10,8,4,2,0,10,-7.150454914298775,-55.11824529807093,0.4200681746006012,-0.03031001426279545,-9.0,0.2686234414577484,-9.0,0.61327064037323,0.6167261004447937,0.48326703906059265,0.3299659490585327,0.34209948778152466,0.5835943818092346,0.6903196573257446,-9.0,0.5582786202430725,0.572783350944519,0.27755844593048096,-9.0,0.3892787992954254,-9.0,0.8722199201583862,0.8769574761390686,0.800823986530304,0.5907538533210754,0.6778082251548767,0.7647345066070557,0.9191763401031494,-9.0,0.727638304233551
1,1,2,0,2,1,4,4,5,4,2,3,3,0,2,-6.7433384275358055,-54.97640131470845,0.40444445610046387,0.3812927305698395,-9.0,0.4061807692050934,0.4789436161518097,0.5727344155311584,0.5803911685943604,0.5900081396102905,0.5816923975944519,0.02864190749824047,0.17543326318264008,-0.028134388849139214,-9.0,0.1164398342370987,0.6031035780906677,0.44741126894950867,-9.0,0.6294594407081604,0.7714448571205139,0.8354160189628601,0.8389241695404053,0.8420886993408203,0.7882069945335388,0.351215124130249,0.3442280888557434,0.39858490228652954,-9.0,0.2689993977546692
1,2,3,0,2,0,5,4,6,6,2,0,3,0,2,-6.850597272459678,-55.09560775291111,0.6411023736000061,0.34871628880500793,-9.0,0.43034517765045166,-9.0,0.6463165283203125,0.4409569799900055,0.18687976896762848,0.1304347813129425,0.3466091454029083,-9.0,0.38228940963745117,-9.0,0.5608682632446289,0.836785078048706,0.3914501368999481,-9.0,0.5265017747879028,-9.0,0.8844426870346069,0.6726114749908447,0.4512709081172943,0.3785988390445709,0.6232300996780396,-9.0,0.4542149603366852,-9.0,0.6801981329917908
1,2,2,0,0,1,3,4,5,4,3,1,3,1,2,-6.63949318069159,-55.29979481699148,0.3566551208496094,0.09097962826490402,-9.0,-9.0,0.4432518184185028,0.3941408693790436,0.3381490707397461,0.2646121084690094,0.15650172531604767,0.19720910489559174,0.25235694646835327,0.4075881838798523,0.5329341292381287,0.38399237394332886,0.5753231048583984,0.34690457582473755,-9.0,-9.0,0.5667621493339539,0.6724825501441956,0.6608628034591675,0.5769944190979004,0.461995393037796,0.48750635981559753,0.5517522692680359,0.6872340440750122,0.6699923276901245,0.5622479319572449
1,3,4,0,1,1,4,3,5,5,2,3,3,1,4,-7.097813638649368,-55.054375081370026,0.48217207193374634,0.34389635920524597,-9.0,0.3793644607067108,0.5080432891845703,0.32678133249282837,0.10059931874275208,0.1245112195611,0.15314240753650665,0.1481703668832779,0.24100127816200256,0.5106660723686218,0.38834500312805176,0.5829662084579468,0.6685693264007568,0.6216931343078613,-9.0,0.46683353185653687,0.6198554635047913,0.4826678931713104,0.17827680706977844,0.18679408729076385,0.18254129588603973,0.25755584239959717,0.3066564202308655,0.5034661889076233,0.4437621235847473,0.7548596858978271
1,2,2,0,2,0,5,5,6,6,2,0,2,0,2,-6.850058283289206,-55.09605691055317,0.6403375267982483,0.2971213161945343,-9.0,0.3869693875312805,-9.0,0.5532358884811401,0.41269147396087646,0.2193511724472046,0.20801952481269836,0.3932112753391266,-9.0,0.43887966871261597,-9.0,0.6111479997634888,0.8168053030967712,0.4578719437122345,-9.0,0.49574166536331177,-9.0,0.8521284461021423,0.7312952280044556,0.5846154093742371,0.4882383644580841,0.6726190447807312,-9.0,0.5786458253860474,-9.0,0.7293447256088257
1,2,2,0,1,0,5,5,6,6,2,0,3,0,2,-6.849429462590324,-55.09578741596793,0.6362431645393372,0.48275861144065857,-9.0,0.4468870162963867,-9.0,0.6328024864196777,0.43222829699516296,0.20149829983711243,0.1507878601551056,0.3678547441959381,-9.0,0.38606899976730347,-9.0,0.5712221264839172,0.802554726600647,0.5982844829559326,-9.0,0.67413729429245,-9.0,0.8782901763916016,0.7112058401107788,0.44565218687057495,0.3849051892757416,0.6079051494598389,-9.0,0.3698154091835022,-9.0,0.729969322681427
1,1,2,0,2,2,4,3,5,3,1,1,1,0,2,-7.423273266085873,-54.79736707858344,0.4819983243942261,0.27169930934906006,-9.0,0.37665003538131714,0.332820326089859,0.23870237171649933,0.2779724895954132,0.4264545738697052,0.33412793278694153,0.3388816714286804,0.3092324733734131,0.5182926654815674,-9.0,0.2896907329559326,0.5645256042480469,0.40904873609542847,-9.0,0.3819199204444885,0.5636473298072815,0.5426958203315735,0.025308242067694664,0.007541942410171032,0.007047533523291349,-0.014548239298164845,0.06854289770126343,-0.0867970660328865,-9.0,0.06016949191689491
1,2,3,0,2,0,5,5,6,6,2,0,2,0,2,-6.8510464301017375,-55.097045057365705,0.6538295149803162,0.10497067123651505,-9.0,0.37150442600250244,-9.0,0.57600998878479,0.4097948968410492,0.2173181027173996,0.17426332831382751,0.371590793132782,-9.0,0.4523274600505829,-9.0,0.5269742012023926,0.8146424889564514,0.3554251194000244,-9.0,0.48659831285476685,-9.0,0.8373391628265381,0.6739562749862671,0.5195916295051575,0.4314543306827545,0.6207020282745361,-9.0,0.5530381202697754,-9.0,0.730040967464447
1,2,4,0,0,1,5,3,5,3,3,2,3,1,3,-7.350599559600605,-55.00362026781727,0.6097802519798279,0.516413152217865,-9.0,-9.0,0.3455163538455963,0.4281870126724243,0.3928688168525696,0.43248799443244934,0.418009489774704,0.4425400495529175,0.476969450712204,0.5213537216186523,0.5227483510971069,0.5642392039299011,0.6682075262069702,0.6803193688392639,-9.0,-9.0,0.5376396179199219,0.7451705932617188,0.7245848774909973,0.7237113118171692,0.7241644263267517,0.6943894624710083,0.6406455636024475,0.7850614786148071,0.7263157963752747,0.8283737301826477
1,1,2,0,1,2,5,3,4,5,5,2,3,0,2,-6.598530003735741,-55.38594325273854,0.012379642575979233,0.026128266006708145,-9.0,0.23563440144062042,0.33039337396621704,0.6161749958992004,0.6630933880805969,0.5975390672683716,0.5287704467773438,0.4838447570800781,0.5377700924873352,0.5925074219703674,-9.0,0.401227205991745,0.31562820076942444,0.3249766528606415,-9.0,0.5614035129547119,0.5111200213432312,0.8410421013832092,0.8767281174659729,0.8301886916160583,0.7177858352661133,0.723389208316803,0.6474066376686096,0.8570607304573059,-9.0,0.6353690028190613
1,2,2,0,2,0,5,4,6,6,2,2,2,0,2,-6.849698957175557,-55.099290845576,0.2743105888366699,0.20007546246051788,-9.0,0.41554635763168335,-9.0,0.6571072340011597,0.526017963886261,0.3218346834182739,0.2512784004211426,0.4261387884616852,0.39654067158699036,0.5777940154075623,-9.0,0.6476606726646423,0.43105509877204895,0.3675158619880676,-9.0,0.5634875297546387,-9.0,0.8705137372016907,0.7427774667739868,0.5678132772445679,0.4697583317756653,0.6633564829826355,0.444186806678772,0.6941176652908325,-9.0,0.8263971209526062
1,2,0,0,1,0,5,3,5,3,2,2,0,0,1,-7.462260149416659,-54.9376839259629,0.47241321206092834,-9.0,-9.0,0.5662650465965271,-9.0,0.19718310236930847,0.30177515745162964,0.15828481316566467,-0.17301854491233826,0.18185491859912872,0.09912410378456116,-9.0,-9.0,0.29454305768013,0.074400395154953,-9.0,-9.0,-0.3141486942768097,-9.0,-0.33819952607154846,-0.07133811712265015,-0.24395300447940826,-0.0451713390648365,0.050184037536382675,0.11468777805566788,-9.0,-9.0,-0.08990062028169632
1,2,2,0,1,0,4,5,6,6,2,0,3,0,2,-6.851315924686974,-55.09408061692811,0.6682111620903015,0.3408195972442627,-9.0,0.29511553049087524,-9.0,0.614342451095581,0.5734122395515442,0.37901198863983154,0.3432941138744354,0.5000471472740173,-9.0,0.5203014016151428,-9.0,0.637444257736206,0.8287023305892944,0.42014211416244507,-9.0,0.5226960182189941,-9.0,0.874423623085022,0.7953246831893921,0.6350099444389343,0.5564340353012085,0.7128393054008484,-9.0,0.4764227569103241,-9.0,0.8161509037017822
1,2,3,0,2,0,4,5,6,6,2,1,2,0,2,-6.852034576914269,-55.09938067710441,0.2462874799966812,0.14807046949863434,-9.0,0.3885604739189148,-9.0,0.6523674130439758,0.5118672251701355,0.1947527676820755,0.0919044092297554,0.34420397877693176,0.2755051851272583,0.4024413824081421,-9.0,0.5454617142677307,0.4354560971260071,0.3070678114891052,-9.0,0.4711807072162628,-9.0,0.8755429983139038,0.7336223721504211,0.49852341413497925,0.37705788016319275,0.6133317351341248,0.3839572072029114,0.48991355299949646,-9.0,0.6778432130813599
1,0,4,0,1,1,6,3,5,4,2,1,3,0,2,-7.123235961189954,-55.34174614075986,-9.0,0.017402945086359978,-9.0,0.5268402695655823,0.44107964634895325,0.5847854018211365,-0.03734081611037254,0.01413065753877163,0.030718596652150154,0.20100660622119904,0.31613314151763916,0.18761062622070312,-9.0,0.412602037191391,-9.0,0.2427777200937271,-9.0,0.7527675032615662,0.6372475624084473,0.816145122051239,0.2116272747516632,0.2346048355102539,0.22158414125442505,0.3697679936885834,0.44173064827919006,0.3115074634552002,-9.0,0.545396089553833
