lc,lon,lat,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,B2,B3,B4,B8,B11,B12,NDVI
1,-16.2547,14.55949,-0.003936947327950788,-0.006151480199923107,0.14769703960015382,0.08882737408688965,-0.186082276047674,-0.029773164167627833,-0.03254133025759323,0.12456747404844293,-0.31009611687812383,-0.05173394848135333,-0.07111111111111111,0.06698961937716265,-0.07535563244905807,0.010396001537870049,-0.07111111111111111,0.22145328719723184,0.05536332179930796,0.2761399461745483,-0.03543252595155709,0.21413302575932336,-0.09842368319876971,-0.000984236831987697,0.24415224913494812,0.16000000000000003,0.14173010380622836,0.03254133025759323,0.16633602460592078,-0.007443291041906958,-0.1085121107266436,0.186082276047674,0.017777777777777778,-0.010396001537870049,-0.15378700499807765,-0.05911572472126105,-0.10340638216070744,-0.05536332179930796,-0.1085121107266436,0.11374086889657825,0.24415224913494812,-0.05173394848135333,0.28444444444444444,-0.17937716262975778,-0.14769703960015382,0.10340638216070744,-0.03543252595155709,0.13016532103037293,0.029773164167627833,0.022206843521722412,-0.044844290657439445,-0.017777777777777778,-0.0271280276816609,-0.003014225297962322,-0.0629911572472126,0.0629911572472126,0.09356401384083046,0.01384083044982699,0.04822760476739715,0.044844290657439445,-0.1929104190695886,-0.16633602460592078,-0.04822760476739715,0.10340638216070744,0.08421376393694734,0.16633602460592078,0.0535,0.0906,0.13345,0.2874,0.40395,0.3299,0.36580729484558105
1,-16.29647,14.67672,-0.04822760476739715,-0.0629911572472126,0.17279507881584008,0.09356401384083046,-0.1929104190695886,-0.03844675124951941,-0.07111111111111111,0.12456747404844293,-0.2599000384467512,-0.07111111111111111,-0.07972318339100345,0.03844675124951941,-0.13016532103037293,0.022206843521722412,-0.04822760476739715,0.2364628988850442,-0.03844675124951941,0.28444444444444444,-0.044844290657439445,0.1929104190695886,-0.06698961937716265,6.151480199923106e-05,0.24415224913494812,0.13588619761630144,0.11374086889657825,0.019930795847750864,0.1929104190695886,-0.003014225297962322,-0.13016532103037293,0.17937716262975778,-0.008858131487889272,-0.019930795847750864,-0.21413302575932336,-0.044844290657439445,-0.08421376393694734,-0.07535563244905807,-0.14769703960015382,0.14769703960015382,0.2364628988850442,0.004982698961937716,0.24415224913494812,-0.15378700499807765,-0.11374086889657825,0.11374086889657825,-0.09842368319876971,0.17937716262975778,0.03543252595155709,0.0015378700499807767,-0.041584006151480196,-0.03844675124951941,0.0271280276816609,0.041584006151480196,-0.05911572472126105,0.05173394848135333,0.07972318339100345,0.03543252595155709,0.029773164167627833,0.0629911572472126,-0.16633602460592078,-0.11909265667051133,-0.05911572472126105,0.09356401384083046,0.11374086889657825,0.15378700499807765,0.0544,0.0992,0.135,0.2966,0.4227,0.3083,0.37442076206207275
1,-16.29432,14.25685,-0.01384083044982699,-0.012056901191849288,0.2364628988850442,0.09356401384083046,-0.2519646289888504,0.04822760476739715,-0.07535563244905807,0.08882737408688965,-0.3014225297962323,-0.05536332179930796,-0.01384083044982699,0.022206843521722412,-0.13588619761630144,0.04822760476739715,-0.05173394848135333,0.17937716262975778,0.07111111111111111,0.2364628988850442,-0.06698961937716265,0.2519646289888504,-0.07111111111111111,0.004982698961937716,0.1929104190695886,0.13016532103037293,0.10340638216070744,0.03844675124951941,0.13016532103037293,-0.044844290657439445,-0.15378700499807765,0.2069357939254133,-0.024605920799692427,0.004982698961937716,-0.19986159169550174,-0.07535563244905807,-0.07972318339100345,-0.05173394848135333,-0.17937716262975778,0.11909265667051133,0.17279507881584008,0.041584006151480196,0.186082276047674,-0.14769703960015382,-0.15378700499807765,0.07972318339100345,-0.09356401384083046,0.14173010380622836,0.09356401384083046,-0.010396001537870049,-0.029773164167627833,-0.06698961937716265,0.10340638216070744,0.05173394848135333,-0.07111111111111111,0.000984236831987697,0.13588619761630144,0.003014225297962322,0.07972318339100345,0.16000000000000003,-0.186082276047674,-0.14769703960015382,-0.07535563244905807,0.07111111111111111,0.11909265667051133,0.09356401384083046,0.08105,0.1294,0.16585,0.3771333333333334,0.42165,0.3726,0.38911569118499756
1,-16.17628,14.69828,0.006151480199923107,0.03254133025759323,0.22145328719723184,0.06698961937716265,-0.1929104190695886,-0.029773164167627833,-0.019930795847750864,0.06698961937716265,-0.28444444444444444,-0.17279507881584008,-0.05536332179930796,0.01384083044982699,-0.12456747404844293,0.04822760476739715,-0.09356401384083046,0.21413302575932336,0.06698961937716265,0.15378700499807765,-0.041584006151480196,0.2288965782391388,-0.07535563244905807,-0.022206843521722412,0.2761399461745483,0.13588619761630144,0.07535563244905807,0.0629911572472126,0.11909265667051133,-0.022206843521722412,-0.12456747404844293,0.16633602460592078,0.05911572472126105,-0.004982698961937716,-0.1929104190695886,-0.06698961937716265,-0.08421376393694734,-0.05536332179930796,-0.2364628988850442,0.17279507881584008,0.186082276047674,-0.07535563244905807,0.2679584775086506,-0.16000000000000003,-0.13588619761630144,0.14769703960015382,-0.024605920799692427,0.14173010380622836,-0.017777777777777778,0.07535563244905807,-0.04822760476739715,-0.07972318339100345,-0.0271280276816609,0.03844675124951941,-0.03254133025759323,0.07972318339100345,0.10340638216070744,0.044844290657439445,0.019930795847750864,0.07972318339100345,-0.15378700499807765,-0.11374086889657825,-0.08882737408688965,0.03844675124951941,0.0271280276816609,0.1929104190695886,0.0678,0.11,0.1444,0.3176,0.4273,0.3607,0.3748917877674103
1,-16.10432,14.78263,0.0271280276816609,0.022206843521722412,0.2679584775086506,0.03254133025759323,-0.2364628988850442,0.022206843521722412,-0.006151480199923107,0.10340638216070744,-0.2599000384467512,-0.12456747404844293,-0.10340638216070744,0.05173394848135333,-0.13588619761630144,0.07535563244905807,-0.01384083044982699,0.22145328719723184,0.017777777777777778,0.19986159169550174,-0.044844290657439445,0.2069357939254133,-0.11374086889657825,-0.022206843521722412,0.2519646289888504,0.11374086889657825,0.08421376393694734,-0.0005536332179930795,0.16633602460592078,-0.010396001537870049,-0.12456747404844293,0.16633602460592078,-0.017777777777777778,-0.007443291041906958,-0.1929104190695886,-0.08421376393694734,-0.09842368319876971,-0.044844290657439445,-0.21413302575932336,0.17937716262975778,0.13016532103037293,-0.044844290657439445,0.2069357939254133,-0.12456747404844293,-0.17279507881584008,0.1085121107266436,-0.0629911572472126,0.19986159169550174,-0.029773164167627833,-0.000984236831987697,-0.03844675124951941,-0.09356401384083046,0.06698961937716265,0.0629911572472126,-0.07111111111111111,0.012056901191849288,0.11909265667051133,0.03254133025759323,0.05911572472126105,0.12456747404844293,-0.16000000000000003,-0.10340638216070744,-0.1085121107266436,0.05173394848135333,0.07535563244905807,0.14769703960015382,0.0692,0.1167,0.145,0.3591,0.4213,0.3506,0.4247173070907593
1,-16.30995,14.25739,0.01574778931180315,-0.017777777777777778,0.19986159169550174,0.12456747404844293,-0.17937716262975778,-0.029773164167627833,-0.07111111111111111,0.11909265667051133,-0.2761399461745483,-0.11374086889657825,-0.024605920799692427,0.044844290657439445,-0.07535563244905807,0.06698961937716265,-0.05536332179930796,0.22145328719723184,0.041584006151480196,0.14173010380622836,-0.09356401384083046,0.2288965782391388,-0.16633602460592078,-0.04822760476739715,0.31009611687812383,0.11909265667051133,0.11374086889657825,0.07111111111111111,0.16000000000000003,-0.012056901191849288,-0.14769703960015382,0.22145328719723184,-0.01574778931180315,-0.024605920799692427,-0.17279507881584008,-0.08421376393694734,-0.07535563244905807,-0.041584006151480196,-0.14173010380622836,0.14769703960015382,0.1929104190695886,-0.019930795847750864,0.24415224913494812,-0.1085121107266436,-0.16000000000000003,0.11909265667051133,-0.024605920799692427,0.08882737408688965,-0.017777777777777778,0.03844675124951941,-0.019930795847750864,-0.04822760476739715,-0.017777777777777778,0.010396001537870049,-0.029773164167627833,0.05911572472126105,0.11374086889657825,0.017777777777777778,0.03844675124951941,0.07972318339100345,-0.24415224913494812,-0.11374086889657825,-0.041584006151480196,0.03844675124951941,0.044844290657439445,0.21413302575932336,0.0563,0.1019,0.1337,0.3299,0.3063,0.20885,0.42320966720581055
1,-16.20781,14.33689,-0.0015378700499807767,-0.012056901191849288,0.186082276047674,0.07972318339100345,-0.22145328719723184,-0.0271280276816609,-0.03254133025759323,0.11374086889657825,-0.28444444444444444,-0.07972318339100345,-0.05911572472126105,0.03254133025759323,-0.1085121107266436,0.0271280276816609,-0.07535563244905807,0.2069357939254133,0.05911572472126105,0.2599000384467512,-0.05173394848135333,0.2364628988850442,-0.06698961937716265,-0.024605920799692427,0.2364628988850442,0.14173010380622836,0.10340638216070744,0.0271280276816609,0.16633602460592078,-0.022206843521722412,-0.16000000000000003,0.186082276047674,0.004982698961937716,-0.007443291041906958,-0.17937716262975778,-0.07535563244905807,-0.09356401384083046,-0.07535563244905807,-0.15378700499807765,0.13588619761630144,0.19986159169550174,-0.022206843521722412,0.2519646289888504,-0.1929104190695886,-0.14769703960015382,0.13016532103037293,-0.1085121107266436,0.16000000000000003,-0.004982698961937716,0.01574778931180315,-0.05173394848135333,-0.05911572472126105,0.024605920799692427,0.05173394848135333,-0.05536332179930796,0.041584006151480196,0.11374086889657825,0.017777777777777778,0.04822760476739715,0.1085121107266436,-0.14173010380622836,-0.16000000000000003,-0.08882737408688965,0.07972318339100345,0.07972318339100345,0.11909265667051133,0.1173,0.1668,0.20885,0.3568,0.3878,0.31035,0.2615574896335602
1,-16.22398,14.67322,0.05536332179930796,-0.029773164167627833,0.2679584775086506,0.06698961937716265,-0.2288965782391388,0.00024605920799692423,-0.003014225297962322,0.08421376393694734,-0.3014225297962323,-0.17279507881584008,-0.017777777777777778,0.022206843521722412,-0.11374086889657825,0.09842368319876971,-0.044844290657439445,0.2288965782391388,0.07535563244905807,0.15378700499807765,-0.003936947327950788,0.2679584775086506,-0.10340638216070744,-0.007443291041906958,0.2599000384467512,0.0629911572472126,0.07535563244905807,0.07535563244905807,0.10340638216070744,-0.05536332179930796,-0.09842368319876971,0.24415224913494812,0.022206843521722412,0.01574778931180315,-0.2364628988850442,-0.07972318339100345,-0.07535563244905807,-0.000984236831987697,-0.21413302575932336,0.11374086889657825,0.10340638216070744,-0.007443291041906958,0.22145328719723184,-0.14769703960015382,-0.16633602460592078,0.1085121107266436,-0.04822760476739715,0.12456747404844293,0.0015378700499807767,0.044844290657439445,-0.041584006151480196,-0.07972318339100345,0.041584006151480196,0.006151480199923107,-0.07972318339100345,0.05173394848135333,0.11374086889657825,-0.004982698961937716,0.05173394848135333,0.11374086889657825,-0.21413302575932336,-0.08421376393694734,-0.03254133025759323,0.01384083044982699,0.07535563244905807,0.13588619761630144,0.0918,0.1384,0.1754,0.3376,0.3431,0.26245,0.3161793351173401
1,-16.25174,14.29673,-0.002214532871972318,0.044844290657439445,0.2519646289888504,0.04822760476739715,-0.2288965782391388,0.03543252595155709,-0.05173394848135333,0.13016532103037293,-0.29287197231833906,-0.08882737408688965,-0.07972318339100345,0.03543252595155709,-0.08421376393694734,0.05911572472126105,-0.08421376393694734,0.21413302575932336,0.019930795847750864,0.186082276047674,-0.0271280276816609,0.22145328719723184,-0.14173010380622836,-0.041584006151480196,0.2519646289888504,0.11374086889657825,0.09842368319876971,0.0271280276816609,0.13588619761630144,0.012056901191849288,-0.16633602460592078,0.17279507881584008,-0.022206843521722412,-0.006151480199923107,-0.22145328719723184,-0.05536332179930796,-0.08882737408688965,-0.05536332179930796,-0.16633602460592078,0.14173010380622836,0.14769703960015382,0.0271280276816609,0.2679584775086506,-0.12456747404844293,-0.14173010380622836,0.09842368319876971,-0.0629911572472126,0.1929104190695886,-0.029773164167627833,-0.01574778931180315,0.01384083044982699,-0.06698961937716265,-0.003936947327950788,0.03543252595155709,-0.012056901191849288,0.03844675124951941,0.07535563244905807,0.0271280276816609,0.08421376393694734,0.12456747404844293,-0.2069357939254133,-0.11909265667051133,-0.07972318339100345,0.07535563244905807,0.07535563244905807,0.14769703960015382,0.069,0.1174,0.1522,0.3509333333333334,0.3885,0.2957,0.394991397857666
1,-15.40445,14.30212,0.07535563244905807,0.03543252595155709,0.2761399461745483,0.029773164167627833,-0.2519646289888504,0.01574778931180315,0.05911572472126105,0.07535563244905807,-0.21413302575932336,-0.16000000000000003,-0.03254133025759323,0.05536332179930796,-0.186082276047674,0.1085121107266436,-0.022206843521722412,0.21413302575932336,0.10340638216070744,0.11374086889657825,-0.03844675124951941,0.186082276047674,-0.13016532103037293,0.03844675124951941,0.2599000384467512,0.08882737408688965,0.10340638216070744,0.03844675124951941,0.14769703960015382,-0.07535563244905807,-0.13588619761630144,0.24415224913494812,-0.007443291041906958,0.007443291041906958,-0.21413302575932336,-0.07111111111111111,-0.07972318339100345,-0.05173394848135333,-0.24415224913494812,0.11374086889657825,0.13016532103037293,-0.05911572472126105,0.1929104190695886,-0.1085121107266436,-0.2069357939254133,0.09842368319876971,0.017777777777777778,0.14769703960015382,-0.002214532871972318,-0.01384083044982699,-0.041584006151480196,-0.01384083044982699,0.03844675124951941,0.019930795847750864,-0.09356401384083046,-0.019930795847750864,0.10340638216070744,0.008858131487889272,0.0629911572472126,0.10340638216070744,-0.22145328719723184,-0.09356401384083046,-0.029773164167627833,0.022206843521722412,0.010396001537870049,0.17937716262975778,0.0899,0.126,0.1548,0.3428,0.4023,0.3052,0.37781351804733276
