lc,lon,lat,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,B2,B3,B4,B8,B11,B12,NDVI
1,101.42819,0.68753,0.01574778931180315,-0.01384083044982699,0.008858131487889272,-0.03254133025759323,-0.04822760476739715,-0.12456747404844293,-0.08882737408688965,0.05173394848135333,-0.044844290657439445,0.17279507881584008,-0.003014225297962322,0.2599000384467512,-0.05173394848135333,-0.07972318339100345,-0.11374086889657825,-0.2761399461745483,-0.1085121107266436,-0.010396001537870049,-0.06698961937716265,0.05173394848135333,-0.029773164167627833,-0.007443291041906958,0.3553094963475586,0.37425605536332185,0.03844675124951941,0.03254133025759323,0.12456747404844293,-0.14173010380622836,0.0005536332179930795,-0.16633602460592078,0.28444444444444444,-0.1085121107266436,-0.12456747404844293,-0.05911572472126105,0.07111111111111111,-0.003936947327950788,-0.03844675124951941,-0.12456747404844293,-0.21413302575932336,-0.0015378700499807767,0.10340638216070744,0.044844290657439445,0.13588619761630144,-0.041584006151480196,0.08882737408688965,-0.05536332179930796,-0.16633602460592078,-0.06698961937716265,-0.010396001537870049,0.029773164167627833,0.17937716262975778,0.01574778931180315,0.11374086889657825,0.09356401384083046,0.01574778931180315,0.12456747404844293,0.11374086889657825,-0.05173394848135333,0.1085121107266436,0.186082276047674,-0.019930795847750864,-0.13588619761630144,0.1085121107266436,0.04822760476739715,0.034,0.04785,0.0285,0.3111,0.14095,0.0587,0.8321554660797119
1,101.50904,0.11323,0.05911572472126105,0.04822760476739715,-0.09842368319876971,-0.09356401384083046,-0.13588619761630144,0.09842368319876971,0.10340638216070744,0.044844290657439445,-0.044844290657439445,0.3278123798539023,0.006151480199923107,0.2599000384467512,0.007443291041906958,0.012056901191849288,-0.06698961937716265,-0.186082276047674,-0.11374086889657825,-0.14769703960015382,-0.07535563244905807,0.14769703960015382,-0.0629911572472126,-0.0629911572472126,0.19986159169550174,0.3014225297962323,-0.03543252595155709,0.31009611687812383,0.08882737408688965,-0.17937716262975778,0.022206843521722412,0.07535563244905807,0.186082276047674,-0.041584006151480196,-0.186082276047674,-0.006151480199923107,0.11374086889657825,0.09356401384083046,0.007443291041906958,-0.09356401384083046,-0.022206843521722412,0.11374086889657825,0.07535563244905807,0.017777777777777778,0.08421376393694734,-0.0005536332179930795,-0.07972318339100345,-0.13016532103037293,-0.05911572472126105,-0.12456747404844293,-0.08421376393694734,-0.004982698961937716,0.10340638216070744,-0.1085121107266436,0.041584006151480196,0.16633602460592078,0.16633602460592078,0.09356401384083046,0.05536332179930796,0.03543252595155709,0.11909265667051133,0.2069357939254133,0.024605920799692427,-0.08421376393694734,0.15378700499807765,-0.11909265667051133,0.0352,0.0511,0.0376,0.2508,0.1242,0.0583,0.7392510175704956
1,102.2224,-0.08269,0.0271280276816609,0.0629911572472126,0.05536332179930796,-0.15378700499807765,-0.11374086889657825,0.0271280276816609,0.16000000000000003,0.019930795847750864,-0.010396001537870049,0.11909265667051133,-0.03543252595155709,0.24415224913494812,0.010396001537870049,-0.05911572472126105,0.01574778931180315,-0.2679584775086506,-0.09842368319876971,0.006151480199923107,-0.06698961937716265,0.09356401384083046,-0.07111111111111111,0.13588619761630144,0.17937716262975778,0.22145328719723184,-0.14769703960015382,0.14769703960015382,0.1929104190695886,-0.16000000000000003,0.029773164167627833,0.019930795847750864,0.2761399461745483,-0.07111111111111111,-0.07111111111111111,0.09356401384083046,0.04822760476739715,0.041584006151480196,-0.041584006151480196,-0.0629911572472126,-0.16633602460592078,-0.010396001537870049,0.16633602460592078,0.05536332179930796,0.11374086889657825,0.07535563244905807,-0.0629911572472126,-0.14173010380622836,-0.10340638216070744,-0.19986159169550174,0.017777777777777778,0.044844290657439445,0.14173010380622836,-0.11909265667051133,-0.10340638216070744,0.08882737408688965,0.09356401384083046,0.2364628988850442,0.01574778931180315,-0.05536332179930796,0.11909265667051133,0.3278123798539023,-0.09356401384083046,-0.16633602460592078,0.07535563244905807,-0.019930795847750864,0.0591,0.0766,0.0502,0.363,0.2219,0.103,0.7570183873176575
1,102.28923,0.67055,-0.029773164167627833,-0.03844675124951941,-0.08421376393694734,-0.04822760476739715,-0.19986159169550174,-0.07972318339100345,0.0005536332179930795,0.029773164167627833,-0.1085121107266436,0.2679584775086506,0.01384083044982699,0.2679584775086506,-0.05536332179930796,-0.03543252595155709,-0.08421376393694734,-0.1085121107266436,-0.07535563244905807,-0.041584006151480196,-0.044844290657439445,0.017777777777777778,0.0629911572472126,0.017777777777777778,0.37425605536332185,0.3839138792772011,0.07111111111111111,0.09356401384083046,0.17937716262975778,-0.14173010380622836,0.010396001537870049,-0.07535563244905807,0.24415224913494812,-0.12456747404844293,-0.17279507881584008,-0.041584006151480196,0.11909265667051133,-0.008858131487889272,0.0629911572472126,-0.05536332179930796,-0.17937716262975778,-6.151480199923106e-05,0.05536332179930796,0.041584006151480196,0.11909265667051133,-0.0271280276816609,0.09356401384083046,-0.05911572472126105,-0.029773164167627833,-0.002214532871972318,0.012056901191849288,0.01384083044982699,0.186082276047674,-0.06698961937716265,0.07972318339100345,0.11909265667051133,0.0629911572472126,0.06698961937716265,0.13016532103037293,-0.04822760476739715,0.12456747404844293,0.17937716262975778,0.05911572472126105,-0.186082276047674,0.13588619761630144,0.022206843521722412,0.0377,0.0465,0.02505,0.2707,0.1164,0.04875,0.8306001424789429
1,102.21512,-0.19642,0.05173394848135333,0.03844675124951941,0.05536332179930796,-0.12456747404844293,-0.1085121107266436,-0.05173394848135333,0.08882737408688965,0.03254133025759323,0.017777777777777778,0.1085121107266436,-0.0629911572472126,0.2761399461745483,-0.03543252595155709,-0.09356401384083046,0.008858131487889272,-0.31009611687812383,-0.08421376393694734,-0.012056901191849288,-0.07535563244905807,0.09842368319876971,-0.008858131487889272,0.05911572472126105,0.2679584775086506,0.31009611687812383,-0.08421376393694734,0.05536332179930796,0.19986159169550174,-0.19986159169550174,0.010396001537870049,0.004982698961937716,0.3014225297962323,-0.11909265667051133,0.004982698961937716,-0.024605920799692427,0.03844675124951941,0.04822760476739715,-0.05536332179930796,-0.12456747404844293,-0.17279507881584008,-0.03543252595155709,0.06698961937716265,0.03254133025759323,0.041584006151480196,0.012056901191849288,-0.029773164167627833,-0.13016532103037293,-0.09842368319876971,-0.16000000000000003,-0.000984236831987697,0.09356401384083046,0.19986159169550174,-0.09842368319876971,-0.11374086889657825,0.041584006151480196,0.07111111111111111,0.1929104190695886,0.024605920799692427,-0.0629911572472126,0.12456747404844293,0.29287197231833906,-0.07535563244905807,-0.16633602460592078,0.04822760476739715,0.022206843521722412,0.0463,0.0582,0.0336,0.397,0.1908,0.0771,0.8439387083053589
1,101.82786,0.67055,0.06698961937716265,0.024605920799692427,0.03543252595155709,-0.15378700499807765,-0.08882737408688965,0.0629911572472126,0.16633602460592078,0.03543252595155709,0.01384083044982699,0.003936947327950788,-0.03543252595155709,0.29287197231833906,0.007443291041906958,-0.03543252595155709,-6.151480199923106e-05,-0.2519646289888504,-0.07535563244905807,-0.0271280276816609,-0.12456747404844293,0.2069357939254133,-0.10340638216070744,0.14769703960015382,0.14173010380622836,0.15378700499807765,-0.19986159169550174,0.11374086889657825,0.15378700499807765,-0.15378700499807765,-0.01574778931180315,0.04822760476739715,0.2519646289888504,-0.03844675124951941,-0.003014225297962322,0.06698961937716265,0.041584006151480196,0.05536332179930796,-0.07972318339100345,-0.10340638216070744,-0.13016532103037293,-0.04822760476739715,0.12456747404844293,-0.07535563244905807,0.14173010380622836,0.10340638216070744,-0.11909265667051133,-0.10340638216070744,-0.06698961937716265,-0.1929104190695886,-0.01384083044982699,0.05536332179930796,0.09356401384083046,-0.16633602460592078,-0.15378700499807765,0.08882737408688965,0.08882737408688965,0.186082276047674,0.004982698961937716,-0.05911572472126105,0.0629911572472126,0.3839138792772011,-0.09842368319876971,-0.09842368319876971,0.04822760476739715,-0.08421376393694734,0.05035,0.0693,0.04375,0.3275,0.1993,0.0941,0.7643097639083862
1,102.1906,0.4218,0.0015378700499807767,0.16000000000000003,-0.09356401384083046,-0.15378700499807765,-0.08882737408688965,0.24415224913494812,0.31009611687812383,-0.03844675124951941,-0.03844675124951941,0.186082276047674,0.07535563244905807,0.09842368319876971,-0.10340638216070744,0.06698961937716265,0.03844675124951941,0.041584006151480196,-0.10340638216070744,0.13588619761630144,-0.11909265667051133,-0.01384083044982699,-0.1929104190695886,0.07972318339100345,-0.1085121107266436,0.15378700499807765,0.03844675124951941,0.22145328719723184,0.14173010380622836,-0.10340638216070744,-0.0271280276816609,-0.003014225297962322,0.04822760476739715,0.17279507881584008,-0.29287197231833906,0.186082276047674,0.03543252595155709,0.13588619761630144,-0.022206843521722412,0.10340638216070744,0.07111111111111111,0.10340638216070744,0.15378700499807765,-0.10340638216070744,-0.07972318339100345,0.05173394848135333,-0.21413302575932336,0.07972318339100345,0.06698961937716265,-0.14173010380622836,-0.05173394848135333,0.03543252595155709,-0.07535563244905807,-0.05173394848135333,-0.08421376393694734,0.16000000000000003,0.17937716262975778,0.12456747404844293,-0.08421376393694734,0.022206843521722412,0.17937716262975778,0.03543252595155709,0.07535563244905807,0.022206843521722412,0.14769703960015382,-0.15378700499807765,0.0739,0.0852,0.1146,0.2584,0.3477,0.2216,0.3855227828025818
1,102.0324,0.1383,0.029773164167627833,0.017777777777777778,0.03543252595155709,-0.2069357939254133,-0.13016532103037293,-0.041584006151480196,0.13016532103037293,0.03844675124951941,-0.004982698961937716,0.09842368319876971,-0.07972318339100345,0.2069357939254133,-0.03543252595155709,-0.09356401384083046,0.019930795847750864,-0.28444444444444444,-0.07972318339100345,-0.044844290657439445,-0.044844290657439445,0.010396001537870049,0.024605920799692427,0.07972318339100345,0.2679584775086506,0.2679584775086506,-0.07111111111111111,0.07972318339100345,0.19986159169550174,-0.16633602460592078,-0.029773164167627833,0.006151480199923107,0.3188927335640138,-0.13588619761630144,-0.017777777777777778,-0.044844290657439445,0.05536332179930796,0.017777777777777778,-0.0629911572472126,-0.05911572472126105,-0.16000000000000003,-0.008858131487889272,0.12456747404844293,0.017777777777777778,0.06698961937716265,0.019930795847750864,0.01574778931180315,-0.13016532103037293,-0.09842368319876971,-0.15378700499807765,0.03543252595155709,0.10340638216070744,0.2069357939254133,-0.044844290657439445,-0.12456747404844293,0.06698961937716265,0.05536332179930796,0.2288965782391388,0.05911572472126105,-0.03844675124951941,0.07111111111111111,0.3553094963475586,-0.007443291041906958,-0.16633602460592078,-0.008858131487889272,0.04822760476739715,0.0542,0.0708,0.042,0.3396,0.1798,0.0797,0.7798742055892944
1,101.5403,0.24016,0.05173394848135333,0.07111111111111111,0.03254133025759323,-0.19986159169550174,-0.11374086889657825,-0.017777777777777778,0.13588619761630144,0.003936947327950788,0.008858131487889272,0.14173010380622836,-0.04822760476739715,0.24415224913494812,-0.01384083044982699,-0.06698961937716265,0.029773164167627833,-0.2679584775086506,-0.11909265667051133,-0.0271280276816609,-0.09842368319876971,0.11374086889657825,-0.07111111111111111,0.12456747404844293,0.19986159169550174,0.29287197231833906,-0.10340638216070744,0.13588619761630144,0.15378700499807765,-0.14769703960015382,0.08421376393694734,0.017777777777777778,0.3014225297962323,-0.13588619761630144,-0.06698961937716265,-0.006151480199923107,0.09842368319876971,0.008858131487889272,-0.04822760476739715,-0.05911572472126105,-0.08421376393694734,0.008858131487889272,0.09356401384083046,0.07111111111111111,0.09842368319876971,0.04822760476739715,-0.029773164167627833,-0.11909265667051133,-0.09356401384083046,-0.16633602460592078,0.06698961937716265,0.09842368319876971,0.13588619761630144,-0.10340638216070744,-0.10340638216070744,0.06698961937716265,0.13016532103037293,0.2069357939254133,0.0271280276816609,-0.1085121107266436,0.07535563244905807,0.3188927335640138,-0.09356401384083046,-0.16000000000000003,0.05911572472126105,0.0005536332179930795,0.0426,0.0532,0.038,0.277,0.1527,0.0704,0.7587301731109619
1,101.39343,0.01109,0.11909265667051133,0.05536332179930796,-0.041584006151480196,-0.08882737408688965,0.024605920799692427,-0.04822760476739715,0.010396001537870049,0.11374086889657825,0.0271280276816609,0.2364628988850442,-0.08421376393694734,0.3014225297962323,-0.017777777777777778,0.003014225297962322,-0.16000000000000003,-0.28444444444444444,-0.17937716262975778,-0.017777777777777778,-0.07535563244905807,0.11374086889657825,-0.11374086889657825,0.07972318339100345,0.15378700499807765,0.21413302575932336,-0.11909265667051133,0.24415224913494812,0.041584006151480196,-0.019930795847750864,0.08421376393694734,0.002214532871972318,0.2364628988850442,-0.03254133025759323,-0.16633602460592078,-0.007443291041906958,0.04822760476739715,0.03254133025759323,-0.03543252595155709,-0.14769703960015382,0.006151480199923107,0.15378700499807765,0.06698961937716265,0.03254133025759323,0.09842368319876971,0.07972318339100345,-0.08882737408688965,-0.19986159169550174,-0.17937716262975778,-0.09356401384083046,-0.08421376393694734,-0.1085121107266436,0.1085121107266436,-0.06698961937716265,0.06698961937716265,0.12456747404844293,0.06698961937716265,0.029773164167627833,0.024605920799692427,0.07111111111111111,0.05536332179930796,0.2761399461745483,-0.05911572472126105,-0.22145328719723184,0.06698961937716265,-0.14769703960015382,0.03495,0.0429,0.03375,0.2503,0.12765,0.0572,0.7623657584190369
