a2019,a2020,a2021,a2022,a2023,a2024,a2025,dw,pz2019,pz2020,pz2021,pz2022,pz2023,pz2024,pz2025,s1_2019,s1_2020,s1_2021,s1_2022,s1_2023,s1_2024,s1_2025,s2_2019,s2_2020,s2_2021,s2_2022,s2_2023,s2_2024,s2_2025,tz2019,tz2020,tz2021,tz2022,tz2023,tz2024,tz2025,lon,lat,roi
22.573144123689673,25.18940678923306,12.96162709892299,16.331535560902438,24.31177012244963,21.53831394007292,18.32328816536802,5,0.5342808864029268,0.7273444369247666,-1.3224132733786904,-1.3478338884784125,0.25567344252841123,0.39758357195029115,-0.5086107467434442,52,59,57,25,29,31,50,62,56,50,70,72,56,71,0.2946253737774745,-0.1260224605423913,0.6145866484342932,0.11293750323462683,-1.2528954244119903,1.0038655340665739,0.9920421291742726,37.70602048292541,2.336742632815905,KE_marsa
27.608865592277226,25.19435933407194,21.915089092522237,13.24621390630013,28.815716060387366,24.14711906809459,17.792590672450856,1,0.736745264290688,0.4225986219090218,-1.239455039262038,-1.2627489606440898,0.47139133040866826,0.23864360814856375,-0.6560051140404585,53,59,59,25,29,31,50,62,55,54,70,71,55,71,0.2952343358392597,-0.07713094951043663,0.513696539032457,-0.044215704414065284,-1.154093583666392,1.113034286377658,1.0876372678494775,37.86915453852152,2.3024269889625395,KE_marsa
21.090432504332625,24.465698829761116,22.571072857371917,11.02598977614079,31.042239036440055,32.456989856792354,27.222430420576295,5,0.49606335404457236,0.3880203197055291,-1.2888218408558467,-1.2401440326662025,0.1903392992835394,0.4346601228953286,-0.7071363863991699,53,59,59,25,29,31,50,58,58,50,71,71,60,72,0.35357873050929634,0.13249855409993727,0.48348122100194496,-0.06422656303389036,-1.2350492748184052,1.0583632067885973,1.1156025665350011,37.63541290159362,2.079914293086134,KE_marsa
21.944048618000444,22.943142802897974,18.3914666477492,13.806435034114262,29.54922713972253,31.02188218297907,23.973274299050505,5,0.47571444522283485,0.4549653781561657,-1.23401926819428,-1.1964575855007875,0.13297418332906444,0.2624462798204412,-0.7102437994189669,53,59,59,25,29,31,50,62,55,47,70,71,58,70,0.35498774763823143,-0.015082551434850133,0.3400444339572716,-0.13840780077443637,-1.1499520804945564,1.1708055703470557,1.209159829378894,37.69748648772628,2.147287939395098,KE_marsa
21.138179413915502,26.42631428595795,14.085435463334823,13.617153469263332,17.158253941357593,17.190299196078865,11.280291968944892,5,0.7560610196981756,0.13354557888134322,-1.4297171226087853,-1.3723929369609071,0.4835067423336221,0.9762487176838844,-0.638789883425777,53,59,59,25,29,31,50,60,61,52,70,71,57,75,0.21097535806192427,0.03255238434256544,0.3235283044403796,-0.08537461268982853,-0.9261479379798349,1.219410996173364,1.263029754947292,37.42915971235978,2.243677169381123,KE_marsa
22.323472096995822,23.547301111347224,21.417223209786766,10.255388224773633,25.63579333942354,34.13461904968372,20.096143110596753,5,0.7626721556106882,0.31342198670392013,-1.2756072997194436,-1.2149979351629616,0.34031397095792465,0.18347716423379914,-0.8196115192383446,53,59,59,25,29,31,50,52,51,47,68,71,60,63,0.5894349558020856,-0.05314608184084066,0.26464081675390516,-0.2790068437938897,-1.4207818460564392,1.082817266575859,1.133764582716796,37.77563991744468,2.0243085769991356,KE_marsa
30.61207753564937,27.565319468838908,26.87826082748153,15.56796244376599,32.308106571287546,42.54675667761753,27.925808777563102,5,0.6371825659538705,0.48908872442968265,-1.253503993058475,-1.2336839183006616,0.28303440500518234,0.22113944830807858,-0.6927322260008901,53,59,59,25,29,31,50,58,52,45,69,71,54,60,0.1441052275901866,0.11615286226279438,0.5654309956370787,0.019289030022729838,-1.10170669070866,1.1063755668042694,1.123374675833945,37.806811457803626,2.1692068323276144,KE_marsa
29.749713482346447,27.471771206531876,21.138646557556687,18.915848692746778,38.48829767501217,42.48333255599694,29.2757914094543,5,0.6228939646088839,0.6166206935679469,-1.2872120047326825,-1.30632247931752,0.3568307904058222,0.30935763670160216,-0.5732575146718258,53,59,59,25,29,31,50,61,55,51,69,72,56,69,0.031237304646195008,0.04101901549461771,0.660976707504434,0.15665369078285266,-1.0434897168621644,1.105494271817141,1.0704437599930172,37.78965363587694,2.2683808396944096,KE_marsa
23.310597985413825,25.264165088823386,23.747956331374553,13.781420361172865,26.20681815510691,31.878246440374753,26.95454685237554,5,0.5562814929718619,0.43060874536472243,-1.290092410915158,-1.2450566342505223,0.20178462706550457,0.28439612847376244,-0.7310949164627861,53,59,59,25,29,31,50,56,57,51,69,71,58,65,0.35133667603107804,-0.023561666526892684,0.3577145556910882,-0.10989913365031034,-1.1827676008932893,1.1541629418876675,1.228082728568484,37.689491481697615,1.9976286130607859,KE_marsa
24.917016539053368,21.07126466768216,15.124387163372782,17.64946781661844,24.11914495704086,20.897181496921743,17.555634789523552,5,0.6254585620661952,0.6695366236938834,-1.310153572165373,-1.3586367379585476,0.404512042434183,0.3861183987673942,-0.49991287661477474,53,59,59,25,29,31,50,57,51,43,70,71,52,72,0.2920916615247672,-0.20954862948761646,0.6010824826894805,0.111380045901557,-1.2534876421256704,0.9911744378323858,0.9779466718084652,37.836545693707976,2.351834329589113,KE_marsa
