lon,lat
-55.2819183428375,-11.785941443412328
-55.26395203715511,-11.796900889878586
-55.295393072099294,-11.780731214764435
-55.29629138738341,-11.799416172674121
-55.26637748842223,-11.799595835730944
-55.27257586388266,-11.792678808043224
-55.267994455933646,-11.765549686462816
-55.288206549826334,-11.77309553484942
-55.27024024414394,-11.768244632315174
-55.277965755587374,-11.77040058899706
-55.27859457628625,-11.787199084810096
-55.28685907690016,-11.794475438611464
-55.280121712269256,-11.799416172674121
-55.28856587593998,-11.769592105241353
-55.26062827060387,-11.77686845904272
-55.291979474019634,-11.774443007775599
-55.265748667723344,-11.79204998734434
-55.2796725546272,-11.789804199134041
-55.272665695411064,-11.792768639571635
-55.269162265803004,-11.797619542105881
-55.29925582782101,-11.770041262883412
-55.292518463190106,-11.793127965685285
-55.269880918030296,-11.788007568565803
-55.275360641263426,-11.77129890428118
-55.267455466763174,-11.787109253281683
-55.28335564729209,-11.796002574594466
-55.29736936572436,-11.780821046292846
-55.28173867978067,-11.76537002340599
-55.26547917313811,-11.781539698520142
-55.273923336808835,-11.791061840531809
-55.287757392184275,-11.773814187076715
-55.27419283139407,-11.780461720179199
-55.269880918030296,-11.789444873020393
-55.283175984235264,-11.793127965685285
-55.26062827060387,-11.791061840531809
-55.26727580370635,-11.78603127494074
-55.271767380126946,-11.778395595025724
-55.26763512982,-11.788546557736275
-55.286769245371744,-11.78369565520203
-55.26359271104146,-11.765100528820755
-55.26583849925176,-11.764292045065048
-55.27994204921244,-11.773544692491479
-55.270150412615536,-11.776329469872248
-55.28066070143973,-11.766537833275347
-55.285870930087626,-11.77731761668478
-55.278504744757846,-11.775520986116542
-55.288206549826334,-11.771478567338004
-55.291979474019634,-11.772466714150536
-55.27616912501913,-11.793487291798932
-55.29045233803664,-11.779383741838256
-55.289643854280925,-11.780910877821258
-55.265748667723344,-11.784504138957736
-55.275809798905485,-11.774263344718774
-55.27230636929742,-11.789534704548807
-55.27904373392832,-11.793666954855755
-55.26332321645622,-11.779653236423492
-55.27509114667819,-11.783066834503146
-55.29404559917311,-11.790433019832925
-55.26305372187099,-11.761866593797924
-55.26898260274618,-11.771837893451652
-55.274372494450894,-11.770580252053884
-55.28802688676951,-11.797439879049058
-55.297010039610704,-11.795463585423995
-55.298447344065295,-11.78234818227585
-55.29386593611629,-11.771119241224357
-55.27473182056454,-11.788905883849923
-55.299884648519885,-11.774712502360833
-55.266557151479056,-11.77309553484942
-55.27167754859853,-11.769681936769764
-55.26880293968935,-11.79016352524769
-55.27006058108712,-11.785851611883915
-55.280121712269256,-11.761597099212688
-55.291799810962814,-11.77498199694607
-55.29476425140041,-11.77866508961096
-55.29144048484917,-11.78746857939533
-55.27419283139407,-11.762764909082044
-55.28937435969569,-11.794565270139875
-55.2924286316617,-11.76537002340599
-55.2879370552411,-11.777676942798427
-55.29817784948006,-11.783875318258852
-55.27715727183166,-11.793038134156872
-55.29350661000264,-11.780821046292846
-55.27194704318377,-11.775610817644953
-55.27778609253055,-11.792768639571635
-55.2767081141896,-11.760429289343334
-55.272036874712185,-11.765459854934402
-55.286320087729685,-11.764022550479812
-55.296830376553885,-11.772646377207359
-55.28694890842857,-11.780821046292846
-55.28290648965003,-11.78513295965662
-55.29925582782101,-11.761058110042217
-55.26871310816094,-11.798697520446826
-55.28066070143973,-11.770939578167532
-55.273653842223595,-11.792858471100049
-55.27257586388266,-11.761866593797924
-55.28380480493415,-11.778934584196195
-55.28892520205363,-11.789894030662454
-55.289643854280925,-11.76671749633217
-55.28910486511045,-11.77040058899706
-55.268443613575705,-11.76303440366728
-55.27823525017261,-11.77498199694607
-55.28937435969569,-11.798248362804765
-55.272665695411064,-11.784144812844088
-55.278504744757846,-11.762405582968396
-55.28928452816728,-11.775520986116542
-55.29386593611629,-11.778485426554136
-55.265748667723344,-11.76447170812187
-55.299435490877826,-11.77363452401989
-55.28667941384333,-11.791241503588633
-55.29692020808229,-11.79016352524769
-55.26907243427459,-11.768783621485644
-55.29162014790599,-11.787738073980567
-55.26601816230858,-11.782527845332673
-55.2901828434514,-11.761507267684276
-55.26772496134841,-11.769502273712941
-55.27113855942807,-11.799146678088885
-55.29853717559371,-11.776149806815425
-55.27527080973501,-11.790253356776102
-55.273474179166776,-11.794475438611464
-55.286769245371744,-11.764920865763932
-55.28874553899681,-11.782168519219026
-55.26071810213228,-11.773454860963067
-55.29952532240624,-11.786660095639624
-55.267006309121115,-11.78603127494074
-55.298447344065295,-11.799146678088885
-55.277516597945315,-11.770939578167532
-55.284433625633035,-11.797709373634294
-55.27760642947372,-11.78881605232151
-55.27473182056454,-11.788187231622627
-55.28524210938874,-11.79663139529335
-55.295393072099294,-11.78926520996357
-55.27446232597931,-11.79438560708305
-55.2796725546272,-11.773544692491479
-55.27616912501913,-11.791600829702281
-55.27374367375201,-11.790792345946572
-55.28883537052522,-11.778126100440488
-55.27976238615561,-11.761956425326337
-55.26062827060387,-11.767885306201526
-55.297998186423236,-11.775251491531305
-55.27634878807596,-11.795643248480818
-55.28757772912745,-11.792678808043224
-55.28649975078651,-11.764292045065048
-55.26565883619494,-11.768783621485644
-55.26961142344506,-11.773993850133538
-55.26853344510412,-11.767525980087878
-55.2616164174164,-11.775341323059717
-55.26646731995064,-11.762225919911572
-55.26170624894481,-11.785043128128208
-55.26449102632558,-11.771029409695943
-55.26754529829159,-11.798158531276354
-55.29674054502547,-11.782258350747437
-55.28452345716145,-11.778844752667784
-55.2939557676447,-11.78001256253714
-55.29431509375835,-11.772915871792595
-55.29647105044023,-11.787288916338508
-55.2714080540133,-11.760249626286509
-55.29117099026393,-11.787827905508978
-55.2608977651891,-11.77776677432684
-55.266557151479056,-11.786300769525976
-55.27832508170102,-11.791870324287517
-55.26071810213228,-11.771119241224357
-55.26592833078017,-11.777856605855252
-55.26871310816094,-11.797350047520645
-55.289464191224106,-11.76815480078676
-55.29305745236058,-11.772466714150536
-55.29350661000264,-11.773993850133538
-55.282547163536385,-11.780371888650787
-55.26287405881416,-11.776688795985896
-55.29692020808229,-11.782527845332673
-55.278684407814666,-11.764202213536635
-55.29126082179234,-11.779383741838256
-55.26664698300747,-11.794205944026228
-55.27311485305313,-11.799595835730944
-55.265299510081284,-11.792768639571635
-55.2819183428375,-11.779383741838256
-55.296201555855,-11.774443007775599
-55.284882783275094,-11.769951431355
-55.266557151479056,-11.774173513190362
-55.26260456422893,-11.773814187076715
-55.260538439075454,-11.788187231622627
-55.29162014790599,-11.795553416952407
-55.295393072099294,-11.787558410923744
-55.26664698300747,-11.784504138957736
-55.284882783275094,-11.796721226821763
-55.29215913707646,-11.763753055894576
-55.292787957775346,-11.77588031223019
-55.29045233803664,-11.768693789957233
-55.27122839095647,-11.768334463843585
-55.27024024414394,-11.799506004202533
-55.265299510081284,-11.76447170812187
-55.28739806607063,-11.785312622713445
-55.266107993837,-11.773454860963067
-55.296560881968645,-11.786570264111212
-55.298716838650535,-11.796811058350174
-55.27598946196231,-11.770131094411823
-55.29718970266753,-11.769142947599292
-55.296830376553885,-11.77309553484942
-55.271587717070126,-11.773454860963067
-55.28389463646256,-11.7842346443725
-55.283175984235264,-11.768693789957233
-55.290901495678696,-11.769861599826589
-55.26709614064953,-11.777137953627957
-55.296830376553885,-11.775700649173364
-55.271587717070126,-11.798697520446826
-55.29584222974135,-11.78459397048615
-55.283445478820504,-11.766448001746934
-55.28182851130909,-11.761776762269513
-55.290093011922984,-11.789804199134041
-55.26476052091081,-11.770220925940237
-55.26997074955871,-11.786210937997563
-55.26431136326875,-11.772287051093711
-55.28030137532608,-11.795822911537643
-55.26305372187099,-11.771568398866416
-55.29853717559371,-11.789444873020393
-55.2714080540133,-11.796541563764938
-55.28856587593998,-11.762585246025221
-55.263233384927815,-11.789085546906746
-55.26790462440523,-11.773724355548302
-55.27374367375201,-11.765729349519638
-55.293237115417405,-11.762675077553633
-55.280840364496555,-11.769412442184528
-55.296830376553885,-11.79708055293541
-55.292787957775346,-11.788995715378334
-55.272486032354244,-11.795463585423995
-55.2751809782066,-11.762764909082044
-55.28649975078651,-11.799955161844592
-55.27949289157038,-11.777587111270016
-55.277516597945315,-11.789534704548807
-55.27832508170102,-11.772017556508475
-55.26170624894481,-11.794565270139875
-55.29763886030959,-11.768873453014058
-55.288206549826334,-11.765100528820755
-55.27697760877484,-11.79896701503206
-55.298447344065295,-11.76581918104805
-55.28542177244557,-11.79438560708305
-55.276258956547544,-11.76851412690041
-55.28497261480351,-11.760608952400156
-55.28658958231492,-11.793307628742108
-55.269162265803004,-11.774353176247185
-55.28200817436591,-11.782527845332673
-55.28110985908179,-11.778036268912077
-55.27931322851355,-11.771478567338004
-55.26898260274618,-11.770041262883412
-55.29647105044023,-11.785761780355504
-55.270599570257595,-11.773993850133538
-55.2856912670308,-11.789355041491982
-55.26143675435957,-11.797439879049058
-55.26772496134841,-11.798607688918413
-55.29476425140041,-11.779743067951904
-55.27122839095647,-11.761956425326337
-55.262245238115284,-11.782438013804262
-55.27778609253055,-11.764292045065048
-55.298267681008475,-11.765190360349166
-55.268892771217764,-11.77776677432684
-55.29054216956504,-11.77453283930401
-55.270150412615536,-11.779563404895079
-55.29377610458788,-11.789085546906746
-55.268892771217764,-11.780731214764435
-55.289643854280925,-11.76815480078676
-55.26233506964369,-11.764741202707107
-55.28551160397398,-11.799236509617296
-55.28596076161604,-11.783426160616793
-55.29054216956504,-11.761417436155865
-55.290632001093456,-11.762944572138869
-55.283445478820504,-11.763124235195692
-55.27697760877484,-11.780910877821258
-55.27464198903613,-11.772556545678947
-55.290093011922984,-11.794655101668287
-55.276797945718016,-11.793487291798932
-55.29431509375835,-11.765998844104875
-55.26494018396764,-11.774712502360833
-55.28164884825226,-11.760159794758097
-55.266557151479056,-11.78692959022486
-55.27994204921244,-11.79384661791258
-55.28093019602497,-11.785761780355504
-55.28380480493415,-11.798338194333176
-55.29045233803664,-11.792588976514812
-55.2767081141896,-11.772017556508475
-55.27311485305313,-11.76438187659346
-55.27697760877484,-11.797799205162706
-55.29404559917311,-11.777676942798427
-55.26979108650188,-11.775161660002894
-55.293237115417405,-11.776509132929073
-55.27374367375201,-11.775700649173364
-55.263682542569875,-11.761597099212688
-55.292967620832165,-11.77776677432684
-55.27697760877484,-11.774263344718774
-55.27527080973501,-11.784953296599797
-55.27904373392832,-11.760878446985393
-55.28892520205363,-11.79519409083876
-55.296560881968645,-11.770939578167532
-55.27419283139407,-11.795373753895582
-55.282277668951146,-11.770670083582296
-55.26017911296181,-11.778844752667784
-55.26206557505846,-11.79752971057747
-55.293686273059464,-11.778305763497311
-55.26583849925176,-11.781090540878083
-55.29566256668453,-11.786121106469151
-55.28802688676951,-11.771837893451652
-55.26736563523476,-11.790882177474986
-55.26952159191665,-11.795733080009231
-55.26547917313811,-11.796541563764938
-55.28479295174668,-11.777587111270016
-55.29530324057088,-11.799685667259357
-55.28649975078651,-11.787738073980567
-55.260538439075454,-11.76626833869011
-55.28030137532608,-11.781809193105378
-55.29754902878118,-11.798877183503649
-55.27383350528042,-11.786390601054388
-55.26071810213228,-11.76851412690041
-55.27598946196231,-11.797619542105881
-55.29440492528676,-11.777587111270016
-55.276079293490724,-11.760069963229686
-55.285870930087626,-11.762225919911572
-55.26350287951305,-11.792858471100049
-55.284613288689854,-11.777137953627957
-55.26494018396764,-11.769861599826589
-55.277067440303256,-11.773993850133538
-55.29386593611629,-11.77363452401989
-55.2939557676447,-11.763842887422987
-55.29341677847423,-11.761956425326337
-55.26125709130275,-11.761866593797924
-55.269162265803004,-11.7782159319689
-55.29692020808229,-11.798248362804765
-55.28434379410462,-11.780282057122374
-55.29404559917311,-11.780282057122374
-55.299165996292594,-11.79384661791258
-55.286050593144445,-11.792678808043224
-55.289913348866165,-11.785402454241856
-55.26952159191665,-11.791151672060222
-55.29754902878118,-11.778934584196195
-55.27122839095647,-11.78234818227585
-55.262245238115284,-11.773185366377831
-55.26035877601863,-11.78926520996357
-55.261975743530044,-11.782527845332673
-55.266287656893816,-11.782977002974734
-55.27257586388266,-11.770220925940237
-55.28892520205363,-11.780371888650787
-55.28164884825226,-11.780821046292846
-55.26206557505846,-11.789085546906746
-55.280121712269256,-11.776419301400662
-55.260807933660686,-11.791960155815929
-55.28766756065586,-11.766897159388995
-55.27356401069519,-11.771478567338004
-55.2714080540133,-11.773904018605126
-55.272665695411064,-11.766807327860581
-55.26619782536541,-11.789444873020393
-55.274372494450894,-11.769412442184528
-55.283175984235264,-11.776509132929073
-55.26062827060387,-11.774353176247185
-55.27877423934308,-11.774353176247185
-55.299435490877826,-11.765459854934402
-55.296381218911826,-11.795553416952407
-55.272486032354244,-11.768783621485644
-55.296381218911826,-11.765639517991227
-55.27374367375201,-11.77084974663912
-55.291530316377575,-11.769322610656117
-55.294225262229936,-11.768963284542469
-55.28389463646256,-11.760429289343334
-55.27500131514978,-11.789624536077218
-55.27428266292248,-11.798248362804765
-55.28057086991132,-11.774353176247185
-55.291799810962814,-11.777497279741604
-55.26170624894481,-11.784324475900913
-55.297279534195944,-11.787378747866919
-55.278953902399905,-11.787288916338508
-55.281289522138614,-11.793307628742108
-55.26970125497347,-11.791870324287517
-55.29215913707646,-11.785761780355504
-55.273474179166776,-11.776598964457484
-55.27086906484283,-11.77686845904272
-55.267994455933646,-11.773814187076715
-55.29808801795165,-11.762495414496808
-55.29763886030959,-11.787378747866919
-55.2758996304339,-11.762046256854749
-55.260807933660686,-11.7639327189514
-55.285870930087626,-11.770939578167532
-55.296560881968645,-11.760788615456981
-55.29224896860487,-11.764202213536635
-55.26763512982,-11.785043128128208
-55.29647105044023,-11.796811058350174
-55.26017911296181,-11.780641383236024
-55.291799810962814,-11.799236509617296
-55.28425396257621,-11.770041262883412
-55.2879370552411,-11.769232779127705
-55.286320087729685,-11.769771768298176
-55.27760642947372,-11.784144812844088
-55.29072183262187,-11.78746857939533
-55.282277668951146,-11.761147941570629
-55.27904373392832,-11.783515992145205
-55.299435490877826,-11.765459854934402
-55.2729351899963,-11.771748061923239
-55.286050593144445,-11.76815480078676
-55.268443613575705,-11.780910877821258
-55.277696261002134,-11.79896701503206
-55.29584222974135,-11.77273620873577
-55.26880293968935,-11.760249626286509
-55.29341677847423,-11.799416172674121
-55.2616164174164,-11.787648242452155
-55.29126082179234,-11.783246497559968
-55.26188591200163,-11.794655101668287
-55.26377237409828,-11.790253356776102
-55.29745919725276,-11.7721972195653
-55.26871310816094,-11.761686930741101
-55.288206549826334,-11.762944572138869
-55.29934565934942,-11.768603958428821
-55.26260456422893,-11.77911424725302
-55.291979474019634,-11.789175378435159
-55.27787592405896,-11.771837893451652
-55.292787957775346,-11.785402454241856
-55.299884648519885,-11.792139818872753
-55.26017911296181,-11.786660095639624
-55.29718970266753,-11.76438187659346
-55.26350287951305,-11.773185366377831
-55.26377237409828,-11.799416172674121
-55.284613288689854,-11.767076822445818
-55.29269812624693,-11.792768639571635
-55.29817784948006,-11.792768639571635
-55.27194704318377,-11.766358170218522
-55.29000318039457,-11.778395595025724
-55.292967620832165,-11.770580252053884
-55.26134692283116,-11.768603958428821
-55.2653893416097,-11.778126100440488
-55.26125709130275,-11.795643248480818
-55.284433625633035,-11.767795474673113
-55.29341677847423,-11.781180372406494
-55.282277668951146,-11.762764909082044
-55.265119847024465,-11.770310757468648
-55.29584222974135,-11.772915871792595
-55.27509114667819,-11.768873453014058
-55.263233384927815,-11.767795474673113
-55.270779233314414,-11.777407448213193
-55.296111724326586,-11.783336329088382
-55.26754529829159,-11.770670083582296
-55.29072183262187,-11.797799205162706
-55.28515227786033,-11.775071828474482
-55.279852217684024,-11.784324475900913
-55.28910486511045,-11.768334463843585
-55.283714973405736,-11.778844752667784
-55.273923336808835,-11.766986990917406
-55.26727580370635,-11.788007568565803
-55.29000318039457,-11.795643248480818
-55.26754529829159,-11.788636389264687
-55.27455215750772,-11.791960155815929
-55.26035877601863,-11.778126100440488
-55.28075053296814,-11.795014427781934
-55.27230636929742,-11.793038134156872
-55.27715727183166,-11.788456726207862
-55.264670689382406,-11.795463585423995
-55.29898633323577,-11.77309553484942
-55.26188591200163,-11.764292045065048
-55.27041990720077,-11.783875318258852
-55.289194696638866,-11.765190360349166
-55.266736814535875,-11.769142947599292
-55.27464198903613,-11.763842887422987
-55.266287656893816,-11.773005703321006
-55.29404559917311,-11.79663139529335
-55.27410299986566,-11.78189902463379
-55.289194696638866,-11.765010697292343
-55.294225262229936,-11.79294830262846
-55.26961142344506,-11.795104259310348
-55.27976238615561,-11.764112382008223
-55.28353531034892,-11.761776762269513
-55.2796725546272,-11.76905311607088
-55.28218783742273,-11.786300769525976
-55.28649975078651,-11.780821046292846
-55.28497261480351,-11.767525980087878
-55.29341677847423,-11.778395595025724
-55.299884648519885,-11.793487291798932
-55.26026894449022,-11.764292045065048
-55.290901495678696,-11.797619542105881
-55.27050973872918,-11.799416172674121
-55.261975743530044,-11.796451732236527
-55.26269439575734,-11.78279733991791
-55.26754529829159,-11.761327604627454
-55.297728691838,-11.760878446985393
-55.26062827060387,-11.772376882622122
-55.29961515393465,-11.793756786384167
-55.272665695411064,-11.790433019832925
-55.267006309121115,-11.786570264111212
-55.290093011922984,-11.77040058899706
-55.2901828434514,-11.795373753895582
-55.28739806607063,-11.796451732236527
-55.283175984235264,-11.794205944026228
-55.28892520205363,-11.768334463843585
-55.2767081141896,-11.766088675633286
-55.280121712269256,-11.768963284542469
-55.27931322851355,-11.762944572138869
-55.27356401069519,-11.774802333889246
-55.26547917313811,-11.770220925940237
-55.27571996737707,-11.775161660002894
-55.29485408292882,-11.76213608838316
-55.29332694694582,-11.764561539650284
-55.27419283139407,-11.766627664803758
-55.264670689382406,-11.762225919911572
-55.26826395051888,-11.76438187659346
-55.29431509375835,-11.787917737037391
-55.26044860754704,-11.793217797213696
-55.28200817436591,-11.78279733991791
-55.29215913707646,-11.786570264111212
-55.26431136326875,-11.797350047520645
-55.29754902878118,-11.796451732236527
-55.29979481699148,-11.783246497559968
-55.26925209733141,-11.784054981315677
-55.291979474019634,-11.796721226821763
-55.29377610458788,-11.764022550479812
-55.288476044411574,-11.764651371178696
-55.2767081141896,-11.768963284542469
-55.28658958231492,-11.781629530048555
-55.275360641263426,-11.775520986116542
-55.270599570257595,-11.797799205162706
-55.260089281433395,-11.770939578167532
-55.28542177244557,-11.775790480701778
-55.29647105044023,-11.7721972195653
-55.26458085785399,-11.775161660002894
-55.28075053296814,-11.793217797213696
-55.29233880013329,-11.786480432582799
-55.263682542569875,-11.760608952400156
-55.27616912501913,-11.784773633542972
-55.26970125497347,-11.761956425326337
-55.286769245371744,-11.785492285770268
-55.28596076161604,-11.796272069179702
-55.28075053296814,-11.779563404895079
-55.271587717070126,-11.764741202707107
-55.264850352439225,-11.774443007775599
-55.26952159191665,-11.786480432582799
-55.28093019602497,-11.784504138957736
-55.2811996906102,-11.785492285770268
-55.28515227786033,-11.774263344718774
-55.27131822248489,-11.77731761668478
-55.28856587593998,-11.790972009003397
-55.28308615270685,-11.778575258082547
-55.28021154379767,-11.7721972195653
-55.28892520205363,-11.766986990917406
-55.27994204921244,-11.784414307429325
-55.29934565934942,-11.777946437383664
-55.27194704318377,-11.782438013804262
-55.2721267062406,-11.797170384463822
-55.2924286316617,-11.796002574594466
-55.27041990720077,-11.761058110042217
-55.29593206126976,-11.798158531276354
-55.26772496134841,-11.784863465071384
-55.27284535846789,-11.78001256253714
-55.28703873995698,-11.79151099817387
-55.28452345716145,-11.772466714150536
-55.28030137532608,-11.769142947599292
-55.26431136326875,-11.799236509617296
-55.28497261480351,-11.77866508961096
-55.26350287951305,-11.764561539650284
-55.26907243427459,-11.787738073980567
-55.260807933660686,-11.784324475900913
-55.28434379410462,-11.791780492759104
-55.28245733200797,-11.760069963229686
-55.262963890342576,-11.798877183503649
-55.28479295174668,-11.791061840531809
-55.28470312021827,-11.771568398866416
-55.27571996737707,-11.7842346443725
-55.265569004666524,-11.786480432582799
-55.27634878807596,-11.788007568565803
-55.278504744757846,-11.772826040264183
-55.2653893416097,-11.766807327860581
-55.26961142344506,-11.79842802586159
-55.28694890842857,-11.79339746027052
-55.26880293968935,-11.774083681661951
-55.282726826593205,-11.786300769525976
-55.269162265803004,-11.792678808043224
-55.273923336808835,-11.779383741838256
-55.272665695411064,-11.788726220793098
-55.273474179166776,-11.766088675633286
-55.27338434763836,-11.773993850133538
-55.274911483621366,-11.797350047520645
-55.296111724326586,-11.786480432582799
-55.270779233314414,-11.766807327860581
-55.28865570746839,-11.767525980087878
-55.2608977651891,-11.76069878392857
-55.26880293968935,-11.764741202707107
-55.28739806607063,-11.76581918104805
-55.26619782536541,-11.78369565520203
-55.27194704318377,-11.79618223765129
-55.29718970266753,-11.789983862190866
-55.26520967855288,-11.79061268288975
-55.27877423934308,-11.78234818227585
-55.297010039610704,-11.762315751439985
-55.265119847024465,-11.775520986116542
