event_id,region,gid,in_custom_box,lon,lat,area_ha,classname,view_date,n_s1_obs,sar_date,shift_vv_db,shift_vh_db,sar_r2,sar_t,gap_days,ang_mean_deg,ang_npx,tau_deg,registered,radd_first_date,radd_npx,clear_total_2021,p1_bracketed,p1_bracket_mid,sar_minus_mid_days,inside_tightened,block
A_0,A,10000_hist,True,-56.2052,-5.1358,34.9192,DESMATAMENTO_CR,2021-09-22,93,2020-10-21,0.343,0.224,0.1701,4.5838,6,16.9693,3400,11.3934,1,2021-06-09,498,26,False,,,,-113_-11
A_1,A,10001_hist,False,-56.1088,-5.2034,10.3104,DESMATAMENTO_CR,2021-09-22,93,2021-07-06,-0.3045,-0.3118,0.0713,-2.8311,5,29.3616,963,11.3934,1,2021-07-03,365,20,False,,,,-113_-11
A_2,A,10005_hist,True,-56.0741,-5.1618,19.2244,DESMATAMENTO_CR,2021-09-22,93,2021-09-04,-1.4129,-1.553,0.5296,-10.6199,5,34.6504,1809,11.3934,1,2021-06-21,1493,25,False,,,,-113_-11
A_3,A,10006_hist,False,-55.7127,-4.0011,10.7879,DESMATAMENTO_CR,2021-09-22,97,2021-09-04,-0.6439,-0.5566,0.1549,-4.3163,5,35.9142,1023,11.3934,1,2021-07-27,150,28,False,,,,-112_-9
A_4,A,10009_hist,False,-55.7415,-3.9437,9.7018,DESMATAMENTO_CR,2021-09-22,97,2021-09-04,-0.3952,-0.611,0.1229,-3.788,5,30.1601,919,11.3934,1,2021-08-14,435,30,False,,,,-112_-8
A_5,A,10013_hist,False,-55.5371,-4.4099,19.11,DESMATAMENTO_CR,2021-09-22,97,2021-08-29,-0.5186,-0.4904,0.2619,-6.1252,6,32.9123,1855,11.3934,1,2021-09-01,529,21,False,,,,-112_-9
A_6,A,10017_hist,True,-56.0619,-5.1692,15.4358,DESMATAMENTO_CR,2021-09-22,93,2021-09-04,-1.0056,-0.9715,0.3503,-7.2731,5,27.8221,1462,11.3934,1,2021-04-04,840,28,False,,,,-113_-11
A_7,A,10020_hist,False,-55.2571,-4.3728,38.1911,DESMATAMENTO_CR,2021-09-22,97,2021-09-10,-0.2558,-0.0586,0.067,-2.3604,6,19.6029,3734,11.3934,1,2021-06-09,260,44,False,,,,-111_-9
A_8,A,10021_hist,True,-56.0296,-5.1985,14.0742,DESMATAMENTO_CR,2021-09-22,93,2021-07-06,-0.3752,-0.3577,0.1335,-3.9373,5,25.9276,1299,11.3934,1,2021-08-20,423,25,False,,,,-113_-11
A_9,A,10023_hist,True,-55.9096,-4.8402,11.1992,DESMATAMENTO_CR,2021-09-22,93,2022-01-05,0.3909,0.4922,0.0838,3.1827,12,33.4151,1065,11.3934,1,2021-09-19,137,25,False,,,,-112_-10
A_10,A,100244_hist,True,-56.0932,-4.8649,9.549,DESMATAMENTO_CR,2021-10-03,93,2021-08-17,-1.0183,-0.9818,0.3889,-7.8926,6,41.9376,874,11.3934,1,2021-08-14,537,28,False,,,,-113_-10
A_11,A,100248_hist,True,-56.1071,-4.8558,12.6708,DESMATAMENTO_CR,2021-10-03,93,2021-09-10,-0.4487,-0.1842,0.1466,-4.1443,6,22.9147,1158,11.3934,1,2021-05-28,248,25,False,,,,-113_-10
A_12,A,100249_hist,True,-56.1827,-4.996,19.0698,DESMATAMENTO_CR,2021-10-03,93,2021-06-18,-0.9727,-0.9522,0.4782,-9.4131,6,32.0407,1731,11.3934,1,2021-02-03,617,23,False,,,,-113_-10
A_13,A,10025_hist,True,-55.7971,-4.6678,121.6504,DESMATAMENTO_CR,2021-09-22,93,2020-12-17,0.2817,0.2343,0.1262,3.8024,11,22.6354,11856,11.3934,1,2021-01-10,2080,24,False,,,,-112_-10
A_14,A,10026_hist,True,-55.7972,-4.844,16.9827,DESMATAMENTO_CR,2021-09-22,93,2021-09-10,-0.7498,-0.5975,0.3839,-8.0664,6,27.6673,1648,11.3934,1,2021-07-03,586,29,False,,,,-112_-10
A_15,A,100277_hist,True,-55.6952,-4.694,16.4955,DESMATAMENTO_CR,2021-10-03,93,2020-12-17,0.3657,0.2577,0.1347,3.9585,11,31.5328,1620,11.3934,1,2021-07-21,101,25,False,,,,-112_-10
A_16,A,10029_hist,True,-55.9656,-4.5874,18.541,DESMATAMENTO_CR,2021-09-22,97,2021-08-05,-0.5939,-0.3919,0.2008,-5.0056,6,28.4331,1782,11.3934,1,2021-08-08,999,29,True,2021-08-30,-25.0,True,-112_-10
A_17,A,10031_hist,True,-55.7882,-4.8392,90.9182,DESMATAMENTO_CR,2021-09-22,93,2021-08-05,-0.3075,-0.1097,0.1234,-3.4013,6,21.8551,8798,11.3934,1,2021-01-28,1313,24,False,,,,-112_-10
A_18,A,10032_hist,True,-55.888,-4.7984,6.9248,DESMATAMENTO_CR,2021-09-22,93,2021-12-09,0.9543,0.8531,0.1868,4.8154,5,29.0066,629,11.3934,1,2021-09-13,322,31,True,2021-08-26,105.0,False,-112_-10
A_19,A,10033_hist,True,-55.8404,-4.7956,10.01,DESMATAMENTO_CR,2021-09-22,93,2021-08-17,-1.4485,-1.4253,0.512,-10.3628,6,28.2275,918,11.3934,1,2021-08-20,342,23,False,,,,-112_-10
A_20,A,10034_hist,True,-55.7722,-4.5807,38.2727,DESMATAMENTO_CR,2021-09-22,97,2022-01-17,0.3854,0.6458,0.1441,4.3514,11,23.0694,3674,11.3934,1,2021-05-28,515,25,False,,,,-112_-10
A_21,A,10041_hist,False,-55.7903,-4.1099,12.9413,DESMATAMENTO_CR,2021-09-22,97,2021-09-04,-1.2631,-1.2751,0.4623,-9.3541,5,30.8602,1238,11.3934,1,2021-07-03,669,32,False,,,,-112_-9
A_22,A,10047_hist,True,-56.0219,-4.8918,13.909,DESMATAMENTO_CR,2021-09-22,93,2021-09-10,-0.7516,-0.5338,0.3034,-6.7065,6,22.4572,1305,11.3934,1,2021-08-02,530,29,True,2021-09-08,2.0,True,-113_-10
A_23,A,10050_hist,True,-56.0126,-4.8634,17.436,DESMATAMENTO_CR,2021-09-22,93,2021-10-01,-0.6893,-0.4844,0.2345,-5.4793,12,36.51,1676,11.3934,1,2021-07-09,580,23,False,,,,-113_-10
A_24,A,10051_hist,True,-56.0606,-4.8279,11.4753,DESMATAMENTO_CR,2021-09-22,93,2021-11-06,0.2445,0.1929,0.0397,2.0903,12,33.423,1089,11.3934,1,2021-08-14,416,28,False,,,,-113_-10
A_25,A,10053_hist,False,-55.0974,-4.3776,35.9325,DESMATAMENTO_CR,2021-09-22,97,2021-09-10,-0.3288,-0.2816,0.1139,-3.5965,6,22.0955,3465,11.3934,1,2021-08-20,608,20,False,,,,-111_-9
A_26,A,10054_hist,True,-56.0482,-4.6948,13.0418,DESMATAMENTO_CR,2021-09-22,93,2021-12-15,0.421,0.5198,0.1294,4.084,6,18.9308,1232,11.3934,1,2021-09-13,297,25,True,2021-09-08,98.0,False,-113_-10
A_27,A,10056_hist,False,-55.2256,-4.4415,11.549,DESMATAMENTO_CR,2021-09-22,97,2021-07-24,-0.4709,-0.3598,0.1747,-4.7396,6,25.1838,1128,11.3934,1,2021-09-01,197,23,True,2021-09-10,-48.0,False,-111_-9
A_28,A,10057_hist,False,-55.1007,-4.4325,12.531,DESMATAMENTO_CR,2021-09-22,93,2021-09-10,-0.2066,-0.0317,0.0305,-1.5175,6,19.854,1165,11.3934,1,2021-09-13,272,26,True,2021-09-20,-10.0,True,-111_-9
A_29,A,10064_hist,False,-55.0624,-4.4196,15.532,DESMATAMENTO_CR,2021-09-22,93,2021-08-05,-0.4338,-0.1474,0.1389,-3.8281,6,24.099,1475,11.3934,1,2021-08-26,242,25,False,,,,-111_-9
A_30,A,10067_hist,True,-56.0008,-4.599,9.5403,DESMATAMENTO_CR,2021-09-22,97,2022-01-05,0.7028,0.9223,0.1443,4.3086,12,28.916,881,11.3934,1,2021-06-27,263,29,True,2021-09-23,104.0,False,-113_-10
A_31,A,10068_hist,False,-55.1417,-4.4316,6.7196,DESMATAMENTO_CR,2021-09-22,93,2020-12-17,0.3707,0.2109,0.0839,3.0662,11,28.0759,617,11.3934,1,2021-07-03,130,26,False,,,,-111_-9
A_32,A,10069_hist,True,-56.056,-4.843,7.6051,DESMATAMENTO_CR,2021-09-22,93,2020-12-05,0.4651,0.2786,0.1698,4.8769,12,23.6167,723,11.3934,1,2021-09-19,7,27,False,,,,-113_-10
A_33,A,10070_hist,False,-55.0999,-4.2106,12.2276,DESMATAMENTO_CR,2021-09-22,97,2021-09-10,-0.7778,-0.8304,0.3864,-8.2409,6,24.4361,1148,11.3934,1,2021-09-13,384,20,True,2021-09-19,-9.0,True,-111_-9
A_34,A,10071_hist,True,-56.0962,-4.5643,8.2584,DESMATAMENTO_CR,2021-09-22,97,2021-08-17,-0.9156,-1.1293,0.4202,-8.6858,6,27.4481,756,11.3934,1,2021-08-08,387,20,False,,,,-113_-10
A_35,A,10072_hist,False,-55.0749,-4.3273,16.3993,DESMATAMENTO_CR,2021-09-22,97,2021-10-01,-0.7542,-0.9959,0.3322,-7.169,12,18.3333,1555,11.3934,1,2021-08-26,913,25,True,2021-09-19,12.0,False,-111_-9
A_36,A,10083_hist,False,-55.0858,-4.2694,8.3783,DESMATAMENTO_CR,2021-09-22,97,2021-09-10,-0.8295,-0.6123,0.402,-9.0825,6,17.4637,788,11.3934,1,2021-08-20,226,24,True,2021-09-15,-5.0,True,-111_-9
A_37,A,10091_hist,False,-55.0423,-4.2337,9.4405,DESMATAMENTO_CR,2021-09-22,97,2021-09-10,-0.8474,-0.897,0.482,-10.3656,6,16.61,903,11.3934,1,2021-09-01,310,24,False,,,,-111_-9
A_38,A,101205_hist,False,-56.0051,-5.3256,11.3626,DESMATAMENTO_CR,2021-10-06,93,2021-07-18,-0.5574,-0.4444,0.1978,-5.064,5,34.4326,1083,11.3934,1,2021-07-15,363,25,False,,,,-113_-11
A_39,A,101220_hist,True,-56.1537,-5.0422,7.8727,DESMATAMENTO_CR,2021-10-06,93,2021-06-24,-1.3212,-1.2203,0.4324,-8.5752,5,43.6989,735,11.3934,1,2021-05-28,531,25,False,,,,-113_-11
A_40,A,101222_hist,True,-55.7568,-4.5125,7.5227,DESMATAMENTO_CR,2021-10-06,97,2021-08-05,-0.3057,-0.2741,0.0718,-2.9247,6,40.7496,698,11.3934,1,2021-05-28,267,24,False,,,,-112_-10
A_41,A,101232_hist,True,-56.1252,-4.9507,21.898,DESMATAMENTO_CR,2021-10-06,93,2021-08-17,-0.7368,-0.5275,0.4162,-8.5613,6,28.3245,2119,11.3934,1,2021-07-27,900,28,False,,,,-113_-10
A_42,A,101245_hist,True,-55.7995,-4.5192,13.8303,DESMATAMENTO_CR,2021-10-06,97,2022-01-05,0.746,0.8141,0.2205,5.501,12,24.6975,1299,11.3934,1,2021-08-02,158,22,False,,,,-112_-10
A_43,A,101264_hist,True,-56.1039,-4.6087,100.6535,DESMATAMENTO_CR,2021-10-06,97,2021-08-05,-0.735,-0.7322,0.2764,-6.1016,6,47.9626,9929,11.3934,1,2021-01-04,6383,24,False,,,,-113_-10
A_44,A,101285_hist,False,-55.5879,-4.3423,13.8581,DESMATAMENTO_CR,2021-10-06,97,2021-06-24,-0.2077,-0.1647,0.0715,-2.9243,5,26.4677,1320,11.3934,1,2021-05-10,347,31,False,,,,-112_-9
A_45,A,101286_hist,False,-55.5529,-4.2579,10.0663,DESMATAMENTO_CR,2021-10-06,97,2021-01-01,0.3181,0.2298,0.0432,2.2384,6,40.7859,916,11.3934,1,2021-08-26,190,26,False,,,,-112_-9
A_46,A,101293_hist,False,-55.64,-4.152,6.722,DESMATAMENTO_CR,2021-10-06,97,2021-08-17,-0.3312,-0.4046,0.0951,-3.5043,6,27.3867,623,11.3934,1,2021-08-14,249,27,False,,,,-112_-9
A_47,A,101294_hist,False,-55.6426,-4.1573,6.28,DESMATAMENTO_CR,2021-10-06,97,2020-12-26,0.3319,0.2954,0.1003,3.639,5,19.7554,580,11.3934,1,2021-09-25,79,24,False,,,,-112_-9
A_48,A,101315_hist,False,-55.4587,-4.5068,87.6407,DESMATAMENTO_CR,2021-10-06,95,2021-10-10,-1.4843,-2.2242,0.0799,-2.846,5,32.8964,8577,11.3934,1,2021-03-29,1479,40,False,,,,-111_-10
A_49,A,101323_hist,False,-55.4086,-4.4771,36.2162,DESMATAMENTO_CR,2021-10-06,97,2020-12-26,0.3062,0.2971,0.1209,3.7933,5,27.6689,3464,11.3934,1,2021-06-21,774,50,False,,,,-111_-9
A_50,A,101351_hist,False,-55.3601,-4.4315,157.6991,DESMATAMENTO_CR,2021-10-06,97,2020-12-17,0.3813,0.2982,0.2109,5.2275,11,16.1834,15437,11.3934,1,2021-07-03,1206,51,False,,,,-111_-9
A_51,A,101363_hist,False,-55.087,-4.2008,19.2011,DESMATAMENTO_CR,2021-10-06,97,2021-12-24,-1.2496,-1.0792,0.3457,-7.4578,11,27.4728,1807,11.3934,1,2021-10-07,841,25,False,,,,-111_-9
A_52,A,101374_hist,False,-55.4238,-4.3824,53.343,DESMATAMENTO_CR,2021-10-06,97,2020-12-05,0.3136,0.2033,0.1272,3.7842,12,31.0871,5212,11.3934,1,2021-03-17,441,44,False,,,,-111_-9
A_53,A,10195_hist,False,-56.2337,-4.4715,11.7449,DESMATAMENTO_CR,2021-09-22,97,2021-09-04,-0.6816,-0.5611,0.2775,-6.3937,5,22.0302,1105,11.3934,1,2021-08-26,509,27,True,2021-09-15,-11.0,True,-113_-9
A_54,A,10196_hist,False,-56.2142,-4.4691,10.8245,DESMATAMENTO_CR,2021-09-22,97,2021-09-04,-1.1618,-1.1885,0.3379,-7.2802,5,34.6713,990,11.3934,1,2021-08-08,803,31,True,2021-09-06,-2.0,True,-113_-9
A_55,A,101989_hist,False,-55.395,-4.4839,9.462,DESMATAMENTO_CR,2021-10-07,97,2020-12-26,0.3688,0.3461,0.1463,4.4573,5,29.964,894,11.3934,1,2021-08-14,143,47,False,,,,-111_-9
A_56,A,10199_hist,False,-56.2159,-4.3996,10.175,DESMATAMENTO_CR,2021-09-22,97,2021-09-04,-0.7663,-0.8809,0.3455,-7.4735,5,36.5315,943,11.3934,1,2021-03-17,659,30,False,,,,-113_-9
A_57,A,102015_hist,True,-55.8639,-4.5622,7.6449,DESMATAMENTO_CR,2021-10-07,97,2020-10-03,0.7238,0.4349,0.2015,5.2708,5,44.1508,724,11.3934,1,2021-08-02,37,24,False,,,,-112_-10
A_58,A,102028_hist,False,-55.8374,-4.1421,14.7947,DESMATAMENTO_CR,2021-10-07,97,2021-09-04,-1.5289,-1.7811,0.4847,-9.7109,5,37.2157,1417,11.3934,1,2021-05-22,1039,29,False,,,,-112_-9
A_59,A,102090_hist,False,-55.0642,-4.429,18.9316,DESMATAMENTO_CR,2021-10-07,93,2021-09-10,-0.5887,-0.5091,0.197,-4.9718,6,29.0219,1821,11.3934,1,2021-08-20,644,20,True,2021-09-07,3.0,True,-111_-9
A_60,A,102445_hist,True,-56.2037,-4.6492,13.2819,DESMATAMENTO_CR,2021-10-09,97,2021-07-24,-0.2958,-0.109,0.101,-3.3552,6,21.6509,1266,11.3934,1,2021-01-22,426,30,False,,,,-113_-10
A_61,A,102446_hist,True,-56.1893,-4.664,10.7296,DESMATAMENTO_CR,2021-10-09,97,2021-08-23,-0.7595,-0.7152,0.2491,-5.8884,5,31.115,1017,11.3934,1,2021-01-22,541,26,False,,,,-113_-10
A_62,A,102450_hist,False,-55.5957,-4.417,8.9167,DESMATAMENTO_CR,2021-10-09,97,2021-02-12,0.4104,0.3472,0.2294,6.3715,5,26.4317,815,11.3934,1,,0,24,False,,,,-112_-9
A_63,A,102456_hist,False,-55.9142,-4.4165,26.6826,DESMATAMENTO_CR,2021-10-09,97,2021-11-23,-0.9407,-0.9938,0.3126,-6.7994,2,30.9216,2564,11.3934,1,2021-07-27,1755,23,False,,,,-112_-9
A_64,A,102465_hist,True,-55.7532,-4.6449,7.0612,DESMATAMENTO_CR,2021-10-09,93,2021-08-05,-0.4512,-0.6258,0.1554,-4.4152,6,25.9496,655,11.3934,1,2021-06-21,291,30,False,,,,-112_-10
A_65,A,102467_hist,True,-55.7401,-4.6796,10.7907,DESMATAMENTO_CR,2021-10-09,93,2021-08-05,-0.5642,-0.4579,0.1366,-3.9405,6,41.0718,978,11.3934,1,2021-08-14,254,28,False,,,,-112_-10
A_66,A,102523_hist,True,-55.9973,-4.6,33.0996,DESMATAMENTO_CR,2021-10-09,97,2021-08-05,-0.7041,-0.6293,0.3028,-6.6105,6,26.0631,3216,11.3934,1,2021-05-16,1580,28,True,2021-09-23,-49.0,False,-112_-10
A_67,A,102532_hist,False,-55.5276,-4.4295,7.051,DESMATAMENTO_CR,2021-10-09,97,2020-12-17,0.4579,0.325,0.1667,4.7873,11,39.0814,628,11.3934,1,2021-08-08,59,22,False,,,,-112_-9
A_68,A,103792_hist,False,-56.2708,-4.0279,8.0431,DESMATAMENTO_CR,2021-10-12,97,2021-06-24,-0.6252,-0.4845,0.1819,-4.7768,5,42.1032,734,11.3934,1,2021-01-10,346,23,False,,,,-113_-9
A_69,A,103830_hist,True,-56.2012,-4.8761,7.1509,DESMATAMENTO_CR,2021-10-12,93,2021-08-05,-1.4645,-1.3329,0.4921,-9.8514,6,37.9419,685,11.3934,1,2021-07-03,473,29,False,,,,-113_-10
A_70,A,103838_hist,True,-56.2017,-5.1334,16.1845,DESMATAMENTO_CR,2021-10-12,93,2021-10-01,-0.5905,-0.517,0.4103,-9.3882,12,19.3029,1554,11.3934,1,2021-01-22,420,27,False,,,,-113_-11
A_71,A,103844_hist,True,-56.05,-4.852,10.003,DESMATAMENTO_CR,2021-10-12,93,2021-07-24,-0.7891,-0.8194,0.4675,-9.6349,6,22.2337,945,11.3934,1,2021-04-10,580,23,False,,,,-113_-10
A_72,A,104968_hist,False,-55.1661,-4.1626,8.8091,DESMATAMENTO_CR,2021-10-15,97,2021-08-17,-0.6718,-0.6816,0.202,-5.1446,6,35.7289,819,11.3934,1,2021-08-08,395,22,False,,,,-111_-9
A_73,A,104973_hist,False,-55.0375,-4.3283,6.4873,DESMATAMENTO_CR,2021-10-15,97,2021-09-10,-1.1695,-0.9397,0.4748,-10.0378,6,24.4895,619,11.3934,1,2021-08-20,322,21,False,,,,-111_-9
A_74,A,104985_hist,False,-55.2308,-4.3955,9.8068,DESMATAMENTO_CR,2021-10-15,97,2021-08-05,-0.8863,-0.726,0.5191,-10.9707,6,22.3342,879,11.3934,1,2021-07-15,256,22,False,,,,-111_-9
A_75,A,104992_hist,False,-55.1877,-4.2773,8.6851,DESMATAMENTO_CR,2021-10-15,97,2020-12-26,0.5417,0.4101,0.1552,4.6188,5,38.8004,796,11.3934,1,2021-03-05,348,22,False,,,,-111_-9
A_76,A,104995_hist,False,-55.1592,-4.2937,10.5139,DESMATAMENTO_CR,2021-10-15,97,2021-07-30,-0.8938,-0.9596,0.5719,-12.2369,5,16.8174,977,11.3934,1,2021-08-02,282,24,False,,,,-111_-9
A_77,A,105002_hist,False,-55.2391,-4.446,9.6589,DESMATAMENTO_CR,2021-10-15,97,2021-08-05,-0.5744,-0.4736,0.3407,-7.8739,6,18.7593,921,11.3934,1,2021-08-08,203,23,False,,,,-111_-9
A_78,A,106451_hist,False,-55.3243,-4.0377,17.4244,DESMATAMENTO_CR,2021-10-29,97,2020-12-26,0.3051,0.3146,0.1048,3.603,5,16.4217,1649,11.3934,1,2021-07-21,161,53,False,,,,-111_-9
A_79,A,106453_hist,False,-55.4031,-3.9835,11.0153,DESMATAMENTO_CR,2021-10-29,97,2022-01-17,0.8104,1.0526,0.2,5.3527,11,23.4858,1041,11.3934,1,2021-01-10,124,24,False,,,,-111_-8
A_80,A,107374_hist,False,-55.6164,-4.4656,44.1941,DESMATAMENTO_CR,2021-11-07,97,2020-12-26,0.4316,0.3091,0.2017,5.0763,5,20.9418,4339,11.3934,1,2021-07-27,328,21,False,,,,-112_-9
A_81,A,107393_hist,False,-55.1128,-4.4601,43.0898,DESMATAMENTO_CR,2021-11-07,93,2020-12-26,0.303,0.2222,0.1126,3.498,5,25.7,4208,11.3934,1,2021-08-08,527,20,False,,,,-111_-9
A_82,A,107575_hist,False,-55.2829,-4.3494,9.1937,DESMATAMENTO_CR,2021-11-11,97,2021-07-24,-0.3942,-0.581,0.1789,-4.7586,6,35.1613,869,11.3934,1,2021-07-21,195,43,False,,,,-111_-9
A_83,A,107582_hist,False,-55.2825,-4.2291,8.8084,DESMATAMENTO_CR,2021-11-11,97,2021-12-03,0.4503,0.4126,0.0903,3.326,6,13.5653,831,11.3934,1,2021-01-04,135,46,False,,,,-111_-9
A_84,A,1096_hist,False,-55.6133,-4.174,10.4909,DESMATAMENTO_CR,2021-08-06,97,2021-08-17,-0.3604,-0.491,0.1071,-3.5552,6,37.2354,1003,11.3934,1,2021-07-27,306,28,False,,,,-112_-9
A_85,A,12304_hist,False,-56.3387,-4.1926,13.8423,DESMATAMENTO_CR,2021-09-30,97,2021-09-04,-0.6225,-0.6545,0.3056,-6.883,5,28.1733,1305,11.3934,1,2021-06-27,507,23,False,,,,-113_-9
A_86,A,12324_hist,True,-56.2184,-4.8314,28.1701,DESMATAMENTO_CR,2021-09-30,93,2021-09-10,-0.9955,-0.8853,0.6144,-12.7503,6,17.3771,2672,11.3934,1,2021-08-20,1176,26,False,,,,-113_-10
A_87,A,12334_hist,False,-55.5282,-4.4494,99.0674,DESMATAMENTO_CR,2021-09-30,97,2020-12-26,0.2856,0.2671,0.1969,5.1098,5,26.067,9746,11.3934,1,2021-01-22,1236,24,False,,,,-112_-9
A_88,A,12335_hist,False,-55.511,-4.4364,63.7346,DESMATAMENTO_CR,2021-09-30,97,2020-12-26,0.4082,0.3247,0.2689,6.294,5,29.1534,6253,11.3934,1,2021-01-22,457,22,False,,,,-112_-9
A_89,A,12337_hist,False,-55.2177,-4.1791,15.0395,DESMATAMENTO_CR,2021-09-30,97,2021-11-23,-0.7241,-0.7669,0.1625,-4.4643,2,29.2204,1382,11.3934,1,2021-07-09,539,44,False,,,,-111_-9
A_90,A,12341_hist,False,-55.1577,-4.2051,14.7199,DESMATAMENTO_CR,2021-09-30,97,2020-12-26,0.2857,0.2387,0.0823,3.0699,5,26.729,1384,11.3934,1,2021-09-13,265,23,True,2021-09-15,-263.0,False,-111_-9
A_91,A,12347_hist,False,-55.7451,-4.1919,10.9695,DESMATAMENTO_CR,2021-09-30,97,2021-11-20,-1.6159,-2.046,0.4108,-8.3367,3,35.3171,1039,11.3934,1,2021-07-27,1016,26,False,,,,-112_-9
A_92,A,12349_hist,False,-55.6022,-4.186,12.5227,DESMATAMENTO_CR,2021-09-30,97,2021-12-24,-0.7477,-0.2259,0.075,-2.6023,11,21.9757,1178,11.3934,1,2021-09-13,338,25,True,2021-09-21,94.0,False,-112_-9
A_93,A,12350_hist,False,-56.1904,-4.0164,12.1446,DESMATAMENTO_CR,2021-09-30,97,2021-09-22,-0.2667,-0.2287,0.0877,-3.2464,6,16.5324,1160,11.3934,1,2021-09-13,434,23,False,,,,-113_-9
A_94,A,12352_hist,True,-56.0101,-4.536,10.1792,DESMATAMENTO_CR,2021-09-30,97,2021-11-20,-0.8422,-0.9673,0.2876,-6.4556,3,31.4558,970,11.3934,1,2021-01-28,737,28,False,,,,-113_-10
A_95,A,12354_hist,False,-55.6142,-4.1796,14.7081,DESMATAMENTO_CR,2021-09-30,97,2021-08-29,-0.5535,-0.3905,0.2377,-5.8135,6,19.6219,1415,11.3934,1,2021-08-02,338,29,False,,,,-112_-9
A_96,A,12355_hist,False,-55.2033,-4.2904,17.8118,DESMATAMENTO_CR,2021-09-30,97,2020-12-26,0.3977,0.4856,0.2931,7.1271,5,18.3885,1697,11.3934,1,2021-05-22,11,26,False,,,,-111_-9
A_97,A,12356_hist,False,-55.2097,-4.2615,13.6324,DESMATAMENTO_CR,2021-09-30,97,2020-12-17,0.6268,0.4995,0.3357,7.6984,11,22.6413,1285,11.3934,1,2021-09-19,73,32,True,2021-09-19,-276.0,False,-111_-9
A_98,A,12358_hist,False,-55.5443,-4.0732,28.4561,DESMATAMENTO_CR,2021-09-30,97,2021-11-20,-0.2456,-0.5003,0.0697,-2.7101,3,27.5015,2724,11.3934,1,2021-03-17,781,24,False,,,,-112_-9
A_99,A,12360_hist,False,-55.5712,-4.1418,6.2924,DESMATAMENTO_CR,2021-09-30,97,2021-09-22,-0.7486,-0.6321,0.2952,-7.1029,6,20.8216,592,11.3934,1,2021-09-19,147,24,False,,,,-112_-9
A_100,A,12361_hist,False,-55.1932,-4.204,12.7372,DESMATAMENTO_CR,2021-09-30,97,2021-10-27,-0.341,-0.5791,0.0693,-2.7356,3,28.7509,1211,11.3934,1,2021-09-13,528,36,False,,,,-111_-9
A_101,A,12362_hist,False,-55.1544,-4.1825,6.4332,DESMATAMENTO_CR,2021-09-30,97,2021-09-10,-0.5303,-0.6145,0.2677,-6.5956,6,20.696,581,11.3934,1,2021-08-20,188,26,True,2021-09-07,3.0,True,-111_-9
A_102,A,12378_hist,False,-55.3923,-4.4278,12.4451,DESMATAMENTO_CR,2021-09-30,97,2021-07-12,-0.2477,-0.255,0.0688,-2.8583,6,26.7163,1180,11.3934,1,2021-08-26,175,48,False,,,,-111_-9
A_103,A,12382_hist,False,-55.4221,-4.4246,6.5908,DESMATAMENTO_CR,2021-09-30,97,2021-09-10,-0.5073,-0.7187,0.1957,-5.119,6,24.9584,608,11.3934,1,2021-08-14,298,49,False,,,,-111_-9
A_104,A,12395_hist,False,-55.443,-4.4197,6.4313,DESMATAMENTO_CR,2021-09-30,97,2020-10-21,0.9065,0.7559,0.2497,5.9618,6,32.623,581,11.3934,1,2021-10-07,20,24,False,,,,-111_-9
A_105,A,12402_hist,False,-55.3808,-4.0938,7.7109,DESMATAMENTO_CR,2021-09-30,97,2020-12-26,0.7365,0.6439,0.2544,6.1055,5,34.4864,726,11.3934,1,2021-09-19,20,21,False,,,,-111_-9
A_106,A,12403_hist,False,-55.4108,-4.0802,6.3358,DESMATAMENTO_CR,2021-09-30,97,2021-09-22,-1.2616,-1.2207,0.4848,-10.1026,6,14.9461,576,11.3934,1,2021-08-14,340,24,False,,,,-111_-9
A_107,A,12405_hist,False,-55.381,-4.3413,24.623,DESMATAMENTO_CR,2021-09-30,97,2020-12-17,0.4255,0.4223,0.2322,5.7738,11,28.6315,2375,11.3934,1,2021-07-27,110,47,False,,,,-111_-9
A_108,A,12411_hist,False,-55.4785,-4.3245,42.9746,DESMATAMENTO_CR,2021-09-30,97,2021-11-20,-0.5924,-0.4764,0.2714,-6.3103,3,20.0909,4204,11.3934,1,2021-09-13,893,28,False,,,,-111_-9
A_109,A,12415_hist,False,-55.4233,-4.0363,7.4904,DESMATAMENTO_CR,2021-09-30,97,2021-10-30,-0.4029,-0.676,0.0706,-2.7379,2,37.7204,687,11.3934,1,2021-02-27,392,25,False,,,,-111_-9
A_110,A,12418_hist,False,-55.4114,-4.0155,15.3189,DESMATAMENTO_CR,2021-09-30,97,2021-10-27,-0.9871,-1.6421,0.2775,-6.1095,3,31.3954,1450,11.3934,1,2021-08-20,1044,25,False,,,,-111_-9
A_111,A,12422_hist,False,-55.3949,-3.9668,15.0496,DESMATAMENTO_CR,2021-09-30,97,2021-08-29,-0.4161,-0.1139,0.0985,-2.9181,6,18.1453,1440,11.3934,1,2021-04-10,172,26,False,,,,-111_-8
A_112,A,12428_hist,False,-55.4167,-3.9497,18.4271,DESMATAMENTO_CR,2021-09-30,97,2021-11-20,-1.2855,-1.3871,0.4074,-8.4271,3,28.8515,1735,11.3934,1,2021-04-10,1242,25,False,,,,-111_-8
