event_id,region,gid,in_custom_box,lon,lat,area_ha,classname,view_date,n_s1_obs,sar_date,shift_vv_db,shift_vh_db,sar_r2,sar_t,gap_days,ang_mean_deg,ang_npx,tau_deg,registered,radd_first_date,radd_npx,clear_total_2021,p1_bracketed,p1_bracket_mid,sar_minus_mid_days,inside_tightened,block
A_482,A,50971_hist,True,-55.7015,-4.4879,7.9586,DESMATAMENTO_CR,2021-05-23,97,2021-02-12,0.2919,0.3899,0.1273,4.0315,5,42.0954,734,11.3934,1,2021-01-22,22,25,False,,,,-112_-9
A_483,A,50981_hist,False,-55.562,-4.3815,29.3105,DESMATAMENTO_CR,2021-05-23,97,2021-12-15,0.4676,0.3645,0.1122,3.5976,6,43.2646,2795,11.3934,1,2021-05-16,679,28,False,,,,-112_-9
A_484,A,50982_hist,False,-55.566,-4.3805,6.9901,DESMATAMENTO_CR,2021-05-23,97,2021-05-13,-0.4903,-0.4823,0.2558,-6.2885,6,45.4431,647,11.3934,1,2021-05-10,192,26,False,,,,-112_-9
A_485,A,50992_hist,False,-55.4866,-4.4446,24.724,DESMATAMENTO_CR,2021-05-23,97,2021-12-15,0.4863,0.6425,0.0883,3.1307,6,60.3691,2379,11.3934,1,2021-05-16,803,24,False,,,,-111_-9
A_486,A,51769_hist,False,-55.2072,-4.4604,73.3299,DESMATAMENTO_CR,2021-05-26,93,2021-10-22,0.411,0.4382,0.2481,5.7804,5,41.3936,7237,11.3934,1,2021-05-16,250,21,False,,,,-111_-9
A_487,A,51774_hist,False,-55.2241,-4.4317,22.7239,DESMATAMENTO_CR,2021-05-26,97,2021-01-07,0.3768,0.2793,0.1847,5.0963,5,38.2992,2198,11.3934,1,2021-05-10,295,20,False,,,,-111_-9
A_488,A,51776_hist,False,-55.2424,-4.4116,14.7835,DESMATAMENTO_CR,2021-05-26,97,2021-05-25,-0.23,-0.2247,0.0923,-3.3775,6,42.3803,1418,11.3934,1,2021-05-16,248,44,False,,,,-111_-9
A_489,A,51778_hist,False,-55.2348,-4.3921,16.4777,DESMATAMENTO_CR,2021-05-26,97,2020-12-26,0.3172,0.4025,0.2,5.3684,5,46.093,1599,11.3934,1,2021-05-22,127,31,False,,,,-111_-9
A_490,A,51785_hist,False,-55.4964,-4.2475,32.3661,DESMATAMENTO_CR,2021-05-26,97,2021-06-24,-0.9963,-1.1514,0.289,-6.2537,5,56.0459,3139,11.3934,1,2021-01-10,2481,23,False,,,,-111_-9
A_491,A,51789_hist,False,-55.3147,-4.3167,22.893,DESMATAMENTO_CR,2021-05-26,97,2021-05-13,-0.363,-0.4421,0.2112,-5.343,6,44.8209,2217,11.3934,1,2021-04-22,614,44,True,2021-04-26,17.0,True,-111_-9
A_492,A,51795_hist,False,-55.3545,-4.3418,17.203,DESMATAMENTO_CR,2021-05-26,97,2021-05-25,-0.7121,-0.6691,0.4132,-8.5733,6,41.3935,1620,11.3934,1,2021-05-04,631,48,False,,,,-111_-9
A_493,A,51800_hist,False,-55.3611,-4.2806,8.0651,DESMATAMENTO_CR,2021-05-26,97,2021-08-17,-0.1218,-0.5149,0.0435,-1.9634,6,53.7173,760,11.3934,1,2021-01-04,419,45,False,,,,-111_-9
A_494,A,51804_hist,True,-55.6559,-4.7425,82.9445,DESMATAMENTO_CR,2021-05-26,93,2021-10-16,0.7632,0.6466,0.363,7.432,6,46.9871,8158,11.3934,1,2021-02-03,1312,21,False,,,,-112_-10
A_495,A,51805_hist,False,-55.4567,-4.4831,36.4614,DESMATAMENTO_CR,2021-05-26,97,2021-05-13,-0.2632,-0.2384,0.0897,-3.119,6,55.3363,3497,11.3934,1,2021-05-10,806,33,False,,,,-111_-9
A_496,A,51806_hist,False,-55.4102,-4.4295,15.7957,DESMATAMENTO_CR,2021-05-26,97,2021-06-30,-1.799,-2.2282,0.3956,-7.9454,6,60.17,1486,11.3934,1,2021-05-04,1462,44,False,,,,-111_-9
A_497,A,51807_hist,True,-55.7456,-4.5845,6.6385,DESMATAMENTO_CR,2021-05-26,97,2021-05-13,-1.1334,-1.2444,0.4611,-9.4261,6,38.8821,599,11.3934,1,2021-04-28,159,26,False,,,,-112_-10
A_498,A,51808_hist,False,-55.5182,-4.5494,35.0224,DESMATAMENTO_CR,2021-05-26,93,2021-06-30,-0.7241,-0.987,0.238,-5.4015,6,52.8855,3428,11.3934,1,2021-04-10,2428,26,False,,,,-112_-10
A_499,A,51809_hist,False,-55.4951,-4.5215,6.639,DESMATAMENTO_CR,2021-05-26,93,2021-10-16,0.463,0.5515,0.124,3.9001,6,47.7339,605,11.3934,1,2021-06-03,56,23,False,,,,-111_-10
A_500,A,51812_hist,False,-55.5777,-4.4781,7.474,DESMATAMENTO_CR,2021-05-26,97,2021-06-18,-0.6299,-0.58,0.2788,-6.7212,6,41.3676,702,11.3934,1,2021-05-22,144,24,False,,,,-112_-9
A_501,A,51814_hist,False,-55.7143,-4.3807,12.2311,DESMATAMENTO_CR,2021-05-26,97,2021-05-25,-0.5178,-0.6808,0.3664,-7.9874,6,53.0742,1125,11.3934,1,2021-04-10,423,21,False,,,,-112_-9
A_502,A,51815_hist,False,-55.0671,-4.2905,48.2672,DESMATAMENTO_CR,2021-05-26,97,2021-11-15,0.5871,0.4772,0.2412,5.7619,5,40.1203,4672,11.3934,1,2021-05-10,741,20,False,,,,-111_-9
A_503,A,51818_hist,False,-56.0494,-5.2681,14.7224,DESMATAMENTO_CR,2021-05-26,93,2021-06-18,-1.4718,-1.6784,0.4663,-9.104,6,59.4854,1369,11.3934,1,2021-03-17,1210,19,False,,,,-113_-11
A_504,A,51819_hist,False,-56.0756,-5.2241,8.9983,DESMATAMENTO_CR,2021-05-26,93,2021-06-06,-1.3924,-1.3513,0.4467,-8.7957,6,52.6721,844,11.3934,1,2021-04-10,692,23,False,,,,-113_-11
A_505,A,51820_hist,True,-56.1796,-5.1812,20.9771,DESMATAMENTO_CR,2021-05-26,93,2021-05-25,-0.5242,-0.5181,0.3853,-8.3083,6,41.5606,1991,11.3934,1,2021-02-09,981,25,False,,,,-113_-11
A_506,A,51821_hist,True,-55.6127,-4.52,77.3247,DESMATAMENTO_CR,2021-05-26,97,2021-06-06,-0.4106,-0.5377,0.1992,-4.9567,6,47.9947,7581,11.3934,1,2021-04-28,3178,24,False,,,,-112_-10
A_507,A,51822_hist,False,-55.5344,-4.5016,9.7257,DESMATAMENTO_CR,2021-05-26,97,2021-06-24,-0.4836,-0.536,0.1368,-4.0084,5,57.7072,927,11.3934,1,2021-05-16,435,19,False,,,,-112_-10
A_508,A,51823_hist,True,-55.6809,-4.5054,19.8439,DESMATAMENTO_CR,2021-05-26,97,2020-12-26,0.4707,0.3727,0.2647,6.2403,5,33.2798,1910,11.3934,1,2021-04-28,173,23,False,,,,-112_-10
A_509,A,51824_hist,True,-55.6845,-4.488,9.327,DESMATAMENTO_CR,2021-05-26,97,2021-10-22,0.3838,0.412,0.1415,4.4304,5,47.7871,880,11.3934,1,2021-05-16,87,27,False,,,,-112_-9
A_510,A,51825_hist,True,-55.6043,-4.4812,15.5799,DESMATAMENTO_CR,2021-05-26,97,2020-12-26,0.3096,0.163,0.0687,2.7531,5,25.396,1471,11.3934,1,2021-05-16,235,20,False,,,,-112_-9
A_511,A,51826_hist,True,-55.5839,-4.4798,11.2907,DESMATAMENTO_CR,2021-05-26,97,2020-12-05,0.3168,0.1895,0.0821,3.1454,12,39.7513,1063,11.3934,1,2021-05-28,168,23,False,,,,-112_-9
A_512,A,51828_hist,True,-56.1163,-5.1847,29.5958,DESMATAMENTO_VEG,2021-05-26,93,2021-10-16,0.5908,0.5488,0.1939,4.8658,6,42.42,2859,11.3934,1,2021-01-10,368,24,False,,,,-113_-11
A_513,A,51830_hist,True,-56.1253,-5.1825,10.1023,DESMATAMENTO_VEG,2021-05-26,93,2020-10-21,0.7557,0.7247,0.3632,8.1386,6,43.9288,966,11.3934,1,2021-05-16,31,23,False,,,,-113_-11
A_514,A,51832_hist,True,-56.1581,-5.093,20.8511,DESMATAMENTO_CR,2021-05-26,93,2021-07-12,-1.2251,-1.2526,0.425,-8.3925,6,57.0494,2013,11.3934,1,2021-05-16,1663,26,False,,,,-113_-11
A_515,A,51833_hist,True,-56.1651,-5.0924,7.0199,DESMATAMENTO_CR,2021-05-26,93,2021-06-18,-1.0934,-1.0135,0.465,-9.6219,6,51.4245,641,11.3934,1,2021-05-04,371,25,False,,,,-113_-11
A_516,A,51834_hist,True,-56.1851,-5.0583,12.5812,DESMATAMENTO_CR,2021-05-26,93,2021-07-18,-1.8329,-2.373,0.5144,-9.9789,5,60.4911,1202,11.3934,1,2021-05-16,1106,24,False,,,,-113_-11
A_517,A,51835_hist,False,-55.5332,-4.0344,9.67,DESMATAMENTO_CR,2021-05-26,97,2021-11-11,0.5721,0.4686,0.2373,6.335,2,35.7065,909,11.3934,1,2021-05-16,120,25,False,,,,-112_-9
A_518,A,51839_hist,True,-56.0166,-5.142,7.4975,DESMATAMENTO_CR,2021-05-26,93,2021-05-31,-1.7078,-2.1478,0.6576,-14.0934,5,56.3411,697,11.3934,1,2021-04-28,600,25,True,2021-05-22,9.0,False,-113_-11
A_519,A,51840_hist,True,-56.1946,-5.1327,18.0115,DESMATAMENTO_CR,2021-05-26,93,2021-05-13,-0.9244,-0.7463,0.5097,-10.3563,6,38.9229,1704,11.3934,1,2021-04-16,1010,26,False,,,,-113_-11
A_520,A,51841_hist,True,-56.0355,-5.1449,26.3852,DESMATAMENTO_CR,2021-05-26,93,2021-06-18,-0.9758,-0.7842,0.4588,-9.1053,6,49.9454,2513,11.3934,1,2021-05-04,1523,23,False,,,,-113_-11
A_521,A,51843_hist,True,-56.2268,-5.101,29.9122,DESMATAMENTO_VEG,2021-05-26,93,2021-11-21,0.3048,0.4474,0.0416,2.0302,6,50.7399,2914,11.3934,1,2021-01-04,1333,24,False,,,,-113_-11
A_522,A,51844_hist,True,-56.1653,-5.0775,7.0936,DESMATAMENTO_CR,2021-05-26,93,2021-06-30,-0.3675,-0.4109,0.1307,-4.0484,6,47.2573,671,11.3934,1,2021-06-09,193,26,False,,,,-113_-11
A_523,A,51845_hist,True,-56.1673,-5.0816,17.2036,DESMATAMENTO_CR,2021-05-26,93,2021-08-23,-1.527,-1.749,0.4589,-8.9136,5,55.0149,1648,11.3934,1,2021-05-16,1367,25,False,,,,-113_-11
A_524,A,51851_hist,True,-56.2211,-5.1029,8.6199,DESMATAMENTO_CR,2021-05-26,93,2021-11-27,0.5162,0.6599,0.0949,3.2169,5,37.7457,807,11.3934,1,2021-01-22,161,24,False,,,,-113_-11
A_525,A,51860_hist,True,-56.1446,-4.9852,12.9812,DESMATAMENTO_CR,2021-05-26,93,2021-10-16,0.6372,0.5042,0.3046,7.043,6,48.0855,1229,11.3934,1,2021-05-16,148,28,False,,,,-113_-10
A_526,A,51864_hist,False,-55.4586,-4.3092,23.2124,DESMATAMENTO_CR,2021-05-26,97,2021-05-25,-0.4517,-0.5317,0.2837,-6.4427,6,40.8057,2203,11.3934,1,2021-05-04,668,28,False,,,,-111_-9
A_527,A,51868_hist,True,-56.2373,-4.8776,17.9447,DESMATAMENTO_CR,2021-05-26,93,2021-06-18,-0.3656,-0.5945,0.2125,-5.1407,6,49.5337,1705,11.3934,1,2021-05-04,738,29,False,,,,-113_-10
A_528,A,51869_hist,True,-56.0997,-4.8612,6.2802,DESMATAMENTO_CR,2021-05-26,93,2021-05-25,-1.1592,-1.3108,0.6279,-13.4958,6,48.3801,580,11.3934,1,2021-03-29,460,25,False,,,,-113_-10
A_529,A,51875_hist,True,-56.1052,-4.86,19.5397,DESMATAMENTO_CR,2021-05-26,93,2021-11-06,0.5796,0.5717,0.1625,4.3711,12,52.5178,1876,11.3934,1,2021-05-10,1032,26,False,,,,-113_-10
A_530,A,51877_hist,True,-56.0838,-4.6982,15.8574,DESMATAMENTO_CR,2021-05-26,97,2021-06-30,-0.4798,-0.4367,0.2052,-5.1766,6,38.2461,1445,11.3934,1,2021-06-09,782,25,False,,,,-113_-10
A_531,A,51881_hist,True,-56.0358,-4.9265,72.7303,DESMATAMENTO_CR,2021-05-26,93,2021-06-18,-0.8433,-0.8179,0.4724,-9.285,6,44.2542,7119,11.3934,1,2021-05-10,3953,28,True,2021-05-09,40.0,False,-113_-10
A_532,A,51882_hist,True,-56.0033,-4.9084,28.0136,DESMATAMENTO_CR,2021-05-26,93,2021-06-18,-0.2947,-0.3853,0.1984,-4.9973,6,38.413,2729,11.3934,1,2021-05-16,998,27,False,,,,-113_-10
A_533,A,51886_hist,True,-56.1669,-4.6003,7.2518,DESMATAMENTO_CR,2021-05-26,97,2021-06-18,-0.2817,-0.0959,0.0607,-2.4587,6,40.8186,663,11.3934,1,2021-05-10,249,26,True,2021-05-28,21.0,False,-113_-10
A_534,A,51887_hist,True,-56.0095,-4.9105,15.5767,DESMATAMENTO_CR,2021-05-26,93,2021-05-13,-0.2318,-0.3407,0.1287,-3.9444,6,33.7281,1492,11.3934,1,2021-05-04,201,28,False,,,,-113_-10
A_535,A,51888_hist,True,-56.1751,-4.5926,72.3966,DESMATAMENTO_CR,2021-05-26,97,2021-11-05,0.2901,0.3811,0.1729,4.7949,9,40.5609,7098,11.3934,1,2021-01-10,870,26,False,,,,-113_-10
A_536,A,51889_hist,True,-56.0807,-4.5715,27.7017,DESMATAMENTO_CR,2021-05-26,97,2021-06-06,-0.316,-0.281,0.1634,-4.5426,6,45.8908,2621,11.3934,1,2021-01-04,837,21,False,,,,-113_-10
A_537,A,51896_hist,True,-56.0874,-4.556,20.6954,DESMATAMENTO_CR,2021-05-26,97,2021-06-18,-0.7556,-0.788,0.4352,-8.9633,6,47.1587,1930,11.3934,1,2021-01-16,1201,27,False,,,,-113_-10
A_538,A,51897_hist,True,-56.0758,-4.5455,8.9397,DESMATAMENTO_CR,2021-05-26,97,2021-05-01,-0.553,-0.304,0.15,-4.0698,6,42.8208,819,11.3934,1,2021-01-10,338,24,False,,,,-113_-10
A_539,A,51900_hist,True,-56.0917,-4.5856,7.4238,DESMATAMENTO_VEG,2021-05-26,97,2021-02-12,0.6712,0.6154,0.2915,6.7862,5,42.3371,699,11.3934,1,2021-01-04,22,28,False,,,,-113_-10
A_540,A,51913_hist,False,-56.1192,-4.4165,12.2367,DESMATAMENTO_CR,2021-05-26,97,2021-05-13,-0.5854,-0.5452,0.1988,-5.006,6,40.0396,1117,11.3934,1,2021-01-04,570,22,False,,,,-113_-9
A_541,A,51928_hist,False,-56.2007,-4.1206,6.9064,DESMATAMENTO_CR,2021-05-26,97,2021-10-18,0.563,0.7756,0.1774,4.707,2,33.7965,644,11.3934,1,2021-03-17,194,25,False,,,,-113_-9
A_542,A,51940_hist,True,-56.0914,-4.4897,21.9981,DESMATAMENTO_CR,2021-05-26,97,2021-12-15,0.5838,0.6257,0.1934,5.0384,6,45.2495,2140,11.3934,1,2021-05-22,352,27,False,,,,-113_-9
A_543,A,52074_hist,True,-55.8674,-4.9258,62.8266,DESMATAMENTO_CR,2021-05-26,93,2021-06-24,-0.5398,-0.7062,0.2202,-5.2069,5,57.9794,6157,11.3934,1,2021-02-03,3081,21,False,,,,-112_-10
A_544,A,52083_hist,True,-55.8668,-4.9195,8.0458,DESMATAMENTO_VEG,2021-05-26,93,2021-10-16,0.5809,0.6692,0.2452,6.1169,6,33.5439,757,11.3934,1,2021-07-03,54,21,False,,,,-112_-10
A_545,A,52084_hist,True,-55.822,-4.8823,26.9414,DESMATAMENTO_CR,2021-05-26,93,2021-06-30,-0.6526,-0.8965,0.2451,-5.5736,6,53.3765,2627,11.3934,1,2021-04-28,1688,21,False,,,,-112_-10
A_546,A,52086_hist,True,-55.9963,-4.8661,22.1706,DESMATAMENTO_CR,2021-05-26,93,2021-08-17,-1.0559,-1.3662,0.3503,-7.2047,6,56.8943,2149,11.3934,1,2021-05-04,1629,28,False,,,,-112_-10
A_547,A,52091_hist,True,-55.8434,-4.8206,37.6281,DESMATAMENTO_CR,2021-05-26,93,2021-06-24,-1.2715,-1.3655,0.4123,-8.0694,5,49.3158,3671,11.3934,1,2021-02-03,3386,29,True,2021-06-05,19.0,False,-112_-10
A_548,A,52092_hist,True,-55.762,-4.5838,29.0081,DESMATAMENTO_CR,2021-05-26,97,2021-05-07,-0.4827,-0.4226,0.1473,-4.1011,5,52.4443,2783,11.3934,1,2021-03-11,1091,21,False,,,,-112_-10
A_549,A,52094_hist,True,-55.8594,-4.817,45.1661,DESMATAMENTO_CR,2021-05-26,93,2021-06-30,-0.4136,-0.4906,0.1657,-4.3536,6,43.3899,4429,11.3934,1,2021-05-16,2526,27,True,2021-05-30,31.0,False,-112_-10
A_550,A,52101_hist,True,-55.85,-4.7833,75.2663,DESMATAMENTO_CR,2021-05-26,93,2021-10-16,0.3484,0.2853,0.1183,3.6252,6,42.868,7389,11.3934,1,2021-05-10,1670,26,False,,,,-112_-10
A_551,A,52102_hist,True,-55.8432,-4.7742,11.6296,DESMATAMENTO_CR,2021-05-26,93,2022-01-17,0.5148,0.7369,0.0886,3.1083,11,49.5891,1086,11.3934,1,2021-05-16,408,24,False,,,,-112_-10
A_552,A,52103_hist,True,-55.8165,-4.7744,26.2095,DESMATAMENTO_CR,2021-05-26,93,2021-10-22,0.5302,0.4845,0.1161,3.5585,5,49.3547,2522,11.3934,1,2021-05-16,1106,26,False,,,,-112_-10
A_553,A,52111_hist,True,-55.8358,-4.7728,15.9171,DESMATAMENTO_CR,2021-05-26,93,2021-10-22,0.5832,0.5916,0.2716,6.1546,5,43.232,1520,11.3934,1,2021-03-17,260,26,False,,,,-112_-10
A_554,A,52113_hist,True,-55.9668,-4.7013,6.6313,DESMATAMENTO_CR,2021-05-26,93,2021-06-30,-0.8789,-1.1096,0.4264,-8.816,6,39.9472,619,11.3934,1,2021-05-10,336,31,False,,,,-112_-10
A_555,A,5415_hist,False,-56.1767,-3.9379,11.4764,DESMATAMENTO_CR,2021-09-02,97,2021-09-16,-0.9938,-1.1643,0.4091,-8.3331,5,30.8731,1093,11.3934,1,2021-07-27,756,22,False,,,,-113_-8
A_556,A,5417_hist,True,-55.6665,-4.5448,21.7326,DESMATAMENTO_CR,2021-09-02,97,2021-09-10,-0.3394,-0.3006,0.1122,-3.6641,6,26.1037,2066,11.3934,1,2021-08-26,439,27,True,2021-08-27,14.0,False,-112_-10
A_557,A,5427_hist,False,-55.4291,-3.9613,13.5883,DESMATAMENTO_CR,2021-09-02,97,2021-09-10,-0.668,-0.7997,0.2004,-5.0901,6,28.7367,1295,11.3934,1,2021-08-26,844,26,False,,,,-111_-8
A_558,A,5434_hist,False,-55.4455,-4.0094,19.4143,DESMATAMENTO_CR,2021-09-02,97,2021-09-10,-0.6753,-0.6852,0.2797,-6.4093,6,25.407,1848,11.3934,1,2021-08-14,946,27,False,,,,-111_-9
A_559,A,5442_hist,False,-55.5232,-4.4234,82.7286,DESMATAMENTO_CR,2021-09-02,97,2020-12-26,0.3189,0.2329,0.1195,3.6637,5,30.5384,8129,11.3934,1,2021-08-08,1587,20,False,,,,-112_-9
A_560,A,5443_hist,True,-55.698,-4.6609,28.1706,DESMATAMENTO_CR,2021-09-02,93,2021-09-04,-0.23,-0.6276,0.114,-3.4061,5,37.003,2735,11.3934,1,2021-06-21,1130,22,False,,,,-112_-10
A_561,A,54577_hist,True,-56.122,-5.1855,41.8374,DESMATAMENTO_CR,2021-06-01,93,2021-05-19,-0.185,-0.313,0.1459,-4.0959,5,34.6236,3953,11.3934,1,2021-01-04,512,25,False,,,,-113_-11
A_562,A,54578_hist,True,-56.155,-5.0939,19.8886,DESMATAMENTO_CR,2021-06-01,93,2021-07-12,-1.4461,-1.5049,0.4984,-9.7333,6,51.0929,1891,11.3934,1,2021-05-16,1641,25,False,,,,-113_-11
A_563,A,54581_hist,False,-55.1964,-4.4695,44.0403,DESMATAMENTO_CR,2021-06-01,93,2021-06-18,-0.1431,-0.1967,0.0757,-2.8338,6,35.5034,4313,11.3934,1,2021-01-28,896,21,False,,,,-111_-9
A_564,A,54582_hist,False,-55.205,-4.4555,7.5355,DESMATAMENTO_CR,2021-06-01,93,2020-12-05,0.573,0.2836,0.2325,5.8151,12,37.0905,705,11.3934,1,,0,20,False,,,,-111_-9
A_565,A,54584_hist,False,-55.1913,-4.3245,9.8691,DESMATAMENTO_CR,2021-06-01,97,2020-12-26,1.2912,2.0474,0.4606,9.2386,5,37.1144,929,11.3934,1,,0,23,False,,,,-111_-9
A_566,A,54587_hist,False,-55.22,-4.3214,13.392,DESMATAMENTO_CR,2021-06-01,97,2021-11-15,0.3756,0.2665,0.0662,2.6599,5,36.9874,1234,11.3934,1,2021-05-28,322,34,False,,,,-111_-9
A_567,A,54603_hist,False,-56.256,-4.0713,16.4782,DESMATAMENTO_CR,2021-06-01,97,2021-11-11,0.7469,0.6487,0.4037,8.8936,2,32.5899,1540,11.3934,1,2021-05-16,130,24,False,,,,-113_-9
A_568,A,54633_hist,False,-55.4565,-4.4785,17.3042,DESMATAMENTO_CR,2021-06-01,97,2021-05-31,-0.4083,-0.4146,0.208,-5.2813,5,52.7141,1661,11.3934,1,2021-05-22,403,27,False,,,,-111_-9
A_569,A,54636_hist,False,-55.4838,-4.4448,12.9665,DESMATAMENTO_CR,2021-06-01,97,2021-05-31,-0.9738,-1.2757,0.49,-10.0171,5,57.0321,1206,11.3934,1,2021-05-16,656,22,False,,,,-111_-9
A_570,A,54637_hist,False,-55.455,-4.4688,7.6152,DESMATAMENTO_CR,2021-06-01,97,2020-11-23,1.4557,1.9884,0.4643,9.3294,11,45.193,671,11.3934,1,,0,28,False,,,,-111_-9
A_571,A,54639_hist,True,-55.808,-4.889,17.8892,DESMATAMENTO_CR,2021-06-01,93,2021-06-24,-2.0587,-2.4883,0.5517,-10.8166,5,57.3129,1693,11.3934,1,2021-05-22,1594,27,True,2021-06-07,17.0,False,-112_-10
A_572,A,54640_hist,True,-55.8186,-4.8878,11.6952,DESMATAMENTO_CR,2021-06-01,93,2021-06-30,-0.9167,-1.0088,0.35,-7.3064,6,44.9825,1101,11.3934,1,2021-05-28,782,26,False,,,,-112_-10
A_573,A,54641_hist,False,-55.4815,-4.4734,14.6351,DESMATAMENTO_CR,2021-06-01,97,2021-11-05,0.3473,0.2396,0.0898,3.2026,9,45.776,1384,11.3934,1,2021-01-16,211,17,False,,,,-111_-9
A_574,A,54642_hist,False,-55.4657,-4.4725,45.1078,DESMATAMENTO_CR,2021-06-01,97,2021-08-05,-0.2937,-0.3294,0.0711,-2.7402,6,56.0219,4227,11.3934,1,2021-01-04,1032,21,False,,,,-111_-9
A_575,A,54646_hist,False,-55.4215,-4.4576,6.9035,DESMATAMENTO_CR,2021-06-01,97,2020-10-21,0.4853,0.6129,0.1672,4.8095,6,21.0684,588,11.3934,1,2022-03-24,1,45,False,,,,-111_-9
A_576,A,54648_hist,False,-55.3324,-4.3359,9.3657,DESMATAMENTO_CR,2021-06-01,97,2021-06-06,-1.0925,-0.8613,0.439,-9.1163,6,38.3159,865,11.3934,1,2021-05-16,448,44,False,,,,-111_-9
A_577,A,54650_hist,True,-55.8689,-4.82,18.7926,DESMATAMENTO_CR,2021-06-01,93,2021-08-05,-1.026,-0.9498,0.2922,-6.2359,6,54.5095,1797,11.3934,1,2021-05-28,1341,25,True,2021-05-30,67.0,False,-112_-10
A_578,A,54654_hist,True,-55.8412,-4.7743,17.3217,DESMATAMENTO_CR,2021-06-01,93,2021-12-03,0.4672,0.6043,0.1209,3.6961,6,53.7922,1656,11.3934,1,2021-05-22,364,25,False,,,,-112_-10
A_579,A,54655_hist,False,-55.2722,-4.3409,17.4853,DESMATAMENTO_CR,2021-06-01,97,2020-11-02,-0.7765,-0.7652,0.3064,-6.7167,6,49.7947,1620,11.3934,1,2021-01-10,146,43,False,,,,-111_-9
A_580,A,54656_hist,False,-55.2546,-4.3251,15.313,DESMATAMENTO_CR,2021-06-01,97,2020-12-17,0.2592,0.5165,0.1343,4.0243,11,37.5784,1465,11.3934,1,2021-04-10,129,48,False,,,,-111_-9
A_581,A,54657_hist,True,-55.8474,-4.7778,21.9649,DESMATAMENTO_CR,2021-06-01,93,2021-06-24,-0.2477,-0.3742,0.1073,-3.4531,5,38.4075,2112,11.3934,1,2021-05-28,417,24,False,,,,-112_-10
A_582,A,54659_hist,False,-55.3172,-4.3171,24.3722,DESMATAMENTO_CR,2021-06-01,97,2021-01-31,0.8407,0.7827,0.5109,10.5846,5,30.2791,2182,11.3934,1,2021-02-03,61,47,False,,,,-111_-9
A_583,A,54661_hist,False,-55.8354,-3.9643,1.2158,DESMATAMENTO_CR,2021-06-01,97,2021-06-24,-0.5114,-0.2771,0.0802,-3.6017,5,26.106,73,11.3934,1,2021-08-08,7,23,False,,,,-112_-8
A_584,A,54666_hist,False,-55.836,-3.9636,5.1762,DESMATAMENTO_CR,2021-06-01,97,2021-05-13,-0.2304,-0.3662,0.0452,-2.2329,6,52.9955,480,11.3934,1,2021-05-04,172,24,False,,,,-112_-8
A_585,A,54672_hist,False,-55.3616,-3.9919,37.8101,DESMATAMENTO_CR,2021-06-01,97,2021-12-03,0.549,0.5525,0.2006,5.1967,6,39.084,3559,11.3934,1,2021-01-16,440,24,False,,,,-111_-8
A_586,A,54690_hist,False,-55.433,-3.9312,6.6378,DESMATAMENTO_CR,2021-06-01,97,2021-11-05,0.5597,0.4,0.1648,5.0873,9,31.9929,589,11.3934,1,2021-05-28,40,25,False,,,,-111_-8
A_587,A,54720_hist,True,-55.6405,-4.7234,46.3439,DESMATAMENTO_CR,2021-06-01,93,2021-10-16,0.5635,0.4559,0.2988,6.7321,6,46.1617,4533,11.3934,1,2021-05-16,291,21,False,,,,-112_-10
A_588,A,54727_hist,True,-55.6149,-4.513,25.3538,DESMATAMENTO_CR,2021-06-01,97,2020-12-26,0.4675,0.3811,0.2461,5.9171,5,42.7604,2436,11.3934,1,2021-05-28,174,18,False,,,,-112_-10
A_589,A,54728_hist,True,-55.5807,-4.4779,13.9231,DESMATAMENTO_CR,2021-06-01,97,2021-02-12,0.383,0.4025,0.2147,5.5346,5,38.2999,1317,11.3934,1,2021-06-21,29,25,False,,,,-112_-9
A_590,A,54729_hist,True,-55.683,-4.485,15.4632,DESMATAMENTO_CR,2021-06-01,97,2020-12-26,0.4184,0.3364,0.1762,4.818,5,45.8037,1470,11.3934,1,2021-06-09,127,28,False,,,,-112_-9
A_591,A,54731_hist,False,-55.5555,-4.3803,51.5573,DESMATAMENTO_CR,2021-06-01,97,2021-11-05,0.3382,0.3006,0.1362,4.0846,9,40.9544,5042,11.3934,1,2021-05-22,820,29,False,,,,-112_-9
A_592,A,54732_hist,False,-55.7164,-4.3821,8.2482,DESMATAMENTO_VEG,2021-06-01,97,2021-02-12,0.5718,0.7404,0.2679,6.3656,5,25.0243,765,11.3934,1,,0,23,False,,,,-112_-9
A_593,A,54733_hist,False,-55.5796,-4.3054,22.6172,DESMATAMENTO_CR,2021-06-01,97,2021-06-18,-0.6466,-0.4702,0.3451,-7.3827,6,37.044,2184,11.3934,1,2021-01-16,989,23,False,,,,-112_-9
A_594,A,54734_hist,False,-55.7094,-4.1786,9.3491,DESMATAMENTO_CR,2021-06-01,97,2021-05-25,-0.3426,-0.4248,0.149,-4.3491,6,35.3585,881,11.3934,1,2021-05-22,222,27,False,,,,-112_-9
A_595,A,57188_hist,True,-55.8119,-4.8893,9.6529,DESMATAMENTO_CR,2021-06-09,93,2021-07-12,-2.0049,-2.4976,0.5004,-9.8102,6,57.8809,886,11.3934,1,2021-06-09,818,27,True,2021-06-07,35.0,False,-112_-10
