event_id,s1_post_radd_any,s1_post_date_upper
F28721,14.466666666666667,14.466666666666667
F41705,13.516129032258064,13.516129032258064
F20043,20.2,20.8
F6931,12.35483870967742,12.35483870967742
F18086,12.35483870967742,12.35483870967742
F22472,22.161290322580644,22.161290322580644
F2152,18.41935483870968,18.41935483870968
F2134,15.266666666666666,15.266666666666666
F41709,11.193548387096774,11.193548387096774
F9014,8.7,8.7
F6911,14.466666666666667,14.466666666666667
F31992,13.516129032258064,13.516129032258064
F18530,14.466666666666667,25.862068965517242
F39645,14.466666666666667,14.466666666666667
F31987,14.466666666666667,14.466666666666667
F21984,14.466666666666667,17.741935483870968
F25233,14.466666666666667,15.066666666666666
F1219,28.903225806451612,9.0
F830,9.580645161290322,9.580645161290322
RS2476,13.516129032258064,13.516129032258064
F831,7.5,9.0
F6918,9.580645161290322,9.580645161290322
F43086,5.419354838709678,9.193548387096774
F33737,12.35483870967742,12.35483870967742
F40455,10.35483870967742,10.483870967741936
F21985,14.466666666666667,17.741935483870968
F1231,4.64516129032258,9.0
F6577,24.344827586206897,24.344827586206897
F15634,7.5,7.5
F3679,8.7,8.7
F14897,6.3,6.3
F16721,9.580645161290322,9.580645161290322
F32140,18.5,26.41935483870968
F32139,12.548387096774194,26.41935483870968
F1414,25.935483870967744,18.5
F6121,7.5,8.4
F24377,26.35483870967742,30.666666666666664
F14364,24.344827586206897,24.344827586206897
F17721,4.64516129032258,27.451612903225808
F16320,9.580645161290322,9.580645161290322
RS1020,8.7,8.7
F11021,10.35483870967742,10.35483870967742
F6203,7.5,7.5
F25409,19.4,19.4
F25408,15.266666666666666,15.266666666666666
F25410,18.41935483870968,18.41935483870968
F25407,14.466666666666667,15.066666666666666
F13847,15.266666666666666,15.266666666666666
F41341,10.35483870967742,10.35483870967742
F13171,6.3,6.3
F2991,8.7,8.7
F16315,14.466666666666667,14.466666666666667
F9141,8.7,8.7
F40574,16.096774193548388,16.096774193548388
F9149,9.580645161290322,9.580645161290322
F40569,9.580645161290322,10.483870967741936
F15302,9.580645161290322,9.580645161290322
F15300,5.419354838709678,5.419354838709678
F2979,7.5,7.5
F9130,10.35483870967742,10.35483870967742
F37454,12.35483870967742,12.35483870967742
F15410,10.35483870967742,10.35483870967742
F40561,10.35483870967742,10.483870967741936
F1329,9.580645161290322,9.580645161290322
F5877,10.35483870967742,10.35483870967742
F35302,14.466666666666667,14.466666666666667
F25403,6.3,15.066666666666666
F37453,11.193548387096774,11.193548387096774
F24359,16.096774193548388,16.096774193548388
RS1018,6.3,6.3
F37452,13.516129032258064,13.516129032258064
F9127,10.35483870967742,10.35483870967742
F33747,14.466666666666667,14.466666666666667
F25402,17.258064516129032,17.258064516129032
F3419,10.35483870967742,10.35483870967742
F35309,13.516129032258064,13.516129032258064
RS680,5.419354838709678,5.419354838709678
F24360,16.096774193548388,16.096774193548388
F35306,27.161290322580644,27.161290322580644
F40556,13.516129032258064,13.516129032258064
F36154,24.344827586206897,24.344827586206897
F22544,6.3,16.58064516129032
F3431,11.193548387096774,11.193548387096774
F39625,11.193548387096774,11.193548387096774
F9131,9.580645161290322,9.580645161290322
F36150,7.5,11.387096774193548
F40557,16.096774193548388,16.096774193548388
RS508,5.419354838709678,5.419354838709678
F36151,27.161290322580644,27.161290322580644
F24370,11.193548387096774,15.466666666666667
F13155,6.3,6.3
F13159,6.3,6.3
F5582,8.7,8.7
F10997,9.580645161290322,9.580645161290322
F39620,21.0,21.0
F9156,10.35483870967742,10.35483870967742
F6509,10.35483870967742,10.35483870967742
F10495,12.35483870967742,12.35483870967742
F2985,24.344827586206897,24.344827586206897
F9135,7.5,7.5
F3488,10.35483870967742,10.35483870967742
F9134,6.3,7.0
F13383,8.7,8.7
