event_id,region,gid,in_custom_box,lon,lat,area_ha,classname,view_date,radd_any,radd_high,date_upper,radd_npx,radd_hi_npx,event_month,clear_post_radd_any,clear_post_radd_high,clear_post_date_upper,clear_total_2021,ang_mean_deg,ang_npx,tau_deg,registered,p1_bracketed,radd_diff_to_interval,block
A_0,A,10000_hist,True,-56.2052,-5.1358,34.9192,DESMATAMENTO_CR,2021-09-22,2021-06-09,2021-06-09,2021-06-09,498,416,6.0,15.0,15.0,15.0,26,16.9693,3400,11.3934,1,False,,-113_-11
A_1,A,10001_hist,False,-56.1088,-5.2034,10.3104,DESMATAMENTO_CR,2021-09-22,2021-07-03,2021-07-03,2021-07-03,365,302,7.0,11.0,11.0,11.0,20,29.3616,963,11.3934,1,False,,-113_-11
A_2,A,10005_hist,True,-56.0741,-5.1618,19.2244,DESMATAMENTO_CR,2021-09-22,2021-06-21,2021-06-21,2021-06-21,1493,1404,6.0,15.0,15.0,15.0,25,34.6504,1809,11.3934,1,False,,-113_-11
A_3,A,10006_hist,False,-55.7127,-4.0011,10.7879,DESMATAMENTO_CR,2021-09-22,2021-07-27,2021-07-27,2021-07-27,150,139,7.0,12.0,12.0,12.0,28,35.9142,1023,11.3934,1,False,,-112_-9
A_4,A,10009_hist,False,-55.7415,-3.9437,9.7018,DESMATAMENTO_CR,2021-09-22,2021-08-14,2021-08-14,2021-08-14,435,410,8.0,10.0,10.0,10.0,30,30.1601,919,11.3934,1,False,,-112_-8
A_5,A,10013_hist,False,-55.5371,-4.4099,19.11,DESMATAMENTO_CR,2021-09-22,2021-09-01,2021-09-01,2021-09-01,529,482,9.0,7.0,7.0,7.0,21,32.9123,1855,11.3934,1,False,,-112_-9
A_6,A,10017_hist,True,-56.0619,-5.1692,15.4358,DESMATAMENTO_CR,2021-09-22,2021-04-04,2021-04-04,2021-04-04,840,757,4.0,27.0,27.0,27.0,28,27.8221,1462,11.3934,1,False,,-113_-11
A_7,A,10020_hist,False,-55.2571,-4.3728,38.1911,DESMATAMENTO_CR,2021-09-22,2021-06-09,2021-06-09,2021-06-09,260,204,6.0,31.0,31.0,31.0,44,19.6029,3734,11.3934,1,False,,-111_-9
A_8,A,10021_hist,True,-56.0296,-5.1985,14.0742,DESMATAMENTO_CR,2021-09-22,2021-08-20,2021-08-20,2021-08-20,423,277,8.0,6.0,6.0,6.0,25,25.9276,1299,11.3934,1,False,,-113_-11
A_9,A,10023_hist,True,-55.9096,-4.8402,11.1992,DESMATAMENTO_CR,2021-09-22,2021-09-19,2021-09-19,2021-09-19,137,94,9.0,7.0,7.0,7.0,25,33.4151,1065,11.3934,1,False,,-112_-10
A_10,A,100244_hist,True,-56.0932,-4.8649,9.549,DESMATAMENTO_CR,2021-10-03,2021-08-14,2021-08-14,2021-08-14,537,521,8.0,10.0,10.0,10.0,28,41.9376,874,11.3934,1,False,,-113_-10
A_11,A,100248_hist,True,-56.1071,-4.8558,12.6708,DESMATAMENTO_CR,2021-10-03,2021-05-28,2021-05-28,2021-05-28,248,189,5.0,19.0,19.0,19.0,25,22.9147,1158,11.3934,1,False,,-113_-10
A_12,A,100249_hist,True,-56.1827,-4.996,19.0698,DESMATAMENTO_CR,2021-10-03,2021-02-03,2021-02-03,2021-02-03,617,583,2.0,22.0,22.0,22.0,23,32.0407,1731,11.3934,1,False,,-113_-10
A_13,A,10025_hist,True,-55.7971,-4.6678,121.6504,DESMATAMENTO_CR,2021-09-22,2021-01-10,2021-01-10,2021-01-10,2080,1795,1.0,24.0,24.0,24.0,24,22.6354,11856,11.3934,1,False,,-112_-10
A_14,A,10026_hist,True,-55.7972,-4.844,16.9827,DESMATAMENTO_CR,2021-09-22,2021-07-03,2021-07-03,2021-07-03,586,535,7.0,17.0,17.0,17.0,29,27.6673,1648,11.3934,1,False,,-112_-10
A_15,A,100277_hist,True,-55.6952,-4.694,16.4955,DESMATAMENTO_CR,2021-10-03,2021-07-21,2021-07-21,2021-07-21,101,58,7.0,12.0,12.0,12.0,25,31.5328,1620,11.3934,1,False,,-112_-10
A_16,A,10029_hist,True,-55.9656,-4.5874,18.541,DESMATAMENTO_CR,2021-09-22,2021-08-08,2021-08-08,2021-08-08,999,919,8.0,13.0,13.0,13.0,29,28.4331,1782,11.3934,1,True,0.0,-112_-10
A_17,A,10031_hist,True,-55.7882,-4.8392,90.9182,DESMATAMENTO_CR,2021-09-22,2021-01-28,2021-01-28,2021-01-28,1313,1078,1.0,23.0,23.0,23.0,24,21.8551,8798,11.3934,1,False,,-112_-10
A_18,A,10032_hist,True,-55.888,-4.7984,6.9248,DESMATAMENTO_CR,2021-09-22,2021-09-13,2021-09-13,2021-09-13,322,291,9.0,9.0,9.0,9.0,31,29.0066,629,11.3934,1,True,0.0,-112_-10
A_19,A,10033_hist,True,-55.8404,-4.7956,10.01,DESMATAMENTO_CR,2021-09-22,2021-08-20,2021-08-20,2021-08-20,342,285,8.0,6.0,6.0,6.0,23,28.2275,918,11.3934,1,False,,-112_-10
A_20,A,10034_hist,True,-55.7722,-4.5807,38.2727,DESMATAMENTO_CR,2021-09-22,2021-05-28,2021-05-28,2021-05-28,515,434,5.0,20.0,20.0,20.0,25,23.0694,3674,11.3934,1,False,,-112_-10
A_21,A,10041_hist,False,-55.7903,-4.1099,12.9413,DESMATAMENTO_CR,2021-09-22,2021-07-03,2021-07-03,2021-07-03,669,624,7.0,19.0,19.0,19.0,32,30.8602,1238,11.3934,1,False,,-112_-9
A_22,A,10047_hist,True,-56.0219,-4.8918,13.909,DESMATAMENTO_CR,2021-09-22,2021-08-02,2021-08-02,2021-08-02,530,473,8.0,13.0,13.0,13.0,29,22.4572,1305,11.3934,1,True,-21.0,-113_-10
A_23,A,10050_hist,True,-56.0126,-4.8634,17.436,DESMATAMENTO_CR,2021-09-22,2021-07-09,2021-07-09,2021-07-09,580,467,7.0,14.0,14.0,14.0,23,36.51,1676,11.3934,1,False,,-113_-10
A_24,A,10051_hist,True,-56.0606,-4.8279,11.4753,DESMATAMENTO_CR,2021-09-22,2021-08-14,2021-08-14,2021-08-14,416,368,8.0,11.0,11.0,11.0,28,33.423,1089,11.3934,1,False,,-113_-10
A_25,A,10053_hist,False,-55.0974,-4.3776,35.9325,DESMATAMENTO_CR,2021-09-22,2021-08-20,2021-08-20,2021-08-20,608,497,8.0,6.0,6.0,6.0,20,22.0955,3465,11.3934,1,False,,-111_-9
A_26,A,10054_hist,True,-56.0482,-4.6948,13.0418,DESMATAMENTO_CR,2021-09-22,2021-09-13,2021-09-13,2021-09-13,297,270,9.0,7.0,7.0,7.0,25,18.9308,1232,11.3934,1,True,0.0,-113_-10
A_27,A,10056_hist,False,-55.2256,-4.4415,11.549,DESMATAMENTO_CR,2021-09-22,2021-09-01,2021-09-01,2021-09-01,197,153,9.0,4.0,4.0,4.0,23,25.1838,1128,11.3934,1,True,0.0,-111_-9
A_28,A,10057_hist,False,-55.1007,-4.4325,12.531,DESMATAMENTO_CR,2021-09-22,2021-09-13,2021-09-13,2021-09-13,272,231,9.0,5.0,5.0,5.0,26,19.854,1165,11.3934,1,True,0.0,-111_-9
A_29,A,10064_hist,False,-55.0624,-4.4196,15.532,DESMATAMENTO_CR,2021-09-22,2021-08-26,2021-08-26,2021-08-26,242,198,8.0,8.0,8.0,8.0,25,24.099,1475,11.3934,1,False,,-111_-9
A_30,A,10067_hist,True,-56.0008,-4.599,9.5403,DESMATAMENTO_CR,2021-09-22,2021-06-27,2021-06-27,2021-06-27,263,191,6.0,17.0,17.0,17.0,29,28.916,881,11.3934,1,True,-58.0,-113_-10
A_31,A,10068_hist,False,-55.1417,-4.4316,6.7196,DESMATAMENTO_CR,2021-09-22,2021-07-03,2021-07-03,2021-07-03,130,120,7.0,14.0,14.0,14.0,26,28.0759,617,11.3934,1,False,,-111_-9
A_32,A,10069_hist,True,-56.056,-4.843,7.6051,DESMATAMENTO_CR,2021-09-22,2021-09-19,2021-09-19,2021-09-19,7,3,9.0,7.0,7.0,7.0,27,23.6167,723,11.3934,1,False,,-113_-10
A_33,A,10070_hist,False,-55.0999,-4.2106,12.2276,DESMATAMENTO_CR,2021-09-22,2021-09-13,2021-09-13,2021-09-13,384,355,9.0,4.0,4.0,4.0,20,24.4361,1148,11.3934,1,True,0.0,-111_-9
A_34,A,10071_hist,True,-56.0962,-4.5643,8.2584,DESMATAMENTO_CR,2021-09-22,2021-08-08,2021-08-08,2021-08-08,387,368,8.0,7.0,7.0,7.0,20,27.4481,756,11.3934,1,False,,-113_-10
A_35,A,10072_hist,False,-55.0749,-4.3273,16.3993,DESMATAMENTO_CR,2021-09-22,2021-08-26,2021-08-26,2021-08-26,913,851,8.0,5.0,5.0,5.0,25,18.3333,1555,11.3934,1,True,0.0,-111_-9
A_36,A,10083_hist,False,-55.0858,-4.2694,8.3783,DESMATAMENTO_CR,2021-09-22,2021-08-20,2021-08-20,2021-08-20,226,217,8.0,5.0,5.0,5.0,24,17.4637,788,11.3934,1,True,-6.0,-111_-9
A_37,A,10091_hist,False,-55.0423,-4.2337,9.4405,DESMATAMENTO_CR,2021-09-22,2021-09-01,2021-09-01,2021-09-01,310,276,9.0,6.0,6.0,6.0,24,16.61,903,11.3934,1,False,,-111_-9
A_38,A,101205_hist,False,-56.0051,-5.3256,11.3626,DESMATAMENTO_CR,2021-10-06,2021-07-15,2021-07-15,2021-07-15,363,272,7.0,11.0,11.0,11.0,25,34.4326,1083,11.3934,1,False,,-113_-11
A_39,A,101220_hist,True,-56.1537,-5.0422,7.8727,DESMATAMENTO_CR,2021-10-06,2021-05-28,2021-05-28,2021-05-28,531,480,5.0,18.0,18.0,18.0,25,43.6989,735,11.3934,1,False,,-113_-11
A_40,A,101222_hist,True,-55.7568,-4.5125,7.5227,DESMATAMENTO_CR,2021-10-06,2021-05-28,2021-05-28,2021-05-28,267,215,5.0,16.0,16.0,16.0,24,40.7496,698,11.3934,1,False,,-112_-10
A_41,A,101232_hist,True,-56.1252,-4.9507,21.898,DESMATAMENTO_CR,2021-10-06,2021-07-27,2021-07-27,2021-07-27,900,755,7.0,12.0,12.0,12.0,28,28.3245,2119,11.3934,1,False,,-113_-10
A_42,A,101245_hist,True,-55.7995,-4.5192,13.8303,DESMATAMENTO_CR,2021-10-06,2021-08-02,2021-08-02,2021-08-02,158,142,8.0,10.0,10.0,10.0,22,24.6975,1299,11.3934,1,False,,-112_-10
A_43,A,101264_hist,True,-56.1039,-4.6087,100.6535,DESMATAMENTO_CR,2021-10-06,2021-01-04,2021-01-04,2021-01-04,6383,6095,1.0,24.0,24.0,24.0,24,47.9626,9929,11.3934,1,False,,-113_-10
A_44,A,101285_hist,False,-55.5879,-4.3423,13.8581,DESMATAMENTO_CR,2021-10-06,2021-05-10,2021-05-10,2021-05-10,347,300,5.0,28.0,28.0,28.0,31,26.4677,1320,11.3934,1,False,,-112_-9
A_45,A,101286_hist,False,-55.5529,-4.2579,10.0663,DESMATAMENTO_CR,2021-10-06,2021-08-26,2021-08-26,2021-08-26,190,117,8.0,8.0,8.0,8.0,26,40.7859,916,11.3934,1,False,,-112_-9
A_46,A,101293_hist,False,-55.64,-4.152,6.722,DESMATAMENTO_CR,2021-10-06,2021-08-14,2021-08-14,2021-08-14,249,223,8.0,10.0,10.0,10.0,27,27.3867,623,11.3934,1,False,,-112_-9
A_47,A,101294_hist,False,-55.6426,-4.1573,6.28,DESMATAMENTO_CR,2021-10-06,2021-09-25,2021-09-25,2021-09-25,79,57,9.0,4.0,4.0,4.0,24,19.7554,580,11.3934,1,False,,-112_-9
A_48,A,101315_hist,False,-55.4587,-4.5068,87.6407,DESMATAMENTO_CR,2021-10-06,2021-03-29,2021-03-29,2021-03-29,1479,1316,3.0,35.0,35.0,35.0,40,32.8964,8577,11.3934,1,False,,-111_-10
A_49,A,101323_hist,False,-55.4086,-4.4771,36.2162,DESMATAMENTO_CR,2021-10-06,2021-06-21,2021-06-21,2021-06-21,774,687,6.0,35.0,35.0,35.0,50,27.6689,3464,11.3934,1,False,,-111_-9
A_50,A,101351_hist,False,-55.3601,-4.4315,157.6991,DESMATAMENTO_CR,2021-10-06,2021-07-03,2021-07-03,2021-07-03,1206,1087,7.0,33.0,33.0,33.0,51,16.1834,15437,11.3934,1,False,,-111_-9
A_51,A,101363_hist,False,-55.087,-4.2008,19.2011,DESMATAMENTO_CR,2021-10-06,2021-10-07,2021-10-07,2021-10-06,841,790,10.0,3.0,3.0,3.0,25,27.4728,1807,11.3934,1,False,,-111_-9
A_52,A,101374_hist,False,-55.4238,-4.3824,53.343,DESMATAMENTO_CR,2021-10-06,2021-03-17,2021-03-17,2021-03-17,441,357,3.0,41.0,41.0,41.0,44,31.0871,5212,11.3934,1,False,,-111_-9
A_53,A,10195_hist,False,-56.2337,-4.4715,11.7449,DESMATAMENTO_CR,2021-09-22,2021-08-26,2021-08-26,2021-08-26,509,431,8.0,10.0,10.0,10.0,27,22.0302,1105,11.3934,1,True,0.0,-113_-9
A_54,A,10196_hist,False,-56.2142,-4.4691,10.8245,DESMATAMENTO_CR,2021-09-22,2021-08-08,2021-08-08,2021-08-08,803,756,8.0,11.0,11.0,11.0,31,34.6713,990,11.3934,1,True,-1.0,-113_-9
A_55,A,101989_hist,False,-55.395,-4.4839,9.462,DESMATAMENTO_CR,2021-10-07,2021-08-14,2021-08-14,2021-08-14,143,110,8.0,17.0,17.0,17.0,47,29.964,894,11.3934,1,False,,-111_-9
A_56,A,10199_hist,False,-56.2159,-4.3996,10.175,DESMATAMENTO_CR,2021-09-22,2021-03-17,2021-03-17,2021-03-17,659,605,3.0,27.0,27.0,27.0,30,36.5315,943,11.3934,1,False,,-113_-9
A_57,A,102015_hist,True,-55.8639,-4.5622,7.6449,DESMATAMENTO_CR,2021-10-07,2021-08-02,2021-11-24,2021-08-02,37,9,8.0,11.0,2.0,11.0,24,44.1508,724,11.3934,1,False,,-112_-10
A_58,A,102028_hist,False,-55.8374,-4.1421,14.7947,DESMATAMENTO_CR,2021-10-07,2021-05-22,2021-05-22,2021-05-22,1039,955,5.0,20.0,20.0,20.0,29,37.2157,1417,11.3934,1,False,,-112_-9
A_59,A,102090_hist,False,-55.0642,-4.429,18.9316,DESMATAMENTO_CR,2021-10-07,2021-08-20,2021-08-20,2021-08-20,644,589,8.0,7.0,7.0,7.0,20,29.0219,1821,11.3934,1,True,0.0,-111_-9
A_60,A,102445_hist,True,-56.2037,-4.6492,13.2819,DESMATAMENTO_CR,2021-10-09,2021-01-22,2021-01-22,2021-01-22,426,363,1.0,30.0,30.0,30.0,30,21.6509,1266,11.3934,1,False,,-113_-10
A_61,A,102446_hist,True,-56.1893,-4.664,10.7296,DESMATAMENTO_CR,2021-10-09,2021-01-22,2021-01-22,2021-01-22,541,519,1.0,26.0,26.0,26.0,26,31.115,1017,11.3934,1,False,,-113_-10
A_62,A,102450_hist,False,-55.5957,-4.417,8.9167,DESMATAMENTO_CR,2021-10-09,,,,0,0,,,,,24,26.4317,815,11.3934,1,False,,-112_-9
A_63,A,102456_hist,False,-55.9142,-4.4165,26.6826,DESMATAMENTO_CR,2021-10-09,2021-07-27,2021-07-27,2021-07-27,1755,1678,7.0,13.0,13.0,13.0,23,30.9216,2564,11.3934,1,False,,-112_-9
A_64,A,102465_hist,True,-55.7532,-4.6449,7.0612,DESMATAMENTO_CR,2021-10-09,2021-06-21,2021-06-21,2021-06-21,291,250,6.0,18.0,18.0,18.0,30,25.9496,655,11.3934,1,False,,-112_-10
A_65,A,102467_hist,True,-55.7401,-4.6796,10.7907,DESMATAMENTO_CR,2021-10-09,2021-08-14,2021-08-14,2021-08-14,254,213,8.0,12.0,12.0,12.0,28,41.0718,978,11.3934,1,False,,-112_-10
A_66,A,102523_hist,True,-55.9973,-4.6,33.0996,DESMATAMENTO_CR,2021-10-09,2021-05-16,2021-05-16,2021-05-16,1580,1369,5.0,21.0,21.0,21.0,28,26.0631,3216,11.3934,1,True,-100.0,-112_-10
A_67,A,102532_hist,False,-55.5276,-4.4295,7.051,DESMATAMENTO_CR,2021-10-09,2021-08-08,2021-08-08,2021-08-08,59,41,8.0,11.0,11.0,11.0,22,39.0814,628,11.3934,1,False,,-112_-9
A_68,A,103792_hist,False,-56.2708,-4.0279,8.0431,DESMATAMENTO_CR,2021-10-12,2021-01-10,2021-01-10,2021-01-10,346,320,1.0,23.0,23.0,23.0,23,42.1032,734,11.3934,1,False,,-113_-9
A_69,A,103830_hist,True,-56.2012,-4.8761,7.1509,DESMATAMENTO_CR,2021-10-12,2021-07-03,2021-07-03,2021-07-03,473,403,7.0,16.0,16.0,16.0,29,37.9419,685,11.3934,1,False,,-113_-10
A_70,A,103838_hist,True,-56.2017,-5.1334,16.1845,DESMATAMENTO_CR,2021-10-12,2021-01-22,2021-01-22,2021-01-22,420,363,1.0,27.0,27.0,27.0,27,19.3029,1554,11.3934,1,False,,-113_-11
A_71,A,103844_hist,True,-56.05,-4.852,10.003,DESMATAMENTO_CR,2021-10-12,2021-04-10,2021-04-10,2021-04-10,580,536,4.0,20.0,20.0,20.0,23,22.2337,945,11.3934,1,False,,-113_-10
A_72,A,104968_hist,False,-55.1661,-4.1626,8.8091,DESMATAMENTO_CR,2021-10-15,2021-08-08,2021-08-08,2021-08-08,395,339,8.0,8.0,8.0,8.0,22,35.7289,819,11.3934,1,False,,-111_-9
A_73,A,104973_hist,False,-55.0375,-4.3283,6.4873,DESMATAMENTO_CR,2021-10-15,2021-08-20,2021-08-26,2021-08-20,322,281,8.0,5.0,4.0,5.0,21,24.4895,619,11.3934,1,False,,-111_-9
A_74,A,104985_hist,False,-55.2308,-4.3955,9.8068,DESMATAMENTO_CR,2021-10-15,2021-07-15,2021-08-08,2021-07-15,256,217,7.0,13.0,10.0,13.0,22,22.3342,879,11.3934,1,False,,-111_-9
A_75,A,104992_hist,False,-55.1877,-4.2773,8.6851,DESMATAMENTO_CR,2021-10-15,2021-03-05,2021-03-05,2021-03-05,348,283,3.0,21.0,21.0,21.0,22,38.8004,796,11.3934,1,False,,-111_-9
A_76,A,104995_hist,False,-55.1592,-4.2937,10.5139,DESMATAMENTO_CR,2021-10-15,2021-08-02,2021-08-02,2021-08-02,282,225,8.0,9.0,9.0,9.0,24,16.8174,977,11.3934,1,False,,-111_-9
A_77,A,105002_hist,False,-55.2391,-4.446,9.6589,DESMATAMENTO_CR,2021-10-15,2021-08-08,2021-08-08,2021-08-08,203,176,8.0,9.0,9.0,9.0,23,18.7593,921,11.3934,1,False,,-111_-9
A_78,A,106451_hist,False,-55.3243,-4.0377,17.4244,DESMATAMENTO_CR,2021-10-29,2021-07-21,2021-08-26,2021-07-21,161,137,7.0,24.0,12.0,24.0,53,16.4217,1649,11.3934,1,False,,-111_-9
A_79,A,106453_hist,False,-55.4031,-3.9835,11.0153,DESMATAMENTO_CR,2021-10-29,2021-01-10,2021-01-10,2021-01-10,124,112,1.0,24.0,24.0,24.0,24,23.4858,1041,11.3934,1,False,,-111_-8
A_80,A,107374_hist,False,-55.6164,-4.4656,44.1941,DESMATAMENTO_CR,2021-11-07,2021-07-27,2021-07-27,2021-07-27,328,232,7.0,10.0,10.0,10.0,21,20.9418,4339,11.3934,1,False,,-112_-9
A_81,A,107393_hist,False,-55.1128,-4.4601,43.0898,DESMATAMENTO_CR,2021-11-07,2021-08-08,2021-08-20,2021-08-08,527,463,8.0,8.0,6.0,8.0,20,25.7,4208,11.3934,1,False,,-111_-9
A_82,A,107575_hist,False,-55.2829,-4.3494,9.1937,DESMATAMENTO_CR,2021-11-11,2021-07-21,2021-07-21,2021-07-21,195,160,7.0,22.0,22.0,22.0,43,35.1613,869,11.3934,1,False,,-111_-9
A_83,A,107582_hist,False,-55.2825,-4.2291,8.8084,DESMATAMENTO_CR,2021-11-11,2021-01-04,2021-01-04,2021-01-04,135,101,1.0,46.0,46.0,46.0,46,13.5653,831,11.3934,1,False,,-111_-9
A_84,A,1096_hist,False,-55.6133,-4.174,10.4909,DESMATAMENTO_CR,2021-08-06,2021-07-27,2021-07-27,2021-07-27,306,266,7.0,14.0,14.0,14.0,28,37.2354,1003,11.3934,1,False,,-112_-9
A_85,A,12304_hist,False,-56.3387,-4.1926,13.8423,DESMATAMENTO_CR,2021-09-30,2021-06-27,2021-06-27,2021-06-27,507,480,6.0,17.0,17.0,17.0,23,28.1733,1305,11.3934,1,False,,-113_-9
A_86,A,12324_hist,True,-56.2184,-4.8314,28.1701,DESMATAMENTO_CR,2021-09-30,2021-08-20,2021-08-20,2021-08-20,1176,974,8.0,7.0,7.0,7.0,26,17.3771,2672,11.3934,1,False,,-113_-10
A_87,A,12334_hist,False,-55.5282,-4.4494,99.0674,DESMATAMENTO_CR,2021-09-30,2021-01-22,2021-01-22,2021-01-22,1236,1091,1.0,24.0,24.0,24.0,24,26.067,9746,11.3934,1,False,,-112_-9
A_88,A,12335_hist,False,-55.511,-4.4364,63.7346,DESMATAMENTO_CR,2021-09-30,2021-01-22,2021-01-22,2021-01-22,457,375,1.0,22.0,22.0,22.0,22,29.1534,6253,11.3934,1,False,,-112_-9
A_89,A,12337_hist,False,-55.2177,-4.1791,15.0395,DESMATAMENTO_CR,2021-09-30,2021-07-09,2021-07-09,2021-07-09,539,472,7.0,27.0,27.0,27.0,44,29.2204,1382,11.3934,1,False,,-111_-9
A_90,A,12341_hist,False,-55.1577,-4.2051,14.7199,DESMATAMENTO_CR,2021-09-30,2021-09-13,2021-09-13,2021-09-13,265,253,9.0,5.0,5.0,5.0,23,26.729,1384,11.3934,1,True,0.0,-111_-9
A_91,A,12347_hist,False,-55.7451,-4.1919,10.9695,DESMATAMENTO_CR,2021-09-30,2021-07-27,2021-07-27,2021-07-27,1016,948,7.0,11.0,11.0,11.0,26,35.3171,1039,11.3934,1,False,,-112_-9
A_92,A,12349_hist,False,-55.6022,-4.186,12.5227,DESMATAMENTO_CR,2021-09-30,2021-09-13,2021-09-13,2021-09-13,338,280,9.0,6.0,6.0,6.0,25,21.9757,1178,11.3934,1,True,0.0,-112_-9
A_93,A,12350_hist,False,-56.1904,-4.0164,12.1446,DESMATAMENTO_CR,2021-09-30,2021-09-13,2021-09-13,2021-09-13,434,400,9.0,3.0,3.0,3.0,23,16.5324,1160,11.3934,1,False,,-113_-9
A_94,A,12352_hist,True,-56.0101,-4.536,10.1792,DESMATAMENTO_CR,2021-09-30,2021-01-28,2021-01-28,2021-01-28,737,657,1.0,28.0,28.0,28.0,28,31.4558,970,11.3934,1,False,,-113_-10
A_95,A,12354_hist,False,-55.6142,-4.1796,14.7081,DESMATAMENTO_CR,2021-09-30,2021-08-02,2021-08-02,2021-08-02,338,287,8.0,11.0,11.0,11.0,29,19.6219,1415,11.3934,1,False,,-112_-9
A_96,A,12355_hist,False,-55.2033,-4.2904,17.8118,DESMATAMENTO_CR,2021-09-30,2021-05-22,2021-05-22,2021-05-22,11,5,5.0,19.0,19.0,19.0,26,18.3885,1697,11.3934,1,False,,-111_-9
A_97,A,12356_hist,False,-55.2097,-4.2615,13.6324,DESMATAMENTO_CR,2021-09-30,2021-09-19,2021-10-07,2021-09-19,73,56,9.0,7.0,6.0,7.0,32,22.6413,1285,11.3934,1,True,0.0,-111_-9
A_98,A,12358_hist,False,-55.5443,-4.0732,28.4561,DESMATAMENTO_CR,2021-09-30,2021-03-17,2021-03-17,2021-03-17,781,724,3.0,21.0,21.0,21.0,24,27.5015,2724,11.3934,1,False,,-112_-9
A_99,A,12360_hist,False,-55.5712,-4.1418,6.2924,DESMATAMENTO_CR,2021-09-30,2021-09-19,2021-09-19,2021-09-19,147,129,9.0,4.0,4.0,4.0,24,20.8216,592,11.3934,1,False,,-112_-9
A_100,A,12361_hist,False,-55.1932,-4.204,12.7372,DESMATAMENTO_CR,2021-09-30,2021-09-13,2021-09-13,2021-09-13,528,488,9.0,8.0,8.0,8.0,36,28.7509,1211,11.3934,1,False,,-111_-9
A_101,A,12362_hist,False,-55.1544,-4.1825,6.4332,DESMATAMENTO_CR,2021-09-30,2021-08-20,2021-08-20,2021-08-20,188,173,8.0,7.0,7.0,7.0,26,20.696,581,11.3934,1,True,0.0,-111_-9
A_102,A,12378_hist,False,-55.3923,-4.4278,12.4451,DESMATAMENTO_CR,2021-09-30,2021-08-26,2021-08-26,2021-08-26,175,133,8.0,13.0,13.0,13.0,48,26.7163,1180,11.3934,1,False,,-111_-9
A_103,A,12382_hist,False,-55.4221,-4.4246,6.5908,DESMATAMENTO_CR,2021-09-30,2021-08-14,2021-08-14,2021-08-14,298,273,8.0,15.0,15.0,15.0,49,24.9584,608,11.3934,1,False,,-111_-9
A_104,A,12395_hist,False,-55.443,-4.4197,6.4313,DESMATAMENTO_CR,2021-09-30,2021-10-07,2021-10-07,2021-09-30,20,16,10.0,7.0,7.0,7.0,24,32.623,581,11.3934,1,False,,-111_-9
A_105,A,12402_hist,False,-55.3808,-4.0938,7.7109,DESMATAMENTO_CR,2021-09-30,2021-09-19,2021-09-19,2021-09-19,20,20,9.0,2.0,2.0,2.0,21,34.4864,726,11.3934,1,False,,-111_-9
A_106,A,12403_hist,False,-55.4108,-4.0802,6.3358,DESMATAMENTO_CR,2021-09-30,2021-08-14,2021-08-14,2021-08-14,340,307,8.0,5.0,5.0,5.0,24,14.9461,576,11.3934,1,False,,-111_-9
A_107,A,12405_hist,False,-55.381,-4.3413,24.623,DESMATAMENTO_CR,2021-09-30,2021-07-27,2021-09-13,2021-07-27,110,87,7.0,21.0,10.0,21.0,47,28.6315,2375,11.3934,1,False,,-111_-9
A_108,A,12411_hist,False,-55.4785,-4.3245,42.9746,DESMATAMENTO_CR,2021-09-30,2021-09-13,2021-09-13,2021-09-13,893,739,9.0,7.0,7.0,7.0,28,20.0909,4204,11.3934,1,False,,-111_-9
A_109,A,12415_hist,False,-55.4233,-4.0363,7.4904,DESMATAMENTO_CR,2021-09-30,2021-02-27,2021-02-27,2021-02-27,392,382,2.0,24.0,24.0,24.0,25,37.7204,687,11.3934,1,False,,-111_-9
A_110,A,12418_hist,False,-55.4114,-4.0155,15.3189,DESMATAMENTO_CR,2021-09-30,2021-08-20,2021-08-20,2021-08-20,1044,1007,8.0,7.0,7.0,7.0,25,31.3954,1450,11.3934,1,False,,-111_-9
A_111,A,12422_hist,False,-55.3949,-3.9668,15.0496,DESMATAMENTO_CR,2021-09-30,2021-04-10,2021-08-26,2021-04-10,172,147,4.0,21.0,5.0,21.0,26,18.1453,1440,11.3934,1,False,,-111_-8
A_112,A,12428_hist,False,-55.4167,-3.9497,18.4271,DESMATAMENTO_CR,2021-09-30,2021-04-10,2021-04-10,2021-04-10,1242,1157,4.0,22.0,22.0,22.0,25,28.8515,1735,11.3934,1,False,,-111_-8
A_113,A,131272_hist,True,-56.2674,-4.884,9.4077,DESMATAMENTO_CR,2021-02-24,2021-02-09,2021-02-09,2021-02-09,424,413,2.0,25.0,25.0,25.0,26,43.7607,896,11.3934,1,False,,-113_-10
A_114,A,131280_hist,True,-56.2865,-4.9054,46.3564,DESMATAMENTO_CR,2021-02-24,2021-02-15,2021-02-15,2021-02-15,940,850,2.0,20.0,20.0,20.0,21,44.3934,4495,11.3934,1,False,,-113_-10
A_115,A,131281_hist,True,-56.2782,-4.8994,10.2783,DESMATAMENTO_CR,2021-02-24,2021-02-15,2021-02-15,2021-02-15,107,91,2.0,17.0,17.0,17.0,17,42.9352,980,11.3934,1,False,,-113_-10
A_116,A,131282_hist,True,-56.2719,-4.8854,22.8814,DESMATAMENTO_CR,2021-02-24,2021-02-21,2021-02-21,2021-02-21,480,455,2.0,25.0,25.0,25.0,25,48.3494,2217,11.3934,1,False,,-113_-10
