event_id,region,gid,in_custom_box,lon,lat,area_ha,classname,view_date,radd_any,radd_high,date_upper,radd_npx,radd_hi_npx,event_month,clear_post_radd_any,clear_post_radd_high,clear_post_date_upper,clear_total_2021,ang_mean_deg,ang_npx,tau_deg,registered,p1_bracketed,radd_diff_to_interval,block
B_215,B,43472_hist,True,-60.5381,0.6448,23.4596,DESMATAMENTO_CR,2021-02-19,2021-01-25,2021-01-25,2021-01-25,216,197,1.0,24.0,24.0,24.0,25,36.3987,2239,19.1314,1,False,,-122_1
B_216,B,43480_hist,True,-60.5303,0.6473,21.7796,DESMATAMENTO_CR,2021-02-19,2021-02-12,2021-02-12,2021-02-12,1137,1037,2.0,22.0,22.0,22.0,24,50.2051,2078,19.1314,1,False,,-122_1
B_217,B,43483_hist,False,-60.4445,0.0602,8.5425,DESMATAMENTO_CR,2021-02-19,2021-01-07,2021-01-07,2021-01-07,410,388,1.0,24.0,24.0,24.0,24,63.1796,813,19.1314,1,False,,-121_0
B_218,B,43491_hist,False,-60.4556,0.0769,9.6565,DESMATAMENTO_CR,2021-02-19,2021-01-07,2021-01-07,2021-01-07,226,212,1.0,18.0,18.0,18.0,18,57.3239,911,19.1314,1,False,,-121_0
B_219,B,43493_hist,False,-60.4857,0.0796,16.1495,DESMATAMENTO_CR,2021-02-19,2021-01-07,2021-01-07,2021-01-07,235,203,1.0,21.0,21.0,21.0,21,49.1118,1537,19.1314,1,False,,-121_0
B_220,B,43494_hist,False,-60.4916,0.0595,12.4875,DESMATAMENTO_CR,2021-02-19,2021-01-07,2021-01-07,2021-01-07,181,151,1.0,18.0,18.0,18.0,18,21.7343,1172,19.1314,1,False,,-121_0
B_221,B,43495_hist,False,-60.4452,0.1154,14.5493,DESMATAMENTO_CR,2021-02-19,2021-01-07,2021-01-07,2021-01-07,154,147,1.0,25.0,25.0,25.0,25,36.7821,1300,19.1314,1,False,,-121_0
B_222,B,43499_hist,False,-60.4266,0.1826,15.9463,DESMATAMENTO_CR,2021-02-19,2021-01-31,2021-01-31,2021-01-31,629,552,1.0,20.0,20.0,20.0,20,57.3905,1539,19.1314,1,False,,-121_0
B_223,B,43500_hist,True,-60.3005,0.6411,11.7975,DESMATAMENTO_CR,2021-02-19,2021-01-06,2021-01-06,2021-01-06,544,518,1.0,23.0,23.0,23.0,23,52.9965,1097,19.1314,1,False,,-121_1
B_224,B,43503_hist,True,-60.3742,0.6118,21.5643,DESMATAMENTO_CR,2021-02-19,2021-01-01,2021-01-01,2021-01-01,954,871,1.0,25.0,25.0,25.0,25,53.4181,2049,19.1314,1,False,,-121_1
B_225,B,43504_hist,True,-60.4138,0.6116,11.0529,DESMATAMENTO_CR,2021-02-19,2021-01-11,2021-01-11,2021-01-11,425,392,1.0,19.0,19.0,19.0,19,49.0747,1055,19.1314,1,False,,-121_1
B_226,B,43506_hist,False,-60.436,0.5644,10.3207,DESMATAMENTO_CR,2021-02-19,2021-01-01,2021-01-01,2021-01-01,282,272,1.0,25.0,25.0,25.0,25,46.3426,974,19.1314,1,False,,-121_1
B_227,B,43508_hist,False,-60.3802,0.3771,6.4498,DESMATAMENTO_CR,2021-02-19,2021-01-01,2021-01-01,2021-01-01,83,77,1.0,27.0,27.0,27.0,27,29.2926,586,19.1314,1,False,,-121_0
B_228,B,43509_hist,True,-60.3203,0.6022,6.3881,DESMATAMENTO_CR,2021-02-19,2021-01-01,2021-01-01,2021-01-01,260,258,1.0,22.0,22.0,22.0,22,56.3112,576,19.1314,1,False,,-121_1
B_229,B,43517_hist,False,-60.3226,0.476,13.1949,DESMATAMENTO_CR,2021-02-19,2021-01-01,2021-01-01,2021-01-01,117,100,1.0,25.0,25.0,25.0,25,46.0546,1216,19.1314,1,False,,-121_0
B_230,B,43522_hist,False,-59.9187,0.5643,16.8503,DESMATAMENTO_CR,2021-02-19,2021-02-06,2021-02-06,2021-02-06,598,519,2.0,17.0,17.0,17.0,19,61.8016,1604,19.1314,1,False,,-120_1
B_231,B,43586_hist,True,-60.5446,0.7748,11.951,DESMATAMENTO_CR,2021-02-24,2021-01-11,2021-01-11,2021-01-11,923,865,1.0,26.0,26.0,26.0,26,57.1407,1097,19.1314,1,False,,-122_1
B_232,B,43587_hist,True,-60.4296,1.307,60.7976,DESMATAMENTO_CR,2021-02-24,2021-01-19,2021-01-19,2021-01-19,3893,3602,1.0,20.0,20.0,20.0,20,68.9397,5734,19.1314,1,False,,-121_2
B_233,B,43588_hist,True,-60.5273,0.7984,56.7825,DESMATAMENTO_CR,2021-02-24,2021-01-07,2021-01-07,2021-01-07,4559,4442,1.0,26.0,26.0,26.0,26,58.1397,5513,19.1314,1,False,,-122_1
B_234,B,43589_hist,True,-60.4337,1.3005,15.4502,DESMATAMENTO_CR,2021-02-24,2021-02-18,2021-02-18,2021-02-18,594,538,2.0,16.0,16.0,16.0,17,65.0144,1485,19.1314,1,False,,-121_2
B_235,B,43590_hist,True,-60.4212,1.3107,11.8998,DESMATAMENTO_CR,2021-02-24,2021-01-06,2021-01-06,2021-01-06,1088,980,1.0,17.0,17.0,17.0,17,76.8893,1108,19.1314,1,False,,-121_2
B_236,B,43591_hist,False,-59.7509,0.6914,6.3203,DESMATAMENTO_CR,2021-02-24,2021-02-06,2021-02-06,2021-02-06,446,397,2.0,23.0,23.0,23.0,23,60.8072,596,19.1314,1,False,,-120_1
B_237,B,43593_hist,True,-60.4192,1.305,16.73,DESMATAMENTO_CR,2021-02-24,2021-01-06,2021-01-06,2021-01-06,902,794,1.0,21.0,21.0,21.0,21,64.4812,1539,19.1314,1,False,,-121_2
B_238,B,43594_hist,False,-59.8545,0.7264,14.3328,DESMATAMENTO_CR,2021-02-24,2021-01-01,2021-01-01,2021-01-01,796,744,1.0,24.0,24.0,24.0,24,62.2928,1325,19.1314,1,False,,-120_1
B_239,B,43596_hist,False,-59.8234,0.7549,7.7848,DESMATAMENTO_CR,2021-02-24,2021-01-13,2021-01-13,2021-01-13,234,216,1.0,23.0,23.0,23.0,23,42.5244,722,19.1314,1,False,,-120_1
B_240,B,43598_hist,False,-59.8246,0.7174,17.4714,DESMATAMENTO_CR,2021-02-24,2021-01-01,2021-01-01,2021-01-01,347,327,1.0,23.0,23.0,23.0,23,53.6642,1677,19.1314,1,False,,-120_1
B_241,B,43604_hist,False,-59.9022,0.5741,7.0158,DESMATAMENTO_CR,2021-02-24,2021-01-01,2021-01-01,2021-01-01,57,47,1.0,19.0,19.0,19.0,19,44.6545,656,19.1314,1,False,,-120_1
B_242,B,43605_hist,False,-59.8684,0.6177,25.7984,DESMATAMENTO_CR,2021-02-24,2021-02-06,2021-02-11,2021-02-06,343,287,2.0,20.0,20.0,20.0,21,53.0366,2505,19.1314,1,False,,-120_1
B_243,B,43606_hist,True,-60.5107,0.7744,6.6094,DESMATAMENTO_CR,2021-02-24,2021-01-01,2021-01-01,2021-01-01,408,396,1.0,23.0,23.0,23.0,23,55.6203,618,19.1314,1,False,,-122_1
B_244,B,43607_hist,False,-59.6299,0.6497,9.9882,DESMATAMENTO_CR,2021-02-24,2021-01-06,2021-01-06,2021-01-06,47,38,1.0,23.0,23.0,23.0,23,34.8803,949,19.1314,1,False,,-120_1
B_245,B,43608_hist,True,-59.9506,0.638,14.333,DESMATAMENTO_CR,2021-02-24,2021-01-18,2021-01-18,2021-01-18,420,381,1.0,25.0,25.0,25.0,25,48.0189,1326,19.1314,1,False,,-120_1
B_246,B,43609_hist,False,-59.6434,0.5844,33.079,DESMATAMENTO_CR,2021-02-24,2021-01-14,2021-01-14,2021-01-14,903,833,1.0,20.0,20.0,20.0,20,59.2855,3150,19.1314,1,False,,-120_1
B_247,B,43616_hist,False,-59.5536,0.9804,16.3195,DESMATAMENTO_CR,2021-02-24,2021-01-14,2021-01-14,2021-01-14,975,948,1.0,24.0,24.0,24.0,24,60.5735,1553,19.1314,1,False,,-120_1
B_248,B,43624_hist,False,-59.6447,0.5789,2.3509,DESMATAMENTO_CR,2021-02-24,2021-02-07,2021-02-07,2021-02-07,92,74,2.0,21.0,21.0,21.0,22,39.4832,207,19.1314,1,False,,-120_1
B_249,B,43627_hist,False,-59.6412,1.0633,11.4455,DESMATAMENTO_CR,2021-02-24,2021-02-11,2021-02-11,2021-02-11,726,702,2.0,23.0,23.0,23.0,24,53.8366,1085,19.1314,1,False,,-120_2
B_250,B,43629_hist,False,-59.6163,1.0751,8.3257,DESMATAMENTO_CR,2021-02-24,2021-01-01,2021-01-01,2021-01-01,260,244,1.0,24.0,24.0,24.0,24,45.3238,763,19.1314,1,False,,-120_2
B_251,B,43632_hist,False,-59.6428,1.0793,8.2149,DESMATAMENTO_CR,2021-02-24,2021-01-01,2021-01-01,2021-01-01,75,71,1.0,24.0,24.0,24.0,24,37.7393,762,19.1314,1,False,,-120_2
B_252,B,43636_hist,False,-59.6556,1.107,6.3011,DESMATAMENTO_CR,2021-02-24,2021-01-02,2021-01-02,2021-01-02,54,44,1.0,25.0,25.0,25.0,25,43.3928,598,19.1314,1,False,,-120_2
B_253,B,43644_hist,False,-59.5794,0.6509,7.3973,DESMATAMENTO_CR,2021-02-24,2021-01-14,2021-01-14,2021-01-14,300,273,1.0,19.0,19.0,19.0,19,43.2708,703,19.1314,1,False,,-120_1
B_254,B,43648_hist,False,-59.5499,0.6574,10.7267,DESMATAMENTO_CR,2021-02-24,2021-02-19,2021-02-19,2021-02-19,312,259,2.0,18.0,18.0,18.0,20,51.993,990,19.1314,1,False,,-120_1
B_255,B,43650_hist,False,-59.5329,0.6687,22.8564,DESMATAMENTO_CR,2021-02-24,2021-01-14,2021-01-14,2021-01-14,940,813,1.0,20.0,20.0,20.0,20,61.9185,2182,19.1314,1,False,,-120_1
B_256,B,43809_hist,False,-61.6429,2.3452,46.103,DESMATAMENTO_CR,2021-03-11,2021-02-16,2021-02-16,2021-02-16,44,39,2.0,22.0,22.0,22.0,24,32.8318,4488,19.1314,1,False,,-124_4
B_257,B,43810_hist,False,-61.6537,2.8025,16.4873,DESMATAMENTO_CR,2021-03-11,,,,0,0,,,,,26,27.2135,1573,19.1314,1,False,,-124_5
B_258,B,44119_hist,False,-61.8089,3.5302,12.4215,DESMATAMENTO_CR,2021-03-17,2021-02-16,2021-02-16,2021-02-16,625,586,2.0,23.0,23.0,23.0,23,49.3612,1202,19.1314,1,False,,-124_7
B_259,B,44120_hist,False,-61.7751,3.5218,25.2978,DESMATAMENTO_CR,2021-03-17,2021-02-11,2021-02-11,2021-02-11,147,139,2.0,23.0,23.0,23.0,24,48.385,2443,19.1314,1,False,,-124_7
B_260,B,44121_hist,False,-61.9384,3.5557,10.652,DESMATAMENTO_CR,2021-03-17,2021-02-04,2021-02-04,2021-02-04,52,43,2.0,20.0,20.0,20.0,20,22.0668,1013,19.1314,1,False,,-124_7
B_261,B,44127_hist,False,-61.6775,2.7211,8.3425,DESMATAMENTO_CR,2021-03-17,,,,0,0,,,,,25,36.7238,783,19.1314,1,False,,-124_5
B_262,B,44133_hist,False,-61.695,2.0796,21.4779,DESMATAMENTO_CR,2021-03-17,2021-01-11,2021-01-11,2021-01-11,110,94,1.0,21.0,21.0,21.0,21,43.9233,2048,19.1314,1,False,,-124_4
B_263,B,44137_hist,False,-61.6487,2.3213,9.6857,DESMATAMENTO_CR,2021-03-17,2021-03-19,2021-03-19,2021-03-17,11,11,3.0,21.0,21.0,22.0,25,28.5614,892,19.1314,1,False,,-124_4
B_264,B,44139_hist,False,-61.5103,2.3285,10.1161,DESMATAMENTO_CR,2021-03-17,,,,0,0,,,,,24,33.1469,944,19.1314,1,False,,-124_4
B_265,B,44141_hist,False,-61.5303,2.726,18.7568,DESMATAMENTO_CR,2021-03-17,,,,0,0,,,,,27,28.2751,1763,19.1314,1,False,,-124_5
B_266,B,44142_hist,False,-61.9362,3.7622,26.0467,DESMATAMENTO_CR,2021-03-17,2021-01-06,2021-01-06,2021-01-06,472,428,1.0,32.0,32.0,32.0,32,30.1988,2542,19.1314,1,False,,-124_7
B_267,B,44143_hist,False,-61.7792,3.6302,8.9435,DESMATAMENTO_CR,2021-03-17,,,,0,0,,,,,21,24.2122,816,19.1314,1,False,,-124_7
B_268,B,44144_hist,False,-61.6455,2.3385,16.9113,DESMATAMENTO_CR,2021-03-17,,,,0,0,,,,,21,27.0176,1596,19.1314,1,False,,-124_4
B_269,B,44145_hist,False,-61.6455,2.3493,15.5398,DESMATAMENTO_CR,2021-03-17,,,,0,0,,,,,24,30.2631,1492,19.1314,1,False,,-124_4
B_270,B,44146_hist,False,-61.5102,2.3382,7.7853,DESMATAMENTO_CR,2021-03-17,,,,0,0,,,,,21,33.5656,716,19.1314,1,False,,-124_4
B_271,B,44148_hist,False,-61.6126,2.6516,11.5954,DESMATAMENTO_CR,2021-03-17,2021-03-19,2021-03-19,2021-03-17,118,112,3.0,22.0,22.0,23.0,27,35.7417,1094,19.1314,1,False,,-124_5
B_272,B,44149_hist,False,-61.7778,3.6369,43.6054,DESMATAMENTO_CR,2021-03-17,2021-01-12,2021-01-12,2021-01-12,1695,1662,1.0,20.0,20.0,20.0,20,47.0557,4242,19.1314,1,False,,-124_7
B_273,B,44150_hist,False,-59.6892,0.6048,10.0929,DESMATAMENTO_CR,2021-03-17,2021-01-01,2021-01-01,2021-01-01,239,224,1.0,22.0,22.0,22.0,22,62.6752,949,19.1314,1,False,,-120_1
B_274,B,44153_hist,False,-61.6342,2.7558,6.4857,DESMATAMENTO_CR,2021-03-17,,,,0,0,,,,,22,39.5585,602,19.1314,1,False,,-124_5
B_275,B,44158_hist,False,-59.4354,1.0815,16.7251,DESMATAMENTO_CR,2021-03-17,2021-02-11,2021-02-11,2021-02-11,443,409,2.0,19.0,19.0,19.0,21,48.0993,1595,19.1314,1,False,,-119_2
B_276,B,44159_hist,False,-59.451,1.1098,10.9654,DESMATAMENTO_CR,2021-03-17,2021-01-02,2021-01-02,2021-01-02,802,770,1.0,22.0,22.0,22.0,22,71.523,1014,19.1314,1,False,,-119_2
B_277,B,44160_hist,False,-61.5751,2.6682,6.2649,DESMATAMENTO_CR,2021-03-17,,,,0,0,,,,,29,27.2271,601,19.1314,1,False,,-124_5
B_278,B,44162_hist,False,-61.5467,3.1861,15.7381,DESMATAMENTO_CR,2021-03-17,2021-02-28,2021-02-28,2021-02-28,9,8,2.0,24.0,24.0,24.0,30,38.6919,1502,19.1314,1,False,,-124_6
B_279,B,44163_hist,False,-59.4372,1.1252,47.7625,DESMATAMENTO_CR,2021-03-17,2021-01-26,2021-01-26,2021-01-26,574,520,1.0,17.0,17.0,17.0,18,51.6352,4610,19.1314,1,False,,-119_2
B_280,B,44165_hist,False,-61.72,3.226,20.0328,DESMATAMENTO_CR,2021-03-17,2021-02-11,2021-02-11,2021-02-11,121,96,2.0,21.0,21.0,21.0,24,28.9435,1916,19.1314,1,False,,-124_6
B_281,B,44169_hist,False,-61.4231,2.7658,15.3627,DESMATAMENTO_CR,2021-03-20,2021-02-16,2021-02-16,2021-02-16,33,24,2.0,20.0,20.0,20.0,21,39.5918,1438,19.1314,1,False,,-123_5
B_282,B,44170_hist,False,-60.7074,0.21,30.4094,DESMATAMENTO_CR,2021-03-20,2021-03-14,2021-03-14,2021-03-14,200,187,3.0,18.0,18.0,18.0,21,35.7556,2937,19.1314,1,False,,-122_0
B_283,B,44171_hist,False,-60.6993,0.2253,7.7177,DESMATAMENTO_CR,2021-03-20,2021-04-01,2021-04-01,2021-03-20,9,9,4.0,19.0,19.0,20.0,23,29.5791,719,19.1314,1,False,,-122_0
B_284,B,44173_hist,False,-60.3571,1.5154,8.6872,DESMATAMENTO_CR,2021-03-17,2021-03-07,2021-03-07,2021-03-07,121,88,3.0,19.0,19.0,19.0,20,44.1686,816,19.1314,1,False,,-121_3
B_285,B,44174_hist,False,-61.1427,3.259,57.0121,DESMATAMENTO_CR,2021-03-20,2021-01-07,2021-01-19,2021-01-07,3560,3389,1.0,47.0,45.0,47.0,47,49.9577,5490,19.1314,1,False,,-123_6
B_286,B,44175_hist,False,-60.9517,2.3693,34.7565,DESMATAMENTO_CR,2021-03-20,2021-02-12,2021-02-12,2021-02-12,510,492,2.0,21.0,21.0,21.0,25,40.4597,3386,19.1314,1,False,,-122_4
B_287,B,44177_hist,False,-61.7263,3.2323,29.029,DESMATAMENTO_VEG,2021-03-17,2021-02-04,2021-02-04,2021-02-04,12,10,2.0,23.0,23.0,23.0,24,27.7398,2767,19.1314,1,False,,-124_6
B_288,B,44179_hist,False,-60.3003,1.8629,10.7464,DESMATAMENTO_CR,2021-03-20,2021-03-14,2021-03-14,2021-03-14,154,126,3.0,16.0,16.0,16.0,18,37.8184,1024,19.1314,1,False,,-121_3
B_289,B,44180_hist,False,-60.4448,2.3593,12.7294,DESMATAMENTO_CR,2021-03-20,,,,0,0,,,,,19,21.9031,1190,19.1314,1,False,,-121_4
B_290,B,44181_hist,False,-60.4763,2.3584,11.5671,DESMATAMENTO_CR,2021-03-20,2021-03-20,,2021-03-20,1,0,3.0,15.0,,15.0,17,29.749,1103,19.1314,1,False,,-121_4
B_291,B,44182_hist,False,-61.4305,2.3978,57.0593,DESMATAMENTO_CR,2021-03-20,2021-01-07,2021-01-07,2021-01-07,205,184,1.0,59.0,59.0,59.0,59,30.3306,5469,19.1314,1,False,,-123_4
B_292,B,44183_hist,False,-61.4292,2.7813,11.5204,DESMATAMENTO_CR,2021-03-20,,,,0,0,,,,,23,31.4322,990,19.1314,1,False,,-123_5
B_293,B,44184_hist,False,-61.172,2.1777,12.1159,DESMATAMENTO_CR,2021-03-20,,,,0,0,,,,,28,29.6656,1154,19.1314,1,False,,-123_4
B_294,B,44185_hist,False,-61.4769,2.3355,22.575,DESMATAMENTO_CR,2021-03-20,,,,0,0,,,,,47,26.0385,2129,19.1314,1,False,,-123_4
B_295,B,44187_hist,True,-60.4197,1.3001,6.2576,DESMATAMENTO_CR,2021-03-17,,,,0,0,,,,,19,49.3714,562,19.1314,1,False,,-121_2
B_296,B,44190_hist,False,-61.4441,2.3447,20.5824,DESMATAMENTO_CR,2021-03-20,,,,0,0,,,,,52,29.662,1922,19.1314,1,False,,-123_4
B_297,B,44192_hist,False,-61.4359,2.3075,1.2422,DESMATAMENTO_CR,2021-03-20,,,,0,0,,,,,50,29.9628,78,19.1314,1,False,,-123_4
B_298,B,44193_hist,False,-61.4358,2.3098,13.1849,DESMATAMENTO_CR,2021-03-20,,,,0,0,,,,,49,28.7164,1242,19.1314,1,False,,-123_4
B_299,B,44196_hist,False,-60.6109,1.8719,6.5696,DESMATAMENTO_CR,2021-03-20,2021-01-01,2021-01-01,2021-01-01,301,273,1.0,24.0,24.0,24.0,24,57.1971,611,19.1314,1,False,,-122_3
B_300,B,44197_hist,False,-60.5733,1.9159,9.3498,DESMATAMENTO_CR,2021-03-20,2021-01-01,2021-01-01,2021-01-01,571,519,1.0,23.0,23.0,23.0,23,59.064,854,19.1314,1,False,,-122_3
B_301,B,44198_hist,False,-59.6903,0.5529,26.2233,DESMATAMENTO_CR,2021-03-20,2021-02-06,2021-02-06,2021-02-06,157,128,2.0,18.0,18.0,18.0,18,57.5334,2534,19.1314,1,False,,-120_1
B_302,B,44199_hist,False,-59.6879,0.553,16.6288,DESMATAMENTO_CR,2021-03-20,2021-01-02,2021-01-02,2021-01-02,421,388,1.0,21.0,21.0,21.0,21,39.4682,1574,19.1314,1,False,,-120_1
B_303,B,44201_hist,True,-60.4221,1.3065,24.1197,DESMATAMENTO_CR,2021-03-17,2021-01-11,2021-01-11,2021-01-11,1897,1770,1.0,19.0,19.0,19.0,19,68.4085,2304,19.1314,1,False,,-121_2
B_304,B,44202_hist,False,-61.2955,2.1777,15.437,DESMATAMENTO_CR,2021-03-20,2021-01-01,2021-01-01,2021-01-01,235,193,1.0,24.0,24.0,24.0,24,30.6593,1440,19.1314,1,False,,-123_4
B_305,B,44204_hist,False,-61.7238,2.3151,18.4182,DESMATAMENTO_CR,2021-03-20,2021-02-04,2021-02-04,2021-02-04,69,60,2.0,28.0,28.0,28.0,30,45.6066,1679,19.1314,1,False,,-124_4
B_306,B,44205_hist,False,-61.3318,2.1197,8.5368,DESMATAMENTO_CR,2021-03-20,2021-01-07,2021-01-07,2021-01-07,414,389,1.0,28.0,28.0,28.0,28,49.3652,799,19.1314,1,False,,-123_4
B_307,B,44206_hist,False,-60.7475,1.9239,8.4148,DESMATAMENTO_CR,2021-03-20,2021-01-01,2021-01-01,2021-01-01,257,235,1.0,21.0,21.0,21.0,21,39.0536,791,19.1314,1,False,,-122_3
B_308,B,44212_hist,False,-59.6835,0.5652,15.9149,DESMATAMENTO_CR,2021-03-20,2021-01-01,2021-01-01,2021-01-01,960,892,1.0,23.0,23.0,23.0,23,55.8432,1489,19.1314,1,False,,-120_1
B_309,B,44213_hist,False,-61.2675,2.0841,17.4738,DESMATAMENTO_CR,2021-03-20,2021-01-01,2021-01-01,2021-01-01,236,227,1.0,26.0,26.0,26.0,26,38.0745,1665,19.1314,1,False,,-123_4
B_310,B,44214_hist,False,-61.3009,2.1236,6.747,DESMATAMENTO_CR,2021-03-20,2021-02-12,2021-02-12,2021-02-12,493,479,2.0,22.0,22.0,22.0,24,48.5974,617,19.1314,1,True,0.0,-123_4
B_311,B,44215_hist,False,-61.2676,2.0286,9.9458,DESMATAMENTO_CR,2021-03-20,2021-01-01,2021-01-01,2021-01-01,438,404,1.0,26.0,26.0,26.0,26,55.35,945,19.1314,1,False,,-123_4
B_312,B,44216_hist,True,-60.4326,1.2996,26.261,DESMATAMENTO_CR,2021-03-17,2021-02-12,2021-02-12,2021-02-12,1453,1286,2.0,19.0,19.0,19.0,20,62.9647,2452,19.1314,1,False,,-121_2
B_313,B,44217_hist,False,-60.5778,2.0826,10.456,DESMATAMENTO_CR,2021-03-20,2021-02-16,2021-02-16,2021-02-16,155,134,2.0,21.0,21.0,21.0,24,38.3451,1003,19.1314,1,False,,-122_4
B_314,B,44222_hist,False,-59.6832,0.56,2.0863,DESMATAMENTO_CR,2021-03-20,2021-02-12,2021-02-12,2021-02-12,29,24,2.0,17.0,17.0,17.0,17,48.35,179,19.1314,1,False,,-120_1
B_315,B,44223_hist,False,-61.732,2.3039,10.9342,DESMATAMENTO_CR,2021-03-20,,,,0,0,,,,,36,29.53,992,19.1314,1,False,,-124_4
B_316,B,44224_hist,False,-61.3322,2.0341,11.5757,DESMATAMENTO_CR,2021-03-20,2021-02-28,2021-02-28,2021-02-28,117,81,2.0,26.0,26.0,26.0,29,47.8783,1082,19.1314,1,False,,-123_4
B_317,B,44225_hist,False,-61.7263,2.3029,9.8088,DESMATAMENTO_CR,2021-03-20,,,,0,0,,,,,32,29.5078,935,19.1314,1,False,,-124_4
B_318,B,44226_hist,False,-59.6891,0.5736,14.284,DESMATAMENTO_CR,2021-03-20,2021-01-01,2021-01-01,2021-01-01,704,655,1.0,20.0,20.0,20.0,20,58.2459,1293,19.1314,1,False,,-120_1
B_319,B,44228_hist,False,-59.6388,0.6768,12.1421,DESMATAMENTO_CR,2021-03-20,2021-01-02,2021-01-02,2021-01-02,190,172,1.0,19.0,19.0,19.0,19,65.4193,1148,19.1314,1,False,,-120_1
B_320,B,44230_hist,False,-59.6817,0.5574,6.1543,DESMATAMENTO_CR,2021-03-20,2021-02-06,2021-02-06,2021-02-06,147,95,2.0,21.0,21.0,21.0,21,24.7712,567,19.1314,1,False,,-120_1
B_321,B,44231_hist,False,-61.5646,2.257,8.5975,DESMATAMENTO_CR,2021-03-20,,,,0,0,,,,,30,26.7048,789,19.1314,1,False,,-124_4
B_322,B,44233_hist,False,-60.5111,2.3208,8.6341,DESMATAMENTO_CR,2021-03-20,2021-02-12,2021-02-12,2021-02-12,150,123,2.0,17.0,17.0,17.0,19,28.8733,806,19.1314,1,False,,-122_4
B_323,B,44235_hist,False,-59.5296,0.6698,11.3667,DESMATAMENTO_CR,2021-03-20,2021-02-07,2021-02-07,2021-02-07,320,286,2.0,22.0,22.0,22.0,24,49.5069,1063,19.1314,1,False,,-120_1
B_324,B,44236_hist,False,-59.731,0.7154,14.2528,DESMATAMENTO_CR,2021-03-20,2021-03-14,2021-03-14,2021-03-14,622,535,3.0,20.0,20.0,20.0,23,50.4592,1375,19.1314,1,False,,-120_1
B_325,B,44240_hist,True,-60.3489,1.2642,6.4177,DESMATAMENTO_CR,2021-03-17,2021-01-11,2021-01-11,2021-01-11,296,268,1.0,20.0,20.0,20.0,21,46.7506,599,19.1314,1,False,,-121_2
B_326,B,44242_hist,False,-59.7484,0.6364,6.5234,DESMATAMENTO_CR,2021-03-20,2021-01-01,2021-01-01,2021-01-01,124,111,1.0,21.0,21.0,21.0,21,40.9388,590,19.1314,1,False,,-120_1
B_327,B,44244_hist,False,-59.5544,0.6586,21.5949,DESMATAMENTO_CR,2021-03-20,2021-02-19,2021-02-19,2021-02-19,356,235,2.0,14.0,14.0,14.0,17,43.3961,2007,19.1314,1,False,,-120_1
B_328,B,44245_hist,False,-59.6093,0.6677,6.3941,DESMATAMENTO_CR,2021-03-20,2021-01-02,2021-01-02,2021-01-02,218,211,1.0,21.0,21.0,21.0,21,41.2866,591,19.1314,1,False,,-120_1
B_329,B,44247_hist,False,-59.8483,0.5952,20.5366,DESMATAMENTO_CR,2021-03-20,2021-02-06,2021-02-06,2021-02-06,280,268,2.0,21.0,21.0,21.0,21,46.0184,1992,19.1314,1,False,,-120_1
B_330,B,44248_hist,True,-59.9373,0.6053,117.6745,DESMATAMENTO_CR,2021-03-20,2021-01-19,2021-01-19,2021-01-19,2598,2445,1.0,23.0,23.0,23.0,23,52.5283,11635,19.1314,1,False,,-120_1
B_331,B,44249_hist,True,-59.9131,0.631,20.2288,DESMATAMENTO_CR,2021-03-20,2021-01-01,2021-01-01,2021-01-01,505,459,1.0,21.0,21.0,21.0,21,41.6286,1925,19.1314,1,False,,-120_1
B_332,B,44250_hist,False,-61.7334,2.3474,18.178,DESMATAMENTO_CR,2021-03-20,,,,0,0,,,,,30,33.3694,1698,19.1314,1,False,,-124_4
B_333,B,44251_hist,False,-59.6955,0.683,6.2341,DESMATAMENTO_CR,2021-03-20,2021-01-31,2021-01-31,2021-01-31,251,228,1.0,20.0,20.0,20.0,20,38.1317,557,19.1314,1,False,,-120_1
B_334,B,44253_hist,False,-60.3162,1.3421,24.3531,DESMATAMENTO_CR,2021-03-17,2021-02-11,2021-02-11,2021-02-11,1992,1910,2.0,23.0,23.0,23.0,24,67.2911,2301,19.1314,1,False,,-121_2
B_335,B,44254_hist,False,-59.7934,0.6247,101.6732,DESMATAMENTO_CR,2021-03-20,2021-01-01,2021-01-01,2021-01-01,1540,1412,1.0,24.0,24.0,24.0,24,56.7525,10014,19.1314,1,False,,-120_1
B_336,B,44255_hist,True,-59.9149,0.6125,30.8387,DESMATAMENTO_CR,2021-03-20,2021-01-31,2021-01-31,2021-01-31,1897,1780,1.0,20.0,20.0,20.0,21,45.1479,3020,19.1314,1,False,,-120_1
B_337,B,44256_hist,False,-59.7879,0.5687,9.3483,DESMATAMENTO_CR,2021-03-20,2021-02-18,2021-02-18,2021-02-18,380,348,2.0,18.0,18.0,18.0,18,36.9271,857,19.1314,1,False,,-120_1
B_338,B,44257_hist,True,-59.8986,0.6408,10.5052,DESMATAMENTO_CR,2021-03-20,2021-01-01,2021-01-01,2021-01-01,211,170,1.0,21.0,21.0,21.0,21,55.9377,988,19.1314,1,False,,-120_1
B_339,B,44259_hist,False,-61.6546,2.475,6.2166,DESMATAMENTO_CR,2021-03-20,2021-03-07,2021-03-07,2021-03-07,38,37,3.0,22.0,22.0,22.0,25,34.8648,575,19.1314,1,False,,-124_4
