event_id,region,in_custom_box,lon,lat,area_ha,classname,view_date,alert_code,image_before,image_after,bracket_days,bracket_mid,event_month,overlap_frac,ang_mean_deg,ang_npx,tau_deg,registered,clear_post,clear_total_2021,radd_date,radd_latency_days,block
A_163,A,True,-56.19703429579722,-4.867784247674044,6.3721115087963645,DESMATAMENTO_CR,2021-05-20,327545,2021-04-13,2021-05-24,41,2021-05-03,5,0.7807330877936046,54.609827008028034,588,11.393369413289843,1,22,29,2021-06-27,54.0,-113_-10
A_164,A,False,-55.40765347569287,-3.980823913372712,13.514327121507469,DESMATAMENTO_CR,2021-08-18,413611,2021-07-27,2021-09-15,50,2021-08-21,8,0.77827087431682,29.16408251365204,1244,11.393369413289843,1,9,29,,,-111_-8
A_165,A,True,-56.03584503091623,-4.92649332490163,72.7303138370254,DESMATAMENTO_CR,2021-05-26,527978,2021-04-13,2021-06-05,53,2021-05-09,5,0.777062424626671,44.25417206002278,7119,11.393369413289843,1,24,28,2021-08-02,84.0,-113_-10
A_166,A,False,-55.08345153529598,-4.2148886672997765,6.46366445549624,DESMATAMENTO_CR,2021-07-20,349567,2021-05-28,2021-07-29,62,2021-06-28,6,0.7755138019267005,48.94392745764282,583,11.393369413289843,1,15,23,,,-111_-9
A_167,A,True,-55.69875503512881,-4.547216796773354,15.719607376389671,DESMATAMENTO_CR,2021-07-23,397048,2021-06-14,2021-08-08,55,2021-07-11,7,0.7719594305032493,40.47899619057908,1483,11.393369413289843,1,15,25,2021-08-02,21.0,-112_-10
A_168,A,True,-55.599219204910845,-4.480926970671343,20.992041119985654,DESMATAMENTO_CR,2021-07-19,535702,2021-06-22,2021-07-24,32,2021-07-08,7,0.7697505968482954,37.735928437467415,2046,11.393369413289843,1,13,19,,,-112_-9
A_169,A,False,-55.88891464237517,-5.364179014844803,9.082139956320264,DESMATAMENTO_CR,2021-06-22,347203,2021-05-30,2021-06-22,23,2021-06-10,6,0.7695307408004849,35.553157831554394,835,11.393369413289843,1,15,22,2021-06-27,16.0,-112_-11
A_170,A,False,-55.24087371695179,-4.444424883359253,7.891569580411166,DESMATAMENTO_CR,2021-08-18,413593,2021-07-28,2021-09-15,49,2021-08-21,8,0.7668550752333885,24.63233379154627,752,11.393369413289843,1,8,27,,,-111_-9
A_171,A,False,-55.705095077038706,-4.455290605035701,10.88603555019796,DESMATAMENTO_CR,2021-08-21,413697,2021-07-29,2021-08-21,23,2021-08-09,8,0.7657417239646684,33.701970451145385,1039,11.393369413289843,1,14,29,2021-11-24,106.0,-112_-9
A_172,A,True,-56.23803989071039,-5.070237704918033,13.463879609823227,DESMATAMENTO_CR,2021-08-06,413375,2021-07-12,2021-08-23,42,2021-08-02,8,0.7647431184263315,34.054452320161275,1292,11.393369413289843,1,12,26,,,-113_-11
A_173,A,True,-56.02189398883009,-4.891785493827162,13.908997813857068,DESMATAMENTO_CR,2021-09-22,441579,2021-08-23,2021-09-25,33,2021-09-08,9,0.7614129684759607,22.45715830824275,1305,11.393369413289843,1,8,29,2021-10-13,34.0,-113_-10
A_174,A,True,-56.20192955373407,-4.804526654523375,13.469137060575374,DESMATAMENTO_CR,2021-08-03,413322,2021-06-22,2021-08-22,61,2021-07-22,7,0.7536294041368837,42.883886255339725,1295,11.393369413289843,1,11,27,2021-09-13,52.0,-113_-10
A_175,A,False,-55.99915416974169,-5.241230061500616,16.61090237388322,DESMATAMENTO_CR,2021-08-12,396706,2021-06-29,2021-08-20,52,2021-07-25,7,0.7494854636985985,31.55499631955249,1575,11.393369413289843,1,11,26,,,-112_-11
A_176,A,False,-55.12952702284168,-4.308284785133566,10.568957598553784,DESMATAMENTO_CR,2021-10-06,455932,2021-08-19,2021-10-13,55,2021-09-15,9,0.7467369509784966,20.099482399803588,982,11.393369413289843,1,4,23,,,-111_-9
A_177,A,True,-56.27847211680628,-4.887398661080988,49.77343379458599,DESMATAMENTO_CR,2021-06-30,517919,2021-06-08,2021-07-11,33,2021-06-24,6,0.7451480087763095,43.95507140554797,4826,11.393369413289843,1,19,27,2021-09-19,86.0,-113_-10
A_178,A,True,-55.620367967953385,-4.517631731002671,42.12311524595553,DESMATAMENTO_CR,2021-07-19,530604,2021-06-30,2021-07-24,24,2021-07-12,7,0.742428260459296,41.53505414874993,4005,11.393369413289843,1,14,24,,,-112_-10
A_179,A,True,-56.00078355841373,-4.59899521972133,9.54031031916095,DESMATAMENTO_CR,2021-09-22,451035,2021-08-24,2021-10-24,61,2021-09-23,9,0.7421247390896423,28.91602606828496,881,11.393369413289843,1,4,29,,,-113_-10
A_180,A,True,-56.07410302885382,-4.642174732982624,12.828040971068573,DESMATAMENTO_CR,2021-06-30,347400,2021-05-26,2021-07-15,50,2021-06-20,6,0.740427034877587,45.06570814083612,1215,11.393369413289843,1,20,31,,,-113_-10
A_181,A,False,-55.22560017711654,-4.441459511158342,11.54898290439695,DESMATAMENTO_CR,2021-09-22,420640,2021-08-20,2021-10-01,42,2021-09-10,9,0.7389419120179216,25.18375374986273,1128,11.393369413289843,1,4,23,,,-111_-9
A_182,A,False,-56.116619402836015,-5.2323739265028975,20.460485799711385,DESMATAMENTO_CR,2021-07-19,396480,2021-06-22,2021-08-19,58,2021-07-21,7,0.7341231624122938,30.55208049562982,1910,11.393369413289843,1,11,26,2021-08-02,12.0,-113_-11
A_183,A,True,-55.91623774220724,-4.737960853692783,7.281131379618868,DESMATAMENTO_CR,2021-08-21,413688,2021-07-29,2021-09-25,58,2021-08-27,8,0.7334056808585042,20.667858190308912,686,11.393369413289843,1,9,29,2021-08-20,-7.0,-112_-10
A_184,A,True,-56.02140272855133,-4.8006488326301,36.34092260158491,DESMATAMENTO_CR,2021-07-19,396553,2021-06-03,2021-07-26,53,2021-06-29,6,0.7330335201897226,42.77585964225205,3477,11.393369413289843,1,17,29,2021-08-08,39.0,-113_-10
A_185,A,True,-56.06690869395711,-4.803068810916179,15.732409084134176,DESMATAMENTO_CR,2021-07-18,347926,2021-05-26,2021-07-20,55,2021-06-22,6,0.7330334414484284,42.030222752374925,1465,11.393369413289843,1,15,22,2021-07-21,28.0,-113_-10
A_186,A,True,-55.96556521067724,-4.5873565519523485,18.54102936258428,DESMATAMENTO_CR,2021-09-22,430421,2021-08-05,2021-09-25,51,2021-08-30,8,0.7302764129525233,28.433111595482234,1782,11.393369413289843,1,10,29,2021-09-01,1.0,-112_-10
A_187,A,True,-55.8905793558776,-4.803471884057971,19.04451881148666,DESMATAMENTO_CR,2021-08-18,413602,2021-07-29,2021-09-23,56,2021-08-26,8,0.7296746265820314,27.829928557922024,1820,11.393369413289843,1,8,31,2021-10-07,42.0,-112_-10
A_188,A,False,-56.10736439060206,-5.209557648066567,16.69754742062008,DESMATAMENTO_CR,2021-06-22,347196,2021-05-28,2021-07-08,41,2021-06-17,6,0.727610600478378,39.845329838371256,1548,11.393369413289843,1,12,21,,,-113_-11
A_189,A,True,-56.20042480974125,-4.566279756468798,8.062074248728155,DESMATAMENTO_CR,2021-08-18,413623,2021-07-29,2021-08-22,24,2021-08-10,8,0.726610498744146,38.32454338259019,764,11.393369413289843,1,10,26,2021-09-25,46.0,-113_-10
A_190,A,True,-56.023081566647974,-5.128926434847636,10.930763879130781,DESMATAMENTO_CR,2021-08-18,413599,2021-08-09,2021-09-18,40,2021-08-29,8,0.7256955253550256,21.058094621490813,1030,11.393369413289843,1,4,23,,,-113_-11
A_191,A,False,-55.36031648084619,-4.094916052029732,28.633442881610897,DESMATAMENTO_CR,2021-06-30,520531,2021-06-01,2021-07-20,49,2021-06-25,6,0.7219157763329169,33.91036036960757,2783,11.393369413289843,1,28,44,,,-111_-9
A_192,A,True,-56.08781925064599,-4.680557493540053,7.913578125832789,DESMATAMENTO_CR,2021-10-06,450082,2021-08-23,2021-10-12,50,2021-09-17,9,0.720232716200655,38.95649456310601,698,11.393369413289843,1,7,28,2021-10-07,20.0,-113_-10
A_193,A,True,-55.88796377325067,-4.798400088573959,6.9247684445597235,DESMATAMENTO_CR,2021-09-22,413602,2021-07-29,2021-09-23,56,2021-08-26,8,0.7201940336239879,29.00659774119544,629,11.393369413289843,1,10,31,2021-10-07,42.0,-112_-10
A_194,A,False,-55.09197555555556,-4.288035555555555,8.8383849607056,DESMATAMENTO_CR,2021-07-18,396708,2021-06-29,2021-07-24,25,2021-07-11,7,0.7150396189741774,30.646368171723704,818,11.393369413289843,1,12,24,,,-111_-9
A_195,A,False,-55.08577741147741,-4.269393772893773,8.378251112030819,DESMATAMENTO_CR,2021-09-22,440891,2021-08-26,2021-10-06,41,2021-09-15,9,0.7144393076571919,17.463719314617723,788,11.393369413289843,1,4,24,,,-111_-9
A_196,A,True,-55.90689352037407,-4.698325397461589,15.305331701571681,DESMATAMENTO_CR,2021-09-07,420513,2021-08-11,2021-09-22,42,2021-09-01,9,0.7143851700823428,27.049883983031265,1454,11.393369413289843,1,9,28,2021-09-19,18.0,-112_-10
A_197,A,False,-55.408820874972236,-3.9892359982234065,9.216175213604886,DESMATAMENTO_CR,2021-08-09,413442,2021-07-24,2021-09-17,55,2021-08-20,8,0.7107004989692068,33.971675775188665,845,11.393369413289843,1,7,24,2021-09-25,35.0,-111_-8
A_198,A,False,-55.35605698005698,-4.09588274770497,6.464614887914341,DESMATAMENTO_CR,2021-07-18,520531,2021-06-01,2021-07-20,49,2021-06-25,6,0.7098161336012745,30.497128953614823,604,11.393369413289843,1,29,47,2021-07-27,31.0,-111_-9
A_199,A,False,-55.713861920260335,-4.395893192297258,7.542266793715674,DESMATAMENTO_CR,2021-10-06,450231,2021-09-02,2021-10-13,41,2021-09-22,9,0.7078468174320687,34.67360582650727,669,11.393369413289843,1,6,29,2021-09-13,-10.0,-112_-9
A_200,A,True,-56.05899521912354,-4.605265432388094,26.178763551430404,DESMATAMENTO_CR,2021-07-18,397043,2021-06-30,2021-08-18,49,2021-07-24,7,0.6940163937787306,37.58808963222506,2461,11.393369413289843,1,13,27,2021-08-20,26.0,-113_-10
A_201,A,False,-55.740128298735385,-3.9639107611548567,8.577867490974628,DESMATAMENTO_CR,2021-07-23,397058,2021-07-01,2021-08-08,38,2021-07-20,7,0.6935391711685647,34.21649653040182,783,11.393369413289843,1,16,29,2021-07-21,1.0,-112_-8
A_202,A,False,-55.44017941470377,-3.973739971448965,14.337214427862037,DESMATAMENTO_CR,2021-07-18,347096,2021-05-27,2021-07-27,61,2021-06-26,6,0.6902596373757808,26.915468544297475,1337,11.393369413289843,1,16,25,,,-111_-8
A_203,A,False,-55.57588805563955,-4.415820189497026,20.294342894288526,DESMATAMENTO_CR,2021-07-18,347402,2021-05-28,2021-07-20,53,2021-06-23,6,0.6887497749753072,31.053656777948465,1890,11.393369413289843,1,16,28,,,-112_-9
A_204,A,False,-55.07518418114145,-4.362705459057075,9.893135767314304,DESMATAMENTO_CR,2021-07-29,397541,2021-07-01,2021-08-09,39,2021-07-20,7,0.6864777991815103,38.63281665737611,853,11.393369413289843,1,12,24,,,-111_-9
A_205,A,True,-55.8323099821747,-4.896343778966132,22.936218353356328,DESMATAMENTO_CR,2021-07-26,397253,2021-07-01,2021-07-31,30,2021-07-16,7,0.6763091027079614,41.45515519641909,2177,11.393369413289843,1,14,28,2021-10-07,83.0,-112_-10
A_206,A,True,-56.13109313169502,-4.590674333123293,9.736742766654864,DESMATAMENTO_CR,2021-07-23,347957,2021-06-08,2021-07-29,51,2021-07-03,7,0.6762054461137914,48.23331683013604,922,11.393369413289843,1,10,22,2021-09-19,77.0,-113_-10
A_207,A,True,-56.26740908832519,-5.097248980316919,28.75979072352387,DESMATAMENTO_CR,2021-06-06,340294,2021-05-07,2021-06-25,49,2021-05-31,5,0.6757061188764008,41.07960606973133,2770,11.393369413289843,1,19,24,2021-07-15,44.0,-113_-11
A_208,A,False,-55.69564995080355,-4.42328935170001,18.7107745109478,DESMATAMENTO_CR,2021-10-06,420655,2021-08-05,2021-10-06,62,2021-09-05,9,0.6749654237312392,25.41982589995342,1804,11.393369413289843,1,6,25,,,-112_-9
A_209,A,True,-56.15686593704399,-4.63805974567438,9.809737179346941,DESMATAMENTO_CR,2021-06-22,347209,2021-06-03,2021-07-10,37,2021-06-21,6,0.6745126389765445,34.170317994410595,925,11.393369413289843,1,19,28,2021-07-09,17.0,-113_-10
A_210,A,False,-55.55127507496701,-4.518454767902124,17.0517134490028,DESMATAMENTO_CR,2021-06-27,519358,2021-06-01,2021-07-01,30,2021-06-16,6,0.6741634822796713,40.02063584546506,1647,11.393369413289843,1,10,18,2021-07-27,41.0,-112_-10
A_211,A,True,-56.135255537370426,-4.590801418439716,14.99471606727494,DESMATAMENTO_CR,2021-06-30,347957,2021-06-08,2021-07-29,51,2021-07-03,7,0.6641782116668798,40.47683552679823,1430,11.393369413289843,1,11,20,,,-113_-10
A_212,A,True,-56.20329578918772,-4.80701301276827,7.525756658200175,DESMATAMENTO_CR,2021-08-18,413322,2021-06-22,2021-08-22,61,2021-07-22,7,0.6610918749965018,36.36173789476205,698,11.393369413289843,1,11,27,2021-08-08,16.0,-113_-10
A_213,A,True,-56.24627842639593,-4.57675970107163,7.252082924160548,DESMATAMENTO_CR,2021-06-18,347075,2021-05-28,2021-06-30,33,2021-06-13,6,0.6590804239189317,36.95398942037826,688,11.393369413289843,1,13,23,2021-08-14,61.0,-113_-10
A_214,A,True,-55.77132843137256,-4.607087254901963,13.558757081400604,DESMATAMENTO_CR,2021-08-21,413691,2021-08-04,2021-09-15,42,2021-08-25,8,0.656113583936814,23.141053901348904,1297,11.393369413289843,1,8,29,2021-08-14,-11.0,-112_-10
A_215,A,True,-55.8855588558856,-4.893157563256327,7.43283659645738,DESMATAMENTO_CR,2021-08-03,396709,2021-06-29,2021-08-22,54,2021-07-26,7,0.6546086938685138,38.68677616752091,676,11.393369413289843,1,13,27,,,-112_-10
A_216,A,False,-55.55564123748209,-4.519969384835479,17.15598800845174,DESMATAMENTO_CR,2021-06-22,519358,2021-06-01,2021-07-01,30,2021-06-16,6,0.6539079541481221,37.64398438209455,1658,11.393369413289843,1,15,22,,,-112_-10
A_217,A,False,-55.05402108079187,-4.235573515248796,7.648163481057622,DESMATAMENTO_CR,2021-07-26,397281,2021-06-21,2021-08-07,47,2021-07-14,7,0.6458028878102631,38.49724195304741,704,11.393369413289843,1,13,25,2021-07-15,0.0,-111_-9
A_218,A,False,-55.222847170148164,-4.360450615961434,11.458156189962104,DESMATAMENTO_CR,2021-08-21,779068,2021-06-21,2021-08-22,62,2021-07-22,7,0.6451598993679091,22.87063863590703,1097,11.393369413289843,1,12,24,,,-111_-9
A_219,A,False,-55.99803333333334,-5.242740740740742,12.357021546231211,DESMATAMENTO_CR,2021-07-18,396706,2021-06-29,2021-08-20,52,2021-07-25,7,0.6447232326647281,30.971653644898883,1191,11.393369413289843,1,10,27,2021-07-15,-10.0,-112_-11
A_220,A,True,-56.11637013610889,-5.079522284494262,7.657630589638278,DESMATAMENTO_CR,2021-06-21,529738,2021-05-26,2021-07-11,46,2021-06-18,6,0.6442489261529843,51.90158184064332,705,11.393369413289843,1,17,27,2021-06-21,3.0,-113_-11
A_221,A,True,-56.11482763819096,-4.614429722687513,10.98797772128284,DESMATAMENTO_CR,2021-08-18,405903,2021-06-30,2021-08-18,49,2021-07-24,7,0.6404029366588503,27.318420088144197,1037,11.393369413289843,1,11,24,,,-113_-10
A_222,A,True,-56.102528358009884,-4.858846698679473,15.326386713458318,DESMATAMENTO_CR,2021-06-18,338073,2021-05-16,2021-06-22,37,2021-06-03,6,0.6389775003334057,49.45013959332218,1424,11.393369413289843,1,19,27,,,-113_-10
A_223,A,True,-56.10184077557755,-4.8567914026402645,12.388691086174454,DESMATAMENTO_CR,2021-07-23,522933,2021-07-11,2021-07-26,15,2021-07-18,7,0.6349940395817989,38.294340445339,1152,11.393369413289843,1,13,25,2021-08-20,32.0,-113_-10
A_224,A,True,-56.225653525369474,-5.074360867928079,21.710073086476513,DESMATAMENTO_CR,2021-08-06,413375,2021-07-12,2021-08-23,42,2021-08-02,8,0.6325430391236958,28.652275913177597,2097,11.393369413289843,1,11,28,2021-08-02,0.0,-113_-11
A_225,A,False,-55.264585140388775,-4.474223398128148,14.205486854716856,DESMATAMENTO_CR,2021-06-22,347201,2021-06-01,2021-06-29,28,2021-06-15,6,0.6241645666457729,38.07601330739716,1360,11.393369413289843,1,31,50,,,-111_-9
A_226,A,False,-55.09987464859438,-4.210623694779117,12.227635100688692,DESMATAMENTO_CR,2021-09-22,441586,2021-08-20,2021-10-20,61,2021-09-19,9,0.6158325126575199,24.43608427178004,1148,11.393369413289843,1,3,20,2021-09-13,-7.0,-111_-9
A_227,A,True,-55.80519989846243,-4.861619567740063,14.09360415571928,DESMATAMENTO_CR,2021-06-30,347967,2021-05-30,2021-07-23,54,2021-06-26,6,0.6070317345167855,24.90468177612188,1346,11.393369413289843,1,18,27,,,-112_-10
A_228,A,False,-55.35456564327486,-4.098086695906433,5.598968516860903,DESMATAMENTO_CR,2021-07-18,520531,2021-06-01,2021-07-20,49,2021-06-25,6,0.6045624277156171,27.27262837480197,528,11.393369413289843,1,29,48,2021-07-27,31.0,-111_-9
A_229,A,True,-55.722418964290796,-4.586798861858018,14.375121482722369,DESMATAMENTO_CR,2021-06-30,347192,2021-06-03,2021-07-18,45,2021-06-25,6,0.603998064730971,38.99849443071816,1378,11.393369413289843,1,14,25,,,-112_-10
A_230,A,True,-56.02541855053191,-4.775129964539007,18.450312659495136,DESMATAMENTO_CR,2021-06-27,347347,2021-06-14,2021-06-30,16,2021-06-22,6,0.5980881686545216,33.18092966581125,1777,11.393369413289843,1,21,29,,,-113_-10
A_231,A,True,-56.2346430102418,-5.073632008235667,38.71157619657116,DESMATAMENTO_CR,2021-08-21,413375,2021-07-12,2021-08-23,42,2021-08-02,8,0.595514253051611,24.75894228119597,3747,11.393369413289843,1,10,26,,,-113_-11
A_232,A,True,-55.80291782265145,-4.902991513023119,6.985050404489413,DESMATAMENTO_CR,2021-06-30,347424,2021-06-22,2021-07-16,24,2021-07-04,7,0.5922961570115631,33.93841993729268,650,11.393369413289843,1,12,20,,,-112_-10
A_233,A,False,-55.574216467065874,-4.414050964737192,12.298084492714517,DESMATAMENTO_CR,2021-06-30,347402,2021-05-28,2021-07-20,53,2021-06-23,6,0.5893463925715811,31.33589789639562,1165,11.393369413289843,1,16,29,,,-112_-9
A_234,A,True,-55.9688085405677,-4.808564682240641,24.417268498710264,DESMATAMENTO_CR,2021-06-30,347431,2021-05-26,2021-07-08,43,2021-06-16,6,0.5863881841665307,39.99271599038209,2367,11.393369413289843,1,19,28,,,-112_-10
A_235,A,False,-55.35793255360624,-4.323824600389863,20.99012195795402,DESMATAMENTO_CR,2021-06-30,347226,2021-06-03,2021-07-19,46,2021-06-26,6,0.5811426084068293,31.795111100861863,1973,11.393369413289843,1,28,41,,,-111_-9
A_236,A,True,-56.268264828137475,-4.709456754596324,10.232028635056317,DESMATAMENTO_CR,2021-06-17,347064,2021-05-26,2021-06-30,35,2021-06-12,6,0.5810548701684264,23.591918572419136,902,11.393369413289843,1,13,22,2021-07-09,26.0,-113_-10
A_237,A,False,-56.09924516090297,-5.301735638808838,17.01384413737217,DESMATAMENTO_CR,2021-07-18,347195,2021-05-25,2021-07-19,55,2021-06-21,6,0.5739295758846941,27.813849395191973,1579,11.393369413289843,1,14,21,2021-08-26,65.0,-113_-11
A_238,A,True,-56.03483174054883,-4.905064095183266,10.65232121785544,DESMATAMENTO_CR,2021-06-22,347206,2021-06-12,2021-07-19,37,2021-06-30,6,0.5641588022295833,36.49549105718753,1008,11.393369413289843,1,18,30,2021-09-13,74.0,-113_-10
A_239,A,True,-55.83565097544568,-4.490195526404305,12.161848468995187,DESMATAMENTO_CR,2021-06-30,347432,2021-06-22,2021-07-26,34,2021-07-09,7,0.5569756871368414,26.887330580180368,1163,11.393369413289843,1,15,30,,,-112_-9
A_240,A,False,-55.1218260693836,-4.343276473560119,36.443678163917085,DESMATAMENTO_CR,2021-10-06,449007,2021-08-19,2021-10-13,55,2021-09-15,9,0.5543000325854287,16.529226684560893,3508,11.393369413289843,1,3,21,,,-111_-9
A_241,A,False,-55.491269942196524,-4.421406872190109,6.369903747249395,DESMATAMENTO_CR,2021-06-24,347849,2021-05-26,2021-07-19,54,2021-06-22,6,0.5536228431316695,31.31975266466745,589,11.393369413289843,1,16,23,,,-111_-9
A_242,A,False,-55.13633316603932,-4.331692513592639,9.783054695730844,DESMATAMENTO_CR,2021-08-21,397280,2021-06-29,2021-08-21,53,2021-07-25,7,0.5529395362596116,21.651079110863613,909,11.393369413289843,1,14,30,,,-111_-9
A_243,A,True,-55.865036233084794,-4.864414056890362,7.4024827933439985,DESMATAMENTO_CR,2021-08-21,413695,2021-07-29,2021-08-24,26,2021-08-11,8,0.5482897175019745,26.641934542311308,704,11.393369413289843,1,10,27,2021-10-07,57.0,-112_-10
A_244,A,True,-55.61464397920087,-4.500878899835796,7.4737176918129435,DESMATAMENTO_CR,2021-07-23,397050,2021-07-18,2021-08-05,18,2021-07-27,7,0.5450278337727239,48.043509688139736,687,11.393369413289843,1,10,15,2021-09-25,60.0,-112_-10
A_245,A,False,-55.94424741784038,-5.339497887323944,10.443039124446083,DESMATAMENTO_CR,2021-07-14,349387,2021-06-29,2021-07-29,30,2021-07-14,7,0.5434248798453482,41.14825191008983,978,11.393369413289843,1,8,19,2021-07-15,1.0,-112_-11
A_246,A,True,-56.0739102351314,-4.696679852466575,17.740752173834295,DESMATAMENTO_CR,2021-06-30,347397,2021-05-21,2021-07-18,58,2021-06-19,6,0.5335660085761378,43.33471359827921,1712,11.393369413289843,1,18,24,2021-07-15,26.0,-113_-10
A_247,A,False,-55.060851976284596,-4.428155138339921,6.210304798935726,DESMATAMENTO_CR,2021-10-03,780134,2021-08-08,2021-10-07,60,2021-09-07,9,0.5234724290994844,31.300069136214656,562,11.393369413289843,1,6,23,,,-111_-9
A_248,A,True,-55.92728567355666,-4.594653029223093,8.607808117674663,DESMATAMENTO_CR,2021-06-30,528661,2021-06-13,2021-07-25,42,2021-07-04,7,0.508854112781724,47.058887514458384,804,11.393369413289843,1,17,29,2021-08-08,35.0,-112_-10
A_249,A,True,-56.23347582213988,-5.067918635170604,13.236934145258367,DESMATAMENTO_CR,2021-08-06,413375,2021-07-12,2021-08-23,42,2021-08-02,8,0.5079736496154695,34.35170535928946,1218,11.393369413289843,1,11,27,2021-11-30,120.0,-113_-11
A_250,A,False,-55.123134946236554,-4.408308333333334,6.848686208731867,DESMATAMENTO_CR,2021-07-18,349550,2021-05-26,2021-07-18,53,2021-06-21,6,0.5075306079113417,26.82934998133272,626,11.393369413289843,1,18,24,2021-08-08,47.0,-111_-9
A_251,A,False,-55.5077821476769,-4.54501415076152,10.608623500513472,DESMATAMENTO_CR,2021-07-19,530766,2021-06-29,2021-08-22,54,2021-07-26,7,0.5037642338610842,38.08930791838332,1011,11.393369413289843,1,14,26,2021-07-27,1.0,-112_-10
B_252,B,False,-59.617082442016475,0.8337319340617215,10.701635521075653,DESMATAMENTO_CR,2021-09-21,441456,2021-08-22,2021-10-13,52,2021-09-17,9,0.9997709315095643,36.689564065075054,1007,19.131397146071485,1,7,21,2021-11-26,70.0,-120_1
B_253,B,False,-59.34838258556228,0.8210764883520285,14.26478868587421,DESMATAMENTO_CR,2021-09-01,423477,2021-07-28,2021-09-28,62,2021-08-28,8,0.9971958576577704,40.64320019832065,1351,19.131397146071485,1,7,17,,,-119_1
B_254,B,True,-60.01669504634068,0.6377678811121764,6.418794212178257,DESMATAMENTO_CR,2021-08-26,414321,2021-08-06,2021-10-06,61,2021-09-05,9,0.9677284985815385,36.65706402817628,584,19.131397146071485,1,12,27,,,-121_1
B_255,B,False,-60.685260714285704,1.322877687590187,11.37063242482068,DESMATAMENTO_CR,2021-04-21,326630,2021-02-19,2021-04-21,61,2021-03-21,3,0.9628669854835781,44.80578572490632,1071,19.131397146071485,1,20,24,,,-122_2
B_256,B,False,-59.615526946829334,0.8349612291007676,13.618579677446931,DESMATAMENTO_CR,2021-10-05,441456,2021-08-22,2021-10-13,52,2021-09-17,9,0.9580849029538642,37.22024323875816,1262,19.131397146071485,1,8,23,2021-11-26,70.0,-120_1
B_257,B,True,-60.46507876546789,0.7843569702242843,42.437811194827106,DESMATAMENTO_CR,2021-04-21,321861,2021-03-19,2021-04-21,33,2021-04-04,4,0.9297756876883152,39.1025955331411,4076,19.131397146071485,1,18,25,,,-121_1
B_258,B,False,-59.800998987654324,0.7278501234567897,8.307971791043412,DESMATAMENTO_CR,2021-10-11,450765,2021-08-21,2021-10-20,60,2021-09-20,9,0.9078658968446314,26.50450539633,785,19.131397146071485,1,8,22,,,-120_1
B_259,B,False,-59.35175162722337,0.8212886019376702,68.38849075964721,DESMATAMENTO_CR,2021-09-12,423477,2021-07-28,2021-09-28,62,2021-08-28,8,0.9049727380689165,37.75840026058292,6578,19.131397146071485,1,7,14,2021-12-04,98.0,-119_1
B_260,B,False,-59.55812381849584,0.9252875019626315,13.064415920475358,DESMATAMENTO_CR,2021-09-12,440584,2021-08-26,2021-09-30,35,2021-09-12,9,0.9028329106758488,45.98753932017036,1201,19.131397146071485,1,6,22,2021-12-20,98.0,-120_1
B_261,B,False,-59.59596553308824,0.6673472732843135,6.695692785570398,DESMATAMENTO_CR,2021-09-21,441453,2021-08-20,2021-10-13,54,2021-09-16,9,0.8964651156035971,36.43564948572177,625,19.131397146071485,1,7,22,2021-11-26,71.0,-120_1
B_262,B,True,-60.00674006100661,0.6426581596339599,12.105231575959712,DESMATAMENTO_CR,2021-09-12,414321,2021-08-06,2021-10-06,61,2021-09-05,9,0.893338031894775,43.75537540178608,1150,19.131397146071485,1,10,23,2021-11-26,81.0,-121_1
B_263,B,False,-61.8141715459298,3.7801121981578287,16.44694213405065,DESMATAMENTO_CR,2021-03-28,320043,2021-02-18,2021-04-18,59,2021-03-19,3,0.8688555658363286,51.06922025188347,1583,19.131397146071485,1,18,22,,,-124_7
B_264,B,True,-60.22923031379515,1.0449076376554172,6.928885590725741,DESMATAMENTO_CR,2021-04-21,321790,2021-02-19,2021-04-21,61,2021-03-21,3,0.8625856417959545,48.37092287927318,615,19.131397146071485,1,21,26,,,-121_2
B_265,B,False,-60.3645666419936,0.5587915864791514,8.314393018507353,DESMATAMENTO_CR,2021-04-21,321644,2021-02-19,2021-04-21,61,2021-03-21,3,0.8416445956045997,45.95603834011333,780,19.131397146071485,1,21,26,2021-07-22,122.0,-121_1
B_266,B,False,-59.80590782784517,0.6898962160600807,7.101832452636305,DESMATAMENTO_CR,2021-09-29,442089,2021-08-21,2021-10-15,55,2021-09-17,9,0.8326144032104373,24.87313351552894,653,19.131397146071485,1,7,17,2021-11-14,57.0,-120_1
B_267,B,False,-61.30091449407473,2.123642236402308,6.7470124683183155,DESMATAMENTO_CR,2021-03-20,307760,2021-01-20,2021-03-20,59,2021-02-18,2,0.8133560519146976,48.59741036543691,617,19.131397146071485,1,21,24,2021-03-20,29.0,-123_4
B_268,B,True,-60.014158331033215,0.6399304903855009,22.296538895422138,DESMATAMENTO_CR,2021-10-05,414321,2021-08-06,2021-10-06,61,2021-09-05,9,0.8045138387410371,26.470274561627942,2120,19.131397146071485,1,13,26,,,-121_1
B_269,B,False,-61.313630483048286,2.15436093609361,6.83298627866907,DESMATAMENTO_CR,2021-03-17,307750,2021-01-20,2021-03-19,58,2021-02-18,2,0.7784672022563985,47.846914462286506,652,19.131397146071485,1,21,23,,,-123_4
B_270,B,False,-60.67543140903309,0.2030081902035627,12.899828845427406,DESMATAMENTO_CR,2021-04-21,329716,2021-02-19,2021-04-21,61,2021-03-21,3,0.7421489177025754,42.361972140176,1222,19.131397146071485,1,19,21,,,-122_0
