p4_event_id,roi,lon,lat,area_ha,date_old,date_new,shift_days,clear_post_old,clear_post,s1_post,event_month,ang,registered,block
C89,CG1,28.82379336369217,0.4746473381061827,1.0775498115378097,2021-02-02,2021-02-02,0,81.604,81.26190476190476,85.5,2,51.247,1,57_0
C90,CG1,28.825527112287503,0.6123545796427279,1.3469065755967151,2021-03-14,2021-03-14,0,83.189,83.08387096774193,75.38709677419355,3,57.196,1,57_1
C91,CG1,28.82720054541236,0.4274665361826596,2.51429919208108,2021-01-01,2021-01-01,0,113.461,113.74654377880185,93.74193548387098,1,56.42,1,57_0
C92,CG1,28.82788968170407,0.4756669261422361,2.693874097927233,2021-02-02,2021-01-25,-8,77.489,79.63548387096776,87.54838709677419,1,53.83,1,57_0
C93,CG1,28.827494951276044,0.5042640007202945,1.5265221773515187,2021-01-25,2021-01-25,0,87.869,87.54079696394687,87.54838709677419,1,46.535,1,57_1
C94,CG1,28.83068793335968,0.5283216767474352,1.0775409936761913,2021-01-01,2021-01-01,0,92.121,91.1182795698925,93.74193548387098,1,47.782,1,57_1
C95,CG1,28.831096667376745,0.4304098019456335,1.3469454783175163,2021-01-03,2021-01-03,0,119.767,119.64086021505375,93.2258064516129,1,56.637,1,57_0
C96,CG1,28.830665475752205,0.5260919296979938,1.257131596767956,2021-01-01,2021-01-01,0,91.232,91.34562211981566,93.74193548387098,1,49.511,1,57_1
C97,CG1,28.831137091353227,0.5117365295421529,1.4367251064423627,2021-01-21,2021-02-02,12,74.587,70.41071428571428,85.5,2,42.864,1,57_1
C98,CG1,28.83245568959383,0.5582580326898613,1.257124873400511,2021-01-21,2021-01-21,0,79.26,79.81336405529954,88.58064516129032,1,51.33,1,57_1
C100,CG1,28.832494772450485,0.6402660520509901,2.9631786865448966,2021-01-13,2021-01-13,0,110.941,110.77321603128054,90.64516129032258,1,63.648,1,57_1
C101,CG1,28.83284299195914,0.4467411737272523,2.244904232365649,2021-01-01,2021-01-01,0,115.825,116.0348387096774,93.74193548387098,1,54.47,1,57_0
C102,CG1,28.83393790972297,0.51945081257769,1.2571329147066583,2021-01-15,2021-01-09,-6,80.55,82.35023041474655,91.67741935483872,1,38.973,1,57_1
C103,CG1,28.833957159674217,0.4325003102351125,1.2571487629005982,2021-02-14,2021-02-14,0,94.336,94.75,82.5,2,53.071,1,57_0
C104,CG1,28.834023793025278,0.4601205432643781,1.1673480588266127,2021-01-01,2021-01-01,0,99.502,99.76674937965261,93.74193548387098,1,46.793,1,57_0
C105,CG1,28.834622146249917,0.4284718909860778,1.9755205356441472,2021-01-15,2021-01-03,-12,111.169,115.40175953079178,93.2258064516129,1,49.53,1,57_0
C106,CG1,28.834168905553312,0.4657652456487673,2.1551023802782523,2021-01-01,2021-01-01,0,88.298,87.91532258064515,93.74193548387098,1,54.156,1,57_0
C107,CG1,28.83599547972845,0.63543828813652,1.616280775312394,2021-05-03,2021-05-03,0,74.615,73.80824372759857,63.225806451612904,5,46.293,1,57_1
C108,CG1,28.837485761929194,0.5056858589977725,1.1673402208734731,2021-03-14,2021-03-14,0,75.418,75.54342431761786,75.38709677419355,3,41.256,1,57_1
C109,CG1,28.83699859855033,0.5649055662339245,1.0775344267079905,2021-02-02,2021-02-02,0,84.422,83.47619047619048,85.5,2,49.615,1,57_1
C110,CG1,28.83862931587063,0.6413778632868877,4.399870347162479,2021-01-01,2021-01-01,0,120.204,120.22580645161291,93.74193548387098,1,61.563,1,57_1
C111,CG1,28.840681691263683,0.4268345073864859,1.6163353301046932,2021-01-01,2021-01-01,0,117.156,117.53405017921148,93.74193548387098,1,49.74,1,57_0
C112,CG1,28.84151263278789,0.5947520915631,1.077528741168596,2021-01-03,2021-01-03,0,96.701,97.47580645161291,93.2258064516129,1,49.113,1,57_1
C113,CG1,28.841291262174447,0.5135219323830937,1.257134077478279,2021-01-03,2021-01-03,0,87.926,87.52304147465438,93.2258064516129,1,34.747,1,57_1
C114,CG1,28.843565283590813,0.4645278167644167,1.3469392193045608,2021-02-06,2021-02-06,0,89.468,88.78095238095239,84.5,2,43.014,1,57_0
C115,CG1,28.84333172124972,0.5581682015708993,1.616303513884547,2021-01-09,2021-01-09,0,85.867,86.89068100358425,91.67741935483872,1,52.37,1,57_1
C116,CG1,28.844039927940056,0.4504664664776852,3.861233344562768,2021-01-01,2021-01-01,0,118.49,118.57239309827457,93.74193548387098,1,58.077,1,57_0
C117,CG1,28.844782846340724,0.5966299159888,1.167322388118734,2021-01-25,2021-01-13,-12,101.152,106.19851116625308,90.64516129032258,1,52.008,1,57_1
C118,CG1,28.845016062559264,0.4285637641474735,1.0775566434734434,2021-01-09,2021-01-09,0,113.503,113.84946236559139,91.67741935483872,1,47.69,1,57_0
C119,CG1,28.84589191995665,0.5289245843288795,2.334671880437467,2021-01-03,2021-01-03,0,95.726,95.97394540942928,93.2258064516129,1,50.232,1,57_1
C120,CG1,28.846139680922526,0.5947441228735102,2.783615955170328,2021-01-01,2021-01-01,0,102.519,102.28407908428721,93.74193548387098,1,48.109,1,57_1
C121,CG1,28.847146106330197,0.4371720431717645,1.167351703131275,2021-01-25,2021-01-25,0,102.174,101.87096774193549,87.54838709677419,1,36.548,1,57_0
C122,CG1,28.847542574576217,0.4584271328552163,1.4367363939684084,2021-03-22,2021-03-22,0,81.738,81.18346774193549,73.32258064516128,3,35.863,1,57_0
C123,CG1,28.847707045107267,0.5599225588362032,1.5265084056017046,2021-01-01,2021-01-01,0,85.934,86.48197343453509,93.74193548387098,1,48.993,1,57_1
C124,CG1,28.849038665493413,0.4763475318467889,1.526528521968995,2021-01-01,2021-01-01,0,102.222,101.76091081593928,93.74193548387098,1,49.739,1,57_0
C125,CG1,28.84971757122328,0.5089991099643737,2.0652931666854037,2021-01-01,2021-01-01,0,89.725,90.00420757363254,93.74193548387098,1,57.723,1,57_1
C126,CG1,28.8510628473217,0.6013940105213292,1.4367032434599358,2021-01-01,2021-01-01,0,113.021,113.31653225806451,93.74193548387098,1,56.264,1,57_1
C127,CG1,28.85070953189326,0.5508707110707073,7.632553634783438,2021-01-03,2021-01-01,-2,85.414,86.38595825426944,93.74193548387098,1,50.576,1,57_1
C128,CG1,28.854912502608155,0.4727683622322871,3.2326503110382365,2021-01-03,2021-01-03,0,99.241,99.4784946236559,93.2258064516129,1,53.839,1,57_0
C129,CG1,28.85576440473708,0.5299790683263264,1.3469258661710284,2021-01-01,2021-01-01,0,102.826,103.13118279569892,93.74193548387098,1,52.344,1,57_1
C130,CG1,28.85552928061074,0.6261706692322515,2.065251155459954,2021-01-01,2021-01-01,0,112.662,111.91725105189342,93.74193548387098,1,64.269,1,57_1
C131,CG1,28.8555937247505,0.4679003491303093,1.257142656113826,2021-01-09,2021-01-09,0,97.723,97.44930875576036,91.67741935483872,1,46.368,1,57_0
C132,CG1,28.856317991647582,0.5137072100418689,1.4367246378087029,2021-02-26,2021-02-08,-18,78.115,82.22321428571428,84.0,2,44.452,1,57_1
C133,CG1,28.85678720113632,0.5641099154429435,1.2571236715224272,2021-01-13,2021-01-13,0,93.377,93.64055299539167,90.64516129032258,1,46.383,1,57_1
C134,CG1,28.85802626833948,0.441510142304406,1.7061284223874456,2021-01-13,2021-01-13,0,110.328,109.87096774193547,90.64516129032258,1,41.825,1,57_0
C135,CG1,28.857266176669988,0.5295330809338756,1.526516102480975,2021-01-27,2021-01-03,-24,93.988,103.4022770398482,93.2258064516129,1,52.672,1,57_1
C136,CG1,28.857535671162687,0.5375228026096752,1.5265140630732534,2021-01-09,2021-01-09,0,96.597,96.19734345351046,91.67741935483872,1,50.084,1,57_1
C137,CG1,28.860109932614225,0.5175121905372951,2.783652296362576,2021-01-09,2021-01-09,0,89.275,89.60353798126951,91.67741935483872,1,47.308,1,57_1
C138,CG1,28.859349805698965,0.5850390574498522,1.4367074700981637,2021-01-01,2021-01-01,0,104.58,103.70967741935485,93.74193548387098,1,48.921,1,57_1
C139,CG1,28.86122423663852,0.4590744009862183,2.5142884618890697,2021-01-13,2021-01-01,-12,110.091,115.54838709677418,93.74193548387098,1,41.481,1,57_0
C140,CG1,28.861585487842756,0.4845961798321077,1.3469352904647924,2021-01-13,2021-01-13,0,92.193,91.00645161290322,90.64516129032258,1,43.983,1,57_0
C141,CG1,28.861586433381422,0.5191671343919277,1.7061090393525549,2021-01-03,2021-01-09,6,90.031,88.17147707979626,91.67741935483872,1,56.186,1,57_1
C142,CG1,28.86212896890599,0.5998949464374375,1.0775277231776974,2021-01-21,2021-01-21,0,101.584,101.34139784946237,88.58064516129032,1,48.47,1,57_1
C143,CG1,28.862507297336368,0.4558708211557376,1.1673487373244196,2021-01-09,2021-01-09,0,112.049,111.65260545905709,91.67741935483872,1,31.924,1,57_0
C144,CG1,28.86439079840381,0.427841903111597,1.257149535083178,2021-01-21,2021-01-21,0,109.744,109.72811059907835,88.58064516129032,1,50.341,1,57_0
C145,CG1,28.86477899920428,0.5726535360057059,1.0775329655663093,2021-06-06,2021-06-06,0,42.193,42.483333333333334,54.0,6,32.906,1,57_1
C146,CG1,28.8647403711384,0.4718084821927955,11.224481812439413,2021-01-01,2021-01-01,0,108.154,108.18245161290324,93.74193548387098,1,53.62,1,57_0
C147,CG1,28.86708574408769,0.4445313184744031,1.2571467472767377,2021-02-06,2021-01-27,-10,93.316,96.4331797235023,87.03225806451613,1,51.534,1,57_0
C148,CG1,28.86729877308885,0.5422500552932672,1.346923165052899,2021-01-09,2021-01-09,0,84.563,84.38709677419357,91.67741935483872,1,50.638,1,57_1
C149,CG1,28.86771061602133,0.5911985636587582,1.1673235330685412,2021-02-26,2021-02-26,0,89.893,89.63736263736264,79.5,2,43.433,1,57_1
C150,CG1,28.868340818621977,0.5044130153376166,1.3469312856922389,2021-01-03,2021-01-03,0,99.732,100.39784946236558,93.2258064516129,1,44.097,1,57_1
C151,CG1,28.868687646561977,0.4896775198190915,2.0652992440096054,2021-02-18,2021-02-18,0,79.961,79.80745341614907,81.5,2,39.611,1,57_0
C152,CG1,28.869778123505217,0.5746612704047983,1.3469157322320064,2021-01-13,2021-01-13,0,88.161,87.83440860215053,90.64516129032258,1,43.005,1,57_1
C153,CG1,28.86980956431588,0.4854776519235441,1.4367308065195106,2021-01-21,2021-01-09,-12,84.894,88.15725806451613,91.67741935483872,1,37.585,1,57_0
C154,CG1,28.87059967330754,0.6221894987578298,1.9754592921208969,2021-01-03,2021-01-03,0,113.397,113.61143695014663,93.2258064516129,1,66.626,1,57_1
C155,CG1,28.87037101123467,0.5117402733913302,1.6163157211492791,2021-02-14,2021-01-25,-20,85.06,91.03225806451613,87.54838709677419,1,42.828,1,57_1
C156,CG1,28.87226495952597,0.5353285357011179,3.2326192607020228,2021-01-13,2021-01-13,0,93.963,94.1388888888889,90.64516129032258,1,46.85,1,57_1
C157,CG1,28.87203289491561,0.56822933299757,1.0775337940034708,2021-01-25,2021-01-13,-12,82.738,87.87903225806451,90.64516129032258,1,45.716,1,57_1
C158,CG1,28.87596052881809,0.6086535206026142,2.4244334368921305,2021-01-09,2021-01-09,0,99.418,99.23775388291517,91.67741935483872,1,53.799,1,57_1
C159,CG1,28.87638972418144,0.5207982858977303,1.3469278394344764,2021-03-04,2021-02-26,-6,78.249,80.04761904761905,79.5,2,38.488,1,57_1
C160,CG1,28.875975717576505,0.5308516057540174,2.065286029894495,2021-01-01,2021-01-01,0,105.49,105.28471248246844,93.74193548387098,1,48.728,1,57_1
C161,CG1,28.876956353360026,0.6228745428317517,1.1673167202241472,2021-03-22,2021-03-22,0,86.406,86.25558312655087,73.32258064516128,3,44.891,1,57_1
C162,CG1,28.877692280865485,0.5716429313582492,1.0775331616872756,2021-01-13,2021-01-13,0,87.438,87.48118279569891,90.64516129032258,1,46.265,1,57_1
C163,CG1,28.878433391399494,0.4986323561366857,1.077545982027604,2021-01-01,2021-01-01,0,102.042,102.94623655913978,93.74193548387098,1,37.567,1,57_0
C164,CG1,28.8786894109888,0.5294580449175413,1.34692596773372,2021-01-13,2021-01-13,0,97.312,97.43655913978495,90.64516129032258,1,54.726,1,57_1
C165,CG1,28.877745363055222,0.5618267947251951,2.963221250764126,2021-01-01,2021-01-01,0,94.228,94.2551319648094,93.74193548387098,1,54.987,1,57_1
C166,CG1,28.87856813820924,0.4882792727761118,1.0775476517524512,2021-11-09,2021-11-09,0,15.524,15.483333333333333,12.2,11,18.614,1,57_0
C167,CG1,28.87881236771749,0.604350029167051,2.8734050205473114,2021-01-03,2021-01-03,0,98.879,98.04737903225806,93.2258064516129,1,57.275,1,57_1
C168,CG1,28.881041713871163,0.5229157436352634,1.257132221196433,2021-01-01,2021-01-01,0,102.712,103.4447004608295,93.74193548387098,1,49.412,1,57_1
C169,CG1,28.880354701553657,0.5485097636388023,2.604048774918804,2021-01-01,2021-01-01,0,97.811,97.54393770856505,93.74193548387098,1,42.697,1,57_1
C170,CG1,28.88154321713078,0.5636762929482498,1.706096510925383,2021-02-06,2021-02-06,0,89.081,89.06766917293233,84.5,2,47.115,1,57_1
C171,CG1,28.8817122422475,0.5674433074271326,1.0775339216723616,2021-01-15,2021-01-15,0,98.679,98.30107526881721,90.12903225806451,1,53.258,1,57_1
C172,CG1,28.882610557047727,0.4386473532459911,1.077555198000931,2021-02-20,2021-02-20,0,104.664,105.10714285714286,81.0,2,37.596,1,57_0
C173,CG1,28.88354416320039,0.4991617207009826,1.2571368702369186,2021-01-01,2021-01-01,0,110.552,110.4815668202765,93.74193548387098,1,50.924,1,57_0
