event_id,uf,radd_any,cp,reg_now,reg_next,truth_year,pred_naive,pred_two_year,pred_k0
E402,PA,2021-02-22,24.0,1,0.0,2021,2021,2021,2021
E403,AC,2021-07-21,15.935,1,0.0,2021,2021,2021,2021
E404,PA,2021-02-28,122.0,1,0.0,2021,2021,2021,2021
E405,AC,2021-06-17,22.733,1,0.0,2021,2021,2021,2021
E406,PA,2021-01-11,52.29,1,0.0,2021,2021,2021,2021
E407,PA,2021-04-17,24.0,1,0.0,2021,2021,2021,2021
E408,PA,2021-08-20,6.774,1,0.0,2021,2021,2021,2021
E409,PA,2021-02-09,23.0,1,0.0,2021,2021,2021,2021
E410,AC,2021-06-09,22.5,1,0.0,2021,2021,2021,2021
E411,AC,2021-08-16,10.903,1,0.0,2021,2021,2021,2021
