event_id,state,radd_only,lon,lat,area_ha,classname,view_date,radd_any,radd_high,date_upper,event_month,clear_post_radd_any,s1_post_radd_any,clear_post_radd_high,clear_post_date_upper,s1_post_date_upper,clear_total,s1_total,ang_mean_deg,ang_npx,tau_p85,tau_p90,tau_p95,reg_p85,registered,reg_p95,radd_npx,block
E28852,RO,0,-62.636,-8.606,19.606,DESMATAMENTO_CR,2021-09-14,2021-07-18,2021-07-18,2021-07-18,7.0,15.516,26.097,15.516,15.516,26.097,29,59,19.367,1912,10.392,11.222,12.827,1,1,1,131,-126_-18
E28853,PA,0,-54.034,-1.092,8.892,DESMATAMENTO_CR,2021-07-26,2021-06-28,2021-06-28,2021-06-28,6.0,19.133,35.333,19.133,19.133,35.333,28,65,44.11,830,12.102,12.73,13.754,1,1,1,160,-109_-3
E28854,PA,0,-54.831,-4.385,8.395,DESMATAMENTO_CR,2021-07-26,2021-07-09,2021-07-09,2021-07-09,7.0,11.839,26.548,11.839,11.839,26.548,25,58,45.717,774,12.102,12.73,13.754,1,1,1,242,-110_-9
E28855,AM,0,-63.536,-7.598,97.783,DESMATAMENTO_CR,2021-09-14,2021-06-24,2021-06-24,2021-06-24,6.0,41.0,45.2,41.0,41.0,45.2,62,88,22.861,9604,9.556,10.204,11.25,1,1,1,2512,-128_-16
E28856,PA,0,-51.892,-2.266,20.897,DESMATAMENTO_CR,2021-07-26,2021-01-06,2021-01-06,2021-01-06,1.0,57.0,28.419,57.0,57.0,28.419,57,29,35.873,2007,12.102,12.73,13.754,1,1,1,994,-104_-5
E28857,PA,0,-55.568,-1.616,13.652,DESMATAMENTO_CR,2021-07-26,2021-07-15,2021-07-15,2021-07-15,7.0,17.581,27.581,17.581,17.581,27.581,36,61,49.385,1277,12.102,12.73,13.754,1,1,1,1051,-112_-4
E28858,PA,0,-55.534,-6.39,67.823,DESMATAMENTO_CR,2021-07-26,2021-05-28,2021-05-28,2021-05-28,5.0,43.581,33.484,43.581,43.581,33.484,63,58,36.556,6688,12.102,12.73,13.754,1,1,1,2756,-112_-13
E28859,PA,0,-54.836,-7.339,9.83,DESMATAMENTO_CR,2021-07-26,2021-05-17,2021-05-17,2021-05-17,5.0,21.806,35.258,21.806,21.806,35.258,28,58,29.467,933,12.102,12.73,13.754,1,1,1,350,-110_-15
E28860,PA,0,-55.513,-6.393,44.106,DESMATAMENTO_CR,2021-07-26,2021-06-03,2021-06-03,2021-06-03,6.0,41.6,32.5,41.6,41.6,32.5,60,58,44.51,4252,12.102,12.73,13.754,1,1,1,2518,-112_-13
E28861,PA,0,-55.507,-6.375,89.499,DESMATAMENTO_CR,2021-07-26,2021-07-15,2021-07-15,2021-07-15,7.0,31.161,25.581,31.161,31.161,25.581,62,58,35.036,8835,12.102,12.73,13.754,1,1,1,2037,-112_-13
E28862,AM,0,-63.538,-7.592,14.114,DESMATAMENTO_CR,2021-09-14,2021-09-04,2021-09-04,2021-09-04,9.0,18.2,28.067,18.2,18.2,28.067,59,88,31.627,1338,9.556,10.204,11.25,1,1,1,984,-128_-16
E28863,PA,0,-54.925,-4.337,9.844,DESMATAMENTO_CR,2021-07-26,2021-06-27,2021-06-27,2021-06-27,6.0,13.2,28.5,13.2,13.2,28.5,20,58,51.111,925,12.102,12.73,13.754,1,1,1,687,-110_-9
E28864,PA,0,-54.804,-4.334,6.757,DESMATAMENTO_CR,2021-07-26,2021-06-27,2021-06-27,2021-06-27,6.0,14.3,57.0,14.3,14.3,57.0,25,116,39.122,628,12.102,12.73,13.754,1,1,1,289,-110_-9
E28865,PA,0,-54.084,-2.895,7.555,DESMATAMENTO_CR,2021-07-26,2021-07-22,2021-07-22,2021-07-22,7.0,8.871,12.581,8.871,8.871,12.581,21,29,32.778,716,12.102,12.73,13.754,1,1,1,316,-109_-6
E28866,PA,0,-54.292,-3.04,17.105,DESMATAMENTO_CR,2021-07-26,2021-07-10,2021-07-10,2021-07-10,7.0,33.065,28.387,33.065,33.065,28.387,54,60,27.678,1620,12.102,12.73,13.754,1,1,1,598,-109_-7
E28867,PA,0,-54.812,-4.292,11.379,DESMATAMENTO_CR,2021-07-26,2021-07-27,2021-07-27,2021-07-26,7.0,11.645,23.645,11.645,11.806,23.806,22,58,33.601,1085,12.102,12.73,13.754,1,1,1,430,-110_-9
E28868,PA,0,-54.938,-4.285,6.353,DESMATAMENTO_CR,2021-07-26,2021-03-29,2021-03-29,2021-03-29,3.0,21.0,43.323,21.0,21.0,43.323,24,58,41.285,573,12.102,12.73,13.754,1,1,1,257,-110_-9
E28869,PA,0,-53.825,-6.119,6.328,DESMATAMENTO_CR,2021-07-26,2021-06-04,2021-06-04,2021-06-04,6.0,19.467,31.333,19.467,19.467,31.333,32,57,30.309,575,12.102,12.73,13.754,1,1,1,286,-108_-13
E28870,AM,0,-63.742,-7.509,58.12,DESMATAMENTO_CR,2021-09-14,2021-07-23,2021-07-23,2021-07-23,7.0,16.548,38.806,16.548,16.548,38.806,32,88,21.433,5692,9.556,10.204,11.25,1,1,1,2283,-128_-16
E28871,PA,0,-51.909,-2.47,15.674,DESMATAMENTO_CR,2021-07-26,2021-06-23,2021-06-23,2021-06-23,6.0,17.233,14.467,17.233,17.233,14.467,27,29,39.97,1475,12.102,12.73,13.754,1,1,1,917,-104_-5
E28872,PA,0,-51.959,-2.427,27.185,DESMATAMENTO_CR,2021-07-26,2021-05-30,2021-05-30,2021-05-30,5.0,18.065,16.097,18.065,18.065,16.097,24,29,43.749,2577,12.102,12.73,13.754,1,1,1,253,-104_-5
E28873,PA,0,-53.791,-6.126,22.553,DESMATAMENTO_CR,2021-07-26,2021-06-28,2021-06-28,2021-06-28,6.0,18.267,27.333,18.267,18.267,27.333,29,57,17.823,2190,12.102,12.73,13.754,1,1,1,30,-108_-13
E28874,AM,0,-63.747,-7.503,15.197,DESMATAMENTO_CR,2021-09-14,2021-09-21,2021-09-21,2021-09-14,9.0,4.9,24.1,4.9,5.6,25.733,29,88,22.673,1466,9.556,10.204,11.25,1,1,1,1223,-128_-16
E28875,PA,0,-53.77,-5.874,8.021,DESMATAMENTO_CR,2021-07-26,2021-06-10,2021-06-10,2021-06-10,6.0,20.0,30.333,20.0,20.0,30.333,29,57,38.3,698,12.102,12.73,13.754,1,1,1,284,-108_-12
E28876,PA,0,-51.735,-6.56,10.047,DESMATAMENTO_CR,2021-07-26,2021-05-30,2021-05-30,2021-05-30,5.0,22.129,16.097,22.129,22.129,16.097,32,29,37.552,964,12.102,12.73,13.754,1,1,1,638,-104_-14
E28877,PA,0,-51.78,-2.723,38.608,DESMATAMENTO_CR,2021-07-26,2021-06-23,2021-06-23,2021-06-23,6.0,40.933,14.467,40.933,40.933,14.467,50,29,33.719,3768,12.102,12.73,13.754,1,1,1,1041,-104_-6
E28878,PA,0,-51.799,-2.71,17.62,DESMATAMENTO_CR,2021-07-26,2021-07-05,2021-07-05,2021-07-05,7.0,16.194,13.516,16.194,16.194,13.516,22,29,32.973,1708,12.102,12.73,13.754,1,1,1,715,-104_-6
E28879,PA,0,-55.636,-6.531,589.838,DESMATAMENTO_CR,2021-07-26,2021-05-10,2021-05-10,2021-05-10,5.0,25.71,36.387,25.71,25.71,36.387,32,58,34.543,58939,12.102,12.73,13.754,1,1,1,22568,-112_-14
E28880,PA,0,-52.075,-4.206,14.008,DESMATAMENTO_CR,2021-07-26,2021-06-11,2021-06-11,2021-06-11,6.0,16.9,15.267,16.9,16.9,15.267,28,29,39.34,1332,12.102,12.73,13.754,1,1,1,1019,-105_-9
E28881,PA,0,-52.083,-4.211,15.014,DESMATAMENTO_CR,2021-07-26,2021-07-05,2021-07-05,2021-07-05,7.0,19.355,13.516,19.355,19.355,13.516,34,29,50.909,1384,12.102,12.73,13.754,1,1,1,1384,-105_-9
E28882,PA,0,-52.135,-4.158,7.231,DESMATAMENTO_CR,2021-07-26,2021-07-05,2021-07-05,2021-07-05,7.0,12.355,13.516,12.355,12.355,13.516,27,29,37.438,673,12.102,12.73,13.754,1,1,1,585,-105_-9
E28883,PA,0,-52.152,-4.131,21.124,DESMATAMENTO_CR,2021-07-26,2021-07-05,2021-07-05,2021-07-05,7.0,15.355,13.516,15.355,15.355,13.516,27,29,32.4,2047,12.102,12.73,13.754,1,1,1,232,-105_-9
E28884,PA,0,-51.675,-6.245,22.414,DESMATAMENTO_CR,2021-07-26,2021-08-10,2021-08-10,2021-07-26,8.0,14.387,10.355,14.387,16.484,11.484,31,29,53.29,2169,12.102,12.73,13.754,1,1,1,1911,-104_-13
E28885,PA,0,-51.681,-6.236,10.219,DESMATAMENTO_CR,2021-07-26,2021-07-17,2021-07-29,2021-07-17,7.0,16.355,12.355,15.194,16.355,12.355,29,29,47.727,972,12.102,12.73,13.754,1,1,1,680,-104_-13
E28886,PA,0,-51.81,-2.742,32.995,DESMATAMENTO_CR,2021-07-26,2021-07-05,2021-07-05,2021-07-05,7.0,28.871,13.516,28.871,28.871,13.516,47,29,38.451,3186,12.102,12.73,13.754,1,1,1,1106,-104_-6
E28887,PA,0,-53.697,-5.724,17.517,DESMATAMENTO_CR,2021-07-26,2021-07-16,2021-07-16,2021-07-16,7.0,26.355,24.935,26.355,26.355,24.935,58,57,21.773,1686,12.102,12.73,13.754,1,1,1,312,-108_-12
E28888,PA,0,-53.536,-5.733,19.77,DESMATAMENTO_CR,2021-07-26,2021-06-04,2021-06-04,2021-06-04,6.0,31.733,31.333,31.733,31.733,31.333,48,57,46.238,1774,12.102,12.73,13.754,1,1,1,1412,-108_-12
E28889,PA,0,-54.821,-3.648,8.962,DESMATAMENTO_CR,2021-07-26,2021-07-27,2021-07-27,2021-07-26,7.0,21.032,13.387,21.032,21.29,13.484,45,31,42.141,851,12.102,12.73,13.754,1,1,1,590,-110_-8
E28890,PA,0,-54.795,-3.632,7.451,DESMATAMENTO_CR,2021-07-26,2021-05-28,2021-05-28,2021-05-28,5.0,36.968,18.29,36.968,36.968,18.29,48,31,38.892,685,12.102,12.73,13.754,1,1,1,527,-110_-8
E28891,RO,0,-62.333,-8.844,11.157,DESMATAMENTO_CR,2021-09-14,2021-08-17,2021-08-17,2021-08-17,8.0,10.71,21.258,10.71,10.71,21.258,33,58,19.348,1072,10.392,11.222,12.827,1,1,1,280,-125_-18
E28892,RO,0,-64.831,-10.136,20.001,DESMATAMENTO_CR,2021-08-05,2021-06-23,2021-06-23,2021-06-23,6.0,22.233,46.4,22.233,22.233,46.4,31,89,39.68,1939,10.392,11.222,12.827,1,1,1,1702,-130_-21
E28893,PA,0,-51.775,-2.645,9.782,DESMATAMENTO_CR,2021-07-26,2021-06-11,2021-06-11,2021-06-11,6.0,19.267,15.267,19.267,19.267,15.267,23,29,32.408,922,12.102,12.73,13.754,1,1,1,480,-104_-6
E28894,PA,0,-52.002,-4.006,15.767,DESMATAMENTO_CR,2021-07-26,2021-06-11,2021-06-11,2021-06-11,6.0,14.633,15.267,14.633,14.633,15.267,23,29,33.537,1532,12.102,12.73,13.754,1,1,1,606,-105_-9
E28895,PA,0,-51.753,-2.797,25.881,DESMATAMENTO_CR,2021-07-26,2021-01-30,2021-01-30,2021-01-30,1.0,47.0,26.097,47.0,47.0,26.097,47,29,50.61,2448,12.102,12.73,13.754,1,1,1,1657,-104_-6
E28896,RO,0,-61.724,-9.147,56.395,DESMATAMENTO_CR,2021-09-14,2021-05-08,2021-05-08,2021-05-08,5.0,22.484,39.71,22.484,22.484,39.71,32,61,19.425,5581,10.392,11.222,12.827,1,1,1,5248,-124_-19
E28897,PA,0,-51.766,-2.777,20.551,DESMATAMENTO_CR,2021-07-26,2021-06-23,2021-06-23,2021-06-23,6.0,30.933,14.467,30.933,30.933,14.467,42,29,52.572,1994,12.102,12.73,13.754,1,1,1,1809,-104_-6
E28898,PA,0,-51.76,-2.767,22.562,DESMATAMENTO_CR,2021-07-26,2021-01-06,2021-01-06,2021-01-06,1.0,51.613,28.419,51.613,51.613,28.419,52,29,38.714,2191,12.102,12.73,13.754,1,1,1,1058,-104_-6
E28899,PA,0,-51.752,-2.787,11.865,DESMATAMENTO_CR,2021-07-26,2021-06-23,2021-06-23,2021-06-23,6.0,34.467,14.467,34.467,34.467,14.467,48,29,38.048,1127,12.102,12.73,13.754,1,1,1,720,-104_-6
E28900,PA,0,-53.537,-4.17,14.015,DESMATAMENTO_CR,2021-07-26,2021-06-16,2021-06-16,2021-06-16,6.0,27.333,30.333,27.333,27.333,30.333,51,58,31.571,1304,12.102,12.73,13.754,1,1,1,720,-108_-9
E28901,PA,0,-54.754,-3.437,6.611,DESMATAMENTO_CR,2021-07-26,2021-08-08,2021-08-08,2021-07-26,8.0,11.71,12.484,11.71,13.484,13.484,24,31,39.162,627,12.102,12.73,13.754,1,1,1,525,-110_-7
E28902,PA,0,-52.217,-3.919,7.614,DESMATAMENTO_CR,2021-07-26,2021-05-18,2021-05-18,2021-05-18,5.0,16.258,17.258,16.258,16.258,17.258,23,29,21.744,711,12.102,12.73,13.754,1,1,1,99,-105_-8
E28903,RO,0,-62.352,-8.814,9.077,DESMATAMENTO_CR,2021-09-14,2021-04-25,2021-04-25,2021-04-25,4.0,28.5,39.667,28.5,28.5,39.667,35,58,37.262,853,10.392,11.222,12.827,1,1,1,472,-125_-18
E28904,PA,0,-52.185,-3.885,18.342,DESMATAMENTO_CR,2021-07-26,2021-07-05,2021-07-05,2021-07-05,7.0,15.355,13.516,15.355,15.355,13.516,23,29,36.277,1763,12.102,12.73,13.754,1,1,1,884,-105_-8
E28905,PA,0,-52.088,-3.865,7.903,DESMATAMENTO_CR,2021-07-26,2021-05-18,2021-05-18,2021-05-18,5.0,16.839,17.258,16.839,16.839,17.258,22,29,38.331,746,12.102,12.73,13.754,1,1,1,534,-105_-8
E28906,PA,0,-52.072,-3.861,9.365,DESMATAMENTO_CR,2021-07-26,2021-02-11,2021-02-11,2021-02-11,2.0,21.821,25.214,21.821,21.821,25.214,23,29,29.863,893,12.102,12.73,13.754,1,1,1,447,-105_-8
E28907,PA,0,-52.007,-3.851,10.36,DESMATAMENTO_CR,2021-07-26,2021-07-17,2021-07-17,2021-07-17,7.0,9.903,12.355,9.903,9.903,12.355,20,29,30.404,887,12.102,12.73,13.754,1,1,1,637,-105_-8
E28908,PA,0,-54.896,-3.363,6.39,DESMATAMENTO_CR,2021-07-26,2021-07-15,2021-07-15,2021-07-15,7.0,13.548,14.548,13.548,13.548,14.548,25,31,25.919,591,12.102,12.73,13.754,1,1,1,82,-110_-7
E28909,PA,0,-53.552,-4.116,26.914,DESMATAMENTO_CR,2021-07-26,2021-01-17,2021-01-17,2021-01-17,1.0,42.903,55.258,42.903,42.903,55.258,44,58,32.429,2581,12.102,12.73,13.754,1,1,1,349,-108_-9
E28910,PA,0,-53.589,-4.052,10.038,DESMATAMENTO_CR,2021-07-26,2021-03-24,2021-03-24,2021-03-24,3.0,38.0,44.129,38.0,38.0,44.129,39,58,54.687,902,12.102,12.73,13.754,1,1,1,108,-108_-9
E28911,PA,0,-51.827,-2.509,9.998,DESMATAMENTO_CR,2021-07-26,2021-03-31,2021-03-31,2021-03-31,3.0,43.0,21.0,43.0,43.0,21.0,49,29,43.607,938,12.102,12.73,13.754,1,1,1,798,-104_-6
E28912,PA,0,-52.073,-3.852,34.611,DESMATAMENTO_CR,2021-07-26,2021-05-30,2021-05-30,2021-05-30,5.0,17.065,16.097,17.065,17.065,16.097,22,29,34.32,3308,12.102,12.73,13.754,1,1,1,1967,-105_-8
E28913,RO,0,-62.382,-8.736,12.353,DESMATAMENTO_CR,2021-09-14,2021-10-04,2021-10-04,2021-09-14,10.0,4.742,13.355,4.742,6.6,16.667,31,58,23.302,1166,10.392,11.222,12.827,1,1,1,571,-125_-18
E28914,PA,0,-52.226,-3.81,13.572,DESMATAMENTO_CR,2021-07-26,2021-07-05,2021-07-05,2021-07-05,7.0,19.194,13.516,19.194,19.194,13.516,29,29,37.512,1304,12.102,12.73,13.754,1,1,1,958,-105_-8
E28915,PA,0,-53.863,-4.132,14.862,DESMATAMENTO_CR,2021-07-26,2021-07-10,2021-07-10,2021-07-10,7.0,14.387,26.71,14.387,14.387,26.71,27,58,33.358,1412,12.102,12.73,13.754,1,1,1,329,-108_-9
E28916,PA,0,-53.657,-3.942,16.358,DESMATAMENTO_CR,2021-07-26,2021-06-16,2021-06-16,2021-06-16,6.0,33.733,15.4,33.733,33.733,15.4,51,29,45.589,1566,12.102,12.73,13.754,1,1,1,1222,-108_-8
E28917,PA,0,-51.667,-5.581,21.754,DESMATAMENTO_CR,2021-07-26,2021-03-31,2021-03-31,2021-03-31,3.0,23.0,21.0,23.0,23.0,21.0,27,29,40.885,2046,12.102,12.73,13.754,1,1,1,614,-104_-12
E28918,PA,0,-51.633,-5.567,8.938,DESMATAMENTO_CR,2021-07-26,2021-07-05,2021-07-05,2021-07-05,7.0,15.516,13.516,15.516,15.516,13.516,26,29,40.296,838,12.102,12.73,13.754,1,1,1,458,-104_-12
E28919,PA,0,-53.956,-4.074,19.419,DESMATAMENTO_CR,2021-07-26,2021-07-22,2021-07-22,2021-07-22,7.0,13.871,25.161,13.871,13.871,25.161,27,58,43.772,1879,12.102,12.73,13.754,1,1,1,1279,-108_-9
E28920,PA,0,-53.817,-3.969,14.601,DESMATAMENTO_CR,2021-07-26,2021-07-16,2021-07-16,2021-07-16,7.0,10.968,25.935,10.968,10.968,25.935,25,58,34.889,1397,12.102,12.73,13.754,1,1,1,224,-108_-8
E28921,PA,0,-53.644,-5.993,14.337,DESMATAMENTO_CR,2021-07-26,2021-06-16,2021-06-16,2021-06-16,6.0,39.133,29.333,39.133,39.133,29.333,63,57,38.723,1386,12.102,12.73,13.754,1,1,1,462,-108_-12
E28922,PA,0,-54.774,-3.302,6.777,DESMATAMENTO_VEG,2021-07-26,,,,,,,,,,25,31,30.185,631,12.102,12.73,13.754,1,1,1,0,-110_-7
E28923,PA,0,-51.83,-2.822,59.622,DESMATAMENTO_CR,2021-07-26,2021-05-30,2021-05-30,2021-05-30,5.0,31.129,16.097,31.129,31.129,16.097,41,29,34.99,5798,12.102,12.73,13.754,1,1,1,3013,-104_-6
E28924,AM,0,-63.595,-7.483,13.025,DESMATAMENTO_CR,2021-09-14,2021-05-31,2021-05-31,2021-05-31,5.0,46.0,50.0,46.0,46.0,50.0,61,88,28.011,1235,9.556,10.204,11.25,1,1,1,1154,-128_-15
E28925,PA,0,-54.782,-3.281,13.309,DESMATAMENTO_VEG,2021-07-26,2021-03-05,2021-03-05,2021-03-05,3.0,22.677,25.516,22.677,22.677,25.516,24,31,40.383,1248,12.102,12.73,13.754,1,1,1,23,-110_-7
E28926,PA,0,-54.983,-3.199,7.989,DESMATAMENTO_CR,2021-07-26,2022-04-29,,2021-07-26,4.0,0.0,0.0,,22.968,13.484,48,31,27.024,737,12.102,12.73,13.754,1,1,1,4,-110_-7
E28927,PA,0,-51.816,-2.579,76.579,DESMATAMENTO_CR,2021-07-26,2021-07-05,2021-07-05,2021-07-05,7.0,32.71,13.516,32.71,32.71,13.516,62,29,44.822,7537,12.102,12.73,13.754,1,1,1,6340,-104_-6
E28928,PA,0,-53.569,-3.986,6.981,DESMATAMENTO_CR,2021-07-26,2021-07-22,2021-07-22,2021-07-22,7.0,21.742,12.581,21.742,21.742,12.581,42,29,46.042,655,12.102,12.73,13.754,1,1,1,499,-108_-8
E28929,PA,0,-53.511,-3.961,15.381,DESMATAMENTO_CR,2021-07-26,2021-07-22,2021-07-22,2021-07-22,7.0,19.161,12.581,19.161,19.161,12.581,38,29,57.897,1483,12.102,12.73,13.754,1,1,1,1443,-108_-8
E28930,PA,0,-53.636,-3.927,16.972,DESMATAMENTO_CR,2021-07-26,,,,,,,,,,53,29,50.151,1550,12.102,12.73,13.754,1,1,1,0,-108_-8
E28931,PA,0,-53.627,-3.923,8.05,DESMATAMENTO_CR,2021-07-26,,,,,,,,,,50,29,42.317,742,12.102,12.73,13.754,1,1,1,0,-108_-8
E28932,PA,0,-53.631,-3.928,19.164,DESMATAMENTO_CR,2021-07-26,2021-03-12,2021-03-12,2021-03-12,3.0,50.226,23.226,50.226,50.226,23.226,53,29,49.981,1801,12.102,12.73,13.754,1,1,1,379,-108_-8
E28933,PA,0,-53.658,-3.926,7.141,DESMATAMENTO_CR,2021-07-26,2021-07-22,2021-07-22,2021-07-22,7.0,28.161,12.581,28.161,28.161,12.581,52,29,33.353,657,12.102,12.73,13.754,1,1,1,255,-108_-8
E28934,PA,0,-53.663,-3.921,6.405,DESMATAMENTO_CR,2021-07-26,2021-06-28,2021-06-28,2021-06-28,6.0,31.533,14.2,31.533,31.533,14.2,54,29,47.191,596,12.102,12.73,13.754,1,1,1,348,-108_-8
E28935,PA,0,-54.992,-3.154,7.276,DESMATAMENTO_CR,2021-07-26,2021-07-15,2021-07-15,2021-07-15,7.0,23.097,14.548,23.097,23.097,14.548,47,31,40.248,689,12.102,12.73,13.754,1,1,1,572,-110_-7
E28936,PA,0,-54.952,-3.14,10.57,DESMATAMENTO_CR,2021-07-26,2021-07-15,2021-07-15,2021-07-15,7.0,13.032,14.548,13.032,13.032,14.548,25,31,48.951,982,12.102,12.73,13.754,1,1,1,629,-110_-7
E28937,PA,0,-51.848,-2.821,10.709,DESMATAMENTO_CR,2021-07-26,2021-07-17,2021-07-17,2021-07-17,7.0,18.258,12.355,18.258,18.258,12.355,41,29,34.291,1011,12.102,12.73,13.754,1,1,1,168,-104_-6
E28938,PA,0,-53.595,-3.922,6.718,DESMATAMENTO_CR,2021-07-26,,,,,,,,,,52,29,21.114,616,12.102,12.73,13.754,1,1,1,0,-108_-8
E28939,PA,0,-51.807,-2.813,30.11,DESMATAMENTO_CR,2021-07-26,2021-01-06,2021-01-06,2021-01-06,1.0,17.0,28.419,17.0,17.0,28.419,17,29,39.128,2941,12.102,12.73,13.754,1,1,1,314,-104_-6
E28940,PA,0,-53.894,-5.894,28.49,DESMATAMENTO_CR,2021-07-26,2021-02-22,2021-02-22,2021-02-22,2.0,24.214,48.071,24.214,24.214,48.071,28,57,35.459,2769,12.102,12.73,13.754,1,1,1,847,-108_-12
E28941,PA,0,-53.683,-3.9,11.901,DESMATAMENTO_CR,2021-07-26,2021-01-11,2021-01-11,2021-01-11,1.0,47.29,28.29,47.29,47.29,28.29,48,29,35.868,1096,12.102,12.73,13.754,1,1,1,46,-108_-8
E28942,PA,0,-51.846,-2.538,21.662,DESMATAMENTO_CR,2021-07-26,2021-07-29,2021-07-29,2021-07-26,7.0,24.516,11.194,24.516,25.29,11.484,46,29,26.083,2053,12.102,12.73,13.754,1,1,1,31,-104_-6
E28943,PA,0,-52.014,-3.717,13.457,DESMATAMENTO_CR,2021-07-26,2021-05-30,2021-05-30,2021-05-30,5.0,15.097,16.097,15.097,15.097,16.097,25,29,31.372,1271,12.102,12.73,13.754,1,1,1,97,-105_-8
E28944,PA,0,-52.026,-3.688,15.834,DESMATAMENTO_CR,2021-07-26,2021-05-30,2021-05-30,2021-05-30,5.0,44.194,16.097,44.194,44.194,16.097,56,29,33.798,1533,12.102,12.73,13.754,1,1,1,576,-105_-8
E28945,PA,0,-53.672,-3.917,11.397,DESMATAMENTO_CR,2021-07-26,2021-06-04,2021-06-04,2021-06-04,6.0,42.933,16.6,42.933,42.933,16.6,60,29,24.651,1022,12.102,12.73,13.754,1,1,1,161,-108_-8
E28946,PA,0,-52.073,-3.799,17.681,DESMATAMENTO_CR,2021-07-26,2021-01-06,2021-01-06,2021-01-06,1.0,23.806,28.419,23.806,23.806,28.419,24,29,34.17,1686,12.102,12.73,13.754,1,1,1,653,-105_-8
E28947,PA,0,-52.116,-3.793,9.181,DESMATAMENTO_CR,2021-07-26,2021-07-29,2021-07-29,2021-07-26,7.0,13.387,11.194,13.387,13.968,11.484,30,29,28.325,867,12.102,12.73,13.754,1,1,1,279,-105_-8
E28948,PA,0,-54.926,-2.974,16.466,DESMATAMENTO_CR,2021-07-26,2021-06-09,2021-06-09,2021-06-09,6.0,27.8,17.4,27.8,27.8,17.4,42,31,40.575,1548,12.102,12.73,13.754,1,1,1,825,-110_-6
E28949,PA,0,-51.846,-2.933,11.205,DESMATAMENTO_CR,2021-07-26,2021-06-23,2021-06-23,2021-06-23,6.0,37.467,14.467,37.467,37.467,14.467,47,29,30.532,1047,12.102,12.73,13.754,1,1,1,706,-104_-6
E28950,PA,0,-52.038,-3.666,18.98,DESMATAMENTO_CR,2021-07-26,2021-06-23,2021-06-23,2021-06-23,6.0,38.4,14.467,38.4,38.4,14.467,53,29,36.74,1831,12.102,12.73,13.754,1,1,1,963,-105_-8
E28951,PA,0,-52.196,-3.651,9.687,DESMATAMENTO_CR,2021-07-26,2021-05-30,2021-05-30,2021-05-30,5.0,36.194,16.097,36.194,36.194,16.097,50,29,34.637,911,12.102,12.73,13.754,1,1,1,621,-105_-8
E28952,PA,0,-52.031,-3.642,6.192,DESMATAMENTO_CR,2021-07-26,2021-01-06,2021-01-06,2021-01-06,1.0,46.613,28.419,46.613,46.613,28.419,47,29,47.8,584,12.102,12.73,13.754,1,1,1,132,-105_-8
E28953,PA,0,-53.666,-3.586,37.576,DESMATAMENTO_CR,2021-07-26,2021-06-04,2021-06-04,2021-06-04,6.0,31.2,16.6,31.2,31.2,16.6,48,29,47.639,3647,12.102,12.73,13.754,1,1,1,1440,-108_-8
E28954,PA,0,-51.777,-2.905,7.659,DESMATAMENTO_CR,2021-07-26,2021-06-11,2021-06-11,2021-06-11,6.0,16.267,15.267,16.267,16.267,15.267,25,29,39.613,720,12.102,12.73,13.754,1,1,1,473,-104_-6
E28955,PA,0,-51.9,-2.865,10.309,DESMATAMENTO_CR,2021-07-26,,,,,,,,,,43,29,16.296,966,12.102,12.73,13.754,1,1,1,0,-104_-6
E28956,PA,0,-52.054,-3.683,26.792,DESMATAMENTO_CR,2021-07-26,2021-06-11,2021-06-11,2021-06-11,6.0,39.8,15.267,39.8,39.8,15.267,58,29,38.556,2576,12.102,12.73,13.754,1,1,1,1218,-105_-8
E28957,PA,0,-53.679,-3.671,7.315,DESMATAMENTO_CR,2021-07-26,2021-08-15,2021-08-15,2021-07-26,8.0,26.323,10.548,26.323,37.935,12.323,95,29,37.928,688,12.102,12.73,13.754,1,1,1,49,-108_-8
E28958,PA,0,-54.89,-2.729,7.611,DESMATAMENTO_CR,2021-07-26,2021-01-04,2021-01-04,2021-01-04,1.0,82.484,30.613,82.484,82.484,30.613,83,31,50.738,694,12.102,12.73,13.754,1,1,1,364,-110_-6
E28959,PA,0,-54.866,-2.722,9.222,DESMATAMENTO_CR,2021-07-26,2021-07-15,2021-07-15,2021-07-15,7.0,32.097,14.548,32.097,32.097,14.548,61,31,42.651,834,12.102,12.73,13.754,1,1,1,333,-110_-6
E28960,PA,0,-54.849,-2.691,21.333,DESMATAMENTO_CR,2021-07-26,2021-01-04,2021-01-04,2021-01-04,1.0,21.871,30.613,21.871,21.871,30.613,22,31,52.763,2044,12.102,12.73,13.754,1,1,1,1220,-110_-6
E28961,PA,0,-53.532,-3.619,8.999,DESMATAMENTO_CR,2021-07-26,2021-01-23,2021-01-23,2021-01-23,1.0,101.032,27.516,101.032,101.032,27.516,104,29,30.819,838,12.102,12.73,13.754,1,1,1,530,-108_-8
E28962,PA,0,-53.502,-3.612,16.708,DESMATAMENTO_CR,2021-07-26,2021-02-16,2021-02-16,2021-02-16,2.0,45.0,25.286,45.0,45.0,25.286,51,29,37.194,1608,12.102,12.73,13.754,1,1,1,768,-108_-8
E28963,PA,0,-54.807,-2.78,12.295,DESMATAMENTO_CR,2021-07-26,,,,,,,,,,55,31,20.472,1167,12.102,12.73,13.754,1,1,1,0,-110_-6
