event_id,state,radd_only,lon,lat,area_ha,classname,view_date,radd_any,radd_high,date_upper,event_month,clear_post_radd_any,s1_post_radd_any,clear_post_radd_high,clear_post_date_upper,s1_post_date_upper,clear_total,s1_total,ang_mean_deg,ang_npx,tau_p85,tau_p90,tau_p95,reg_p85,registered,reg_p95,radd_npx,block
E5392,PA,0,-52.906,-2.959,6.485,DESMATAMENTO_CR,2021-10-12,2021-09-20,2021-09-20,2021-09-20,9.0,8.667,7.667,8.667,8.667,7.667,24,29,27.231,572,12.102,12.73,13.754,1,1,1,375,-106_-6
E5393,PA,0,-49.973,-3.467,6.451,DESMATAMENTO_CR,2021-10-12,2021-10-04,2021-10-04,2021-10-04,10.0,3.742,7.613,3.742,3.742,7.613,25,30,19.958,606,12.102,12.73,13.754,1,1,1,216,-100_-7
E5394,PA,0,-49.959,-3.394,9.118,DESMATAMENTO_CR,2021-10-12,2021-09-22,2021-09-22,2021-09-22,9.0,6.533,8.533,6.533,6.533,8.533,30,30,17.577,864,12.102,12.73,13.754,1,1,1,28,-100_-7
E5395,PA,0,-49.993,-3.465,9.203,DESMATAMENTO_CR,2021-10-12,2021-10-04,2021-10-04,2021-10-04,10.0,4.742,7.613,4.742,4.742,7.613,30,30,22.015,871,12.102,12.73,13.754,1,1,1,142,-100_-7
E5396,PA,0,-49.425,-6.95,6.856,DESMATAMENTO_CR,2021-10-12,,,,,,,,,,31,30,16.815,644,12.102,12.73,13.754,1,1,1,0,-99_-14
E5397,PA,0,-50.521,-3.388,24.558,DESMATAMENTO_CR,2021-10-12,2021-09-03,2021-10-09,2021-09-03,9.0,5.7,8.8,2.419,5.7,8.8,23,29,14.779,2356,12.102,12.73,13.754,1,1,1,109,-102_-7
E5398,PA,0,-52.98,-2.687,1.9,DESMATAMENTO_CR,2021-10-12,,,,,,,,,,31,29,16.001,136,12.102,12.73,13.754,1,1,1,0,-106_-6
E5399,PA,0,-48.562,-4.199,20.564,DESMATAMENTO_CR,2021-10-12,2021-11-09,2021-11-09,2021-10-12,11.0,1.7,7.8,1.7,3.226,12.065,24,58,34.818,1973,12.102,12.73,13.754,1,1,1,48,-98_-9
E5400,PA,0,-49.405,-3.334,75.699,DESMATAMENTO_CR,2021-10-12,2021-01-01,2021-01-01,2021-01-01,1.0,26.968,29.903,26.968,26.968,29.903,27,30,31.797,7427,12.102,12.73,13.754,1,1,1,2432,-99_-7
E5401,PA,0,-50.893,-3.986,29.313,DESMATAMENTO_CR,2021-10-12,2021-09-27,2021-09-27,2021-09-27,9.0,7.1,7.2,7.1,7.1,7.2,29,29,17.376,2847,12.102,12.73,13.754,1,1,1,84,-102_-8
E5402,PA,0,-50.846,-4.272,33.341,DESMATAMENTO_CR,2021-10-12,2021-08-22,2021-09-03,2021-08-22,8.0,6.452,9.581,4.7,6.452,9.581,29,29,14.62,3277,12.102,12.73,13.754,1,1,1,246,-102_-9
E5403,PA,0,-49.174,-3.156,11.326,DESMATAMENTO_CR,2021-10-12,2021-08-29,2021-08-29,2021-08-29,8.0,15.516,13.323,15.516,15.516,13.323,62,35,35.959,1023,12.102,12.73,13.754,1,1,1,70,-99_-7
E5404,PA,0,-48.562,-4.21,10.061,DESMATAMENTO_CR,2021-10-12,2021-08-05,2021-08-29,2021-08-05,8.0,11.194,23.194,7.323,11.194,23.194,29,58,29.94,957,12.102,12.73,13.754,1,1,1,347,-98_-9
E5405,PA,0,-49.145,-2.457,17.014,DESMATAMENTO_CR,2021-10-12,2021-10-04,2021-10-04,2021-10-04,10.0,9.484,7.613,9.484,9.484,7.613,50,35,27.342,1524,12.102,12.73,13.754,1,1,1,148,-99_-5
E5406,PA,0,-48.637,-4.288,19.309,DESMATAMENTO_CR,2021-10-12,2021-01-13,2021-01-13,2021-01-13,1.0,25.161,28.742,25.161,25.161,28.742,26,30,30.417,1806,12.102,12.73,13.754,1,1,1,577,-98_-9
E5407,PA,0,-50.262,-3.932,7.025,DESMATAMENTO_CR,2021-10-12,2021-03-14,2021-03-14,2021-03-14,3.0,47.194,24.097,47.194,47.194,24.097,51,30,30.177,679,12.102,12.73,13.754,1,1,1,439,-101_-8
E5408,PA,0,-48.674,-4.23,6.893,DESMATAMENTO_CR,2021-10-12,,,,,,,,,,20,30,19.362,652,12.102,12.73,13.754,1,1,1,0,-98_-9
E5409,PA,0,-48.946,-4.071,10.345,DESMATAMENTO_CR,2021-10-12,2021-11-21,2021-11-21,2021-10-12,11.0,1.3,3.6,1.3,2.613,6.839,29,30,19.335,973,12.102,12.73,13.754,1,1,1,383,-98_-9
E5410,PA,0,-50.256,-3.7,9.035,DESMATAMENTO_CR,2021-10-12,2021-09-10,2021-09-10,2021-09-10,9.0,11.333,9.333,11.333,11.333,9.333,57,30,25.425,847,12.102,12.73,13.754,1,1,1,412,-101_-8
E5411,PA,0,-48.698,-4.265,13.86,DESMATAMENTO_CR,2021-10-12,,,,,,,,,,25,30,39.325,1285,12.102,12.73,13.754,1,1,1,0,-98_-9
E5412,PA,0,-49.174,-3.13,9.796,DESMATAMENTO_CR,2021-10-12,2021-06-30,2021-06-30,2021-06-30,6.0,31.0,20.0,31.0,31.0,20.0,59,35,30.531,864,12.102,12.73,13.754,1,1,1,454,-99_-7
E5413,PA,0,-48.929,-4.073,6.618,DESMATAMENTO_CR,2021-10-12,2021-11-21,2022-01-08,2021-10-12,11.0,1.6,3.6,0.0,4.226,6.839,25,30,14.87,610,12.102,12.73,13.754,1,1,1,6,-98_-9
E5414,AM,0,-61.607,-7.629,11.703,DESMATAMENTO_CR,2021-08-10,2021-07-13,2021-07-13,2021-07-13,7.0,19.484,55.387,19.484,19.484,55.387,31,120,38.608,1115,9.556,10.204,11.25,1,1,1,1114,-124_-16
E5415,PA,0,-48.92,-4.109,11.695,DESMATAMENTO_CR,2021-10-12,2021-10-04,2021-10-04,2021-10-04,10.0,3.871,7.613,3.871,3.871,7.613,25,30,20.78,1051,12.102,12.73,13.754,1,1,1,167,-98_-9
E5416,PA,0,-52.877,-2.282,11.765,DESMATAMENTO_CR,2021-10-12,2021-09-14,2021-09-14,2021-09-14,9.0,9.6,9.667,9.6,9.6,9.667,30,34,21.62,1119,12.102,12.73,13.754,1,1,1,936,-106_-5
E5417,PA,0,-48.875,-4.104,16.054,DESMATAMENTO_CR,2021-10-12,2021-10-04,2021-10-04,2021-10-04,10.0,3.742,7.613,3.742,3.742,7.613,26,30,26.06,1494,12.102,12.73,13.754,1,1,1,141,-98_-9
E5418,PA,0,-49.218,-3.166,7.356,DESMATAMENTO_CR,2021-10-12,2021-09-04,2021-09-04,2021-09-04,9.0,8.6,12.333,8.6,8.6,12.333,28,35,29.104,669,12.102,12.73,13.754,1,1,1,75,-99_-7
E5419,PA,0,-48.884,-4.109,8.939,DESMATAMENTO_CR,2021-10-12,2021-10-04,2021-10-16,2021-10-04,10.0,3.871,7.613,3.484,3.871,7.613,27,30,24.666,806,12.102,12.73,13.754,1,1,1,103,-98_-9
E5420,PA,0,-48.95,-4.076,10.425,DESMATAMENTO_CR,2021-10-12,2021-09-10,2021-09-10,2021-09-10,9.0,5.333,9.333,5.333,5.333,9.333,27,30,21.614,1002,12.102,12.73,13.754,1,1,1,142,-98_-9
E5421,PA,0,-48.66,-2.649,40.246,DESMATAMENTO_CR,2021-10-12,2021-01-01,2021-01-01,2021-01-01,1.0,29.968,34.903,29.968,29.968,34.903,30,35,37.284,3887,12.102,12.73,13.754,1,1,1,3172,-98_-6
E5422,AM,0,-61.623,-7.618,15.632,DESMATAMENTO_CR,2021-08-10,2021-07-24,2021-07-24,2021-07-24,7.0,17.355,51.484,17.355,17.355,51.484,37,120,36.135,1488,9.556,10.204,11.25,1,1,1,1344,-124_-16
E5423,PA,0,-49.247,-3.309,41.463,DESMATAMENTO_CR,2021-10-12,2021-01-25,2021-01-25,2021-01-25,1.0,29.387,27.581,29.387,29.387,27.581,31,30,30.525,3954,12.102,12.73,13.754,1,1,1,590,-99_-7
E5424,PA,0,-50.279,-3.347,9.812,DESMATAMENTO_CR,2021-10-12,2021-09-03,2021-09-03,2021-09-03,9.0,7.6,18.6,7.6,7.6,18.6,31,59,21.738,933,12.102,12.73,13.754,1,1,1,277,-101_-7
E5425,PA,0,-48.607,-2.767,13.125,DESMATAMENTO_CR,2021-10-12,2021-08-17,2021-08-17,2021-08-17,8.0,22.516,15.258,22.516,22.516,15.258,66,35,38.481,1261,12.102,12.73,13.754,1,1,1,769,-98_-6
